Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_Rawat
OG0000127	jg29525	AL1G22150
OG0000127	jg29526	AL1G22140, AL1G22160
OG0000127	jg29071	AL1G17320, AL638U10010
OG0000131	jg16945, jg14091	AL3G42080, AL4G18650, AL5G18470, AL2G20370, AL8G13990, AL1G46930
OG0000131	jg6734, jg10774, jg12947	AL2G19090
OG0000131	jg16952, jg6956, jg21201, jg32081, jg32308	AL3G44910, nbis-gene-1272, nbis-gene-1271
OG0000131	jg21203	AL1G50940
OG0000132	jg21091, jg22360	nbis-gene-997
OG0000132	jg6813, jg6561	AL1G35450, nbis-gene-1953
OG0000132	jg32304, jg32306, jg17285, jg2010	nbis-gene-1246
OG0000132	jg27190	AL6G43140
OG0000133	jg7039, jg6891, jg17431	AL8G19570, AL25U10030
OG0000136	jg2128	AL2G24590
OG0000136	jg2129	AL2G24600
OG0000136	jg2126, jg2127	AL2G24580
OG0000136	jg12266, jg12277	AL7G53110
OG0000136	jg12273, jg12262	AL7G46870
OG0000136	jg23234	AL8G39760
OG0000136	jg12259	nbis-gene-1912
OG0000136	jg12270	nbis-gene-1913, AL7G53060
OG0000136	jg12260	AL7G46850, AL7G46860
OG0000136	jg12276, jg12265	AL7G47450
OG0000138	jg23058	AL8G37810
OG0000138	jg13819	AL5G19740
OG0000138	jg13817	AL5G19700
OG0000138	jg13821	AL5G19780
OG0000139	jg12852	AL7G47150
OG0000140	jg14472	AL5G25860
OG0000140	jg14471	AL5G25850
OG0000140	jg22850	AL8G35600
OG0000140	jg22845	AL48U10040, AL8G35560
OG0000140	jg22800	nbis-gene-2177
OG0000140	jg21885	nbis-gene-2176, AL8G34670, AL8G26340
OG0000140	jg22801	nbis-gene-2178
OG0000140	jg22798, jg22799	nbis-gene-2175
OG0000140	jg22848	nbis-gene-2181
OG0000140	jg22851	AL48U10010
OG0000140	jg22847	nbis-gene-2180
OG0000142	jg17934	AL4G23870
OG0000142	jg17935	AL4G23880
OG0000142	jg17928	AL4G23840
OG0000142	jg17940	AL4G23900
OG0000142	jg17932	AL4G23860
OG0000142	jg18114, jg18115	AL4G25560
OG0000144	jg32528	AL6G47490
OG0000144	jg21692	AL8G24370
OG0000144	jg32527	AL9U10360
OG0000144	jg6805	AL2G23260
OG0000146	jg22363	AL8G30890
OG0000146	jg22366	AL8G30920
OG0000146	jg22364	AL8G30900
OG0000146	jg22362	AL8G30880
OG0000146	jg32125, jg32130	AL1G49040
OG0000147	jg28078	AL3G52950
OG0000147	jg9392	AL7G22000
OG0000147	jg22635	AL8G33330
OG0000147	jg3697	AL2G40780
OG0000147	jg13954	AL5G20850
OG0000147	jg27288	AL3G44180
OG0000147	jg16942	AL4G15040
OG0000149	jg14423	AL5G25250
OG0000149	jg14421	AL5G25240
OG0000149	jg22898	AL8G36140
OG0000149	jg22904	AL8G36200
OG0000149	jg22900	AL8G36170, AL8G36160
OG0000149	jg14420	AL5G25230
OG0000150	jg14314	nbis-gene-1302
OG0000150	jg14055	AL5G21720, AL5G21730
OG0000150	jg4290	AL6G15230
OG0000150	jg17260	AL4G18370
OG0000150	jg17259	AL4G18360
OG0000150	jg17257	AL4G18340
OG0000150	jg14324	AL5G24120
OG0000150	jg14316	AL5G24100
OG0000150	jg14313	AL5G24030
OG0000150	jg14327	AL5G24170
OG0000151	jg22050	AL8G28000
OG0000151	jg24782	AL3G19690
OG0000151	jg27769	AL3G49460
OG0000151	jg22463	AL8G31780
OG0000151	jg12793	AL7G47650
OG0000152	jg21089	nbis-gene-137
OG0000154	jg1415	AL1G66060
OG0000154	jg30094	AL1G28200
OG0000154	jg25213	AL3G24230
OG0000154	jg24871	AL3G20620
OG0000154	jg3985	AL6G11740
OG0000154	jg3984	AL6G11730
OG0000155	jg9725	AL7G25530
OG0000155	jg14971	AL113U10010, AL113U10030, AL5G31320
OG0000155	jg10429	AL7G32730
OG0000155	jg2004	AL2G23090
OG0000155	jg10428	AL7G32710
OG0000155	jg25152	AL3G23610
OG0000155	jg7743	AL6G48380
OG0000156	jg19952	AL4G44750
OG0000156	jg16151	AL5G43250
OG0000156	jg19951	AL4G44740
OG0000156	jg19948	AL4G44730
OG0000157	jg26631	AL3G38550
OG0000157	jg26627	AL3G38540
OG0000157	jg7233	AL3G14210
OG0000157	jg24305	nbis-gene-652, AL685U10010
OG0000157	jg26523	AL3G37210
OG0000157	jg2031	AL2G23540
OG0000157	jg2038	AL2G23600
OG0000157	jg7426	AL6G44790
OG0000157	jg12773	AL7G47920
OG0000157	jg19021	AL4G35660
OG0000157	jg19020	AL4G35650
OG0000157	jg19023	AL4G35680
OG0000157	jg19019	AL4G35640
OG0000158	jg10511	AL7G32560, AL7G30180, AL7G33450
OG0000158	jg8688	AL7G14590
OG0000158	jg8430	AL7G11730
OG0000158	jg11407	AL1G67080, AL7G42520
OG0000158	jg28264	AL6G25220
OG0000158	jg16699	AL4G12250
OG0000158	jg7562, jg7551	AL6G46400
OG0000161	jg23140	AL8G38700
OG0000161	jg23141	AL8G38710
OG0000161	jg33435, jg33436	AL1G60690
OG0000161	jg21823	AL8G25830
OG0000161	jg17685, jg17683	AL4G22760
OG0000161	jg17687	AL4G22720
OG0000161	jg1847	AL2G20180
OG0000161	jg1705, jg1715, jg1822	AL2G19970
OG0000161	jg1819	AL2G19840
OG0000161	jg1820	AL2G19870
OG0000161	jg1821	nbis-gene-452
OG0000162	jg2236	AL2G25640
OG0000162	jg2036	AL2G23580
OG0000162	jg19859	AL4G44040
OG0000164	jg9497	AL7G23040
OG0000164	jg8473	AL7G11970
OG0000164	jg10651	AL7G34820
OG0000164	jg1128	AL2G17690
OG0000164	jg1129	AL2G17720, nbis-gene-421
OG0000164	jg6771	AL6G40440
OG0000164	jg6767, jg6769, jg6762	AL6G40430
OG0000164	jg6770, jg6761	AL6G40420
OG0000164	jg8472	AL7G11960
OG0000166	jg11859	AL2G32690
OG0000166	jg28282, jg27759	AL3G52050
OG0000166	jg725	AL2G13810
OG0000167	jg10625	AL7G34550, AL7G34540
OG0000167	jg10621	AL7G34500
OG0000167	jg10622	AL7G34510
OG0000167	jg10624	AL7G34530
OG0000167	jg10620	AL7G34490
OG0000167	jg10623	AL7G34520
OG0000169	jg17119	AL4G16880
OG0000169	jg1552	AL1G64890
OG0000171	jg20125	AL4G46720
OG0000171	jg29462, jg955, jg30921	AL2G16210
OG0000171	jg5289	AL6G25440
OG0000172	jg15356	AL5G35200
OG0000172	jg16316	AL5G44820
OG0000172	jg16315	AL5G45240
OG0000172	jg15926	AL5G40760
OG0000172	jg15937	AL5G40860
OG0000172	jg15939	AL5G40870
OG0000172	jg15932	AL5G40850
OG0000172	jg15930	AL5G40800
OG0000173	jg1461, jg26673, jg7106, jg7127, jg7132, jg17518, jg1807, jg14356	AL3G40330
OG0000173	jg26653, jg14013	AL8G24810
OG0000174	jg11812, jg11810	AL2G20320, AL7G33750, AL2G20330, AL6G41170
OG0000174	jg11730	AL3G54100, AL3G45590
OG0000175	jg15013	AL5G31720
OG0000175	jg3242	AL2G35850
OG0000175	jg30537	AL1G32900
OG0000175	jg8854	AL7G16200
OG0000176	jg31636, jg31639	AL1G44860
OG0000176	jg31784	AL1G49450
OG0000176	jg32028, jg31916	AL1G48130
OG0000176	jg31643	AL1G44920, AL1G44890
OG0000176	jg12097	AL1G29270, AL8G27960
OG0000176	jg31598	AL1G44470
OG0000178	jg33537	AL8G19930
OG0000180	jg16351	AL5G45620
OG0000181	jg13723	AL8G25040, AL4G15240
OG0000183	jg14745, jg7532, jg14541, jg27683, jg1699	AL4G13920
OG0000183	jg19302	AL5G32880, AL6G28130
OG0000185	jg1441, jg14078, jg1761	AL6G10840
OG0000185	jg12153	AL8G35610, AL2G32620, AL1G29430
OG0000185	jg21116, jg13897	AL5G19190
OG0000185	jg6686	AL1G46910
OG0000186	jg17588	AL4G20870
OG0000187	jg9234, jg9235	nbis-gene-1736
OG0000187	jg9230	AL7G20320
OG0000188	jg33027	AL8G10040, AL265U10010, AL1G30370, AL8G17400
OG0000189	jg8491	AL7G12140
OG0000189	jg8629	AL7G13810
OG0000189	jg8545	AL7G12760
OG0000189	jg8547	AL7G12790
OG0000190	jg7702	AL6G47960
OG0000190	jg7704	AL6G47980
OG0000190	jg7703	AL6G47970
OG0000190	jg7707	AL6G48020
OG0000190	jg7705	AL6G47990
OG0000190	jg32186	AL1G49990
OG0000191	jg29662	AL1G23460
OG0000191	jg18960	nbis-gene-1015
OG0000191	jg25728	AL3G29510
OG0000191	jg2134	AL2G24870
OG0000191	jg25878	AL3G30830
OG0000191	jg25882	AL3G30870
OG0000191	jg27859	nbis-gene-889
OG0000191	jg25713	AL3G29400
OG0000191	jg25714, jg25718	AL3G29410
OG0000191	jg25676	nbis-gene-913, AL3G28990
OG0000191	jg25675, jg25673	AL3G28960, AL3G28980
OG0000192	jg30670	AL1G34360
OG0000192	jg8064	AL6G51590
OG0000192	jg3362	AL1G34280
OG0000192	jg26900	AL3G41650
OG0000192	jg30665	AL1G34310
OG0000192	jg30667	AL1G34330
OG0000192	jg30662, jg30666	AL1G34320
OG0000192	jg30668	AL1G34340
OG0000193	jg26901	AL3G41660
OG0000193	jg26894	AL3G41620
OG0000193	jg26896	nbis-gene-792
OG0000193	jg26893	AL3G41610
OG0000193	jg26576, jg26577	nbis-gene-789
OG0000193	jg26294	nbis-gene-744, AL3G35120
OG0000193	jg26298	AL3G35160
OG0000193	jg26296	AL3G35150
OG0000193	jg26288	AL3G35070
OG0000193	jg14328, jg14329	AL5G24180
OG0000193	jg7365	nbis-gene-1622
OG0000195	jg17567	AL4G20560
OG0000195	jg19387, jg15712, jg15648	AL5G38180
OG0000195	jg2098	AL7G46650
OG0000195	jg12245	AL2G24200
OG0000195	jg5984	AL6G32820
OG0000195	jg14060	AL5G21780
OG0000196	jg31558	AL1G44080
OG0000196	jg31560	AL1G44060
OG0000196	jg28891	AL1G15390
OG0000196	jg31432	AL1G42930
OG0000196	jg31559	AL1G44070
OG0000196	jg28892	AL1G15400
OG0000197	jg12743	AL7G43790
OG0000197	jg12179	AL7G46120
OG0000197	jg12176	AL7G46090
OG0000197	jg14708	AL5G28350
OG0000197	jg14696, jg15293	AL5G28190
OG0000197	jg12792	AL7G47660
OG0000197	jg28098	AL3G52780
OG0000197	jg12682	AL7G49150, AL7G48800
OG0000197	jg12608	AL7G49950
OG0000197	jg12633	AL7G49700
OG0000197	jg12636	AL7G49680, AL7G49110
OG0000200	jg31833	AL1G46070
OG0000200	jg28943	AL1G15890
OG0000200	jg14818	AL5G29460, AL8G22470
OG0000200	jg9719	AL7G25460
OG0000200	jg12382	AL7G52080
OG0000200	jg12383	AL7G52070
OG0000200	jg26794	AL3G40220
OG0000200	jg26858	AL3G40940
OG0000200	jg26826	AL3G40610
OG0000201	jg26411	AL3G36210
OG0000201	jg26410	AL3G36200
OG0000201	jg26423	AL3G36220
OG0000202	jg25806	AL3G30180
OG0000202	jg25880	AL3G30850
OG0000202	jg27030	nbis-gene-802
OG0000202	jg27031	AL3G42750
OG0000202	jg27015, jg27014, jg27013	AL3G42550
OG0000202	jg26463	AL3G36630
OG0000202	jg27878	AL3G50390
OG0000202	jg26503, jg26506, jg26505	AL3G37040
OG0000202	jg26501	AL3G37010
OG0000202	jg26504	AL3G37020
OG0000203	jg24349	AL3G14720
OG0000203	jg24348	AL3G14710
OG0000203	jg24346, jg24347	AL3G14700
OG0000203	jg24303	AL3G14200
OG0000203	jg5021	AL6G22600
OG0000203	jg5008, jg5007	AL6G22480
OG0000203	jg5020	AL6G22490
OG0000204	jg15213	AL5G33670
OG0000204	jg26333	AL3G35490
OG0000205	jg16530, jg27661	AL4G10320
OG0000205	jg27598	AL3G47440, AL3G52270
OG0000205	jg13088	AL5G12470
OG0000205	jg13092	AL5G12490
OG0000205	jg13087	AL5G12460
OG0000205	jg13090	AL5G12480
OG0000205	jg16527	AL3G52290
OG0000205	jg27660, jg27597	AL3G52280
OG0000205	jg16764	AL4G13020
OG0000205	jg32764	AL1G53500
OG0000205	jg11592, jg11594	AL9U10990
OG0000205	jg32767	AL1G53540
OG0000205	jg32765	AL1G53520
OG0000206	jg33290	AL4G20410
OG0000207	jg2551	AL2G28790
OG0000207	jg3556	AL2G39150
OG0000207	jg17554	AL4G20460
OG0000207	jg3554	AL2G39120
OG0000208	jg32803	AL1G53980
OG0000208	jg32805	AL1G53990
OG0000208	jg8417	AL7G11500
OG0000208	jg9182	AL7G19690
OG0000208	jg8418	AL7G11510
OG0000208	jg21871	AL8G26210, AL311U10010
OG0000209	jg416, jg418	AL2G10720
OG0000209	jg415	AL2G10710
OG0000209	jg413	AL2G10700
OG0000209	jg33120	AL1G57470
OG0000209	jg12794, jg12796	AL7G47630
OG0000209	jg12862	AL7G47070
OG0000209	jg21564	AL8G22950
OG0000210	jg26999	AL3G42400
OG0000210	jg27001	AL3G42420
OG0000210	jg13160	AL5G13350
OG0000210	jg13158	nbis-gene-1199
OG0000210	jg13161	AL5G13340
OG0000210	jg12338	AL7G52550
OG0000210	jg12339	AL7G52570
OG0000210	jg5057	AL6G22950
OG0000210	jg13159, jg13157	nbis-gene-1198
OG0000210	jg18412, jg18409	AL4G28810
OG0000210	jg18408	AL4G28800
OG0000210	jg18404	nbis-gene-1071
OG0000210	jg18405	AL4G28780
OG0000210	jg20943	AL8G17590
OG0000213	jg2970	AL2G33070
OG0000213	jg24982	AL3G21810
OG0000213	jg16737	AL4G12610
OG0000213	jg16738	AL4G12620
OG0000213	jg16741	AL4G12650
OG0000213	jg16740	AL4G12640
OG0000214	jg2493	AL2G28240
OG0000214	jg8000	AL6G50950
OG0000214	jg7249	nbis-gene-423, AL6G51540
OG0000214	jg7284	AL6G43330
OG0000214	jg7538	AL6G45800
OG0000214	jg7531	AL2G21130
OG0000214	jg7999	AL6G47610
OG0000214	jg8001	AL6G50960
OG0000216	jg10317	AL7G31490
OG0000216	jg10321, jg10322, jg10320	AL7G31510
OG0000216	jg33448	nbis-gene-292
OG0000216	jg10319	AL7G31500, AL7G30780
OG0000216	jg10323	AL7G31520
OG0000216	jg10316	AL7G31480
OG0000216	jg10315	nbis-gene-1800
OG0000217	jg1148	AL2G17830
OG0000217	jg1145	AL2G17810
OG0000217	jg1096	AL2G17390
OG0000217	jg1072	AL2G17250
OG0000217	jg1022	AL2G16980
OG0000217	jg1047	AL7G46780, AL2G17080
OG0000217	jg7385	AL2G17100
OG0000218	jg29979	AL1G26980
OG0000218	jg29981	AL1G27010
OG0000218	jg29982	AL1G27020
OG0000218	jg13337	AL5G15240
OG0000218	jg11388	AL7G42370
OG0000218	jg12942	AL5G13150, AL5G10520
OG0000219	jg2178	AL2G25070
OG0000219	jg2182	AL2G25100
OG0000219	jg23294	AL835U10030
OG0000219	jg22095	AL8G28390
OG0000219	jg22096	AL8G28400
OG0000220	jg760	AL2G14230
OG0000220	jg22418, jg22417	AL8G31350
OG0000220	jg22415	AL77U10060
OG0000220	jg22413	AL5G15330
OG0000220	jg21587	AL6G11580
OG0000220	jg13067	AL5G11890
OG0000224	jg3422	AL2G37740
OG0000224	jg3420	AL2G37720
OG0000224	jg9231	AL7G20350
OG0000224	jg571	AL2G12370
OG0000224	jg570	AL2G12360
OG0000225	jg31471	AL1G43260
OG0000225	jg31469	AL1G43240
OG0000225	jg31478, jg31472	AL1G43270
OG0000225	jg31477	nbis-gene-176
OG0000226	jg30591	AL1G11240
OG0000226	jg31723	AL1G49380
OG0000226	jg31727	AL1G49370
OG0000226	jg31725	AL1G49350
OG0000226	jg19265	AL108U10030
OG0000226	jg23338	AL8G40780
OG0000226	jg26094	AL3G32940
OG0000226	jg30960	AL1G37710, AL1G37720, AL1G37670
OG0000226	jg31379, jg31377	AL1G42110
OG0000226	jg29773	AL2G22820
OG0000228	jg2702	AL2G30310
OG0000228	jg2707	AL2G30370
OG0000228	jg6720	AL6G40330
OG0000228	jg6718	AL6G40180
OG0000228	jg2708	AL2G30290, AL173U10020
OG0000229	jg9443	AL7G22490
OG0000229	jg9444	AL7G22500
OG0000229	jg5645	AL6G29250
OG0000229	jg5642	AL6G29230
OG0000229	jg9442	AL7G22480
OG0000229	jg32894	AL1G54760
OG0000229	jg33326	AL1G59580
OG0000230	jg1462	AL1G65590
OG0000230	jg3241	AL2G35830
OG0000230	jg1401	AL1G66200
OG0000230	jg967, jg812	AL2G35840
OG0000231	jg12412	AL7G51760
OG0000231	jg2322	AL2G26510
OG0000231	jg11881	AL7G43870
OG0000231	jg2248	AL2G25780, AL2G25790
OG0000232	jg24479	AL3G16300
OG0000232	jg24480	AL3G16310
OG0000232	jg25056	AL3G22620
OG0000232	jg27543	AL3G46870
OG0000233	jg1869	AL3G36230
OG0000233	jg32629	AL8G34590
OG0000234	jg15451	AL5G36250
OG0000234	jg15449	AL5G36230
OG0000234	jg15448	AL5G36220
OG0000234	jg15447	AL5G36210
OG0000234	jg19118	AL4G36690
OG0000234	jg5170	AL6G24190
OG0000235	jg31894	AL1G46640
OG0000235	jg31896	AL1G46660, AL1G46620
OG0000235	jg32770	AL1G53610
OG0000235	jg27497	AL3G46410
OG0000235	jg27499, jg27501	AL3G46450
OG0000235	jg25725	AL3G29470
OG0000235	jg21538	AL8G22710
OG0000235	jg32771	AL1G53620
OG0000235	jg25724	AL3G29460
OG0000236	jg17600, jg17601, jg17602	AL4G20950
OG0000236	jg7281	AL6G43290
OG0000236	jg2555	AL2G28820
OG0000237	jg12894	AL1G54290
OG0000238	jg11559, jg11581	AL2G18390
OG0000239	jg26931	AL3G40700
OG0000239	jg26840, jg26924	AL3G40650, AL3G40730
OG0000239	jg26930, jg26928	AL3G41940
OG0000239	jg17113	AL4G16860
OG0000240	jg32293	AL1G56710
OG0000240	jg17464, jg1772	AL4G17660, AL4G17920, AL4G17900
OG0000242	jg27565	AL3G47120
OG0000242	jg27567	AL3G47130
OG0000242	jg29880	AL1G25950
OG0000242	jg29883	nbis-gene-83
OG0000242	jg29879	AL1G25930
OG0000244	jg10370	AL7G32050
OG0000244	jg7736	AL6G48330
OG0000244	jg10373	AL7G32080
OG0000244	jg10374	AL7G32090
OG0000244	jg10372	AL7G32070
OG0000244	jg10371	AL7G32060
OG0000244	jg7734	AL6G48300
OG0000244	jg7735	AL6G48310
OG0000247	jg12066	AL7G45500
OG0000248	jg7641	AL6G47240
OG0000248	jg7640	AL6G47230
OG0000248	jg7420, jg7421	AL6G44750
OG0000248	jg1267	AL2G18850
OG0000248	jg15619	AL5G37800
OG0000249	jg18816	AL4G32970
OG0000249	jg18819	AL4G32990
OG0000249	jg18818	AL4G32980
OG0000249	jg15247	AL5G34040
OG0000250	jg2614	AL2G29310
OG0000250	jg2621	nbis-gene-575
OG0000250	jg8483	nbis-gene-1694
OG0000250	jg2603	nbis-gene-573
OG0000250	jg2604	nbis-gene-574
OG0000251	jg2400	AL8G19300
OG0000251	jg32810	AL6G42410
OG0000252	jg4033	AL6G12280
OG0000252	jg27620	AL3G47640
OG0000252	jg4035	AL6G12310
OG0000252	jg33336	AL1G59710
OG0000252	jg33337	AL1G59720
OG0000252	jg4031	AL6G12270
OG0000252	jg4034	AL6G12300
OG0000254	jg16978	AL4G15410
OG0000254	jg17665	AL4G21500
OG0000254	jg1307	AL1G67340
OG0000254	jg26917	AL3G41860
OG0000254	jg7439	AL6G44930
OG0000254	jg28872	AL1G15160
OG0000255	jg1563, jg13939	AL5G11870
OG0000255	jg17382	AL9U11550
OG0000255	jg6971	AL3G51230
OG0000256	jg19307	AL4G38280
OG0000256	jg21390, jg21205, jg21204	AL8G21380, nbis-gene-2062
OG0000256	jg27046	AL3G42840
OG0000256	jg19308	AL4G38290
OG0000256	jg17079	AL4G16530, AL4G16510, AL4G16550
OG0000257	jg33267	AL1G59050
OG0000257	jg24983	AL3G21820
OG0000258	jg13315	AL5G15010
OG0000258	jg13316	AL5G15040
OG0000258	jg13318	AL5G15050, AL5G15060
OG0000258	jg13319	AL5G15070
OG0000258	jg22623	AL8G33230
OG0000258	jg13321	AL5G15100
OG0000258	jg13320	AL5G15090
OG0000260	jg13732	AL5G19060
OG0000260	jg17810	AL4G21560
OG0000260	jg7405	AL6G44610
OG0000260	jg732	AL2G13880
OG0000260	jg14255	AL5G23490
OG0000264	jg7791	AL6G48840
OG0000264	jg7787	AL6G48830
OG0000264	jg7793	AL6G49330, AL6G48870
OG0000264	jg7885, jg7884	AL6G49970
OG0000264	jg7931	AL6G49560
OG0000264	jg7893	AL6G49960
OG0000265	jg19783	nbis-gene-1018, nbis-gene-338, AL7G40240
OG0000266	jg16158	AL5G43310
OG0000266	jg16157	AL5G43300
OG0000266	jg15559	AL5G20610, AL5G20620
OG0000266	jg15778	AL5G39230
OG0000266	jg32711	AL1G52920
OG0000266	jg15782, jg15779	AL7G51710, AL5G39240
OG0000267	jg17980	AL4G24330
OG0000267	jg18002	AL4G24610
OG0000267	jg17981	AL4G24350
OG0000267	jg17978	AL4G24320
OG0000267	jg18001	AL4G24590
OG0000267	jg17979, jg17999	AL4G24560
OG0000267	jg30474	AL1G32210
OG0000267	jg16584	nbis-gene-932
OG0000268	jg13018	AL5G11250
OG0000268	jg716	AL2G13720
OG0000268	jg3910	AL6G11010
OG0000268	jg15354	AL5G35180
OG0000269	jg11991	AL2G10350
OG0000270	jg8879	AL7G10820, AL3G49100
OG0000270	jg30517	AL1G32640
OG0000271	jg7768	AL6G50030
OG0000271	jg7876	AL6G48930
OG0000273	jg29043	AL1G55400
OG0000273	jg32647	AL1G52480
OG0000273	jg32948	AL1G55350
OG0000274	jg22908	AL8G36240
OG0000274	jg14405	AL5G25090
OG0000274	jg14407	AL5G25020
OG0000274	jg33561	AL1G62090
OG0000274	jg1015	AL2G16910
OG0000274	jg17967	AL4G24200
OG0000275	jg26396	AL3G36100
OG0000275	jg13712	AL5G18930
OG0000275	jg26398	nbis-gene-754
OG0000275	jg26399	AL3G36150
OG0000275	jg26397	AL3G36110
OG0000275	jg26395	AL3G36090
OG0000276	jg11540	AL9U10390
OG0000276	jg20724	AL8G15440
OG0000276	jg6371	nbis-gene-1569
OG0000276	jg18125	AL4G25680
OG0000276	jg18123	AL4G25660
OG0000277	jg11133, jg11132	AL7G39730
OG0000277	jg11135	AL7G39750
OG0000277	jg11136, jg11137	AL7G39770
OG0000278	jg22742	AL8G34460
OG0000278	jg22743	AL8G34510
OG0000278	jg2988	AL7G25500
OG0000279	jg14913, jg32174	AL6G47730, AL1G53900
OG0000279	jg32173	AL4G12490, AL4G12510, AL4G12760, AL7G43800, AL5G22580, AL1G58300, AL9U11340, AL5G23870, AL9U11700, AL6G30690, AL1G40130, AL1G58550, AL1G29700, AL1G46490
OG0000281	jg33130	AL1G57560
OG0000281	jg1290	AL1G67480
OG0000281	jg13278	AL5G14680
OG0000281	jg10479	AL7G33200
OG0000282	jg4604	AL6G17910
OG0000282	jg4594	AL6G17830
OG0000282	jg4597	AL6G17850
OG0000282	jg4596	AL6G17840
OG0000282	jg4598	AL6G17860
OG0000282	jg4599	AL6G17870
OG0000284	jg24512	AL3G16620
OG0000285	jg27336, jg12459, jg1615, jg32047, jg20828	AL4G18700, AL6G38570
OG0000285	jg32156	AL4G16420, AL2G18820
OG0000286	jg22121	AL8G28560
OG0000286	jg22116, jg22112, jg22104, jg22110	AL8G28510
OG0000286	jg22111, jg22092	AL8G28520
OG0000286	jg22090	AL211U10010
OG0000287	jg26271	AL3G34950
OG0000287	jg26270, jg26269	AL3G34940
OG0000287	jg26276	AL249U10030
OG0000287	jg26273	AL249U10050
OG0000287	jg26272	AL3G34960
OG0000287	jg26275	AL249U10040
OG0000287	jg26277	AL3G34970
OG0000287	jg26278	AL249U10020, AL3G34990
OG0000288	jg31005	AL1G38150
OG0000288	jg13147	nbis-gene-1197
OG0000288	jg25139	AL3G23410
OG0000288	jg24919	AL3G21170
OG0000288	jg24918	AL3G21160
OG0000288	jg24602	AL3G17610
OG0000288	jg22013	AL8G27500
OG0000288	jg14842	AL5G29830
OG0000288	jg12408	AL7G51870
OG0000288	jg12409	AL7G51860
OG0000290	jg25996	AL3G31960
OG0000290	jg23546	AL8G42910
OG0000290	jg12611	AL7G49930
OG0000290	jg12549	AL7G50550
OG0000290	jg12556	AL7G50480
OG0000293	jg16745	nbis-gene-1361
OG0000294	jg25844	AL3G30460
OG0000294	jg18827	AL4G33090
OG0000294	jg28558, jg8055	AL1G11840
OG0000295	jg25486	AL3G27000
OG0000296	jg28105	AL3G52720, AL3G49080
OG0000296	jg31240	AL1G40550
OG0000296	jg15723, jg15658	AL5G38700
OG0000296	jg19164	AL4G36830, AL463U10040
OG0000297	jg8679	AL7G14480
OG0000297	jg22984	AL8G37040
OG0000297	jg21254, jg21265, jg26115	AL3G33140
OG0000298	jg4413	AL6G16450, AL2G39740, AL2G39770
OG0000298	jg9024	AL7G18840
OG0000298	jg27999	AL3G51650
OG0000299	jg11189	AL8G20160
OG0000299	jg13745	AL5G19170
OG0000299	jg3528	nbis-gene-617
OG0000299	jg3526	AL122U10010
OG0000299	jg574	nbis-gene-314, nbis-gene-311, nbis-gene-312
OG0000299	jg33778	AL1G64190
OG0000300	jg27048	AL3G42860
OG0000300	jg27072	AL3G42960
OG0000300	jg27071	AL3G42950
OG0000300	jg27067	AL3G42940, AL3G43030
OG0000300	jg27057	AL3G42930
OG0000301	jg18105	AL1G50970
OG0000304	jg20634	AL8G14510
OG0000304	jg20632, jg20630	AL8G14470
OG0000304	jg20631	AL8G14480
OG0000304	jg17236	AL4G18170
OG0000308	jg2926	AL2G32570
OG0000308	jg30285	AL1G29920
OG0000308	jg2919	AL2G32530
OG0000310	jg22857, jg22859	AL8G35710
OG0000310	jg22951	AL71U10060, AL8G36700
OG0000310	jg22963	AL8G36790
OG0000311	jg5485	AL6G27540
OG0000311	jg25896	AL3G30980
OG0000311	jg12214	AL7G46360
OG0000311	jg2061	AL2G23890
OG0000313	jg32966	AL1G55550
OG0000313	jg32963	AL1G55520
OG0000313	jg16776	AL4G13120
OG0000314	jg28796	AL1G14460
OG0000314	jg28797	AL1G14470
OG0000314	jg18340	AL4G28090
OG0000314	jg18397	AL4G28680
OG0000316	jg24355	AL3G14810
OG0000316	jg19320, jg19314	AL4G38410, AL4G38350
OG0000316	jg19325, jg12453	AL4G38450
OG0000319	jg29154, jg29153	AL8G37000, AL1G18210, AL1G18230
OG0000319	jg22981	AL1G18260
OG0000321	jg12172	AL7G46030
OG0000321	jg12224	AL7G46410
OG0000321	jg10987, jg10984	AL7G38390, AL7G38360
OG0000321	jg12174	AL7G46040
OG0000321	jg12175	AL7G46050
OG0000321	jg12188	AL7G46160
OG0000321	jg12186	AL7G46150
OG0000322	jg3516	AL2G38770
OG0000322	jg30239	AL1G29380
OG0000322	jg19279	AL4G38060
OG0000322	jg7268	AL4G38120, AL6G43180
OG0000322	jg32496	AL1G51540
OG0000323	jg9679	AL7G25060
OG0000324	jg30211, jg21080	AL8G29350
OG0000324	jg17280, jg1038	AL3G45890
OG0000324	jg1037	AL4G20200
OG0000324	jg17281	AL3G44720
OG0000324	jg1836	AL6G37470
OG0000324	jg6895	AL9U11160
OG0000324	jg1045	AL4G17620
OG0000324	jg300, jg7168	AL5G19210
OG0000324	jg6903, jg6876	AL1G53800
OG0000324	jg1838	AL6G37460, AL4G18080
OG0000324	jg10773, jg21200, jg32082, jg16953, jg32309, jg6957	AL5G20680, nbis-gene-832
OG0000324	jg10121	AL59U10070, AL7G49430
OG0000324	jg31791, jg32749	AL4G30830
OG0000324	jg30212	AL89U10020, AL6G40200, AL8G19950, AL3G42090, AL4G18640, AL3G45330, AL1G50660
OG0000325	jg17653, jg27101, jg16718	nbis-gene-1635, nbis-gene-811
OG0000325	jg13947	AL1G51150
