Orthogroup	Arabidopsis_arenosa	Odontarrhena_muralis
OG0000281	jg33130, jg33131	Om003G097620
OG0000281	jg1290, jg1284	Om003G121390, Om003G121360, Om003G121670
OG0000281	jg13278	Om007G317550, Om003G121350, Om003G121370, Om001G006530, Om007G317580, Om007G317540, Om001G006540
OG0000282	jg4597	Om004G168700
OG0000282	jg4596	Om004G168720
OG0000282	jg4598	Om004G168690
OG0000282	jg4599	Om004G168680
OG0000284	jg6565	Om007G294370, Om002G074370, Om003G113380
OG0000284	jg24512, jg11645, jg21432	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100
OG0000286	jg22121	Om001G007790
OG0000286	jg22101	Om003G115170, Om003G115230, Om003G115190
OG0000287	jg26270, jg26269	Om002G068950
OG0000287	jg26275	Om002G069010
OG0000287	jg26279, jg26277, jg26278	Om002G068990, Om002G068980
OG0000288	jg31005, jg2458, jg25667, jg13147	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600
OG0000290	jg25996	Om002G065710
OG0000290	jg23546	Om005G197460, Om006G231890, Om006G251270, Om006G250320
OG0000293	jg8476, jg7941, jg7460	Om007G315620, Om001G037250, Om002G054920
OG0000294	jg25844	Om002G064000
OG0000294	jg28558, jg8055	Om005G179320
OG0000297	jg8679	Om005G212040, Om001G036360, Om001G036390
OG0000297	jg22984	Om006G242900, Om006G244950
OG0000297	jg21254, jg21265, jg26115	Om002G067110
OG0000298	jg10613	Om001G007250
OG0000298	jg27999	Om007G317110
OG0000299	jg11188	Om018G373800, Om004G171990, Om004G172000
OG0000299	jg3528, jg3526	Om001G011700
OG0000300	jg27048	Om001G025280
OG0000300	jg27072, jg27071	Om001G025290
OG0000300	jg27067, jg27057, jg27066	Om008G353600
OG0000301	jg1040, jg31936, jg18105, jg33104, jg20960, jg32961, jg25811	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890
OG0000304	jg17236	Om008G357260
OG0000308	jg1474	Om007G302390
OG0000308	jg30285	Om005G198900
OG0000309	jg11828	Om002G089150, Om002G088820
OG0000310	jg22857, jg22859	Om006G246480, Om006G245880
OG0000310	jg22951, jg22963	Om006G245320, Om003G096540
OG0000311	jg5485	Om007G298120
OG0000311	jg25896	Om002G064550
OG0000311	jg2061	Om005G213850
OG0000313	jg10548	Om001G005460
OG0000313	jg10546	Om001G005740
OG0000313	jg32966	Om003G099080
OG0000314	jg28796	Om005G181880
OG0000314	jg28797	Om005G181890
OG0000314	jg18397	Om005G210380
OG0000316	jg24355	Om008G355740, Om008G329420, Om008G329500
OG0000316	jg19320, jg19314, jg19325, jg12453	Om008G335620
OG0000319	jg29154, jg29153, jg22981	Om005G185820, Om006G245010
OG0000320	jg13861	Om001G017140, Om003G107640, Om003G102020, Om003G105390
OG0000321	jg12172, jg12224	Om003G119980
OG0000321	jg10987, jg10984, jg12178, jg12174, jg12175, jg12188, jg12186	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270
OG0000322	jg3516	Om004G133260
OG0000322	jg30239	Om005G198270
OG0000322	jg19279, jg7268, jg32496, jg19283	Om008G333060, Om008G330110, Om008G330430
OG0000324	jg30211, jg21080, jg17280, jg1038, jg1037, jg17281, jg1836, jg6895, jg1045, jg1568, jg11725, jg300, jg7168, jg6903, jg6876, jg1838, jg12948, jg10768, jg10773, jg21200, jg32082, jg16953, jg32309, jg6957	Om001G037650, Om006G272040, Om002G069780, Om002G069760, Om001G037660, Om002G069770, Om006G272050, Om007G292940
OG0000324	jg10121, jg31791, jg32749, jg10120, jg31792, jg32750	Om007G305950, Om006G251240, Om008G362470, Om008G360900, Om007G309040, Om002G085120, Om004G135510, Om004G156750, Om004G138360, Om005G207620, Om005G223670, Om006G262380, Om002G083090, Om008G349590, Om003G111220
OG0000324	jg26083	Om004G152350, Om004G152340
OG0000325	jg17116, jg27205	Om001G015830, Om006G266400, Om004G145320, Om006G266360
OG0000327	jg13629, jg13626, jg15393, jg15391	Om006G253100, Om006G251140, Om006G251150, Om006G253090
OG0000328	jg11299	Om003G102580
OG0000330	jg16059, jg13825, jg16058	Om003G124480, Om003G124500
OG0000330	jg16057	Om003G124470, Om003G125640
OG0000332	jg5839, jg5838	Om006G241400
OG0000332	jg33127	Om003G097540
OG0000334	jg15317	Om006G254200
OG0000334	jg18934	Om008G335090
OG0000335	jg31317	Om008G341130
OG0000335	jg7398, jg25085, jg25082, jg26786	Om002G054740
OG0000336	jg30287	Om005G198950
OG0000336	jg2930	Om004G142080, Om004G142060
OG0000338	jg1313, jg1242	Om011G365530, Om005G217920
OG0000339	jg28458, jg10163	Om001G010480
OG0000339	jg19995	Om008G321390
OG0000340	jg2171, jg19687	Om008G325090
OG0000341	jg17248, jg20584	Om003G123430
OG0000344	jg6493, jg6491, jg6492, jg21371	Om006G240680
OG0000345	jg29720	Om005G196900
OG0000347	jg27595, jg26743, jg27016, jg12750, jg19271, jg17533, jg26744	Om006G248330, Om006G248350, Om002G055420
OG0000348	jg3156, jg6911, jg20347, jg6794, jg7177, jg27094	Om007G315920, Om004G149150
OG0000349	jg8767	Om001G035120
OG0000349	jg1986, jg1993, jg1995, jg1992, jg1988, jg1991, jg1994, jg1987, jg1996	Om008G361710
OG0000349	jg17263, jg13237, jg8768, jg32599	Om001G035100
OG0000350	jg31515	Om007G290180
OG0000350	jg31513	Om007G290160
OG0000351	jg32030, jg32031, jg32032, jg25465, jg25470, jg25466, jg23092	Om002G059530
OG0000351	jg25469, jg25468	Om002G059500
OG0000351	jg25467	Om002G059520
OG0000352	jg30216	Om005G197930, Om008G334130
OG0000352	jg3720, jg1222	Om008G360290, Om008G360530, Om008G360690, Om008G360810, Om008G360300, Om008G360820, Om008G360270, Om008G360790, Om008G360500, Om008G360670
OG0000352	jg969, jg3721	Om004G132540
OG0000355	jg3052, jg3682	Om008G338600
OG0000355	jg3802	Om004G131070
OG0000355	jg2266, jg2265	Om004G138140, Om005G184710
OG0000356	jg6712, jg6600, jg6710, jg6598	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030
OG0000357	jg17445, jg13708, jg26926, jg6755, jg6756	Om007G306530
OG0000358	jg4765	Om007G277850
OG0000359	jg31532, jg31533, jg18544, jg18545	Om007G290360, Om007G290370
OG0000360	jg23699	Om006G230130
OG0000360	jg23698	Om006G230150
OG0000360	jg23697	Om006G230180
OG0000361	jg25100	Om002G054940
OG0000361	jg4188	Om004G172990
OG0000362	jg27680	Om004G136190, Om004G136200, Om004G136230
OG0000362	jg27678	Om004G136210
OG0000363	jg14011	Om004G151750
OG0000363	jg7107, jg7126, jg7131	Om005G220950, Om008G341070
OG0000368	jg8600	Om001G038080, Om001G038070
OG0000368	jg8601	Om001G038000
OG0000368	jg2119	Om001G038090
OG0000370	jg30223	Om005G198190
OG0000370	jg30222	Om005G198070
OG0000371	jg31101, jg20131	Om008G319770
OG0000372	jg9737, jg9736, jg9735	Om004G135750
OG0000374	jg33246, jg33303, jg33298, jg33305, jg33297, jg33302, jg33300, jg33301, jg33299, jg33306, jg33304, jg33307	Om003G094990
OG0000374	jg10334	Om003G096590, Om003G096580
OG0000377	jg916	Om005G221490, Om005G221480, Om005G221450, Om005G221440
OG0000378	jg12392, jg6729, jg7062	Om003G106910
OG0000382	jg8018	Om005G179390
OG0000382	jg29276	Om005G187240
OG0000383	jg31388, jg31780	Om007G289040, Om007G289010
OG0000383	jg17641	Om007G289000
OG0000384	jg31322	Om002G061090
OG0000384	jg33475	Om003G093990
OG0000384	jg33476	Om003G093980, Om003G093940, Om003G093930
OG0000386	jg15260	Om006G254890, Om006G254870, Om006G254900
OG0000386	jg15261, jg15262	Om006G254880
OG0000387	jg10836	Om008G325420
OG0000389	jg1359, jg15858	Om003G121980
OG0000390	jg6196	Om006G238000, Om001G007860
OG0000390	jg27023, jg26105, jg26106	Om002G066980
OG0000390	jg25857	Om002G064160, Om004G151070
OG0000391	jg30802, jg27191	Om005G204840
OG0000391	jg30797, jg30796	Om005G199920
OG0000391	jg30801	Om005G204830
OG0000391	jg30800	Om005G204810, Om005G204820
OG0000392	jg12313	Om004G166970
OG0000396	jg13894	Om007G306340, Om009G363510
OG0000396	jg13602	Om006G270400
OG0000396	jg13605, jg13608	Om002G084480
OG0000398	jg25353	Om002G057970
OG0000398	jg33681	Om003G090820, Om003G090840
OG0000400	jg13595	Om001G026500
OG0000403	jg974, jg991, jg972, jg971, jg973	Om005G220580
OG0000404	jg18747, jg25103, jg15180	Om006G255780, Om008G337600, Om004G170670, Om002G054990
OG0000406	jg5527, jg5528, jg5529	Om007G297520
OG0000406	jg24137	Om002G044530
OG0000407	jg5315	Om007G300530
OG0000409	jg12681	Om003G110350
OG0000410	jg821, jg823, jg818	Om005G222950
OG0000411	jg731	Om005G224040
OG0000411	jg10342	Om001G008360
OG0000412	jg22288	Om003G116310
OG0000412	jg26230	Om002G068560
OG0000412	jg33249	Om003G096220
OG0000413	jg25335	Om002G057770
OG0000413	jg22533	Om003G119170
OG0000414	jg10496, jg10495	Om001G006250
OG0000415	jg5048	Om004G162740
OG0000415	jg19571	Om008G326430
OG0000416	jg18234, jg18250	Om005G227300, Om004G176330, Om007G280020, Om007G280180
OG0000416	jg28902	Om005G182990
OG0000417	jg26720, jg26719, jg26718	Om002G073380
OG0000420	jg9474, jg9478	Om001G024600, Om001G024620, Om001G024670, Om001G024630, Om001G024610, Om001G032410
OG0000420	jg9481	Om001G024590
OG0000421	jg12475, jg12477, jg12476, jg12332, jg12479, jg12478	Om001G026550, Om001G026540, Om007G294470, Om001G013810
OG0000422	jg29314	Om005G187620, Om005G187610
OG0000422	jg29316	Om005G187660
OG0000423	jg2908	Om004G142290
OG0000423	jg25396	Om002G058490
OG0000424	jg7844	Om003G090900, Om003G090070, Om003G090080, Om003G090090
OG0000424	jg7841	Om007G293140
OG0000424	jg7766, jg11332, jg11331, jg11334	Om006G230630, Om007G292750, Om006G230620
OG0000425	jg33495, jg33493	Om003G093760
OG0000427	jg3545	Om007G317740
OG0000427	jg21076, jg18471, jg13731, jg18472, jg3544, jg3543	Om004G132940
OG0000429	jg6415	Om006G240130
OG0000429	jg9154	Om001G029270
OG0000430	jg27751	Om002G082610, Om002G066320
OG0000430	jg26661, jg26367, jg16516, jg8342	Om001G041290
OG0000431	jg1153	Om005G219170
OG0000431	jg29378	Om005G188470
OG0000431	jg29377	Om005G188450
OG0000432	jg21967	Om003G113900
OG0000432	jg22448, jg22447	Om003G118170, Om005G204990
OG0000436	jg28169	Om002G087440
OG0000437	jg32008	Om001G012410
OG0000439	jg28950	Om005G183450
OG0000439	jg15993	Om003G123740
OG0000439	jg18200	Om007G280530
OG0000440	jg5580	Om007G297020
OG0000440	jg24183	Om006G261750, Om006G261700
OG0000441	jg25701	Om002G062560, Om002G062550
OG0000441	jg25697, jg25696	Om002G062430
OG0000441	jg25698	Om002G062440
OG0000441	jg25700, jg25699	Om002G062460
OG0000442	jg8354	Om001G041180
OG0000442	jg16617, jg16614, jg16613, jg16615, jg16616, jg16612	Om008G323220
OG0000443	jg2864	Om003G118670, Om004G142810, Om004G142760
OG0000446	jg23206	Om006G235370
OG0000446	jg13074	Om006G274450
OG0000447	jg25527	Om002G060230
OG0000447	jg31384	Om007G288920
OG0000448	jg20366	Om008G361730
OG0000448	jg20367	Om008G361700
OG0000448	jg20368, jg20365	Om008G361720
OG0000449	jg14381	Om006G267260
OG0000449	jg22929	Om006G245560
OG0000449	jg14380	Om006G267270
OG0000449	jg22927, jg22928	Om006G245570
OG0000450	jg1796, jg1235, jg12316, jg2904	Om006G231930
OG0000450	jg1849	Om003G111450, Om002G044350, Om003G095390
OG0000452	jg21310	Om001G025830, Om001G025870, Om004G163540, Om001G025930, Om001G025860, Om001G025910
OG0000453	jg33350	Om003G095410, Om007G317460
OG0000454	jg21980	Om003G113950, Om003G113940, Om003G113960
OG0000456	jg11913	Om004G170070, Om003G123150
OG0000456	jg11408, jg11521	Om001G027150
OG0000456	jg21524	Om003G123130, Om004G170050, Om008G350270, Om004G170060, Om008G330680
OG0000460	jg10331	Om001G008580
OG0000460	jg32699	Om005G220920
OG0000461	jg28396	Om005G177550
OG0000461	jg28395	Om005G177540
OG0000463	jg14450, jg14453	Om001G005850
OG0000466	jg4077	Om004G174390
OG0000466	jg2479	Om005G209820
OG0000468	jg15405	Om006G252980
OG0000468	jg18363	Om007G278880
OG0000468	jg19076	Om008G332830
OG0000471	jg31418	Om007G289290
OG0000472	jg12627	Om007G316650, Om007G316670
OG0000472	jg12626	Om007G316690, Om003G102350, Om007G316680, Om007G316660
OG0000474	jg14718, jg9330, jg16878	Om006G261160, Om006G238310
OG0000475	jg565, jg566	Om005G227990
OG0000476	jg6424	Om006G240140
OG0000477	jg22754	Om004G169410, Om002G083900, Om006G247780, Om008G334030
OG0000478	jg27618	Om002G083030
OG0000478	jg27779	Om002G082030, Om002G082020, Om002G083000, Om002G083010
OG0000481	jg775	Om005G223420, Om002G062340
OG0000482	jg12372, jg12374, jg12373	Om005G212960, Om005G212950
OG0000483	jg22371	Om003G117450
OG0000484	jg8715	Om001G035850
OG0000484	jg20575	Om007G296400
OG0000486	jg28823, jg28822	Om007G293910
OG0000486	jg16097, jg16171	Om003G126660, Om003G126620
OG0000486	jg15501, jg15502, jg29358, jg28821	Om007G315930, Om007G316020, Om002G055740, Om002G055140, Om002G077700
OG0000487	jg28766	Om002G046190, Om005G181670, Om007G278330
OG0000488	jg15143, jg15141, jg15137	Om006G246280, Om008G324620, Om006G256140, Om004G176270
OG0000488	jg15148	Om006G256090, Om006G256070, Om006G256080
OG0000489	jg24484, jg24486, jg24485	Om002G047940, Om002G047950, Om002G047930, Om002G047960
OG0000490	jg28529, jg28530	Om005G178960
OG0000491	jg6094, jg7081	Om003G104850
OG0000492	jg17521	Om003G118980
OG0000493	jg17477	Om007G304650
OG0000495	jg17057, jg17059	Om006G264600
OG0000495	jg9446, jg16811	Om006G264590, Om006G264500
OG0000498	jg22061	Om003G114860
OG0000498	jg9651	Om008G361860
OG0000499	jg10760	Om001G002040, Om002G075590
OG0000499	jg3514	Om004G133290
OG0000501	jg32175	Om007G291470
OG0000501	jg14430	Om002G068600
OG0000501	jg14431	Om001G008590
OG0000504	jg24877	Om001G012750, Om002G052110, Om008G332030
OG0000505	jg6390, jg6386, jg6385	Om006G239820, Om006G239880
OG0000506	jg27491, jg2122, jg2123, jg4379, jg2817	Om005G205820
OG0000507	jg4760, jg4696, jg382	Om005G228600
OG0000507	jg384, jg386	Om005G228590, Om008G341610
OG0000508	jg18411, jg18103, jg17563, jg26267, jg18410	Om008G332530
OG0000509	jg10977, jg10980, jg10975, jg10978, jg10982	Om003G103700
OG0000509	jg10981	Om007G275840
OG0000510	jg948	Om005G220900
OG0000511	jg11210	Om003G101890
OG0000511	jg673	Om005G224850
OG0000512	jg10170, jg10168, jg10169	Om001G010440
OG0000513	jg15295	Om008G335560
OG0000513	jg14385	Om006G267240
OG0000513	jg22921	Om006G245660
OG0000514	jg26191	Om002G068070
OG0000515	jg33807, jg33806	Om003G089490
OG0000516	jg9498, jg12529	Om002G081900
OG0000520	jg16160	Om008G321740
OG0000521	jg7215	Om008G344260
OG0000521	jg3506	Om005G204880
OG0000522	jg31949	Om001G011810
OG0000522	jg7401	Om008G348020
OG0000522	jg7404	Om008G348080, Om008G348070
OG0000523	jg20053, jg20054	Om008G320780, Om008G320790
OG0000523	jg31323	Om007G288290
OG0000523	jg20055	Om008G320770
OG0000523	jg16235	Om003G127050
OG0000524	jg24739, jg21346	Om002G050630
OG0000525	jg25495	Om002G059840
OG0000525	jg33557	Om003G092800
OG0000526	jg14581	Om006G263940
OG0000526	jg14578	Om006G263950
OG0000529	jg6065	Om006G243980
OG0000529	jg6070, jg6067	Om006G244040, Om006G244010
OG0000532	jg32684	Om001G034110, Om003G115390
OG0000533	jg16575	Om004G155930
OG0000534	jg708, jg713, jg712, jg742, jg710, jg741, jg709	Om005G224370
OG0000535	jg868	Om005G222110
OG0000535	jg13027	Om006G274720
OG0000535	jg13028	Om008G333800
OG0000537	jg7925	Om007G302270
OG0000538	jg19699	Om008G324960
OG0000538	jg19698	Om008G324980
OG0000539	jg23802	Om006G228950
OG0000540	jg17964	Om007G282450
OG0000540	jg17961	Om007G282480, Om007G282490
OG0000541	jg17943	Om007G282620
OG0000542	jg32967	Om003G099070
OG0000542	jg24075	Om002G043870
OG0000543	jg16929, jg16931, jg17291, jg17003, jg16987, jg17292, jg16935, jg20923, jg16934	Om001G016240, Om001G004280, Om001G013170
OG0000544	jg28859, jg28860	Om005G182540
OG0000545	jg3158	Om004G138860, Om004G138840, Om004G138850
OG0000545	jg3155, jg3157	Om004G138820, Om004G138830
OG0000546	jg27825, jg27824, jg27811, jg27820, jg27810, jg27823	Om002G083470
OG0000547	jg21284	Om001G038540, Om007G313700, Om001G038490
OG0000550	jg15181, jg18748, jg33622	Om006G255770
OG0000551	jg23481	Om006G232640
OG0000551	jg8404	Om001G040480
OG0000551	jg4806	Om004G166290
OG0000552	jg20120, jg30914, jg32005	Om008G319960
OG0000552	jg16295	Om003G127880
OG0000553	jg32059	Om001G012580
OG0000553	jg32066	Om001G012510
OG0000553	jg32058, jg32057, jg32051, jg32065	Om001G012520
OG0000554	jg1218	Om001G002110, Om005G222990
OG0000555	jg7626, jg7624, jg1372, jg1387, jg1382, jg1384, jg1385, jg1383, jg1386, jg7625	Om008G352870, Om008G352880, Om001G004330
OG0000555	jg29414	Om003G102250
OG0000556	jg24663	Om002G049820
OG0000556	jg26824	Om002G074570
OG0000557	jg16084	Om003G124890, Om003G124880
OG0000557	jg19839, jg19838	Om008G322980
OG0000558	jg19487	Om005G225770
OG0000558	jg17449, jg19488	Om008G327270
OG0000559	jg4024	Om004G174990
OG0000559	jg4012	Om004G175040
OG0000560	jg22886, jg22887	Om006G246000
OG0000561	jg3374, jg23514, jg23512	Om006G232260, Om006G232240
OG0000562	jg24508	Om002G048170
OG0000562	jg5286	Om007G301050
OG0000562	jg6572	Om007G294310
OG0000563	jg30082	Om002G081700, Om002G081710, Om002G081690, Om005G196730
OG0000564	jg16982, jg16980	Om003G093660, Om003G093650, Om003G093640
OG0000565	jg2605	Om005G208340
OG0000566	jg5898, jg5899, jg31971	Om007G297320, Om006G242250, Om006G242050, Om006G242270, Om002G082780
OG0000566	jg5920	Om006G242260
OG0000567	jg25789	Om002G063590
OG0000569	jg18645, jg18647	Om007G276590
OG0000570	jg24012	Om002G043360
OG0000570	jg5377	Om007G299740
OG0000570	jg23059	Om006G237000
OG0000571	jg23018	Om006G244500
OG0000571	jg29173	Om005G186030, Om005G186020
OG0000572	jg12455, jg1175	Om004G140900
OG0000573	jg846	Om005G222710
OG0000575	jg8980	Om001G031670, Om001G031700
OG0000578	jg29431	Om005G188980
OG0000578	jg1019	Om005G219910
OG0000579	jg21968, jg9891	Om007G286810
OG0000579	jg12774	Om007G318320
OG0000580	jg19773	Om008G323850
OG0000582	jg6054	Om006G243850
OG0000582	jg17669	Om007G284590
OG0000583	jg28960	Om005G183560
OG0000583	jg28961	Om005G183570
OG0000584	jg20779	Om007G292850
OG0000584	jg9581	Om001G022800
OG0000586	jg27797, jg27796	Om002G083340
OG0000586	jg21166	Om008G342910
OG0000587	jg8090	Om004G158710
OG0000587	jg20091	Om008G320250
OG0000587	jg28523	Om005G178890
OG0000588	jg25511	Om002G060100
OG0000588	jg19576	Om008G326370
OG0000588	jg33536	Om003G093150
OG0000589	jg22919	Om006G245680
OG0000589	jg14387, jg14386	Om006G267230
OG0000590	jg6614	Om007G293960
OG0000590	jg28594	Om005G179630
OG0000592	jg32943	Om002G064890, Om002G064880
OG0000592	jg30331	Om005G199600
OG0000593	jg28016, jg3525	Om004G133070
OG0000593	jg3529	Om004G139920
OG0000593	jg11187, jg11615	Om007G287490, Om007G287500
OG0000594	jg14644	Om006G262800
OG0000595	jg14167	Om006G269050
OG0000596	jg5865	Om007G281510, Om006G241720
OG0000596	jg22346	Om007G281450, Om003G117040
OG0000597	jg18166	Om003G115830
OG0000600	jg22542	Om006G250410
OG0000600	jg28170	Om002G087460
OG0000600	jg9501	Om001G024270
OG0000601	jg5374	Om007G299770
OG0000601	jg12491	Om007G315410
OG0000602	jg4065	Om004G174460
OG0000602	jg24911	Om002G052520
OG0000603	jg1160, jg32834, jg32837	Om001G014500, Om008G359600, Om005G223970, Om018G373750, Om008G341190, Om001G025330
OG0000604	jg16354, jg9978	Om007G285830
OG0000605	jg3048	Om004G140130
OG0000605	jg3046	Om004G140160
OG0000606	jg25639	Om002G061700
OG0000606	jg3771	Om004G129810
OG0000606	jg33426	Om003G094590
OG0000607	jg26039	Om002G066240
OG0000609	jg8841	Om001G034210
OG0000612	jg1116, jg1151, jg19478, jg15760	Om008G327550, Om005G188550
OG0000613	jg24063	Om002G043790
OG0000614	jg4726, jg4724	Om004G167200, Om004G167190
OG0000615	jg27944	Om002G084910
OG0000615	jg8720	Om001G035770
OG0000615	jg15003	Om006G257560
OG0000616	jg23007	Om006G244670
OG0000617	jg8061, jg8062	Om004G159110
OG0000617	jg8112	Om004G158130
OG0000618	jg3537	Om004G133000
OG0000618	jg9695	Om001G020760
OG0000619	jg18862, jg18863	Om008G335990
OG0000619	jg15274	Om006G254680
OG0000620	jg30377	Om007G289350, Om005G200260
OG0000620	jg3057, jg3055	Om004G140080
OG0000621	jg13820, jg12134	Om001G034690, Om008G350020, Om005G199690
OG0000622	jg16630	Om004G145830, Om004G145910
OG0000626	jg520	Om005G226500
OG0000626	jg516	Om002G081100
OG0000627	jg2207, jg2201, jg9780	Om001G018740
OG0000627	jg22380	Om003G117480
OG0000628	jg3467	Om004G134080
OG0000628	jg26006	Om002G065810
OG0000630	jg12315, jg15742	Om005G221290
