Orthogroup	Raphanus_sativus	Arabidopsis_lyrata_NCBI
OG0000128	XP_018489183.1, XP_018442568.1, XP_018459990.1	XP_020880511.1
OG0000128	XP_018459995.1	XP_020880525.1
OG0000128	XP_018487764.1, XP_018461995.1	XP_020891638.1, XP_002870336.2, XP_020880503.1
OG0000129	XP_018491243.1, XP_018491241.1	XP_020890882.1
OG0000129	XP_018461987.1	XP_020890883.1
OG0000129	XP_018438997.1, XP_018435583.1, XP_018439597.1, XP_018439599.1, XP_018435186.1	XP_020867988.1, XP_002864761.1, XP_020871006.1, XP_020885823.1, XP_002879145.1, XP_020884859.1, XP_020889363.1
OG0000130	XP_018461102.1	XP_002878891.2
OG0000130	XP_018462836.1, XP_018436459.1, XP_018476031.1, XP_018453429.1, XP_018453427.1	XP_020866161.1
OG0000132	XP_018490205.1, XP_018464835.1, XP_018486610.1, XP_018465554.1, XP_018489158.1, XP_018489931.1, XP_018465557.1, XP_018490414.1	XP_020880888.1
OG0000132	XP_018435564.1, XP_018466320.1	XP_020871481.1, XP_020883459.1
OG0000132	XP_018492037.1	XP_020871248.1, XP_020872039.1, XP_020873181.1, XP_020875462.1
OG0000134	XP_018438959.1, XP_018438956.1	XP_002892003.1, XP_020866269.1, XP_020870825.1
OG0000134	XP_018445292.1, XP_018445311.1	XP_020883481.1
OG0000137	XP_018452340.1	XP_002866093.1
OG0000137	XP_018466399.1	XP_020872009.1
OG0000137	XP_018474199.1	XP_020881826.1
OG0000137	XP_018458869.1, XP_018455771.1	XP_020881819.1
OG0000137	XP_018469497.1, XP_018452341.1, XP_018454603.1	XP_020870474.1
OG0000137	XP_018454803.1	XP_020872008.1
OG0000138	XP_018490818.1	XP_020880592.1, XP_020880551.1
OG0000140	XP_018458517.1, XP_018458792.1, XP_018473841.1, XP_018459691.1, XP_018443404.1, XP_018443408.1	XP_020890690.1
OG0000141	XP_018485467.1	XP_020869968.1
OG0000141	XP_018440872.1	XP_020867361.1
OG0000141	XP_018489435.1	XP_002889921.2
OG0000141	XP_018454446.1, XP_018454444.1	XP_020891049.1, XP_020891221.1
OG0000144	XP_018436366.1, XP_018487495.1, XP_018487958.1, XP_018443379.1, XP_018443629.1, XP_018474161.1, XP_018479366.1, XP_018454303.1, XP_018465699.1, XP_018436448.1, XP_018479970.1, XP_018480197.1, XP_018465226.1, XP_018479738.1, XP_018453844.1, XP_018479439.1, XP_018479440.1, XP_018487529.1, XP_018467806.1, XP_018435604.1, XP_018479863.1, XP_018477054.1, XP_018464413.1, XP_018480066.1, XP_018467304.1, XP_018464237.1, XP_018435892.1, XP_018435891.1, XP_018458063.1, XP_018454032.1, XP_018466283.1, XP_018474571.1, XP_018460630.1, XP_018463345.1, XP_018473757.1, XP_018480023.1, XP_018487831.1, XP_018436015.1	XP_020875124.1
OG0000148	XP_018476586.1, XP_018490337.1, XP_018438679.1, XP_018438702.1, XP_018438172.1, XP_018466105.1, XP_018435825.1	XP_020886427.1
OG0000148	XP_018474116.1, XP_018450098.1	XP_002894068.1
OG0000148	XP_018488107.1	XP_020868378.1, XP_020868376.1
OG0000148	XP_018463804.1, XP_018474145.1, XP_018463803.1, XP_018475963.1	XP_020888855.1
OG0000148	XP_018448313.1, XP_018474230.1, XP_018474217.1, XP_018474222.1, XP_018448315.1, XP_018448325.1, XP_018448316.1, XP_018448324.1, XP_018450320.1, XP_018448317.1, XP_018448320.1, XP_018460562.1, XP_018460564.1	XP_020877791.1
OG0000151	XP_018491621.1, XP_018443657.1, XP_018481788.1	XP_020881605.1
OG0000151	XP_018483151.1	XP_002878017.1
OG0000151	XP_018439853.1	XP_002881649.1
OG0000151	XP_018481215.1	XP_002878016.1
OG0000151	XP_018478165.1, XP_018478354.1	XP_020884903.1
OG0000151	XP_018445846.1	XP_002871574.1
OG0000153	XP_018435128.1	XP_020885355.1, XP_020885350.1
OG0000153	XP_018480951.1	XP_002881123.1
OG0000153	XP_018477489.1	XP_020885353.1
OG0000153	XP_018436970.1, XP_018480845.1, XP_018437236.1	XP_020885362.1
OG0000153	XP_018489135.1	XP_020866558.1
OG0000154	XP_018479145.1	XP_020879595.1, XP_020877958.1
OG0000154	XP_018449548.1	XP_020874310.1
OG0000154	XP_018485330.1	XP_020866511.1, XP_020869438.1
OG0000154	XP_018477996.1	XP_020866200.1
OG0000157	XP_018447035.1, XP_018466284.1, XP_018469964.1, XP_018467053.1, XP_018465922.1, XP_018468683.1	XP_020889806.1
OG0000157	XP_018448171.1	XP_020869575.1, XP_020870755.1
OG0000158	XP_018461518.1	XP_020883421.1
OG0000160	XP_018456672.1, XP_018439896.1	XP_020888881.1
OG0000160	XP_018482147.1, XP_018459851.1, XP_018480330.1, XP_018459849.1, XP_018470513.1, XP_018447677.1, XP_018447191.1	XP_020872380.1
OG0000160	XP_018470730.1, XP_018456230.1	XP_020870964.1
OG0000160	XP_018489772.1	XP_020889051.1
OG0000160	XP_018440073.1	XP_020882578.1
OG0000160	XP_018442966.1, XP_018453169.1	XP_020890865.1
OG0000160	XP_018441376.1	XP_020885195.1
OG0000162	XP_018475016.1, XP_018474617.1	XP_002879436.2, XP_002863691.1
OG0000162	XP_018438649.1	XP_002879435.1
OG0000165	XP_018462017.1, XP_018462798.1, XP_018475093.1, XP_018475274.1, XP_018474963.1, XP_018475261.1, XP_018475091.1, XP_018475959.1, XP_018475385.1, XP_018476864.1, XP_018476871.1, XP_018476525.1, XP_018474676.1, XP_018490875.1	XP_002870492.1
OG0000166	XP_018461465.1, XP_018482827.1	XP_020885127.1, XP_020878232.1
OG0000167	XP_018487656.1	XP_020889511.1
OG0000169	XP_018490650.1, XP_018465835.1, XP_018488136.1, XP_018460812.1, XP_018449930.1, XP_018450149.1, XP_018464337.1, XP_018493592.1, XP_018476446.1	XP_020888594.1, XP_020887101.1, XP_002877168.1, XP_020883925.1, XP_002876844.2, XP_002876846.1, XP_020879732.1, XP_002876845.1, XP_002876847.2
OG0000170	XP_018480183.1, XP_018480175.1	XP_002878356.2
OG0000170	XP_018478569.1	XP_002882021.1
OG0000171	XP_018471382.1, XP_018457991.1	XP_002865968.1
OG0000171	XP_018435045.1	XP_020888018.1
OG0000171	XP_018476067.1, XP_018468491.1, XP_018455854.1	XP_020891046.1
OG0000171	XP_018440453.1, XP_018492109.1, XP_018491228.1, XP_018486328.1	XP_020888570.1
OG0000171	XP_018447674.1, XP_018461966.1, XP_018445231.1	XP_002867477.1
OG0000172	XP_018479921.1	XP_020874182.1
OG0000173	XP_018451159.1	XP_002868934.1
OG0000174	XP_018435672.1	XP_002877435.1, XP_020876203.1, XP_002885691.1, XP_020877212.1, XP_020866195.1
OG0000175	XP_018433300.1	XP_020870037.1
OG0000175	XP_018446341.1	XP_002871626.1
OG0000175	XP_018485312.1	XP_020865876.1
OG0000175	XP_018477462.1	XP_020883923.1
OG0000176	XP_018435298.1	XP_020888844.1
OG0000176	XP_018440112.1	XP_020883479.1, XP_020883055.1, XP_020882682.1, XP_020882656.1
OG0000176	XP_018483205.1, XP_018448995.1, XP_018450446.1, XP_018450443.1	XP_020888110.1
OG0000176	XP_018461554.1	XP_020866346.1
OG0000176	XP_018464981.1, XP_018470628.1, XP_018460185.1	XP_020891687.1
OG0000176	XP_018462965.1, XP_018460719.1	XP_020865931.1, XP_020872871.1
OG0000177	XP_018464928.1	XP_020889073.1
OG0000178	XP_018462163.1, XP_018456012.1	XP_002874799.1
OG0000178	XP_018466592.1, XP_018466494.1	XP_002872696.1
OG0000178	XP_018466816.1, XP_018474729.1	XP_020877648.1
OG0000178	XP_018462335.1, XP_018474859.1, XP_018475013.1, XP_018473242.1, XP_018473243.1, XP_018459474.1, XP_018475619.1	XP_020877653.1
OG0000178	XP_018437778.1, XP_018469510.1	XP_002872697.1
OG0000178	XP_018455030.1, XP_018435705.1, XP_018438238.1	XP_002893865.1
OG0000179	XP_018435599.1, XP_018435625.1	XP_020868284.1
OG0000179	XP_018454401.1, XP_018463218.1, XP_018453391.1, XP_018454406.1	XP_020890287.1, XP_020890285.1
OG0000182	XP_018466211.1, XP_018488976.1	XP_020880330.1, XP_020880329.1
OG0000182	XP_018443244.1	XP_020882675.1, XP_020881705.1, XP_020881706.1, XP_020880843.1, XP_020881703.1
OG0000183	XP_018483199.1	XP_002888498.1
OG0000183	XP_018446504.1	XP_002879909.1, XP_002878109.1
OG0000183	XP_018478487.1	XP_020877395.1, XP_002879035.1
OG0000184	XP_018459934.1, XP_018487657.1, XP_018469462.1, XP_018469250.1, XP_018485940.1, XP_018469214.1, XP_018469258.1, XP_018469264.1, XP_018490081.1, XP_018489834.1, XP_018437873.1, XP_018437781.1, XP_018438297.1, XP_018436335.1, XP_018489740.1	XP_002885573.2
OG0000185	XP_018448687.1	XP_002886961.1
OG0000185	XP_018488105.1	XP_002862875.1
OG0000185	XP_018435637.1, XP_018435638.1	XP_020869863.1
OG0000185	XP_018438331.1	XP_020871016.1, XP_020867770.1
OG0000186	XP_018475580.1, XP_018439292.1, XP_018439274.1	XP_020891309.1, XP_020884619.1, XP_020882765.1, XP_020891314.1
OG0000186	XP_018437553.1	XP_020879864.1
OG0000188	XP_018435289.1	XP_020874302.1
OG0000188	XP_018455405.1	XP_020888830.1
OG0000188	XP_018435291.1, XP_018438633.1, XP_018463291.1, XP_018438743.1, XP_018438489.1	XP_002882369.2, XP_002882368.1
OG0000189	XP_018491974.1, XP_018439736.1, XP_018468233.1, XP_018470632.1, XP_018481039.1, XP_018482967.1	XP_020885855.1
OG0000189	XP_018488978.1	XP_002869113.1
OG0000192	XP_018464233.1, XP_018484524.1, XP_018454865.1	XP_020890702.1
OG0000192	XP_018469074.1, XP_018468699.1, XP_018465848.1	XP_020873611.1
OG0000193	XP_018487465.1	XP_002891353.1
OG0000193	XP_018467632.1, XP_018448639.1, XP_018487466.1	XP_020866445.1, XP_020869780.1, XP_020869845.1
OG0000195	XP_018433270.1, XP_018440534.1, XP_018435823.1, XP_018477234.1	XP_020874961.1
OG0000196	XP_018460159.1, XP_018477158.1	XP_020872249.1, XP_020883783.1, XP_020874890.1
OG0000197	XP_018476022.1	XP_020872595.1, XP_020872600.1, XP_020872360.1, XP_020872593.1
OG0000197	XP_018448523.1	XP_020872359.1
OG0000197	XP_018487852.1	XP_002869981.2
OG0000197	XP_018449634.1, XP_018465049.1	XP_020875194.1, XP_020875186.1, XP_020865995.1, XP_020875268.1
OG0000198	XP_018461684.1, XP_018478930.1, XP_018453067.1, XP_018434683.1	XP_002870338.1, XP_020881007.1
OG0000198	XP_018491068.1	XP_020869542.1, XP_002890920.1
OG0000198	XP_018491057.1	XP_020869449.1
OG0000198	XP_018460378.1, XP_018481114.1, XP_018460375.1, XP_018479160.1	XP_020882067.1
OG0000199	XP_018470386.1, XP_018449273.1, XP_018449280.1, XP_018449101.1	XP_020874321.1, XP_020877798.1, XP_002871796.1, XP_020874322.1, XP_020874320.1
OG0000200	XP_018454952.1, XP_018448186.1	XP_020870342.1
OG0000200	XP_018486318.1	XP_020867608.1
OG0000200	XP_018449589.1, XP_018454583.1, XP_018441251.1	XP_020870343.1
OG0000200	XP_018451670.1	XP_020870363.1
OG0000200	XP_018451671.1	XP_020870362.1, XP_020870365.1
OG0000203	XP_018444359.1	XP_002878203.1, XP_020880570.1
OG0000203	XP_018488418.1	XP_020880616.1
OG0000203	XP_018444673.1, XP_018460880.1, XP_018484517.1, XP_018484516.1	XP_020880586.1
OG0000203	XP_018446270.1, XP_018444506.1, XP_018444360.1	XP_020880584.1
OG0000206	XP_018459749.1, XP_018462401.1	XP_020882672.1
OG0000209	XP_018479680.1	XP_020869286.1
OG0000209	XP_018487834.1	XP_002871416.1
OG0000210	XP_018463531.1	XP_020882964.1, XP_020884580.1
OG0000210	XP_018437416.1	XP_020881913.1, XP_020884667.1
OG0000214	XP_018462674.1	XP_020882872.1
OG0000214	XP_018464460.1	XP_020881772.1
OG0000214	XP_018463410.1	XP_020868240.1, XP_020881499.1
OG0000215	XP_018487745.1, XP_018474301.1	XP_020886087.1, XP_020882764.1, XP_020866108.1, XP_020879190.1, XP_020879740.1, XP_020886260.1, XP_020869481.1, XP_002863102.2, XP_002878830.2, XP_020890798.1
OG0000216	XP_018455830.1, XP_018455873.1, XP_018467364.1	XP_002872655.2
OG0000216	XP_018475592.1	XP_002874641.2
OG0000216	XP_018467341.1, XP_018465408.1	XP_020865893.1
OG0000216	XP_018432540.1	XP_002876368.2
OG0000218	XP_018482110.1, XP_018465242.1, XP_018450312.1, XP_018438406.1, XP_018482403.1, XP_018441982.1, XP_018479979.1, XP_018438538.1, XP_018443643.1, XP_018443645.1, XP_018485540.1, XP_018481554.1, XP_018445804.1, XP_018446852.1, XP_018452688.1, XP_018436458.1, XP_018433616.1, XP_018466705.1, XP_018455541.1, XP_018438559.1, XP_018435596.1, XP_018456623.1, XP_018456624.1	XP_020877744.1, XP_020872551.1, XP_020882165.1, XP_020881105.1
OG0000219	XP_018462769.1, XP_018491750.1, XP_018491753.1	XP_020873116.1, XP_020873172.1, XP_020873179.1
OG0000221	XP_018462543.1, XP_018453461.1	XP_020879909.1
OG0000225	XP_018455101.1, XP_018455692.1, XP_018456709.1	XP_020889768.1
OG0000225	XP_018453413.1	XP_020890453.1
OG0000226	XP_018447426.1	XP_020866652.1, XP_020885838.1
OG0000227	XP_018436575.1, XP_018436570.1	XP_020888212.1
OG0000227	XP_018485901.1	XP_020888528.1
OG0000227	XP_018479761.1	XP_020890178.1
OG0000229	XP_018438813.1	XP_020884846.1, XP_002878902.1, XP_020884852.1
OG0000229	XP_018460167.1, XP_018460168.1	XP_020866249.1
OG0000229	XP_018479600.1, XP_018453720.1, XP_018487655.1	XP_020866248.1, XP_002875577.1
OG0000230	XP_018485958.1	XP_020880533.1
OG0000233	XP_018444381.1, XP_018464192.1	XP_002873316.1
OG0000233	XP_018468589.1, XP_018469329.1, XP_018475327.1	XP_020876210.1, XP_020876208.1
OG0000233	XP_018444363.1	XP_002873315.1
OG0000233	XP_018444177.1, XP_018448246.1, XP_018469360.1	XP_002873312.1, XP_020877613.1, XP_020876205.1
OG0000234	XP_018443518.1, XP_018435545.1, XP_018443517.1, XP_018435544.1, XP_018435543.1, XP_018443516.1	XP_002871007.2
OG0000236	XP_018467415.1	XP_020886731.1
OG0000237	XP_018488221.1	XP_002885438.2
OG0000241	XP_018480650.1, XP_018462384.1, XP_018471212.1	XP_020873759.1
OG0000241	XP_018439136.1, XP_018437127.1, XP_018447604.1, XP_018461916.1	XP_002867821.1
OG0000241	XP_018454306.1	XP_020876627.1
OG0000241	XP_018474567.1	XP_020876628.1, XP_002872711.1
OG0000242	XP_018469477.1, XP_018469474.1, XP_018454705.1	XP_020871231.1
OG0000242	XP_018479318.1, XP_018437451.1	XP_020879188.1
OG0000244	XP_018455640.1	XP_002872741.1
OG0000245	XP_018469718.1, XP_018473926.1, XP_018465560.1, XP_018473943.1, XP_018453794.1, XP_018453647.1, XP_018443335.1, XP_018455617.1, XP_018443578.1, XP_018487650.1, XP_018466667.1, XP_018487869.1, XP_018479018.1, XP_018463330.1, XP_018474053.1, XP_018462117.1, XP_018487651.1, XP_018435790.1	XP_020891448.1
OG0000246	XP_018490695.1	XP_002877904.2
OG0000246	XP_018475104.1, XP_018472849.1	XP_002881469.1
OG0000246	XP_018439075.1, XP_018483506.1	XP_020884151.1
OG0000246	XP_018472847.1, XP_018475183.1, XP_018433127.1	XP_002881468.1
OG0000247	XP_018471263.1	XP_002868770.2, XP_002867509.1, XP_020871709.1, XP_002877687.1
OG0000247	XP_018474982.1	XP_020869614.1
OG0000248	XP_018455691.1	XP_020881593.1, XP_002887270.1, XP_002887273.1, XP_002887269.1
OG0000248	XP_018469259.1, XP_018469620.1	XP_002887278.1, XP_020865738.1
OG0000249	XP_018455732.1	XP_020888722.1
OG0000249	XP_018469607.1	XP_020866080.1
OG0000249	XP_018443729.1, XP_018458727.1, XP_018461154.1, XP_018443728.1	XP_020884646.1
OG0000249	XP_018462357.1	XP_020886219.1
OG0000250	XP_018446375.1	XP_020876838.1, XP_020883375.1
OG0000250	XP_018475833.1, XP_018455635.1	XP_020876444.1
OG0000251	XP_018438704.1, XP_018465777.1	XP_002876961.1, XP_002876962.1, XP_002876963.1
OG0000251	XP_018460223.1	XP_002876964.1
OG0000251	XP_018452790.1	XP_020881297.1
OG0000251	XP_018480767.1	XP_002876960.2
OG0000252	XP_018455342.1	XP_002887975.1, XP_002887974.1
OG0000252	XP_018468896.1, XP_018474587.1, XP_018468895.1, XP_018480389.1	XP_002887689.1
OG0000253	XP_018477110.1	XP_002891955.2
OG0000253	XP_018432698.1	XP_002884912.1
OG0000254	XP_018463944.1	XP_020874808.1
OG0000254	XP_018481128.1, XP_018468570.1	XP_002870217.1
OG0000254	XP_018449673.1	XP_002870222.1, XP_020872405.1, XP_002870219.1, XP_002870218.1
OG0000256	XP_018488215.1	XP_020886707.1, XP_020886709.1, XP_020886139.1, XP_002885520.2, XP_020886710.1, XP_020886708.1, XP_002883357.2, XP_020886222.1, XP_002885791.1, XP_002885792.1
OG0000257	XP_018443188.1	XP_002870484.1
OG0000257	XP_018445119.1, XP_018469135.1	XP_020891373.1
OG0000259	XP_018459956.1, XP_018465832.1, XP_018459954.1, XP_018459955.1	XP_020866712.1, XP_020877604.1, XP_020877605.1, XP_002889545.2, XP_020883633.1
OG0000259	XP_018487567.1, XP_018448433.1, XP_018487583.1	XP_002880923.2, XP_002880609.1
OG0000260	XP_018457454.1	XP_020872427.1, XP_002869292.1
OG0000260	XP_018471018.1	XP_020872429.1
OG0000260	XP_018470117.1	XP_020873005.1, XP_020881315.1, XP_002862576.1
OG0000260	XP_018460212.1	XP_002894061.1, XP_002894062.1
OG0000261	XP_018479539.1, XP_018435847.1, XP_018458040.1, XP_018435846.1, XP_018459315.1, XP_018461483.1, XP_018475340.1, XP_018475349.1, XP_018461272.1, XP_018443502.1, XP_018448661.1, XP_018465969.1	XP_020877162.1
OG0000261	XP_018460502.1	XP_020873582.1
OG0000262	XP_018464864.1, XP_018455373.1	XP_002874589.2
OG0000263	XP_018474168.1, XP_018479094.1, XP_018480160.1, XP_018480158.1, XP_018473613.1, XP_018473611.1, XP_018471467.1	XP_020887788.1, XP_020887742.1, XP_020880631.1
OG0000266	XP_018455304.1	XP_020865980.1
OG0000266	XP_018475626.1, XP_018475661.1	XP_002865985.2, XP_020867313.1
OG0000267	XP_018465439.1, XP_018467470.1, XP_018453140.1	XP_020891338.1
OG0000267	XP_018453820.1, XP_018464089.1, XP_018458795.1	XP_020871360.1, XP_020874002.1, XP_020883547.1, XP_020866150.1, XP_020874940.1
OG0000269	XP_018476648.1, XP_018455000.1	XP_002864649.1
OG0000269	XP_018440337.1	XP_020881938.1, XP_002877465.1
OG0000269	XP_018480724.1, XP_018460786.1, XP_018434856.1, XP_018434290.1	XP_002888167.1, XP_020883555.1
OG0000273	XP_018474175.1, XP_018474176.1	XP_020878066.1, XP_020878710.1
OG0000273	XP_018469383.1	XP_020884916.1, XP_020884904.1, XP_020871340.1, XP_020878716.1, XP_020871336.1
OG0000275	XP_018467518.1, XP_018479383.1, XP_018467326.1, XP_018467605.1, XP_018459748.1, XP_018459747.1	XP_002866883.1
OG0000275	XP_018448359.1, XP_018443393.1, XP_018448360.1	XP_020872234.1
OG0000275	XP_018474111.1	XP_002886688.1, XP_002872307.1, XP_020879009.1, XP_020879174.1
OG0000276	XP_018464091.1	XP_020887762.1, XP_020881628.1, XP_020878929.1, XP_020879276.1, XP_020876981.1, XP_020890967.1
OG0000276	XP_018475106.1, XP_018466240.1	XP_020866182.1, XP_020882566.1, XP_020882254.1, XP_020889362.1, XP_020886112.1
OG0000276	XP_018463355.1	XP_020885105.1
OG0000276	XP_018475335.1, XP_018458668.1	XP_020871751.1, XP_020875416.1, XP_020880608.1, XP_020885775.1, XP_020881477.1, XP_020870606.1
OG0000277	XP_018485891.1	XP_002866823.1, XP_020888017.1
OG0000277	XP_018461704.1	XP_002867106.1
OG0000277	XP_018466683.1	XP_020891062.1
OG0000278	XP_018466314.1, XP_018465644.1	XP_020875511.1, XP_002870549.2
OG0000279	XP_018477471.1, XP_018454156.1, XP_018478259.1	XP_002865315.1, XP_020871068.1, XP_020880901.1, XP_020870359.1, XP_002865312.2, XP_020879319.1, XP_002865311.2
OG0000282	XP_018479177.1, XP_018479178.1, XP_018479175.1, XP_018465144.1	XP_020873528.1, XP_002869835.1, XP_002869836.1, XP_020873595.1, XP_020873496.1
OG0000284	XP_018473787.1, XP_018479443.1, XP_018463466.1, XP_018463416.1, XP_018462023.1, XP_018487394.1, XP_018463518.1, XP_018443667.1, XP_018448737.1, XP_018459266.1, XP_018479845.1, XP_018473622.1, XP_018453887.1, XP_018453818.1, XP_018453816.1, XP_018448769.1, XP_018465948.1	XP_020879047.1
OG0000285	XP_018471642.1	XP_002867852.2
OG0000285	XP_018460840.1, XP_018449860.1, XP_018461810.1, XP_018461800.1	XP_020873335.1, XP_020881884.1, XP_020873355.1
OG0000285	XP_018471751.1	XP_020873274.1
OG0000285	XP_018476478.1, XP_018442317.1, XP_018442968.1, XP_018447282.1, XP_018484465.1	XP_002886975.2, XP_020889997.1
OG0000286	XP_018479935.1, XP_018479936.1, XP_018479937.1	XP_002867613.2
OG0000286	XP_018453967.1	XP_020875162.1
OG0000286	XP_018443359.1	XP_020871052.1
OG0000289	XP_018464283.1	XP_020885124.1
OG0000290	XP_018453498.1	XP_020866701.1, XP_020878865.1
OG0000290	XP_018457917.1, XP_018455788.1	XP_020890821.1
OG0000290	XP_018479693.1	XP_020874288.1
OG0000292	XP_018460295.1, XP_018458695.1, XP_018466929.1, XP_018460570.1, XP_018467845.1, XP_018462688.1, XP_018479538.1, XP_018453625.1, XP_018448612.1, XP_018454005.1, XP_018436177.1, XP_018461754.1, XP_018462888.1, XP_018473809.1, XP_018448867.1, XP_018465005.1, XP_018479012.1, XP_018436161.1, XP_018448897.1	XP_020890626.1
OG0000294	XP_018446427.1, XP_018444883.1, XP_018446424.1	XP_020879531.1, XP_020876591.1, XP_020869571.1
OG0000294	XP_018479300.1, XP_018469589.1, XP_018467633.1	XP_020875769.1
OG0000295	XP_018469365.1, XP_018469363.1	XP_020870420.1
OG0000295	XP_018474169.1	XP_020870970.1
OG0000295	XP_018490419.1	XP_020888216.1, XP_002885658.1
OG0000296	XP_018455338.1	XP_020874639.1, XP_002864614.1
OG0000296	XP_018464951.1, XP_018465933.1, XP_018469119.1	XP_020871535.1, XP_020871085.1, XP_020871516.1, XP_020871467.1, XP_020871600.1, XP_020871468.1, XP_020871433.1, XP_020870866.1, XP_020879394.1
OG0000298	XP_018466248.1	XP_002891052.1
OG0000298	XP_018454814.1	XP_002880782.1
OG0000298	XP_018442142.1	XP_002891050.1
OG0000301	XP_018438312.1, XP_018438150.1, XP_018438144.1, XP_018438976.1, XP_018438132.1, XP_018481796.1, XP_018481764.1, XP_018455519.1, XP_018453908.1, XP_018455500.1, XP_018455278.1	XP_020884774.1
OG0000303	XP_018487642.1, XP_018487699.1	XP_020879639.1
OG0000304	XP_018436453.1	XP_002878839.1, XP_020883542.1, XP_020885530.1
OG0000304	XP_018443731.1, XP_018443732.1	XP_002863900.1, XP_002865643.1, XP_002885797.1
OG0000304	XP_018480545.1	XP_002881723.1
OG0000308	XP_018437787.1	XP_020871984.1, XP_002865428.1, XP_020873300.1
OG0000312	XP_018474091.1, XP_018443659.1, XP_018473899.1	XP_020877328.1, XP_020890954.1, XP_020880748.1
OG0000313	XP_018467798.1	XP_020872037.1, XP_020875256.1, XP_020875262.1
OG0000313	XP_018478598.1, XP_018481027.1, XP_018469590.1, XP_018460465.1	XP_020887580.1
