Orthogroup	Raphanus_sativus	Arabidopsis_arenosa
OG0000153	XP_018435128.1	jg17928, jg17934, jg17935
OG0000153	XP_018480951.1	jg18114
OG0000153	XP_018477489.1	jg17940
OG0000153	XP_018436970.1, XP_018480845.1, XP_018437236.1	jg17932
OG0000153	XP_018475632.1, XP_018475595.1	jg17933
OG0000153	XP_018489135.1	jg29098
OG0000154	XP_018479145.1	jg5696, jg5697
OG0000154	XP_018449548.1	jg11063
OG0000154	XP_018485330.1	jg33219, jg33312
OG0000154	XP_018477996.1	jg33213
OG0000157	XP_018447035.1, XP_018466284.1, XP_018469964.1, XP_018467053.1, XP_018465922.1, XP_018468683.1	jg12097
OG0000157	XP_018448171.1	jg31640, jg31643
OG0000158	XP_018461518.1	jg28264
OG0000158	XP_018432785.1	jg28263
OG0000159	XP_018459742.1	jg6891
OG0000160	XP_018456672.1, XP_018439896.1	jg28078
OG0000160	XP_018482147.1, XP_018459851.1, XP_018480330.1, XP_018459849.1, XP_018470513.1, XP_018447677.1, XP_018447191.1	jg9392
OG0000160	XP_018470730.1, XP_018456230.1	jg22635
OG0000160	XP_018489772.1	jg27288
OG0000160	XP_018440073.1	jg13954
OG0000160	XP_018442966.1, XP_018453169.1	jg3697
OG0000160	XP_018441376.1	jg16942
OG0000161	XP_018440662.1, XP_018433425.1, XP_018465227.1, XP_018479677.1, XP_018465706.1, XP_018448624.1, XP_018455355.1, XP_018473872.1, XP_018472887.1, XP_018486622.1, XP_018486853.1, XP_018466281.1, XP_018449849.1, XP_018490276.1, XP_018482262.1, XP_018479969.1, XP_018474160.1, XP_018443630.1, XP_018460036.1, XP_018435861.1, XP_018450442.1, XP_018471352.1	jg12949, jg10772, jg12951
OG0000162	XP_018475016.1, XP_018474617.1	jg18405, jg20943
OG0000162	XP_018438649.1	jg18404
OG0000164	XP_018458688.1, XP_018479687.1, XP_018467590.1	jg6848, jg11792, jg7487, jg11793
OG0000164	XP_018473929.1, XP_018474603.1	jg27251, jg26448, jg6518, jg6519, jg27250
OG0000165	XP_018462017.1, XP_018462798.1, XP_018475093.1, XP_018475274.1, XP_018474963.1, XP_018475261.1, XP_018475091.1, XP_018475959.1, XP_018475385.1, XP_018476864.1, XP_018476871.1, XP_018476525.1, XP_018474676.1, XP_018490875.1	jg12066
OG0000166	XP_018466358.1	jg21553
OG0000166	XP_018438398.1	jg27821, jg17118
OG0000166	XP_018461465.1, XP_018482827.1	jg17125
OG0000166	XP_018443442.1	jg3072, jg21554
OG0000167	XP_018487656.1	jg26576, jg26577
OG0000169	XP_018490650.1, XP_018465835.1, XP_018488136.1, XP_018460812.1, XP_018449930.1, XP_018450149.1, XP_018464337.1, XP_018493592.1, XP_018476446.1	jg11594, jg11592, jg27660, jg27597, jg27661, jg27598, jg16530, jg13088, jg13092, jg13087, jg13090, jg16527, jg27591, jg16764
OG0000170	XP_018480183.1, XP_018480175.1	jg16151
OG0000170	XP_018478569.1	jg19951
OG0000171	XP_018471382.1, XP_018457991.1	jg22050
OG0000171	XP_018435045.1	jg27769
OG0000171	XP_018476067.1, XP_018468491.1, XP_018455854.1	jg22463
OG0000171	XP_018440453.1, XP_018492109.1, XP_018491228.1, XP_018486328.1	jg24782
OG0000173	XP_018451159.1	jg8491
OG0000173	XP_018466202.1, XP_018467464.1	jg8629
OG0000174	XP_018435672.1	jg21576, jg27974, jg7024, jg9836, jg1719, jg13725
OG0000174	XP_018461398.1, XP_018461214.1, XP_018473885.1, XP_018443531.1, XP_018443569.1	jg20878
OG0000175	XP_018446341.1	jg5289
OG0000175	XP_018477462.1	jg20125
OG0000175	XP_018441749.1	jg16299
OG0000176	XP_018435298.1	jg24440
OG0000176	XP_018440112.1	jg16886, jg16884, jg16885
OG0000176	XP_018461554.1	jg32422
OG0000176	XP_018460689.1, XP_018473059.1	jg32007
OG0000176	XP_018464981.1, XP_018470628.1, XP_018460185.1	jg2769
OG0000176	XP_018462965.1, XP_018460719.1	jg2773
OG0000177	XP_018464928.1	jg26900
OG0000178	XP_018462163.1, XP_018456012.1	jg7702
OG0000178	XP_018466592.1, XP_018466494.1	jg7704
OG0000178	XP_018466816.1, XP_018474729.1	jg7703
OG0000178	XP_018462335.1, XP_018474859.1, XP_018475013.1, XP_018473242.1, XP_018473243.1, XP_018459474.1, XP_018475619.1	jg7707
OG0000178	XP_018437778.1, XP_018469510.1	jg7705
OG0000178	XP_018455030.1, XP_018435705.1, XP_018438238.1	jg32186
OG0000179	XP_018435599.1, XP_018435625.1	jg1096
OG0000179	XP_018490877.1	jg1022
OG0000182	XP_018466211.1, XP_018488976.1	jg31826, jg16158, jg16157
OG0000182	XP_018443244.1	jg15782, jg15779, jg32711, jg15778, jg16268, jg15781
OG0000182	XP_018461432.1	jg19013
OG0000183	XP_018483199.1	jg2098, jg12245
OG0000183	XP_018478487.1	jg5984, jg17567
OG0000184	XP_018459934.1, XP_018487657.1, XP_018469462.1, XP_018469250.1, XP_018485940.1, XP_018469214.1, XP_018469258.1, XP_018469264.1, XP_018490081.1, XP_018489834.1, XP_018437873.1, XP_018437781.1, XP_018438297.1, XP_018436335.1, XP_018489740.1	jg26417, jg26418
OG0000185	XP_018448687.1	jg29773
OG0000185	XP_018488105.1	jg19265
OG0000185	XP_018435637.1, XP_018435638.1	jg23338
OG0000185	XP_018438331.1	jg30960
OG0000186	XP_018475580.1, XP_018439292.1, XP_018439274.1	jg760, jg19241
OG0000188	XP_018455405.1	jg24346, jg24347
OG0000188	XP_018435291.1, XP_018438633.1, XP_018463291.1, XP_018438743.1, XP_018438489.1	jg24349, jg24348
OG0000189	XP_018488978.1	jg8854
OG0000192	XP_018460555.1, XP_018460559.1, XP_018449623.1, XP_018482095.1, XP_018444265.1, XP_018462530.1, XP_018467255.1, XP_018479088.1	jg647
OG0000192	XP_018458507.1	jg29806
OG0000192	XP_018469074.1, XP_018468699.1, XP_018465848.1	jg9826
OG0000193	XP_018487465.1	jg32770
OG0000193	XP_018467632.1, XP_018448639.1, XP_018487466.1	jg31894, jg31896
OG0000195	XP_018433270.1, XP_018440534.1, XP_018435823.1, XP_018477234.1	jg12215
OG0000195	XP_018483105.1	jg28161
OG0000196	XP_018482158.1	jg12776
OG0000196	XP_018460159.1, XP_018477158.1	jg12812, jg12806, jg12803, jg12809, jg12800, jg12817, jg12816, jg17734, jg12804, jg12810, jg12779
OG0000196	XP_018474319.1, XP_018474034.1, XP_018463080.1, XP_018475919.1, XP_018440220.1, XP_018438394.1, XP_018464376.1, XP_018465536.1, XP_018479697.1	jg12778
OG0000197	XP_018476022.1	jg10625, jg12243, jg10623
OG0000197	XP_018448523.1	jg12242
OG0000197	XP_018487852.1	jg10624
OG0000197	XP_018449634.1, XP_018465049.1	jg10621, jg10622, jg23232, jg10620
OG0000198	XP_018461684.1, XP_018478930.1, XP_018453067.1, XP_018434683.1	jg11388
OG0000198	XP_018491068.1	jg29982, jg31686
OG0000198	XP_018491057.1	jg29981
OG0000198	XP_018460378.1, XP_018481114.1, XP_018460375.1, XP_018479160.1	jg13337
OG0000199	XP_018470386.1, XP_018449273.1, XP_018449280.1, XP_018449101.1	jg9442, jg5645, jg5642, jg9443, jg9444
OG0000200	XP_018454952.1, XP_018448186.1	jg28892
OG0000200	XP_018448331.1, XP_018448328.1	jg31430
OG0000200	XP_018486318.1	jg31432
OG0000200	XP_018449589.1, XP_018454583.1, XP_018441251.1	jg28891
OG0000200	XP_018451670.1	jg31559
OG0000200	XP_018451671.1	jg31560, jg31558
OG0000201	XP_018435943.1, XP_018487739.1, XP_018463948.1	jg32554
OG0000201	XP_018436088.1	jg1869
OG0000202	XP_018453874.1	jg7249
OG0000203	XP_018444359.1	jg15851
OG0000203	XP_018488418.1	jg15863
OG0000203	XP_018444673.1, XP_018460880.1, XP_018484517.1, XP_018484516.1	jg15862
OG0000203	XP_018446270.1, XP_018444506.1, XP_018444360.1	jg15861
OG0000205	XP_018453590.1, XP_018465023.1, XP_018453635.1, XP_018453793.1, XP_018462949.1, XP_018466885.1, XP_018459728.1, XP_018475645.1, XP_018465102.1, XP_018479576.1, XP_018467321.1, XP_018453867.1, XP_018475424.1, XP_018466046.1, XP_018467224.1, XP_018467428.1, XP_018467324.1, XP_018463244.1, XP_018463262.1, XP_018458054.1, XP_018476099.1, XP_018479716.1, XP_018468530.1, XP_018464197.1, XP_018467617.1, XP_018467610.1, XP_018454079.1	jg11810, jg11812, jg11730
OG0000209	XP_018448172.1, XP_018442633.1	jg14429
OG0000209	XP_018487834.1	jg4863, jg4865
OG0000210	XP_018463531.1	jg19859
OG0000210	XP_018437416.1	jg16104, jg16105
OG0000211	XP_018435834.1, XP_018465129.1, XP_018460068.1, XP_018466980.1	jg23304
OG0000215	XP_018487745.1, XP_018474301.1	jg12459, jg1615, jg32047, jg27336, jg20828, jg32156, jg32318
OG0000216	XP_018455830.1, XP_018455873.1, XP_018467364.1	jg7640
OG0000216	XP_018475592.1	jg7421, jg7420
OG0000216	XP_018467341.1, XP_018465408.1	jg1267
OG0000216	XP_018432540.1	jg15619
OG0000218	XP_018482110.1, XP_018465242.1, XP_018450312.1, XP_018438406.1, XP_018482403.1, XP_018441982.1, XP_018479979.1, XP_018438538.1, XP_018443643.1, XP_018443645.1, XP_018485540.1, XP_018481554.1, XP_018445804.1, XP_018446852.1, XP_018452688.1, XP_018436458.1, XP_018433616.1, XP_018466705.1, XP_018455541.1, XP_018438559.1, XP_018435596.1, XP_018456623.1, XP_018456624.1	jg1481, jg1902, jg7083, jg15996, jg14689, jg6981
OG0000219	XP_018462769.1, XP_018491750.1, XP_018491753.1	jg12176, jg12633, jg12636
OG0000225	XP_018455101.1, XP_018455692.1, XP_018456709.1	jg2551
OG0000225	XP_018453413.1	jg3555
OG0000226	XP_018447426.1	jg17319, jg2101, jg2102, jg31434, jg4069
OG0000227	XP_018436575.1, XP_018436570.1	jg25056
OG0000227	XP_018485901.1	jg27540
OG0000227	XP_018479761.1	jg27541
OG0000229	XP_018438813.1	jg17464, jg1772
OG0000229	XP_018479600.1	jg32293
OG0000230	XP_018485958.1	jg15922
OG0000232	XP_018459500.1	jg28047
OG0000232	XP_018473994.1, XP_018487871.1, XP_018462435.1, XP_018466937.1, XP_018465078.1, XP_018443467.1, XP_018453986.1, XP_018467359.1, XP_018473796.1, XP_018462921.1, XP_018459865.1, XP_018488039.1	jg13723
OG0000233	XP_018444381.1, XP_018464192.1	jg4598
OG0000233	XP_018468589.1, XP_018469329.1, XP_018475327.1	jg4599
OG0000233	XP_018444363.1	jg4597
OG0000233	XP_018444177.1, XP_018448246.1, XP_018469360.1	jg4604, jg4594
OG0000234	XP_018443518.1, XP_018435545.1, XP_018443517.1, XP_018435544.1, XP_018435543.1, XP_018443516.1	jg19739
OG0000236	XP_018467320.1, XP_018433312.1, XP_018487641.1, XP_018463131.1, XP_018463132.1	jg26494
OG0000237	XP_018490370.1	jg26496
OG0000237	XP_018488221.1	jg26333
OG0000241	XP_018480650.1, XP_018462384.1, XP_018471212.1	jg10370
OG0000241	XP_018439136.1, XP_018437127.1, XP_018447604.1, XP_018461916.1	jg10371
OG0000241	XP_018474567.1	jg7734, jg7735
OG0000242	XP_018469477.1, XP_018469474.1, XP_018454705.1	jg24512, jg11645, jg21432
OG0000242	XP_018479318.1, XP_018437451.1	jg6565
OG0000243	XP_018461751.1, XP_018487000.1	jg31468
OG0000244	XP_018455640.1	jg7787
OG0000246	XP_018490695.1	jg15247
OG0000246	XP_018475104.1, XP_018472849.1	jg18819
OG0000246	XP_018439075.1, XP_018483506.1	jg18816
OG0000246	XP_018472847.1, XP_018475183.1, XP_018433127.1	jg18818, jg18817
OG0000247	XP_018471263.1	jg12382, jg9719, jg14818
OG0000247	XP_018474982.1	jg31833
OG0000248	XP_018455691.1	jg2609, jg2612, jg2608
OG0000248	XP_018469259.1, XP_018469620.1	jg2620, jg2621, jg2622
OG0000249	XP_018443722.1, XP_018461153.1	jg11990
OG0000249	XP_018469607.1, XP_018443729.1, XP_018458727.1, XP_018461154.1, XP_018443728.1	jg11991
OG0000249	XP_018453570.1, XP_018485980.1	jg6559
OG0000250	XP_018455634.1	jg7876
OG0000251	XP_018438704.1, XP_018465777.1	jg13318, jg13319
OG0000251	XP_018460223.1	jg13320
OG0000251	XP_018452790.1	jg13315
OG0000251	XP_018480767.1	jg13316
OG0000252	XP_018449522.1, XP_018450660.1, XP_018450661.1	jg9231
OG0000252	XP_018455342.1	jg571, jg570
OG0000252	XP_018468896.1, XP_018474587.1, XP_018468895.1, XP_018480389.1	jg3420
OG0000253	XP_018477110.1	jg1415
OG0000253	XP_018432698.1	jg25213
OG0000254	XP_018463944.1	jg11135
OG0000254	XP_018449673.1	jg11136, jg11137, jg11133, jg11132
OG0000255	XP_018443702.1, XP_018473931.1	jg1321
OG0000256	XP_018488215.1	jg26729, jg26504, jg26509, jg26502, jg26501, jg26503, jg26506, jg26505, jg26463, jg27878, jg27014, jg27013, jg27015, jg27019, jg27030, jg27031
OG0000257	XP_018445119.1, XP_018469135.1	jg967, jg812
OG0000258	XP_018479718.1, XP_018459057.1	jg17248, jg20584
OG0000258	XP_018462183.1, XP_018459754.1, XP_018487793.1	jg7050
OG0000259	XP_018459956.1, XP_018465832.1, XP_018459954.1, XP_018459955.1	jg33082, jg33080, jg7439, jg28872, jg19336
OG0000259	XP_018487567.1, XP_018448433.1, XP_018487583.1	jg32916, jg17665, jg16978
OG0000260	XP_018457454.1	jg8417, jg9182
OG0000260	XP_018471018.1	jg8418
OG0000260	XP_018470117.1	jg21871
OG0000260	XP_018460212.1	jg32803, jg32805, jg32800
OG0000262	XP_018464864.1, XP_018455373.1	jg719, jg720, jg7296, jg454, jg455, jg458, jg453, jg457
OG0000263	XP_018474168.1, XP_018479094.1, XP_018480160.1, XP_018480158.1, XP_018473613.1, XP_018473611.1, XP_018471467.1	jg17561
OG0000266	XP_018455304.1	jg22091, jg22101
OG0000267	XP_018460990.1, XP_018460989.1	jg32731, jg13995
OG0000267	XP_018459051.1, XP_018458593.1, XP_018464090.1, XP_018465439.1, XP_018467470.1, XP_018453140.1	jg32346
OG0000267	XP_018453820.1, XP_018464089.1, XP_018458795.1	jg11749, jg11798
OG0000269	XP_018476648.1, XP_018455000.1	jg22908
OG0000269	XP_018440337.1	jg14405, jg14407
OG0000269	XP_018453507.1	jg14408
OG0000269	XP_018480724.1, XP_018460786.1, XP_018434856.1, XP_018434290.1	jg1015, jg17967
OG0000270	XP_018478276.1, XP_018483269.1	jg29673
OG0000273	XP_018474175.1, XP_018474176.1	jg22106, jg22114, jg22084
OG0000273	XP_018469383.1	jg22123, jg22124, jg22085, jg22087, jg22094
OG0000274	XP_018481655.1	jg13700
OG0000274	XP_018453476.1, XP_018435801.1, XP_018473472.1, XP_018461878.1, XP_018459833.1	jg27177, jg12283
OG0000274	XP_018459425.1, XP_018487663.1	jg2060
OG0000275	XP_018467518.1, XP_018479383.1, XP_018467326.1, XP_018467605.1, XP_018459748.1, XP_018459747.1	jg8473
OG0000275	XP_018474111.1	jg1129, jg6761, jg6771, jg6767, jg6769, jg6762, jg6770, jg1128
OG0000278	XP_018466314.1, XP_018465644.1	jg12172, jg12224
OG0000279	XP_018477471.1, XP_018454156.1, XP_018478259.1	jg20630, jg20632, jg20634, jg20628, jg20633, jg20631, jg20635
OG0000282	XP_018473793.1, XP_018467720.1	jg10318
OG0000282	XP_018479177.1, XP_018479178.1, XP_018479175.1, XP_018465144.1	jg10315, jg10316, jg10317, jg10273, jg10321, jg10322, jg10320, jg10266
OG0000284	XP_018473787.1, XP_018479443.1, XP_018463466.1, XP_018463416.1, XP_018462023.1, XP_018487394.1, XP_018463518.1, XP_018443667.1, XP_018448737.1, XP_018459266.1, XP_018479845.1, XP_018473622.1, XP_018453887.1, XP_018453818.1, XP_018453816.1, XP_018448769.1, XP_018465948.1	jg5787
OG0000285	XP_018471642.1	jg10428
OG0000285	XP_018460840.1, XP_018449860.1, XP_018461810.1, XP_018461800.1	jg14971
OG0000285	XP_018471751.1	jg9725
OG0000285	XP_018476478.1, XP_018442317.1, XP_018442968.1, XP_018447282.1, XP_018484465.1	jg2004
OG0000286	XP_018453967.1	jg11068
OG0000286	XP_018489176.1, XP_018487468.1	jg25017, jg25016, jg25015
OG0000289	XP_018478468.1, XP_018477880.1, XP_018477592.1, XP_018483780.1, XP_018477041.1, XP_018477879.1, XP_018478759.1, XP_018440864.1, XP_018477881.1	jg18386
OG0000289	XP_018484853.1	jg27121, jg26837
OG0000289	XP_018464283.1	jg17113
OG0000290	XP_018453498.1	jg33120, jg7741
OG0000290	XP_018457917.1, XP_018455788.1	jg416, jg418
OG0000290	XP_018479693.1	jg21564, jg12797
OG0000291	XP_018481703.1	jg14552, jg14546
OG0000292	XP_018460295.1, XP_018458695.1, XP_018466929.1, XP_018460570.1, XP_018467845.1, XP_018462688.1, XP_018479538.1, XP_018453625.1, XP_018448612.1, XP_018454005.1, XP_018436177.1, XP_018461754.1, XP_018462888.1, XP_018473809.1, XP_018448867.1, XP_018465005.1	jg17325, jg10075, jg27846
OG0000292	XP_018479012.1, XP_018436161.1, XP_018448897.1	jg4758
OG0000292	XP_018435864.1, XP_018435800.1, XP_018458694.1, XP_018435681.1	jg11859
OG0000294	XP_018446427.1, XP_018444883.1, XP_018446424.1	jg5391, jg5390, jg31107, jg31105, jg31104
OG0000294	XP_018479300.1, XP_018469589.1, XP_018467633.1	jg7548, jg7545
OG0000295	XP_018469365.1, XP_018469363.1	jg31317
OG0000295	XP_018474169.1	jg25084, jg7397, jg25083, jg31321
OG0000295	XP_018490419.1	jg25085, jg7398, jg25082, jg26786
OG0000296	XP_018455338.1	jg22851, jg22847
OG0000296	XP_018464951.1, XP_018465933.1, XP_018469119.1	jg22801, jg21885, jg22800
OG0000297	XP_018462717.1, XP_018459134.1, XP_018460220.1, XP_018460599.1, XP_018464815.1, XP_018464308.1, XP_018453677.1, XP_018453506.1, XP_018463963.1	jg17414
OG0000298	XP_018479016.1	jg32012, jg32014
OG0000298	XP_018454814.1	jg17396
OG0000298	XP_018442142.1	jg32008
OG0000300	XP_018479811.1	jg21798
OG0000300	XP_018444885.1	jg26991
OG0000301	XP_018438312.1, XP_018438150.1, XP_018438144.1, XP_018438976.1, XP_018438132.1, XP_018481796.1, XP_018481764.1, XP_018455519.1, XP_018453908.1, XP_018455500.1, XP_018455278.1	jg19826
OG0000301	XP_018444837.1	jg16118
OG0000303	XP_018488091.1, XP_018435831.1	jg28919
OG0000303	XP_018459953.1	jg14119
OG0000303	XP_018435803.1, XP_018460326.1	jg1955
OG0000303	XP_018453726.1	jg32810, jg32263, jg27203
OG0000303	XP_018487642.1, XP_018487699.1	jg31869
OG0000304	XP_018436453.1	jg17079
OG0000304	XP_018443731.1, XP_018443732.1	jg21390, jg21205, jg21204, jg27046
OG0000304	XP_018480545.1	jg19308
OG0000308	XP_018455216.1, XP_018455324.1	jg20897, jg20895, jg20892, jg20894, jg20890, jg20896, jg20889
OG0000309	XP_018465746.1	jg22981
OG0000313	XP_018467798.1	jg9481, jg9478, jg9474
OG0000313	XP_018478598.1, XP_018481027.1, XP_018469590.1, XP_018460465.1	jg28285
OG0000315	XP_018467416.1, XP_018438427.1, XP_018438468.1, XP_018464698.1, XP_018455392.1, XP_018455610.1	jg16044
OG0000316	XP_018492521.1, XP_018451439.1, XP_018491052.1, XP_018485155.1, XP_018470496.1, XP_018488395.1, XP_018486817.1, XP_018461776.1, XP_018441645.1, XP_018463420.1	jg25481
OG0000318	XP_018445051.1	jg27680
OG0000318	XP_018453400.1	jg2564, jg2563
OG0000318	XP_018464691.1	jg32160
OG0000318	XP_018462718.1	jg30100
OG0000321	XP_018451266.1	jg33127, jg33133
OG0000321	XP_018472351.1	jg1712
OG0000323	XP_018445610.1	jg2927
OG0000323	XP_018484186.1	jg30285
OG0000323	XP_018458608.1, XP_018458610.1	jg2926
OG0000325	XP_018490803.1, XP_018486715.1, XP_018447493.1	jg28796
OG0000325	XP_018481454.1	jg18397
OG0000326	XP_018437453.1, XP_018439457.1	jg12408, jg12409, jg12410, jg22013, jg14842, jg24902, jg25139, jg24918, jg24919, jg2457, jg24602
OG0000327	XP_018479723.1	jg3425
OG0000327	XP_018487557.1, XP_018474100.1	jg9024
OG0000328	XP_018467239.1, XP_018491947.1	jg26278, jg26277
OG0000328	XP_018458277.1, XP_018458281.1	jg26276
OG0000328	XP_018491260.1, XP_018465952.1, XP_018487621.1	jg26275
OG0000329	XP_018449287.1, XP_018449858.1	jg11299
OG0000330	XP_018457752.1	jg2932, jg2931
OG0000330	XP_018442855.1, XP_018458605.1, XP_018443514.1, XP_018445230.1, XP_018454598.1, XP_018468728.1	jg2930
OG0000330	XP_018473026.1	jg30287
OG0000331	XP_018491505.1, XP_018436581.1, XP_018441923.1	jg25844
OG0000332	XP_018457220.1, XP_018457221.1, XP_018433196.1	jg805, jg807, jg814
OG0000332	XP_018457219.1, XP_018457211.1	jg815, jg820, jg826, jg816, jg817, jg823, jg821, jg818, jg806
OG0000334	XP_018479530.1, XP_018462391.1	jg13498, jg18867, jg21058, jg13113, jg12230, jg11080, jg14024, jg13959, jg21899, jg21901, jg1165, jg14183, jg8025
OG0000334	XP_018473358.1	jg25251, jg32583, jg32326, jg14085
OG0000335	XP_018481682.1, XP_018481689.1, XP_018459601.1, XP_018482270.1, XP_018459595.1, XP_018459597.1, XP_018459598.1, XP_018480168.1, XP_018480164.1	jg16010
OG0000335	XP_018488140.1	jg16057
OG0000335	XP_018467437.1, XP_018445188.1	jg16058
OG0000336	XP_018460718.1	jg1242, jg1313, jg29339, jg29325
OG0000338	XP_018460264.1	jg19287, jg11883
OG0000339	XP_018475851.1	jg18123, jg18125
OG0000339	XP_018450692.1	jg10545
OG0000339	XP_018444672.1	jg11537, jg11540
OG0000341	XP_018486140.1, XP_018474901.1	jg29043, jg32950
OG0000341	XP_018473279.1	jg32635, jg32647
OG0000342	XP_018461070.1	jg16938
OG0000342	XP_018473637.1, XP_018492218.1, XP_018478626.1, XP_018488127.1, XP_018488126.1, XP_018474307.1, XP_018489698.1, XP_018466377.1	jg25856
OG0000343	XP_018436090.1, XP_018454135.1, XP_018464914.1, XP_018460151.1, XP_018458865.1, XP_018467332.1, XP_018458447.1, XP_018479621.1, XP_018443750.1, XP_018467343.1, XP_018467502.1, XP_018461946.1	jg13708, jg17445, jg26926, jg6756, jg6755
OG0000344	XP_018487843.1, XP_018466839.1, XP_018441017.1, XP_018467714.1, XP_018480018.1, XP_018484899.1	jg29545, jg29543
OG0000345	XP_018475994.1, XP_018468855.1	jg4766, jg20849
OG0000345	XP_018469370.1	jg4765
OG0000346	XP_018444948.1	jg15260
OG0000346	XP_018433725.1, XP_018480768.1	jg13305
OG0000346	XP_018481214.1	jg13304
OG0000347	XP_018484414.1, XP_018479135.1	jg19995
OG0000347	XP_018484784.1	jg10163
OG0000347	XP_018492374.1, XP_018479301.1	jg28458
OG0000347	XP_018456951.1	jg8201
OG0000348	XP_018479162.1, XP_018454100.1, XP_018454101.1, XP_018482597.1	jg14665
OG0000348	XP_018435662.1, XP_018435664.1	jg13595
OG0000349	XP_018468249.1	jg22904
OG0000349	XP_018477972.1, XP_018452389.1	jg22898, jg22900
OG0000350	XP_018460621.1, XP_018461068.1, XP_018487637.1, XP_018489821.1, XP_018487636.1, XP_018460623.1, XP_018489757.1, XP_018461066.1, XP_018460622.1, XP_018437528.1, XP_018438426.1	jg13712, jg26397, jg26398, jg26400, jg26399, jg26396, jg26395
OG0000351	XP_018491092.1	jg26743, jg27595
OG0000355	XP_018444969.1, XP_018444968.1, XP_018465981.1, XP_018466119.1, XP_018470141.1	jg22984
OG0000356	XP_018479772.1, XP_018479770.1	jg16973
OG0000356	XP_018433753.1	jg16967, jg16968
OG0000357	XP_018439699.1	jg18545
OG0000358	XP_018489527.1, XP_018492782.1, XP_018489110.1, XP_018489739.1	jg33246, jg33306, jg33305, jg33298, jg33297, jg33303, jg33299, jg33304, jg33300, jg33302, jg33301
