Orthogroup	Raphanus_sativus	Cochlearia_excelsa
OG0000076	XP_018435433.1, XP_018436299.1, XP_018488002.1, XP_018454002.1, XP_018436289.1, XP_018436283.1, XP_018436285.1, XP_018436286.1, XP_018437674.1, XP_018467455.1, XP_018482750.1, XP_018436301.1, XP_018436349.1, XP_018476025.1, XP_018475567.1, XP_018463206.1, XP_018474153.1, XP_018464851.1, XP_018463265.1, XP_018482751.1, XP_018469272.1, XP_018436302.1, XP_018474027.1, XP_018474028.1, XP_018436303.1, XP_018467354.1, XP_018443480.1, XP_018443483.1, XP_018444827.1, XP_018444944.1, XP_018449802.1, XP_018449809.1, XP_018443478.1, XP_018443481.1, XP_018444994.1, XP_018465975.1, XP_018466260.1, XP_018472219.1, XP_018461543.1, XP_018443571.1, XP_018443574.1, XP_018461537.1, XP_018468598.1, XP_018464034.1	g32307, g51190
OG0000077	XP_018455183.1	g18473
OG0000077	XP_018473635.1, XP_018473636.1, XP_018483784.1	g18408
OG0000077	XP_018438135.1, XP_018435698.1	g1538, g1535
OG0000077	XP_018468968.1	g44008, g44007, g44009
OG0000078	XP_018444189.1, XP_018437871.1, XP_018444230.1, XP_018467998.1, XP_018437175.1, XP_018471676.1, XP_018468781.1, XP_018464360.1, XP_018468850.1	g4944
OG0000078	XP_018474944.1	g4940, g4946, g29028, g29029
OG0000079	XP_018467163.1, XP_018470051.1	g11497
OG0000079	XP_018482195.1	g53126
OG0000081	XP_018436245.1	g45295, g49162, g32135, g50796, g11094, g25177, g51097, g11499, g17431, g25472, g32592, g28656, g13832, g15781, g11373, g584, g48347
OG0000081	XP_018463440.1, XP_018467536.1, XP_018436146.1	g33350, g4665
OG0000082	XP_018442695.1	g18239
OG0000082	XP_018461311.1, XP_018443682.1	g53973, g11608, g1797, g6076, g24927, g35734, g41979, g2376, g29175, g24764, g753, g26079
OG0000082	XP_018458065.1	g51169, g7128, g31724
OG0000082	XP_018464493.1, XP_018462716.1, XP_018460856.1, XP_018459743.1	g52877, g26306
OG0000083	XP_018461649.1	g41345
OG0000083	XP_018476684.1	g6498, g34698, g18541, g2639, g36782, g37302, g49748
OG0000083	XP_018458977.1	g26018
OG0000084	XP_018479567.1	g4476, g24837, g11486
OG0000084	XP_018461657.1	g6971
OG0000084	XP_018435980.1	g39474
OG0000084	XP_018460216.1	g34382, g53309
OG0000086	XP_018444904.1	g22657, g15074
OG0000087	XP_018466056.1	g35023, g11668
OG0000087	XP_018443672.1	g53101, g2536, g39580, g26705, g36856, g2535, g36902, g17231, g23456, g2970, g32981, g43655, g35347, g16116, g29019, g45059, g39581, g27558, g28838, g10639, g36499, g13962, g42759, g47720, g22548, g41938, g26174, g24518, g14083, g43223, g35198, g5307, g41669, g32178, g34547, g25530, g17500, g31777, g42941, g30019, g3548, g30029, g25913, g31980, g51511, g41298, g36857, g54045, g24111, g35091, g35077, g35332, g3574
OG0000089	XP_018477697.1, XP_018484582.1	g9991
OG0000089	XP_018492627.1, XP_018440532.1	g339, g2817, g9845
OG0000089	XP_018476501.1, XP_018446020.1	g5316
OG0000089	XP_018439894.1, XP_018456689.1, XP_018457306.1, XP_018483831.1	g11055, g40485
OG0000089	XP_018470360.1, XP_018451489.1, XP_018484782.1	g17371
OG0000089	XP_018446239.1, XP_018463490.1	g46232
OG0000090	XP_018474003.1	g43843
OG0000091	XP_018441615.1	g19510
OG0000091	XP_018436160.1, XP_018442302.1, XP_018442307.1, XP_018476975.1, XP_018460254.1, XP_018475641.1, XP_018443675.1	g11030, g40516
OG0000091	XP_018446823.1	g28934, g28933
OG0000092	XP_018453851.1	g32983
OG0000092	XP_018455197.1	g26535
OG0000092	XP_018466778.1, XP_018463579.1, XP_018473620.1, XP_018443579.1, XP_018435657.1, XP_018488019.1, XP_018488020.1, XP_018479259.1	g4808
OG0000092	XP_018479902.1	g10113
OG0000095	XP_018478409.1, XP_018478874.1, XP_018479774.1, XP_018464217.1, XP_018479773.1, XP_018482033.1, XP_018481961.1, XP_018480839.1, XP_018439314.1, XP_018458821.1, XP_018482330.1, XP_018473675.1, XP_018458817.1, XP_018436175.1	g51024
OG0000096	XP_018467758.1	g49764
OG0000100	XP_018455681.1	g35259, g34277, g40795
OG0000101	XP_018479181.1	g43704, g4261, g4265, g27334, g26222, g26225
OG0000101	XP_018448389.1	g48266, g6083, g12208, g35531
OG0000101	XP_018465075.1, XP_018484396.1, XP_018484394.1, XP_018459100.1	g53490, g35534, g11876
OG0000101	XP_018456076.1	g37850, g28202, g42101, g45349, g35511, g17818
OG0000102	XP_018436108.1	g25521, g25536, g25522
OG0000102	XP_018451515.1, XP_018489433.1, XP_018486652.1, XP_018486669.1, XP_018474049.1	g45186
OG0000102	XP_018453850.1	g45182
OG0000103	XP_018460328.1	g35452, g53324, g53804, g33380, g34405, g16452, g32834, g53191
OG0000103	XP_018435808.1	g30244, g22182, g41865, g14562
OG0000103	XP_018436063.1, XP_018436064.1	g53428, g28957
OG0000105	XP_018448388.1, XP_018489022.1, XP_018489020.1	g11211
OG0000105	XP_018437703.1	g14267
OG0000105	XP_018449080.1, XP_018466654.1	g17560
OG0000106	XP_018491450.1, XP_018479267.1, XP_018458036.1	g36881, g4591, g47125, g36375, g27012
OG0000107	XP_018489727.1, XP_018489629.1, XP_018488234.1, XP_018486234.1	g11936
OG0000107	XP_018437231.1	g13346, g6693, g13363, g17802, g17676, g17783
OG0000108	XP_018476215.1, XP_018441209.1	g37225, g38077, g2333, g51658
OG0000108	XP_018476330.1	g29544
OG0000108	XP_018440679.1, XP_018492579.1	g13323
OG0000110	XP_018462224.1, XP_018446222.1, XP_018443582.1, XP_018437386.1, XP_018490507.1, XP_018450345.1, XP_018448613.1, XP_018435333.1, XP_018487390.1, XP_018443586.1, XP_018479534.1, XP_018479536.1, XP_018461540.1, XP_018459043.1, XP_018461034.1, XP_018466255.1, XP_018461038.1, XP_018461378.1, XP_018459049.1, XP_018459132.1, XP_018462373.1, XP_018482546.1, XP_018438837.1, XP_018459131.1, XP_018482527.1, XP_018438608.1, XP_018462371.1, XP_018450716.1, XP_018464185.1, XP_018463013.1	g46791, g24881
OG0000114	XP_018456273.1	g50797, g32639, g15993, g24938, g6351, g14468, g28182, g27531
OG0000114	XP_018487715.1, XP_018459983.1, XP_018448674.1, XP_018460864.1	g28772, g49077, g32668, g34673
OG0000115	XP_018490007.1, XP_018455502.1	g24973
OG0000115	XP_018436053.1	g41206, g3584, g42122
OG0000115	XP_018461983.1	g10185
OG0000115	XP_018436102.1, XP_018438430.1	g41109, g51760
OG0000116	XP_018462607.1, XP_018440840.1	g27853
OG0000116	XP_018461081.1, XP_018460820.1, XP_018489717.1	g26228
OG0000116	XP_018487410.1	g48680, g15046, g14763, g43457, g1389, g17894
OG0000116	XP_018453443.1	g43452
OG0000117	XP_018484078.1	g27550, g27549
OG0000118	XP_018491246.1, XP_018488077.1, XP_018438578.1, XP_018442744.1, XP_018491336.1, XP_018485751.1, XP_018486403.1, XP_018488302.1, XP_018482093.1	g35294, g50762, g6146, g12640
OG0000119	XP_018435717.1	g11441, g11440
OG0000122	XP_018482341.1	g18088
OG0000122	XP_018473651.1, XP_018475532.1, XP_018474204.1, XP_018474203.1	g1066
OG0000123	XP_018474158.1, XP_018474157.1, XP_018435443.1, XP_018435960.1	g1342
OG0000125	XP_018493580.1, XP_018487612.1	g31072
OG0000125	XP_018486058.1	g18497
OG0000125	XP_018456007.1, XP_018476295.1	g54244, g54237, g54238
OG0000125	XP_018485989.1, XP_018488966.1	g6675
OG0000126	XP_018464668.1	g27940
OG0000126	XP_018448241.1, XP_018448597.1	g41907, g14623
OG0000126	XP_018465860.1	g16333
OG0000127	XP_018442304.1	g41348
OG0000127	XP_018485557.1, XP_018478149.1	g19182
OG0000127	XP_018452828.1	g2919, g1294, g28781
OG0000127	XP_018478084.1	g39998
OG0000128	XP_018444638.1	g2010
OG0000128	XP_018489598.1, XP_018490648.1, XP_018460833.1	g2008
OG0000128	XP_018491569.1, XP_018489183.1, XP_018442568.1, XP_018459990.1, XP_018459995.1	g2009
OG0000128	XP_018487764.1, XP_018461995.1	g50627
OG0000129	XP_018491243.1, XP_018491241.1	g45131
OG0000129	XP_018461987.1	g45103, g45101
OG0000129	XP_018438997.1, XP_018435583.1, XP_018439597.1, XP_018439599.1, XP_018435186.1	g9880
OG0000132	XP_018487999.1	g51064, g35150, g34743
OG0000134	XP_018476352.1, XP_018459201.1	g18420
OG0000136	XP_018466036.1	g1845, g27817, g24476
OG0000136	XP_018487592.1	g32584
OG0000136	XP_018458827.1, XP_018464145.1	g24259
OG0000136	XP_018453486.1, XP_018453484.1	g6807
OG0000137	XP_018466390.1	g1010
OG0000137	XP_018452340.1	g1011
OG0000137	XP_018473981.1, XP_018464800.1	g1009
OG0000141	XP_018489511.1	g49817
OG0000142	XP_018473960.1	g1920, g26785, g32853
OG0000143	XP_018459125.1, XP_018458664.1, XP_018458135.1, XP_018458136.1, XP_018453656.1, XP_018467319.1, XP_018476282.1, XP_018464964.1	g24947, g35918, g41958, g24857, g24997
OG0000143	XP_018464818.1, XP_018464198.1, XP_018443711.1, XP_018487913.1, XP_018448766.1, XP_018459729.1	g52356
OG0000148	XP_018463804.1, XP_018474145.1, XP_018463803.1, XP_018475963.1, XP_018448313.1, XP_018474230.1, XP_018474217.1, XP_018474222.1, XP_018448315.1, XP_018448325.1, XP_018448316.1, XP_018448324.1, XP_018450320.1, XP_018448317.1, XP_018448320.1, XP_018460562.1, XP_018460564.1, XP_018480113.1, XP_018488106.1	g6399
OG0000151	XP_018482689.1	g19126
OG0000151	XP_018491621.1, XP_018443657.1, XP_018481788.1	g19127
OG0000151	XP_018483151.1	g19128
OG0000151	XP_018439853.1	g51765
OG0000151	XP_018481215.1	g2235
OG0000151	XP_018478165.1, XP_018478354.1	g51633
OG0000151	XP_018445846.1	g29346
OG0000153	XP_018480951.1	g51155, g51154, g51130, g51156
OG0000153	XP_018436970.1, XP_018480845.1, XP_018437236.1	g40020
OG0000153	XP_018451355.1, XP_018448203.1, XP_018489135.1, XP_018481073.1, XP_018477487.1, XP_018438804.1, XP_018439613.1	g37875, g37876
OG0000154	XP_018479145.1, XP_018477927.1	g36466, g36467
OG0000154	XP_018448845.1, XP_018491502.1, XP_018467606.1, XP_018441571.1, XP_018478447.1, XP_018478366.1	g36509
OG0000155	XP_018487629.1, XP_018479823.1, XP_018460158.1, XP_018436060.1, XP_018435740.1, XP_018453527.1, XP_018479684.1, XP_018473996.1, XP_018464080.1, XP_018467634.1, XP_018466049.1, XP_018474155.1, XP_018474156.1, XP_018474024.1, XP_018454104.1, XP_018479281.1, XP_018479306.1, XP_018473850.1	g36320, g54169, g36224, g24260
OG0000155	XP_018458826.1, XP_018443310.1	g1088, g32056, g27290, g43890, g41661, g11814
OG0000155	XP_018473753.1	g11180, g53396, g43054, g53395, g52929, g31934, g27818, g27848
OG0000155	XP_018435570.1	g36035
OG0000155	XP_018473105.1, XP_018487628.1, XP_018448858.1	g35550, g48286, g41606, g13909
OG0000157	XP_018448171.1	g27714
OG0000159	XP_018462880.1	g35382, g43640, g42719, g19947
OG0000159	XP_018450983.1, XP_018460947.1, XP_018459742.1	g14659, g33594, g26152, g43872, g14817, g4106, g53756, g26059, g19681, g43464, g35132
OG0000160	XP_018456672.1, XP_018439896.1	g5985
OG0000160	XP_018482147.1, XP_018459851.1, XP_018480330.1, XP_018459849.1, XP_018470513.1, XP_018447677.1, XP_018447191.1	g23426
OG0000160	XP_018470730.1, XP_018456230.1	g1105
OG0000160	XP_018489772.1	g6339
OG0000160	XP_018440073.1	g11547
OG0000160	XP_018442966.1, XP_018453169.1	g46563
OG0000160	XP_018441376.1	g50994
OG0000163	XP_018464106.1, XP_018458096.1, XP_018436081.1, XP_018459495.1, XP_018476861.1, XP_018476229.1, XP_018453657.1	g43620
OG0000164	XP_018458688.1, XP_018479687.1, XP_018467590.1	g26417
OG0000164	XP_018473929.1, XP_018474603.1	g15914, g14666, g33101, g27890, g43403, g34933, g14570, g24992
OG0000166	XP_018453394.1	g46162
OG0000166	XP_018443442.1	g46166
OG0000169	XP_018490650.1, XP_018465835.1, XP_018488136.1, XP_018460812.1, XP_018449930.1, XP_018450149.1, XP_018464337.1, XP_018493592.1, XP_018476446.1	g32507, g50750
OG0000170	XP_018485103.1	g52256
OG0000170	XP_018478569.1	g52257
OG0000171	XP_018471382.1, XP_018457991.1	g915, g28415
OG0000171	XP_018435045.1	g14078
OG0000171	XP_018476067.1, XP_018468491.1, XP_018455854.1	g28546
OG0000171	XP_018440453.1, XP_018492109.1, XP_018491228.1, XP_018486328.1	g7540
OG0000172	XP_018479921.1	g4028
OG0000172	XP_018454235.1, XP_018487469.1, XP_018435427.1, XP_018465544.1, XP_018473683.1, XP_018479779.1, XP_018448342.1, XP_018473984.1, XP_018473985.1, XP_018479174.1	g51256, g27772, g14066
OG0000174	XP_018461501.1, XP_018487536.1, XP_018479205.1, XP_018448484.1, XP_018453686.1, XP_018435973.1	g52379
OG0000174	XP_018435672.1	g50178
OG0000175	XP_018486354.1, XP_018471533.1, XP_018466301.1, XP_018433300.1	g45857
OG0000175	XP_018459179.1, XP_018444188.1	g44698
OG0000175	XP_018446341.1	g29297
OG0000175	XP_018441749.1	g50814
OG0000176	XP_018483205.1, XP_018448995.1, XP_018450446.1, XP_018450443.1	g12860
OG0000176	XP_018461554.1	g7705
OG0000177	XP_018462732.1	g36879
OG0000178	XP_018462163.1, XP_018456012.1	g40442
OG0000178	XP_018456225.1, XP_018455839.1, XP_018454748.1, XP_018455875.1, XP_018464334.1, XP_018455936.1	g45169
OG0000178	XP_018462335.1, XP_018474859.1, XP_018475013.1, XP_018473242.1, XP_018473243.1, XP_018459474.1, XP_018475619.1	g45158
OG0000178	XP_018437778.1, XP_018469510.1	g45173
OG0000179	XP_018463598.1	g31539, g1718
OG0000179	XP_018435599.1, XP_018435625.1	g44052
OG0000182	XP_018466211.1, XP_018488976.1	g27624
OG0000183	XP_018483199.1	g18117
OG0000183	XP_018471446.1, XP_018433899.1, XP_018492563.1, XP_018476487.1, XP_018444117.1, XP_018444119.1	g761, g28899
OG0000183	XP_018478487.1	g40143
OG0000184	XP_018459934.1, XP_018487657.1, XP_018469462.1, XP_018469250.1, XP_018485940.1, XP_018469214.1, XP_018469258.1, XP_018469264.1, XP_018490081.1, XP_018489834.1, XP_018437873.1, XP_018437781.1, XP_018438297.1, XP_018436335.1, XP_018489740.1	g11846
OG0000185	XP_018448687.1, XP_018488105.1, XP_018435637.1, XP_018435638.1	g11864
OG0000185	XP_018437795.1, XP_018435991.1, XP_018437982.1	g35799
OG0000189	XP_018439736.1, XP_018468233.1, XP_018470632.1, XP_018481039.1, XP_018482967.1	g18237
OG0000189	XP_018488978.1	g23036
OG0000189	XP_018450746.1	g31900
OG0000189	XP_018461301.1	g44421
OG0000189	XP_018471246.1	g46237
OG0000189	XP_018445116.1	g50117
OG0000192	XP_018462530.1, XP_018467255.1, XP_018479088.1	g25904
OG0000192	XP_018458507.1	g44233, g25911
OG0000192	XP_018469074.1, XP_018468699.1, XP_018465848.1	g17137
OG0000193	XP_018490020.1, XP_018476191.1, XP_018474080.1, XP_018482919.1, XP_018482177.1	g6133, g6386, g39569, g39573, g2100, g39563, g6136, g6130
OG0000193	XP_018487465.1	g27763
OG0000193	XP_018467632.1, XP_018448639.1, XP_018487466.1	g39564, g2101
OG0000194	XP_018463267.1, XP_018462236.1, XP_018453709.1, XP_018464556.1, XP_018464934.1, XP_018487759.1, XP_018477393.1	g32237, g28166, g50078, g23649, g51802
OG0000196	XP_018482158.1	g43806, g43821
OG0000196	XP_018474034.1	g43782, g43797
OG0000196	XP_018465536.1, XP_018479697.1	g53972
OG0000197	XP_018476022.1	g24122
OG0000197	XP_018448523.1	g17408
OG0000198	XP_018453067.1, XP_018434683.1	g10793
OG0000198	XP_018491057.1	g49926
OG0000200	XP_018454952.1, XP_018448186.1	g40675
OG0000200	XP_018448331.1, XP_018448328.1	g32383
OG0000200	XP_018449589.1, XP_018454583.1, XP_018441251.1	g40674
OG0000200	XP_018451670.1	g27686
OG0000201	XP_018435943.1, XP_018487739.1, XP_018463948.1	g4655, g26600, g16293, g32898, g33199, g25229, g26102, g33200, g34779, g16144, g6202, g53346, g27732, g43307, g16269, g19533, g52369, g14957, g43031, g42816, g1483, g14787
OG0000201	XP_018458079.1	g1484, g43144, g53753, g27964, g15838
OG0000202	XP_018453874.1	g1023, g25454, g25477
OG0000203	XP_018444359.1	g18958
OG0000203	XP_018444673.1, XP_018460880.1, XP_018484517.1, XP_018484516.1	g2360
OG0000205	XP_018453590.1, XP_018465023.1, XP_018453635.1, XP_018453793.1, XP_018462949.1, XP_018466885.1, XP_018459728.1, XP_018475645.1, XP_018465102.1, XP_018479576.1, XP_018467321.1, XP_018453867.1, XP_018475424.1, XP_018466046.1, XP_018467224.1, XP_018467428.1, XP_018467324.1, XP_018463244.1, XP_018463262.1, XP_018458054.1, XP_018476099.1, XP_018479716.1, XP_018468530.1, XP_018464197.1, XP_018467617.1, XP_018467610.1, XP_018454079.1	g11567
OG0000206	XP_018462401.1	g3612, g48979, g3617
OG0000209	XP_018448172.1, XP_018442633.1	g12731
OG0000209	XP_018478964.1, XP_018464005.1	g49840, g49834, g49829
OG0000211	XP_018435834.1, XP_018465129.1, XP_018460068.1, XP_018466980.1	g43500, g43665
OG0000214	XP_018455702.1	g41308, g33055, g29003, g53538
OG0000214	XP_018464460.1	g1573, g22730, g23072, g45047, g16729, g17791, g52105, g36171
OG0000214	XP_018480048.1	g29004, g33054
OG0000214	XP_018463410.1	g2449, g32347, g37022
OG0000214	XP_018453440.1, XP_018448482.1	g45095
OG0000215	XP_018448447.1, XP_018448271.1, XP_018453739.1, XP_018458697.1, XP_018459718.1, XP_018487467.1, XP_018487778.1, XP_018487779.1, XP_018487836.1, XP_018487837.1, XP_018487991.1	g449
OG0000216	XP_018455830.1, XP_018455873.1, XP_018467364.1	g25664
OG0000216	XP_018467341.1, XP_018465408.1	g41090, g41083, g41086
OG0000216	XP_018437456.1	g41087
OG0000219	XP_018462769.1, XP_018491750.1, XP_018491753.1	g40833, g27764, g39817
OG0000219	XP_018443291.1, XP_018466055.1	g18526, g7663
OG0000221	XP_018462543.1, XP_018453461.1	g32627, g45157, g4236, g53404, g41761, g48924
OG0000221	XP_018436143.1	g45252, g40135, g50684, g41375, g4779
OG0000222	XP_018465694.1, XP_018459974.1, XP_018464076.1	g4529, g35092, g8532, g36951, g38875, g35824, g36811, g35009, g15547, g19660, g9434
OG0000223	XP_018448514.1, XP_018448512.1	g47027
OG0000225	XP_018455101.1, XP_018455692.1, XP_018456709.1	g4045
OG0000226	XP_018447426.1	g17691, g17690, g17692
OG0000229	XP_018438813.1	g13978
OG0000229	XP_018460167.1, XP_018460168.1, XP_018479600.1, XP_018453720.1, XP_018487655.1	g24726
OG0000230	XP_018442766.1, XP_018443617.1, XP_018442962.1, XP_018442910.1, XP_018458706.1, XP_018462102.1, XP_018439443.1	g18915
OG0000233	XP_018444381.1	g45483
OG0000233	XP_018468589.1, XP_018469329.1, XP_018475327.1	g29622
OG0000233	XP_018444363.1	g45482
OG0000233	XP_018469360.1	g29623
OG0000235	XP_018487610.1, XP_018466952.1, XP_018444427.1, XP_018491917.1, XP_018483635.1	g11302
OG0000236	XP_018467415.1	g11672
OG0000236	XP_018463131.1, XP_018463132.1	g6598
OG0000237	XP_018490370.1	g11805
OG0000237	XP_018488221.1	g36933
OG0000238	XP_018455175.1, XP_018472034.1	g44677
OG0000238	XP_018447728.1	g32057
OG0000241	XP_018480650.1, XP_018462384.1, XP_018471212.1, XP_018439136.1, XP_018437127.1, XP_018447604.1, XP_018461916.1, XP_018454306.1, XP_018474567.1	g17320
OG0000242	XP_018479318.1, XP_018437451.1	g10112
OG0000246	XP_018475360.1, XP_018475364.1	g51604
OG0000246	XP_018475104.1, XP_018472849.1	g37185
OG0000246	XP_018433126.1, XP_018435056.1	g51605, g43105, g43113
OG0000246	XP_018439075.1, XP_018483506.1	g51603
OG0000247	XP_018474982.1	g27759, g27721
OG0000249	XP_018469607.1	g32697
OG0000249	XP_018443729.1, XP_018458727.1, XP_018461154.1, XP_018443728.1	g35682, g42542
OG0000249	XP_018462357.1	g16094, g26699, g24901
OG0000250	XP_018455634.1	g40469
OG0000251	XP_018461336.1, XP_018479396.1, XP_018463901.1	g10576
OG0000251	XP_018460223.1	g16641
OG0000252	XP_018453989.1	g40852
OG0000252	XP_018468895.1	g46370
OG0000253	XP_018465313.1	g54073
OG0000253	XP_018439758.1, XP_018432698.1	g12277
OG0000253	XP_018477122.1	g5784, g45315
OG0000254	XP_018463944.1	g47116, g47114, g17643
OG0000254	XP_018481128.1, XP_018468570.1	g47117
OG0000254	XP_018449673.1	g47115
OG0000255	XP_018443702.1, XP_018473931.1	g52606, g16443
OG0000255	XP_018463373.1	g6529
OG0000256	XP_018488215.1	g10880
OG0000257	XP_018443189.1	g44426
OG0000259	XP_018459956.1, XP_018465832.1, XP_018459954.1, XP_018459955.1	g1607
OG0000259	XP_018487567.1, XP_018448433.1, XP_018487583.1	g6897
OG0000260	XP_018457454.1	g6207, g6217
OG0000260	XP_018481742.1	g1632
OG0000260	XP_018450035.1, XP_018447610.1, XP_018450025.1	g19610
OG0000261	XP_018461272.1	g27439
OG0000261	XP_018448661.1, XP_018465969.1	g24315, g43508, g28621, g49342, g36842, g13078
OG0000261	XP_018460502.1	g26827
OG0000262	XP_018435679.1, XP_018435243.1, XP_018455323.1, XP_018454000.1, XP_018475203.1	g43603
OG0000262	XP_018464864.1, XP_018455373.1	g24889
OG0000263	XP_018443605.1	g3713
OG0000263	XP_018436406.1	g43268
OG0000263	XP_018474168.1, XP_018479094.1, XP_018480160.1, XP_018480158.1, XP_018473613.1, XP_018473611.1, XP_018471467.1	g910, g3712
OG0000265	XP_018443638.1, XP_018448698.1, XP_018448695.1, XP_018480058.1, XP_018444893.1, XP_018463181.1	g30948, g25301, g11542, g43509, g3110, g32825, g14672
OG0000266	XP_018455304.1	g28434, g45026
OG0000267	XP_018460990.1, XP_018460989.1	g34874
OG0000267	XP_018459051.1, XP_018458593.1, XP_018464090.1, XP_018465439.1, XP_018467470.1, XP_018453140.1	g52730
OG0000267	XP_018453820.1, XP_018464089.1, XP_018458795.1	g42218, g42234
OG0000268	XP_018448562.1	g35054, g25240, g11530, g44991, g53121, g53878, g53859, g50734, g43650, g35558, g35553, g3065, g53597, g36626, g15959
OG0000268	XP_018448716.1, XP_018448714.1	g32701
OG0000268	XP_018436057.1, XP_018443690.1	g48936, g35463
OG0000269	XP_018476648.1, XP_018455000.1	g28758
