Orthogroup	Raphanus_sativus	Conringia_planisiliqua
OG0000083	XP_018461649.1	CP1_g38603_DN3_SP0_c.t1
OG0000083	XP_018476684.1	CP14_g23213_DN2_SP0_c.t1
OG0000083	XP_018458977.1	CP14_g23271_DN2_SP0_c.t1
OG0000084	XP_018479567.1	CP14_g23878_DN3_SP0_c.t1
OG0000084	XP_018461657.1	CP12_g31116_DN2_SP0_c.t1
OG0000084	XP_018435980.1	CP22_g17338_DN1_SP0_c.t1, CP12_g31607_DN1_SP0_c.t1
OG0000086	XP_018465188.1	CP11_g31887_DN3_SP0_c.t1
OG0000086	XP_018479609.1	CP271_g11211_DN3_SP0_c.t1, CP45_g22371_DN3_SP0_c.t1, CP20_g3814_DN1_SP0_c.t1, CP45_g22369_DN3_SP0_c.t1, CP5_g1838_DN3_SP0_c.t1
OG0000086	XP_018459689.1	CP5_g1706_DN3_SP0_c.t1
OG0000086	XP_018444904.1	CP29_g21947_DN3_SP0_c.t1
OG0000086	XP_018445028.1, XP_018459504.1	CP9_g28199_DN3_SP0_c.t1
OG0000089	XP_018477697.1, XP_018484582.1	CP2_g48308_DN3_SP8_c.t1
OG0000089	XP_018492627.1, XP_018440532.1	CP2_g48035_DN3_SP7_c.t1
OG0000089	XP_018440871.1	CP4_g25793_DN3_SP8_c.t1
OG0000089	XP_018476501.1, XP_018446020.1	CP11_g32707_DN3_SP8_c.t1
OG0000089	XP_018439894.1, XP_018456689.1, XP_018457306.1, XP_018483831.1	CP13_g20168_DN3_SP8_c.t1
OG0000089	XP_018434101.1	CP4_g25265_DN3_SP6_c.t1
OG0000089	XP_018446239.1, XP_018463490.1	CP9_g29223_DN3_SP8_c.t1
OG0000090	XP_018474003.1	CP13_g20454_DN2_SP0_c.t1, CP3_g15710_DN2_SP0_c.t1, CP24_g47038_DN2_SP0_c.t1, CP12_g31527_DN3_SP0_c.t1
OG0000090	XP_018453787.1	CP2_g50412_DN2_SP0_c.t1
OG0000090	XP_018464061.1	CP12_g31417_DN2_SP0_c.t1
OG0000090	XP_018464193.1, XP_018479336.1, XP_018479335.1, XP_018435895.1, XP_018463736.1, XP_018448663.1, XP_018460575.1, XP_018460577.1, XP_018477007.1, XP_018463618.1, XP_018462341.1, XP_018487679.1	CP50_g6562_DN1_SP0_c.t1, CP1_g39886_DN2_SP0_c.t1
OG0000090	XP_018439216.1	CP6_g8583_DN3_SP0_c.t1
OG0000095	XP_018458821.1, XP_018482330.1	CP16_g55090_DN3_SP0_c.t1
OG0000095	XP_018473675.1	CP16_g55165_DN2_SP0_c.t1
OG0000095	XP_018436175.1	CP16_g55163_DN2_SP0_c.t1
OG0000096	XP_018435460.1, XP_018490105.1, XP_018467758.1	CP6_g7572_DN1_SP0_c.t1
OG0000097	XP_018475691.1	CP29_g22155_DN1_SP0_c.t1
OG0000098	XP_018482705.1	CP2_g48438_DN1_SP0_c.t1
OG0000100	XP_018454733.1, XP_018453995.1	CP2_g49326_DN3_SP0_c.t1
OG0000100	XP_018455681.1, XP_018436752.1	CP2_g48891_DN3_SP0_c.t1
OG0000101	XP_018476055.1, XP_018479572.1, XP_018461557.1, XP_018479181.1, XP_018448389.1, XP_018465075.1, XP_018484396.1, XP_018484394.1, XP_018459100.1, XP_018456076.1, XP_018448626.1, XP_018479413.1, XP_018460740.1, XP_018453636.1, XP_018443713.1, XP_018453516.1	CP22_g17341_DN3_SP0_c.t1
OG0000102	XP_018478798.1	CP5_g1424_DN3_SP0_c.t1
OG0000105	XP_018448388.1, XP_018489022.1, XP_018489020.1	CP12_g31635_DN1_SP0_c.t1
OG0000105	XP_018437703.1	CP20_g4043_DN3_SP0_c.t1, CP2_g49355_DN1_SP0_c.t1, CP2_g50540_DN2_SP0_c.t1
OG0000107	XP_018474063.1, XP_018435236.1	CP7_g44362_DN3_SP0_c.t1, CP7_g44349_DN3_SP0_c.t1
OG0000107	XP_018473539.1	CP6_g8709_DN3_SP0_c.t1
OG0000111	XP_018470802.1	CP5_g1915_DN1_SP0_c.t1, CP5_g1912_DN2_SP0_c.t1, CP5_g1908_DN2_SP0_c.t1, CP5_g1919_DN2_SP0_c.t1, CP5_g1886_DN2_SP0_c.t1, CP5_g1935_DN3_SP0_c.t1, CP94_g6400_DN3_SP0_c.t1, CP5_g1897_DN2_SP0_c.t1, CP5_g1895_DN2_SP0_c.t1, CP5_g1905_DN3_SP0_c.t1
OG0000114	XP_018456273.1	CP1_g39948_DN1_SP0_c.t1, CP1_g40795_DN2_SP0_c.t1, CP9_g27816_DN2_SP0_c.t1, CP17_g5831_DN3_SP0_c.t1, CP3_g15173_DN3_SP0_c.t1, CP13_g20753_DN3_SP0_c.t1, CP22_g17669_DN1_SP0_c.t1, CP3_g14115_DN3_SP0_c.t1, CP74_g56236_DN3_SP0_c.t1, CP95_g12691_DN3_SP0_c.t1, CP3_g14116_DN1_SP0_c.t1, CP22_g17668_DN1_SP0_c.t1, CP8_g52209_DN3_SP0_c.t1, CP18_g12092_DN3_SP0_c.t1, CP12_g30982_DN3_SP0_c.t1, CP7_g44473_DN2_SP0_c.t1, CP8_g52212_DN3_SP0_c.t1, CP17_g6028_DN3_SP0_c.t1, CP20_g4238_DN3_SP0_c.t1, CP7_g44474_DN2_SP0_c.t1, CP9_g27817_DN2_SP0_c.t1
OG0000114	XP_018482325.1	CP18_g11868_DN3_SP0_c.t1, CP9_g27995_DN3_SP0_c.t1, CP75_g34149_DN3_SP0_c.t1, CP9_g27968_DN2_SP0_c.t1, CP9_g27996_DN3_SP0_c.t1, CP9_g28014_DN3_SP0_c.t1, CP9_g27949_DN3_SP0_c.t1, CP13_g20558_DN3_SP0_c.t1, CP18_g12093_DN3_SP0_c.t1, CP5_g2512_DN3_SP0_c.t1, CP8_g52210_DN3_SP0_c.t1, CP22_g17667_DN2_SP0_c.t1, CP12_g30983_DN3_SP0_c.t1, CP14_g23380_DN2_SP0_c.t1
OG0000114	XP_018487715.1, XP_018459983.1, XP_018448674.1, XP_018460864.1	CP43_g41590_DN3_SP0_c.t1, CP1_g39028_DN2_SP0_c.t1, CP3_g16808_DN3_SP0_c.t1, CP7_g44107_DN1_SP0_c.t1, CP36_g50968_DN2_SP0_c.t1
OG0000116	XP_018453807.1, XP_018465674.1, XP_018482519.1, XP_018474057.1, XP_018455509.1, XP_018463276.1, XP_018475460.1, XP_018459183.1, XP_018448437.1, XP_018462607.1, XP_018440840.1, XP_018470517.1	CP59_g6663_DN3_SP0_c.t1, CP44_g20908_DN3_SP0_c.t1, CP18_g12569_DN3_SP0_c.t1
OG0000116	XP_018449700.1, XP_018461081.1, XP_018460820.1, XP_018489717.1	CP14_g23531_DN3_SP0_c.t1, CP27_g41691_DN3_SP0_c.t1
OG0000116	XP_018487410.1	CP25_g55998_DN3_SP0_c.t1
OG0000116	XP_018453443.1	CP20_g3900_DN1_SP0_c.t1, CP2_g49406_DN2_SP0_c.t1
OG0000117	XP_018442248.1, XP_018475190.1, XP_018463580.1, XP_018474776.1, XP_018483556.1, XP_018449780.1, XP_018449779.1	CP7_g45432_DN3_SP0_c.t1
OG0000117	XP_018434385.1	CP7_g45419_DN3_SP0_c.t1
OG0000117	XP_018461550.1, XP_018449778.1, XP_018449606.1, XP_018449776.1, XP_018449605.1, XP_018461549.1, XP_018461548.1, XP_018449734.1, XP_018449777.1, XP_018448289.1, XP_018448292.1, XP_018461551.1, XP_018456410.1, XP_018454087.1, XP_018455073.1	CP7_g45418_DN3_SP0_c.t1
OG0000119	XP_018466193.1	CP8_g53726_DN3_SP0_c.t1
OG0000120	XP_018453659.1	CP6_g8634_DN3_SP0_c.t1, CP3_g14120_DN3_SP0_c.t1, CP18_g12087_DN3_SP0_c.t1, CP95_g12689_DN3_SP0_c.t1, CP9_g27971_DN3_SP0_c.t1, CP13_g20555_DN3_SP0_c.t1, CP20_g4294_DN3_SP0_c.t1
OG0000120	XP_018459717.1, XP_018458450.1, XP_018458451.1, XP_018459167.1	CP12_g30973_DN2_SP0_c.t1, CP13_g20755_DN2_SP0_c.t1, CP8_g52207_DN3_SP0_c.t1, CP18_g12086_DN1_SP0_c.t1, CP1_g40798_DN1_SP0_c.t1
OG0000121	XP_018448551.1	CP12_g31136_DN1_SP0_c.t1, CP17_g5913_DN2_SP0_c.t1, CP17_g5918_DN2_SP0_c.t1
OG0000122	XP_018475453.1, XP_018473352.1, XP_018474205.1	CP8_g53628_DN3_SP0_c.t1
OG0000122	XP_018475532.1, XP_018474204.1, XP_018474203.1	CP8_g53621_DN3_SP0_c.t1, CP8_g53620_DN3_SP0_c.t1
OG0000122	XP_018468941.1	CP8_g53627_DN3_SP0_c.t1
OG0000124	XP_018458113.1, XP_018474425.1	CP92_g51792_DN1_SP0_c.t1
OG0000124	XP_018458453.1	CP6_g8263_DN1_SP0_c.t1, CP14_g23406_DN1_SP0_c.t1, CP5_g3274_DN3_SP0_c.t1, CP16_g55714_DN1_SP0_c.t1, CP18_g12101_DN3_SP0_c.t1
OG0000124	XP_018467814.1, XP_018436023.1, XP_018459692.1, XP_018464236.1, XP_018480034.1, XP_018466176.1, XP_018453630.1, XP_018444526.1, XP_018489729.1, XP_018470137.1	CP14_g23405_DN1_SP0_c.t1
OG0000126	XP_018465786.1	CP4_g26270_DN2_SP0_c.t1
OG0000127	XP_018442304.1, XP_018463483.1, XP_018464380.1	CP8_g54114_DN3_SP0_c.t1
OG0000127	XP_018485557.1, XP_018478149.1	CP3_g13990_DN2_SP0_c.t1
OG0000127	XP_018478084.1, XP_018472875.1	CP4_g25869_DN3_SP0_c.t1
OG0000128	XP_018459995.1	CP3_g13458_DN3_SP0_c.t1
OG0000129	XP_018491243.1, XP_018491241.1	CP10_g42426_DN3_SP0_c.t1
OG0000129	XP_018459019.1	CP9_g27593_DN3_SP0_c.t1
OG0000129	XP_018461987.1	CP9_g27597_DN3_SP0_c.t1, CP10_g43808_DN3_SP0_c.t1
OG0000129	XP_018438997.1, XP_018435583.1, XP_018439597.1, XP_018439599.1, XP_018435186.1	CP2_g48114_DN3_SP0_c.t1
OG0000130	XP_018464495.1	CP6_g8046_DN2_SP0_c.t1
OG0000130	XP_018461011.1, XP_018465244.1	CP6_g8745_DN2_SP0_c.t1, CP14_g22626_DN2_SP0_c.t1, CP3_g16605_DN2_SP0_c.t1, CP4_g26048_DN1_SP0_c.t1, CP6_g8614_DN2_SP0_c.t1, CP5_g1942_DN3_SP0_c.t1, CP17_g4921_DN2_SP0_c.t1, CP5_g1870_DN2_SP0_c.t1, CP1_g39061_DN1_SP0_c.t1, CP13_g20361_DN1_SP0_c.t1
OG0000130	XP_018461102.1	CP2_g49700_DN3_SP0_c.t1
OG0000134	XP_018438959.1, XP_018438956.1	CP12_g31654_DN3_SP0_c.t1
OG0000136	XP_018473630.1	CP18_g12237_DN1_SP0_c.t1, CP20_g4089_DN2_SP0_c.t1, CP5_g3095_DN2_SP0_c.t1
OG0000136	XP_018473863.1	CP6_g9733_DN1_SP0_c.t1, CP20_g3889_DN1_SP0_c.t1
OG0000136	XP_018453784.1, XP_018466036.1, XP_018487592.1, XP_018435691.1, XP_018458827.1, XP_018464145.1	CP3_g16058_DN2_SP0_c.t1
OG0000136	XP_018453486.1, XP_018453484.1	CP15_g36148_DN1_SP0_c.t1
OG0000137	XP_018473981.1, XP_018464800.1	CP29_g22095_DN2_SP0_c.t1
OG0000140	XP_018458943.1	CP2_g49134_DN3_SP0_c.t1, CP14_g23074_DN2_SP0_c.t1
OG0000141	XP_018489511.1	CP1_g37532_DN1_SP0_c.t1
OG0000141	XP_018485467.1	CP1_g37531_DN2_SP0_c.t1
OG0000141	XP_018440872.1	CP1_g37530_DN3_SP0_c.t1
OG0000148	XP_018476586.1, XP_018490337.1, XP_018438679.1, XP_018438702.1, XP_018438172.1, XP_018466105.1, XP_018435825.1, XP_018474116.1, XP_018450098.1	CP1_g38394_DN3_SP0_c.t1
OG0000148	XP_018488107.1	CP1_g38017_DN2_SP0_c.t1
OG0000148	XP_018463804.1, XP_018474145.1, XP_018463803.1, XP_018475963.1	CP16_g55147_DN3_SP0_c.t1, CP7_g44768_DN1_SP0_c.t1
OG0000148	XP_018474230.1, XP_018474217.1, XP_018474222.1, XP_018448315.1, XP_018448325.1, XP_018448316.1, XP_018448324.1, XP_018450320.1, XP_018448317.1, XP_018448320.1	CP7_g45047_DN1_SP0_c.t1
OG0000148	XP_018480113.1, XP_018488106.1	CP7_g44975_DN1_SP0_c.t1
OG0000148	XP_018477961.1, XP_018477938.1	CP1_g38033_DN1_SP0_c.t1
OG0000150	XP_018463372.1, XP_018453674.1	CP15_g34449_DN2_SP0_c.t1
OG0000154	XP_018479145.1	CP1_g38036_DN1_SP0_c.t1
OG0000154	XP_018477927.1	CP1_g38037_DN3_SP0_c.t1
OG0000154	XP_018449548.1	CP6_g7266_DN3_SP0_c.t1
OG0000154	XP_018477996.1	CP1_g38028_DN2_SP0_c.t1
OG0000154	XP_018448845.1, XP_018491502.1, XP_018467606.1, XP_018441571.1, XP_018478447.1, XP_018478366.1	CP1_g37974_DN3_SP0_c.t1
OG0000155	XP_018487629.1, XP_018479823.1, XP_018460158.1, XP_018436060.1, XP_018435740.1, XP_018453527.1, XP_018479684.1, XP_018473996.1, XP_018464080.1	CP10_g43760_DN1_SP0_c.t1
OG0000155	XP_018458826.1	CP6_g7697_DN1_SP0_c.t1
OG0000155	XP_018473753.1	CP13_g20272_DN3_SP0_c.t1
OG0000155	XP_018435570.1	CP14_g23761_DN2_SP0_c.t1
OG0000155	XP_018448858.1	CP13_g20570_DN1_SP0_c.t1
OG0000158	XP_018432785.1	CP4_g24795_DN1_SP0_c.t1
OG0000159	XP_018462880.1	CP18_g11530_DN3_SP0_c.t1, CP10_g43905_DN3_SP0_c.t1, CP30_g10024_DN3_SP0_c.t1, CP1_g38892_DN3_SP0_c.t1
OG0000159	XP_018465827.1	CP8_g52981_DN3_SP0_c.t1
OG0000159	XP_018452405.1, XP_018477160.1, XP_018477168.1	CP29_g21957_DN3_SP0_c.t1, CP18_g11525_DN3_SP0_c.t1, CP16_g55379_DN3_SP0_c.t1, CP1_g38743_DN3_SP0_c.t1, CP15_g34799_DN3_SP0_c.t1, CP6_g8172_DN3_SP0_c.t1, CP16_g55378_DN1_SP0_c.t1, CP17_g5408_DN3_SP0_c.t1, CP1_g38828_DN3_SP0_c.t1, CP1_g38774_DN3_SP0_c.t1, CP1_g38831_DN3_SP0_c.t1, CP3_g16786_DN3_SP0_c.t1, CP3_g16732_DN3_SP0_c.t1, CP25_g56000_DN3_SP0_c.t1, CP31_g46783_DN3_SP0_c.t1, CP12_g31312_DN3_SP0_c.t1, CP9_g27528_DN3_SP0_c.t1, CP6_g9687_DN3_SP0_c.t1, CP1_g39364_DN3_SP0_c.t1, CP17_g6255_DN3_SP0_c.t1, CP7_g44180_DN3_SP0_c.t1, CP15_g34601_DN3_SP0_c.t1, CP6_g8795_DN3_SP0_c.t1, CP22_g17525_DN3_SP0_c.t1, CP15_g35987_DN3_SP0_c.t1, CP12_g31604_DN3_SP0_c.t1, CP17_g4997_DN3_SP0_c.t1, CP1_g40804_DN3_SP0_c.t1, CP2_g50653_DN3_SP0_c.t1, CP15_g35572_DN3_SP0_c.t1
OG0000159	XP_018450983.1, XP_018460947.1	CP21_g10968_DN3_SP0_c.t1, CP6_g8815_DN3_SP0_c.t1, CP10_g44074_DN3_SP0_c.t1
OG0000160	XP_018456672.1, XP_018439896.1	CP10_g43624_DN3_SP8_c.t1
OG0000160	XP_018447677.1, XP_018447191.1	CP5_g984_DN3_SP8_c.t1
OG0000160	XP_018470730.1, XP_018456230.1	CP8_g53733_DN3_SP8_c.t1
OG0000160	XP_018489772.1	CP17_g5850_DN3_SP8_c.t1
OG0000160	XP_018442966.1, XP_018453169.1	CP9_g29643_DN3_SP8_c.t1
OG0000160	XP_018441376.1	CP16_g55126_DN3_SP8_c.t1
OG0000161	XP_018440662.1, XP_018433425.1, XP_018465227.1, XP_018479677.1, XP_018465706.1, XP_018448624.1, XP_018455355.1, XP_018473872.1, XP_018472887.1, XP_018486622.1, XP_018486853.1, XP_018466281.1, XP_018449849.1, XP_018490276.1, XP_018482262.1, XP_018479969.1, XP_018474160.1, XP_018443630.1, XP_018460036.1, XP_018435861.1, XP_018450442.1, XP_018471352.1	CP2_g49800_DN1_SP0_c.t1
OG0000162	XP_018475016.1, XP_018474617.1	CP4_g25433_DN2_SP0_c.t1
OG0000162	XP_018438649.1	CP4_g25434_DN2_SP0_c.t1
OG0000163	XP_018473864.1, XP_018476696.1	CP26_g51269_DN2_SP0_c.t1
OG0000163	XP_018464106.1, XP_018458096.1, XP_018436081.1, XP_018459495.1, XP_018476861.1, XP_018476229.1, XP_018453657.1	CP14_g22654_DN2_SP0_c.t1
OG0000164	XP_018458688.1, XP_018479687.1, XP_018467590.1	CP35_g52063_DN2_SP0_c.t1, CP5_g3147_DN2_SP0_c.t1, CP5_g3037_DN1_SP0_c.t1
OG0000164	XP_018473929.1, XP_018474603.1	CP35_g52064_DN1_SP0_c.t1, CP15_g35652_DN2_SP0_c.t1, CP28_g34015_DN2_SP0_c.t1, CP17_g5684_DN1_SP0_c.t1, CP18_g11984_DN2_SP0_c.t1
OG0000166	XP_018466358.1	CP16_g55346_DN3_SP0_c.t1
OG0000166	XP_018453394.1	CP2_g49508_DN2_SP0_c.t1
OG0000166	XP_018461465.1, XP_018482827.1	CP16_g55347_DN1_SP0_c.t1
OG0000167	XP_018488211.1, XP_018488212.1, XP_018490154.1, XP_018487656.1	CP12_g30688_DN2_SP0_c.t1
OG0000170	XP_018481458.1	CP4_g24175_DN3_SP0_c.t1
OG0000171	XP_018471382.1, XP_018457991.1	CP8_g53294_DN3_SP8_c.t1
OG0000171	XP_018435045.1	CP10_g43893_DN3_SP8_c.t1
OG0000171	XP_018476067.1, XP_018468491.1, XP_018455854.1	CP8_g53599_DN3_SP8_c.t1
OG0000171	XP_018440453.1, XP_018492109.1, XP_018491228.1, XP_018486328.1	CP10_g42832_DN3_SP8_c.t1
OG0000171	XP_018447674.1, XP_018461966.1, XP_018445231.1	CP5_g1205_DN3_SP7_c.t1
OG0000172	XP_018462974.1, XP_018435351.1	CP3_g15628_DN2_SP0_c.t1
OG0000172	XP_018479921.1	CP18_g12231_DN1_SP0_c.t1, CP14_g22663_DN1_SP0_c.t1, CP10_g43851_DN2_SP0_c.t1, CP5_g1428_DN2_SP0_c.t1, CP3_g15131_DN1_SP0_c.t1, CP8_g52523_DN1_SP0_c.t1, CP5_g2025_DN2_SP0_c.t1
OG0000172	XP_018461595.1	CP8_g52524_DN1_SP0_c.t1, CP5_g2026_DN1_SP0_c.t1
OG0000172	XP_018487469.1	CP20_g4161_DN1_SP0_c.t1
OG0000173	XP_018451159.1	CP5_g175_DN2_SP0_c.t1
OG0000174	XP_018461501.1, XP_018487536.1, XP_018479205.1, XP_018448484.1, XP_018453686.1, XP_018435973.1	CP8_g52236_DN2_SP0_c.t1, CP29_g21958_DN3_SP0_c.t1, CP45_g22359_DN3_SP0_c.t1, CP8_g52687_DN2_SP0_c.t1, CP8_g54530_DN3_SP0_c.t1, CP5_g1847_DN2_SP0_c.t1
OG0000175	XP_018486354.1, XP_018471533.1, XP_018466301.1, XP_018433300.1	CP9_g28660_DN3_SP6_c.t1, CP7_g45435_DN3_SP8_c.t1
OG0000175	XP_018449784.1, XP_018449785.1, XP_018457613.1	CP2_g47507_DN3_SP0_c.t1
OG0000175	XP_018446341.1	CP11_g32500_DN3_SP8_c.t1
OG0000175	XP_018461928.1, XP_018466967.1	CP2_g49264_DN3_SP7_c.t1
OG0000175	XP_018441749.1	CP4_g24004_DN3_SP6_c.t1, CP3_g13159_DN3_SP8_c.t1
OG0000177	XP_018468276.1	CP7_g45651_DN3_SP1_c.t1
OG0000178	XP_018462335.1, XP_018474859.1, XP_018475013.1, XP_018473242.1, XP_018473243.1, XP_018459474.1, XP_018475619.1	CP11_g31843_DN3_SP0_c.t1
OG0000179	XP_018463598.1	CP2_g49418_DN3_SP0_c.t1
OG0000179	XP_018435599.1, XP_018435625.1	CP2_g49358_DN1_SP0_c.t1
OG0000179	XP_018441353.1, XP_018441351.1	CP2_g49351_DN3_SP0_c.t1
OG0000179	XP_018454401.1	CP2_g49350_DN3_SP0_c.t1
OG0000179	XP_018463218.1, XP_018453391.1, XP_018454406.1	CP8_g52789_DN3_SP0_c.t1
OG0000179	XP_018490877.1	CP2_g49380_DN3_SP0_c.t1
OG0000180	XP_018463987.1, XP_018463498.1, XP_018458703.1, XP_018443739.1	CP28_g33944_DN1_SP0_c.t1, CP5_g3237_DN2_SP0_c.t1, CP44_g20925_DN1_SP0_c.t1, CP18_g12550_DN3_SP0_c.t1, CP1_g38903_DN2_SP0_c.t1, CP13_g20494_DN2_SP0_c.t1, CP21_g11162_DN2_SP0_c.t1, CP6_g8605_DN3_SP0_c.t1, CP6_g9658_DN1_SP0_c.t1, CP103_g21017_DN2_SP0_c.t1, CP102_g10412_DN3_SP0_c.t1, CP3_g15919_DN2_SP0_c.t1, CP14_g23667_DN1_SP0_c.t1, CP98_g41596_DN2_SP0_c.t1, CP61_g51971_DN3_SP0_c.t1, CP219_g10346_DN1_SP0_c.t1, CP1_g40150_DN1_SP0_c.t1, CP15_g36070_DN3_SP0_c.t1, CP1_g41351_DN3_SP0_c.t1, CP30_g10048_DN3_SP0_c.t1, CP1_g38786_DN3_SP0_c.t1, CP2_g49626_DN2_SP0_c.t1, CP13_g20814_DN2_SP0_c.t1, CP5_g2192_DN2_SP0_c.t1, CP6_g8300_DN2_SP0_c.t1, CP13_g20692_DN2_SP0_c.t1, CP8_g52463_DN2_SP0_c.t1, CP17_g6259_DN1_SP0_c.t1, CP12_g31173_DN1_SP0_c.t1, CP56_g20969_DN1_SP0_c.t1, CP5_g2180_DN3_SP0_c.t1, CP29_g22004_DN2_SP0_c.t1, CP31_g46750_DN3_SP0_c.t1, CP9_g28009_DN3_SP0_c.t1, CP25_g55793_DN1_SP0_c.t1, CP13_g20682_DN2_SP0_c.t1, CP17_g5111_DN2_SP0_c.t1, CP16_g55447_DN2_SP0_c.t1, CP22_g17083_DN2_SP0_c.t1, CP7_g44311_DN2_SP0_c.t1, CP1_g39990_DN2_SP0_c.t1, CP16_g55628_DN2_SP0_c.t1, CP1_g38421_DN1_SP0_c.t1, CP25_g55853_DN2_SP0_c.t1, CP3_g15295_DN2_SP0_c.t1, CP5_g2205_DN2_SP0_c.t1, CP6_g9050_DN1_SP0_c.t1, CP9_g27989_DN1_SP0_c.t1, CP8_g53078_DN3_SP0_c.t1, CP6_g9303_DN1_SP0_c.t1, CP28_g33999_DN2_SP0_c.t1, CP14_g23458_DN2_SP0_c.t1, CP12_g31079_DN3_SP0_c.t1, CP14_g23534_DN3_SP0_c.t1, CP14_g22691_DN2_SP0_c.t1, CP18_g11999_DN2_SP0_c.t1, CP1_g41238_DN1_SP0_c.t1, CP14_g23435_DN1_SP0_c.t1, CP5_g3429_DN1_SP0_c.t1, CP2_g49592_DN1_SP0_c.t1, CP12_g31560_DN2_SP0_c.t1, CP4_g26448_DN1_SP0_c.t1, CP74_g56256_DN1_SP0_c.t1, CP3_g15727_DN3_SP0_c.t1, CP28_g33947_DN2_SP0_c.t1, CP9_g27614_DN2_SP0_c.t1, CP27_g41846_DN3_SP0_c.t1, CP12_g31708_DN1_SP0_c.t1, CP6_g7775_DN1_SP0_c.t1, CP3_g15920_DN1_SP0_c.t1, CP3_g15073_DN2_SP0_c.t1, CP2_g49591_DN1_SP0_c.t1, CP8_g52997_DN2_SP0_c.t1, CP28_g33945_DN2_SP0_c.t1, CP9_g27470_DN2_SP0_c.t1, CP4_g26169_DN1_SP0_c.t1, CP15_g35168_DN2_SP0_c.t1, CP8_g53079_DN2_SP0_c.t1, CP3_g15921_DN2_SP0_c.t1, CP9_g28008_DN2_SP0_c.t1, CP219_g10345_DN2_SP0_c.t1, CP31_g46749_DN2_SP0_c.t1, CP28_g33998_DN2_SP0_c.t1, CP25_g55854_DN2_SP0_c.t1, CP2_g49639_DN2_SP0_c.t1, CP12_g31559_DN1_SP0_c.t1, CP14_g22690_DN1_SP0_c.t1, CP7_g44310_DN2_SP0_c.t1, CP25_g55861_DN2_SP0_c.t1, CP1_g38422_DN3_SP0_c.t1, CP1_g39989_DN1_SP0_c.t1, CP3_g15294_DN1_SP0_c.t1, CP22_g17084_DN1_SP0_c.t1, CP6_g9304_DN1_SP0_c.t1, CP17_g6258_DN1_SP0_c.t1, CP86_g50927_DN1_SP0_p.t1, CP13_g20681_DN2_SP0_c.t1, CP6_g8301_DN1_SP0_c.t1, CP1_g40149_DN1_SP0_c.t1, CP15_g35110_DN1_SP0_c.t1, CP1_g40172_DN1_SP0_c.t1, CP5_g2191_DN2_SP0_c.t1, CP2_g49625_DN1_SP0_c.t1, CP74_g56255_DN2_SP0_c.t1, CP12_g31224_DN1_SP0_c.t1, CP4_g26712_DN2_SP0_c.t1, CP15_g35111_DN1_SP0_c.t1, CP15_g35750_DN3_SP0_c.t1, CP1_g40173_DN2_SP0_c.t1, CP14_g23535_DN2_SP0_c.t1, CP1_g41352_DN1_SP0_c.t1, CP25_g55792_DN1_SP0_c.t1, CP21_g10916_DN3_SP0_c.t1, CP6_g9657_DN3_SP0_c.t1, CP1_g41099_DN2_SP0_c.t1, CP17_g5110_DN2_SP0_c.t1, CP6_g8607_DN3_SP0_c.t1, CP12_g31080_DN3_SP0_c.t1, CP3_g16123_DN2_SP0_c.t1, CP1_g38787_DN2_SP0_c.t1, CP1_g38839_DN2_SP0_c.t1, CP4_g26447_DN1_SP0_c.t1, CP15_g36071_DN3_SP0_c.t1, CP105_g27083_DN2_SP0_c.t1, CP6_g9049_DN1_SP0_c.t1, CP6_g8833_DN1_SP0_c.t1, CP16_g55446_DN1_SP0_c.t1, CP24_g46952_DN1_SP0_c.t1, CP8_g52464_DN2_SP0_c.t1, CP14_g23885_DN1_SP0_c.t1, CP56_g20970_DN1_SP0_c.t1, CP12_g31172_DN1_SP0_c.t1, CP30_g10049_DN1_SP0_c.t1, CP13_g20813_DN1_SP0_c.t1, CP29_g22003_DN2_SP0_c.t1, CP3_g15376_DN2_SP0_c.t1, CP1_g41237_DN3_SP0_c.t1, CP20_g3851_DN3_SP0_c.t1
OG0000182	XP_018466210.1, XP_018488043.1, XP_018467045.1, XP_018448822.1	CP2_g49578_DN1_SP0_c.t1, CP2_g49614_DN3_SP0_c.t1, CP2_g49646_DN3_SP0_c.t1, CP2_g49644_DN1_SP0_c.t1, CP2_g49608_DN3_SP0_c.t1, CP2_g49613_DN3_SP0_c.t1, CP2_g49661_DN3_SP0_c.t1, CP2_g49587_DN3_SP0_c.t1, CP2_g49636_DN3_SP0_c.t1, CP2_g49621_DN3_SP0_c.t1, CP2_g49634_DN3_SP0_c.t1, CP2_g50398_DN2_SP0_c.t1, CP2_g49580_DN2_SP0_c.t1, CP2_g49619_DN3_SP0_c.t1, CP2_g49585_DN2_SP0_c.t1
OG0000182	XP_018466211.1, XP_018488976.1	CP2_g49579_DN2_SP0_c.t1
OG0000183	XP_018483199.1	CP5_g1726_DN3_SP8_c.t1
OG0000183	XP_018446504.1	CP4_g24609_DN3_SP8_c.t1
OG0000183	XP_018471446.1, XP_018433899.1, XP_018492563.1, XP_018476487.1, XP_018444117.1, XP_018444119.1	CP8_g54208_DN3_SP5_c.t1, CP3_g15618_DN3_SP5_c.t1
OG0000183	XP_018478487.1	CP4_g26440_DN3_SP8_c.t1
OG0000187	XP_018475365.1, XP_018479736.1	CP16_g54798_DN3_SP0_c.t1, CP16_g54796_DN2_SP0_c.t1
OG0000187	XP_018466563.1, XP_018438306.1	CP16_g54873_DN2_SP0_c.t1
