Orthogroup	Raphanus_sativus	Capsella_rubella
OG0000128	XP_018459995.1	XP_006291045.1
OG0000128	XP_018487764.1, XP_018461995.1	XP_006302146.1, XP_006282595.1
OG0000129	XP_018491243.1, XP_018491241.1	XP_023644190.1
OG0000129	XP_018461987.1	XP_023644191.1
OG0000129	XP_018438997.1, XP_018435583.1, XP_018439597.1, XP_018439599.1, XP_018435186.1	XP_023645120.1, XP_023635333.1, XP_023640860.1, XP_023640089.1
OG0000130	XP_018462144.1	XP_023641922.1
OG0000132	XP_018490205.1, XP_018464835.1, XP_018486610.1, XP_018465554.1, XP_018489158.1, XP_018489931.1, XP_018465557.1, XP_018490414.1	XP_006291215.1
OG0000132	XP_018492037.1	XP_006283852.1, XP_023634364.1
OG0000132	XP_018474558.1, XP_018487999.1	XP_023634360.1
OG0000134	XP_018438959.1, XP_018438956.1	XP_023643595.1, XP_023643303.1, XP_023643420.1
OG0000134	XP_018445292.1, XP_018445311.1	XP_023640358.1
OG0000137	XP_018466390.1	XP_006280761.2
OG0000137	XP_018452340.1	XP_006280742.1
OG0000137	XP_018458869.1, XP_018455771.1	XP_023633411.1
OG0000137	XP_018469497.1, XP_018452341.1, XP_018454603.1	XP_023637930.1, XP_006281726.2
OG0000137	XP_018454803.1	XP_006281729.1
OG0000140	XP_018458517.1, XP_018458792.1, XP_018473841.1, XP_018459691.1, XP_018443404.1, XP_018443408.1	XP_023633812.1
OG0000141	XP_018485467.1	XP_023644396.1
OG0000141	XP_018440872.1	XP_006306386.2
OG0000141	XP_018454446.1, XP_018454444.1	XP_006300715.1, XP_006301151.1, XP_006301217.1, XP_023644089.1, XP_006286837.2
OG0000143	XP_018459125.1, XP_018458664.1, XP_018458135.1, XP_018458136.1, XP_018453656.1, XP_018467319.1, XP_018476282.1, XP_018464964.1	XP_023638858.1
OG0000143	XP_018464818.1, XP_018464198.1, XP_018443711.1, XP_018487913.1, XP_018448766.1, XP_018459729.1, XP_018467146.1, XP_018487762.1, XP_018463067.1	XP_023644225.1
OG0000144	XP_018436366.1, XP_018487495.1, XP_018487958.1, XP_018443379.1, XP_018443629.1, XP_018474161.1, XP_018479366.1, XP_018454303.1, XP_018465699.1, XP_018436448.1, XP_018479970.1, XP_018480197.1, XP_018465226.1, XP_018479738.1, XP_018453844.1, XP_018479439.1, XP_018479440.1, XP_018487529.1, XP_018467806.1, XP_018435604.1, XP_018479863.1, XP_018477054.1, XP_018464413.1, XP_018480066.1, XP_018467304.1, XP_018464237.1, XP_018435892.1, XP_018435891.1, XP_018458063.1, XP_018454032.1, XP_018466283.1, XP_018474571.1, XP_018460630.1, XP_018463345.1, XP_018473757.1, XP_018480023.1, XP_018487831.1, XP_018436015.1	XP_023636064.1, XP_023644445.1, XP_023633453.1, XP_023634293.1, XP_023644415.1, XP_023641261.1
OG0000148	XP_018476586.1, XP_018490337.1, XP_018438679.1, XP_018438702.1, XP_018438172.1, XP_018466105.1, XP_018435825.1	XP_023632926.1, XP_006279114.2, XP_006305969.2, XP_006303718.2, XP_006297855.1
OG0000148	XP_018474116.1, XP_018450098.1	XP_023634320.1, XP_006307735.2, XP_023632976.1, XP_023632977.1
OG0000148	XP_018488107.1	XP_023633110.1, XP_023644526.1, XP_006304868.2
OG0000151	XP_018484857.1, XP_018484839.1	XP_006292174.1, XP_006279090.2
OG0000151	XP_018491621.1, XP_018443657.1, XP_018481788.1	XP_006290668.1
OG0000151	XP_018483151.1	XP_006292545.1
OG0000151	XP_018439853.1	XP_006295608.1
OG0000151	XP_018481215.1	XP_006292248.1
OG0000151	XP_018478165.1, XP_018478354.1	XP_006295587.1
OG0000151	XP_018445846.1	XP_006287124.2
OG0000153	XP_018435128.1	XP_023639932.1
OG0000153	XP_018480951.1	XP_006294819.1
OG0000153	XP_018477489.1	XP_023640128.1
OG0000153	XP_018436970.1, XP_018480845.1, XP_018437236.1	XP_023639834.1
OG0000153	XP_018451355.1, XP_018448203.1, XP_018489135.1	XP_023639879.1
OG0000153	XP_018481073.1, XP_018477487.1, XP_018438804.1, XP_018439613.1	XP_023639769.1
OG0000154	XP_018479145.1	XP_023644539.1
OG0000154	XP_018449548.1	XP_023633661.1
OG0000154	XP_018485330.1	XP_006303205.1, XP_006304379.1
OG0000154	XP_018477996.1	XP_006306758.1
OG0000157	XP_018447035.1, XP_018466284.1, XP_018469964.1, XP_018467053.1, XP_018465922.1, XP_018468683.1	XP_023634266.1, XP_006304655.2
OG0000157	XP_018448171.1	XP_006281807.1
OG0000158	XP_018455540.1	XP_023635458.1
OG0000158	XP_018461518.1, XP_018491615.1, XP_018432785.1	XP_006289701.2, XP_006289843.2
OG0000160	XP_018456672.1, XP_018439896.1	XP_006296920.1
OG0000160	XP_018482147.1, XP_018459851.1, XP_018480330.1, XP_018459849.1, XP_018470513.1, XP_018447677.1, XP_018447191.1	XP_006282542.1
OG0000160	XP_018470730.1, XP_018456230.1	XP_006282289.1
OG0000160	XP_018489772.1	XP_006279406.1
OG0000160	XP_018440073.1	XP_006279360.1
OG0000160	XP_018442966.1, XP_018453169.1	XP_023643729.1
OG0000160	XP_018441376.1	XP_006293643.2
OG0000161	XP_018440662.1, XP_018433425.1, XP_018465227.1, XP_018479677.1, XP_018465706.1, XP_018448624.1, XP_018455355.1, XP_018473872.1, XP_018472887.1, XP_018486622.1, XP_018486853.1, XP_018466281.1, XP_018449849.1, XP_018490276.1, XP_018482262.1, XP_018479969.1, XP_018474160.1, XP_018443630.1, XP_018460036.1, XP_018435861.1, XP_018450442.1, XP_018471352.1	XP_023636868.1
OG0000162	XP_018475016.1, XP_018474617.1	XP_006294455.1
OG0000162	XP_018438649.1	XP_006296229.1
OG0000165	XP_018462017.1, XP_018462798.1, XP_018475093.1, XP_018475274.1, XP_018474963.1, XP_018475261.1, XP_018475091.1, XP_018475959.1	XP_006292033.1, XP_023633900.1, XP_023633896.1, XP_023633895.1, XP_006304794.1
OG0000166	XP_018461465.1, XP_018482827.1	XP_023640242.1
OG0000166	XP_018471044.1, XP_018445432.1	XP_006300680.2
OG0000167	XP_018464626.1, XP_018487626.1, XP_018491261.1, XP_018492182.1, XP_018465368.1, XP_018490308.1	XP_023634668.1
OG0000169	XP_018490650.1, XP_018465835.1, XP_018488136.1, XP_018460812.1, XP_018449930.1, XP_018450149.1, XP_018464337.1, XP_018493592.1, XP_018476446.1	XP_006293234.2, XP_023638052.1, XP_023641929.1, XP_023641930.1, XP_023642400.1, XP_006304855.1, XP_023637223.1, XP_023638076.1, XP_006299871.1, XP_006299319.1, XP_023641928.1, XP_023641931.1
OG0000170	XP_018480183.1, XP_018480175.1	XP_006292819.2
OG0000170	XP_018485103.1	XP_023641004.1, XP_006307271.1
OG0000170	XP_018478569.1	XP_023640714.1
OG0000170	XP_018481458.1	XP_023640606.1, XP_023640163.1
OG0000171	XP_018471382.1, XP_018457991.1	XP_006281266.1
OG0000171	XP_018453176.1	XP_006302865.2
OG0000171	XP_018435045.1	XP_006298751.1
OG0000171	XP_018476067.1, XP_018468491.1, XP_018455854.1	XP_006281239.2
OG0000171	XP_018440453.1, XP_018492109.1, XP_018491228.1, XP_018486328.1	XP_023641832.1, XP_006298742.1
OG0000171	XP_018461966.1, XP_018445231.1	XP_006284700.1
OG0000173	XP_018451159.1	XP_006284898.2, XP_023644326.1
OG0000174	XP_018461398.1, XP_018461214.1, XP_018473885.1, XP_018443531.1, XP_018443569.1	XP_023639187.1, XP_023634312.1, XP_023640329.1, XP_023644479.1, XP_006281259.1
OG0000175	XP_018459179.1, XP_018444188.1	XP_006302886.1
OG0000175	XP_018446341.1	XP_023635842.1
OG0000175	XP_018485312.1	XP_006296139.2, XP_006295602.1
OG0000176	XP_018440112.1	XP_006293700.1, XP_006293701.1, XP_023639559.1, XP_006295969.1
OG0000176	XP_018483205.1, XP_018448995.1, XP_018450446.1, XP_018450443.1	XP_006299638.1
OG0000176	XP_018464981.1, XP_018470628.1, XP_018460185.1	XP_023643800.1
OG0000177	XP_018491376.1	XP_006306853.1
OG0000177	XP_018459129.1	XP_006303693.1
OG0000177	XP_018468276.1	XP_006306845.1
OG0000178	XP_018462163.1, XP_018456012.1	XP_006289433.1
OG0000178	XP_018466592.1, XP_018466494.1	XP_006286464.1
OG0000178	XP_018466816.1, XP_018474729.1	XP_006286371.1
OG0000178	XP_018462335.1, XP_018474859.1, XP_018475013.1, XP_018473242.1, XP_018473243.1, XP_018459474.1, XP_018475619.1	XP_006289092.1, XP_006289348.1, XP_023635846.1, XP_006287233.1
OG0000178	XP_018437778.1, XP_018469510.1	XP_023635847.1, XP_006289234.1, XP_006286467.1
OG0000178	XP_018455030.1, XP_018435705.1, XP_018438238.1	XP_006286468.1
OG0000179	XP_018463598.1	XP_023644030.1, XP_023643476.1, XP_006300712.1
OG0000179	XP_018454401.1, XP_018463218.1, XP_018453391.1, XP_018454406.1	XP_006300836.2
OG0000179	XP_018490877.1	XP_006300705.1
OG0000183	XP_018483199.1	XP_006302967.1
OG0000183	XP_018446504.1, XP_018488390.1	XP_023641020.1
OG0000183	XP_018488389.1	XP_006290285.1
OG0000183	XP_018478487.1	XP_006294957.1
OG0000184	XP_018459934.1, XP_018487657.1, XP_018469462.1, XP_018469250.1, XP_018485940.1, XP_018469214.1, XP_018469258.1, XP_018469264.1, XP_018490081.1, XP_018489834.1, XP_018437873.1, XP_018437781.1, XP_018438297.1, XP_018436335.1, XP_018489740.1	XP_006299497.1, XP_023632990.1, XP_023642677.1, XP_006299827.1
OG0000185	XP_018488105.1	XP_023640416.1
OG0000185	XP_018438331.1	XP_006305431.1
OG0000186	XP_018475580.1, XP_018439292.1, XP_018439274.1	XP_006279057.2, XP_023643827.1, XP_023643232.1, XP_006303240.1, XP_006293848.1, XP_023632799.1
OG0000189	XP_018491974.1, XP_018439736.1, XP_018468233.1, XP_018470632.1, XP_018481039.1, XP_018482967.1	XP_006296623.1
OG0000189	XP_018488978.1	XP_006282726.1
OG0000192	XP_018445122.1, XP_018462042.1	XP_006303793.1
OG0000193	XP_018487465.1	XP_006304962.1
OG0000193	XP_018467632.1, XP_018448639.1, XP_018487466.1	XP_023633071.1, XP_023632600.1
OG0000195	XP_018433270.1, XP_018440534.1, XP_018435823.1, XP_018477234.1	XP_006285706.1, XP_006284967.1
OG0000195	XP_018462618.1, XP_018454886.1, XP_018475850.1	XP_023644268.1, XP_006301244.1
OG0000196	XP_018466067.1	XP_023635062.1
OG0000197	XP_018476022.1	XP_023635153.1, XP_023644224.1, XP_006282799.2, XP_006285566.1
OG0000197	XP_018448523.1	XP_023634326.1
OG0000197	XP_018487852.1	XP_023633844.1
OG0000198	XP_018491068.1	XP_023632818.1
OG0000198	XP_018491057.1	XP_006306087.1
OG0000198	XP_018460378.1, XP_018481114.1, XP_018460375.1, XP_018479160.1	XP_006291997.1, XP_023638678.1, XP_006291999.1, XP_023638990.1
OG0000199	XP_018470386.1, XP_018449273.1, XP_018449280.1, XP_018449101.1	XP_006293511.1, XP_006280936.1
OG0000200	XP_018449589.1, XP_018454583.1, XP_018441251.1	XP_006305980.1
OG0000200	XP_018451670.1	XP_006305145.1
OG0000200	XP_018451671.1	XP_006305143.1, XP_006303722.1
OG0000202	XP_018453874.1	XP_023636923.1
OG0000203	XP_018444359.1	XP_006292197.1
OG0000203	XP_018488418.1	XP_006293093.1
OG0000203	XP_018444673.1, XP_018460880.1, XP_018484517.1, XP_018484516.1	XP_006292664.2
OG0000203	XP_018446270.1, XP_018444506.1, XP_018444360.1	XP_023638587.1
OG0000205	XP_018453590.1, XP_018465023.1, XP_018453635.1, XP_018453793.1, XP_018462949.1, XP_018466885.1, XP_018459728.1, XP_018475645.1, XP_018465102.1, XP_018479576.1, XP_018467321.1, XP_018453867.1, XP_018475424.1, XP_018466046.1, XP_018467224.1, XP_018467428.1, XP_018467324.1, XP_018463244.1, XP_018463262.1, XP_018458054.1, XP_018476099.1, XP_018479716.1, XP_018468530.1, XP_018464197.1, XP_018467617.1, XP_018467610.1, XP_018454079.1	XP_023640324.1, XP_023636059.1, XP_023634278.1, XP_023644457.1, XP_023644466.1, XP_023644460.1, XP_023634071.1, XP_023641994.1, XP_023636047.1, XP_023644478.1, XP_023634282.1, XP_023644465.1, XP_023640333.1, XP_023645651.1, XP_023634063.1, XP_023634058.1, XP_023636043.1
OG0000209	XP_018487834.1	XP_006287874.1, XP_006296766.1
OG0000210	XP_018463531.1	XP_006294103.1
OG0000210	XP_018437416.1	XP_006293088.1
OG0000214	XP_018455702.1	XP_023640469.1
OG0000214	XP_018464460.1	XP_023641965.1, XP_023638865.1, XP_023639573.1, XP_023641361.1, XP_023644322.1
OG0000214	XP_018463410.1	XP_023638976.1
OG0000214	XP_018453440.1, XP_018448482.1	XP_023633773.1
OG0000216	XP_018467364.1	XP_023637283.1
OG0000216	XP_018475592.1	XP_023635820.1
OG0000216	XP_018467341.1, XP_018465408.1	XP_006302421.1
OG0000216	XP_018432540.1	XP_006292358.1
OG0000218	XP_018482110.1, XP_018465242.1, XP_018450312.1, XP_018438406.1, XP_018482403.1, XP_018441982.1, XP_018479979.1, XP_018438538.1, XP_018443643.1, XP_018443645.1, XP_018485540.1, XP_018481554.1, XP_018445804.1, XP_018446852.1, XP_018452688.1, XP_018436458.1, XP_018433616.1, XP_018466705.1, XP_018455541.1, XP_018438559.1, XP_018435596.1, XP_018456623.1, XP_018456624.1	XP_023643610.1, XP_023642575.1, XP_023632899.1, XP_023637419.1
OG0000219	XP_018462769.1, XP_018491750.1, XP_018491753.1	XP_023634346.1
OG0000221	XP_018462543.1, XP_018453461.1	XP_023644448.1
OG0000221	XP_018437436.1, XP_018466499.1, XP_018479499.1	XP_023638933.1
OG0000226	XP_018447426.1	XP_006285264.2
OG0000227	XP_018436575.1, XP_018436570.1	XP_006296942.1, XP_006296911.1, XP_023632678.1
OG0000229	XP_018438813.1	XP_006289451.2, XP_023644307.1, XP_006282853.2, XP_006286342.2
OG0000229	XP_018466854.1	XP_006285195.1, XP_006301448.1
OG0000229	XP_018479600.1	XP_006279442.1, XP_006304782.2
OG0000232	XP_018459500.1	XP_023636098.1
OG0000232	XP_018473994.1, XP_018487871.1, XP_018462435.1, XP_018466937.1, XP_018465078.1, XP_018443467.1, XP_018453986.1, XP_018467359.1, XP_018473796.1, XP_018462921.1, XP_018459865.1, XP_018488039.1	XP_023641916.1, XP_023634272.1, XP_023634273.1
OG0000233	XP_018444381.1, XP_018464192.1	XP_006290020.1
OG0000233	XP_018468589.1, XP_018469329.1, XP_018475327.1	XP_006286767.1
OG0000233	XP_018444177.1, XP_018448246.1, XP_018469360.1	XP_006289542.2, XP_006289289.1
OG0000236	XP_018465671.1	XP_023644184.1
OG0000237	XP_018490043.1, XP_018488293.1, XP_018469633.1, XP_018439460.1, XP_018464581.1	XP_023641253.1, XP_006299438.1, XP_006299488.1, XP_006289972.1, XP_006289053.1, XP_006290121.1, XP_006286744.1, XP_006299227.2
OG0000237	XP_018490370.1	XP_006296746.1
OG0000237	XP_018488221.1	XP_006297875.1
OG0000241	XP_018480650.1, XP_018462384.1, XP_018471212.1	XP_006284545.1
OG0000241	XP_018439136.1, XP_018437127.1, XP_018447604.1, XP_018461916.1	XP_006279099.1, XP_023635292.1, XP_006279100.1, XP_006285919.1, XP_006279101.1
OG0000241	XP_018454306.1	XP_006289916.1
OG0000241	XP_018474567.1	XP_006289616.1, XP_006289215.1
OG0000242	XP_018469477.1, XP_018469474.1, XP_018454705.1	XP_006298183.1
OG0000242	XP_018479318.1, XP_018437451.1	XP_006279117.1, XP_006286819.1, XP_006286567.1
OG0000243	XP_018461751.1, XP_018487000.1	XP_006305764.1, XP_006304484.1
OG0000244	XP_018455640.1	XP_006286805.1
OG0000246	XP_018490695.1	XP_023639020.1
OG0000246	XP_018475360.1, XP_018475364.1	XP_006295641.1
OG0000246	XP_018475104.1, XP_018472849.1	XP_006294087.1, XP_006294083.1
OG0000246	XP_018439075.1, XP_018483506.1	XP_006296366.1
OG0000246	XP_018472847.1, XP_018475183.1, XP_018433127.1	XP_006294067.1, XP_006293528.1
OG0000247	XP_018471263.1	XP_006285568.2, XP_006279047.1
OG0000247	XP_018454185.1, XP_018461408.1, XP_018453936.1, XP_018453938.1, XP_018465549.1	XP_023645782.1
OG0000248	XP_018455691.1	XP_006301801.2
OG0000248	XP_018469259.1, XP_018469620.1	XP_006301741.2
OG0000250	XP_018446375.1	XP_006287868.2
OG0000250	XP_018455634.1	XP_006289516.1
OG0000250	XP_018475833.1, XP_018455635.1	XP_006299908.2
OG0000251	XP_018438704.1, XP_018465777.1	XP_006290957.1, XP_006290955.1
OG0000251	XP_018460223.1	XP_006290953.1, XP_023638661.1
OG0000251	XP_018452790.1	XP_006290948.1
OG0000251	XP_018480767.1	XP_006292364.1, XP_006292423.1
OG0000252	XP_018449522.1, XP_018450660.1, XP_018450661.1	XP_006299068.1
OG0000252	XP_018460485.1, XP_018453989.1	XP_006300513.1, XP_006291286.1
OG0000252	XP_018455342.1	XP_006301004.1
OG0000252	XP_018468896.1, XP_018474587.1, XP_018468895.1, XP_018480389.1	XP_006302386.1
OG0000253	XP_018432698.1	XP_006297173.1
OG0000254	XP_018463944.1	XP_006284821.1
OG0000254	XP_018463945.1	XP_006284820.1
OG0000254	XP_018449673.1	XP_006284819.1, XP_006284817.1, XP_006286199.1, XP_006284824.1, XP_006284827.1, XP_006284826.1
OG0000255	XP_018463373.1	XP_023634310.1
OG0000256	XP_018488215.1	XP_006300933.1, XP_006299501.1, XP_006299345.2, XP_023641895.1, XP_006299941.1, XP_023641893.1, XP_023641894.1
OG0000257	XP_018443188.1	XP_006303076.1, XP_006303070.1, XP_006300924.1, XP_006303073.1, XP_006284865.1, XP_023643400.1, XP_006303074.1
OG0000257	XP_018445119.1, XP_018469135.1	XP_006301262.1
OG0000258	XP_018479718.1, XP_018459057.1	XP_023632795.1
OG0000258	XP_018462183.1, XP_018459754.1, XP_018487793.1	XP_023633336.1, XP_023640347.1
OG0000259	XP_018487567.1, XP_018448433.1, XP_018487583.1	XP_006304817.2, XP_006306329.2, XP_023644499.1, XP_006304918.2
OG0000260	XP_018457454.1	XP_023635375.1
OG0000260	XP_018471018.1	XP_006283573.1
OG0000260	XP_018470117.1	XP_006285226.1, XP_006279822.1, XP_006282055.1, XP_006287519.1, XP_006280314.1, XP_023633561.1
OG0000260	XP_018460212.1	XP_006306153.1
OG0000262	XP_018464864.1, XP_018455373.1	XP_006301668.1, XP_023637514.1, XP_006301980.1, XP_006299358.1, XP_006301961.2, XP_023637360.1, XP_023637436.1
OG0000263	XP_018474168.1, XP_018479094.1, XP_018480160.1, XP_018480158.1, XP_018473613.1, XP_018473611.1, XP_018471467.1	XP_023633691.1
OG0000266	XP_018455304.1	XP_006279750.2
OG0000266	XP_018475626.1, XP_018475661.1	XP_023633396.1
OG0000269	XP_018476648.1, XP_018455000.1	XP_006281238.1
OG0000269	XP_018440337.1	XP_006291980.1
OG0000269	XP_018480724.1, XP_018460786.1, XP_018434856.1, XP_018434290.1	XP_023642855.1, XP_006303386.1, XP_006295138.1
OG0000273	XP_018474175.1, XP_018474176.1	XP_006280481.1, XP_006280434.1
OG0000273	XP_018469383.1	XP_023633397.1
OG0000274	XP_018475246.1	XP_023637080.1
OG0000275	XP_018467518.1, XP_018479383.1, XP_018467326.1, XP_018467605.1, XP_018459748.1, XP_018459747.1	XP_023633707.1
OG0000275	XP_018448359.1, XP_018443393.1, XP_018448360.1	XP_006285590.2, XP_023639572.1
OG0000275	XP_018474111.1	XP_023635808.1, XP_023643272.1
OG0000276	XP_018475106.1, XP_018466240.1	XP_023635220.1
OG0000277	XP_018485891.1	XP_006284579.2
OG0000278	XP_018466314.1, XP_018465644.1	XP_006285871.1, XP_023634323.1
OG0000282	XP_018479177.1, XP_018479178.1, XP_018479175.1, XP_018465144.1	XP_006285624.1, XP_006285202.1
OG0000283	XP_018462322.1, XP_018462258.1, XP_018467209.1, XP_018459175.1, XP_018468935.1	XP_023644223.1
OG0000284	XP_018473787.1, XP_018479443.1, XP_018463466.1, XP_018463416.1, XP_018462023.1, XP_018487394.1, XP_018463518.1, XP_018443667.1, XP_018448737.1, XP_018459266.1, XP_018479845.1, XP_018473622.1, XP_018453887.1, XP_018453818.1, XP_018453816.1, XP_018448769.1, XP_018465948.1	XP_023635719.1
OG0000285	XP_018471642.1	XP_023634855.1
OG0000285	XP_018460840.1, XP_018449860.1, XP_018461810.1, XP_018461800.1	XP_006289794.2
OG0000285	XP_018471751.1	XP_006286160.1
OG0000285	XP_018476478.1, XP_018442317.1, XP_018442968.1, XP_018447282.1, XP_018484465.1	XP_023643783.1
OG0000286	XP_018489176.1, XP_018487468.1	XP_023642772.1
OG0000286	XP_018479044.1, XP_018477530.1	XP_023635611.1
OG0000289	XP_018478468.1, XP_018477880.1, XP_018477592.1, XP_018483780.1, XP_018477041.1, XP_018477879.1, XP_018478759.1, XP_018440864.1, XP_018477881.1	XP_006296090.2
OG0000290	XP_018453498.1	XP_023636837.1
OG0000290	XP_018479693.1	XP_023633370.1, XP_023633580.1, XP_023634330.1, XP_023634335.1
OG0000290	XP_018479696.1	XP_023633339.1
OG0000291	XP_018486804.1, XP_018490651.1	XP_006298781.1
OG0000292	XP_018460295.1, XP_018458695.1, XP_018466929.1, XP_018460570.1, XP_018467845.1, XP_018462688.1, XP_018479538.1, XP_018453625.1, XP_018448612.1, XP_018454005.1, XP_018436177.1, XP_018461754.1, XP_018462888.1, XP_018473809.1, XP_018448867.1, XP_018465005.1, XP_018479012.1, XP_018436161.1, XP_018448897.1, XP_018479705.1, XP_018487806.1, XP_018435864.1, XP_018435800.1, XP_018458694.1, XP_018435681.1	XP_023637503.1
OG0000294	XP_018446427.1, XP_018444883.1, XP_018446424.1	XP_023637593.1
OG0000294	XP_018479300.1, XP_018469589.1, XP_018467633.1	XP_006289140.2, XP_023637686.1
OG0000295	XP_018490419.1	XP_023641263.1
OG0000296	XP_018455338.1	XP_006280067.1, XP_006280069.1
OG0000296	XP_018464951.1, XP_018465933.1, XP_018469119.1	XP_023640928.1, XP_023642636.1, XP_023640932.1
OG0000298	XP_018465006.1, XP_018489836.1	XP_006305835.1
OG0000298	XP_018466248.1	XP_006299019.1
OG0000298	XP_018454814.1	XP_006300098.1
OG0000301	XP_018438312.1, XP_018438150.1, XP_018438144.1, XP_018438976.1, XP_018438132.1, XP_018481796.1, XP_018481764.1, XP_018455519.1, XP_018453908.1, XP_018455500.1, XP_018455278.1	XP_023640002.1, XP_006296449.1, XP_006292850.2
OG0000301	XP_018444837.1	XP_023637513.1
OG0000304	XP_018436453.1	XP_006295453.1, XP_006295599.1, XP_006295455.1
OG0000304	XP_018443731.1, XP_018443732.1	XP_006281060.1, XP_023642516.1
OG0000304	XP_018480545.1	XP_006294980.1
OG0000308	XP_018478840.1	XP_006282331.1
OG0000308	XP_018437787.1	XP_006282074.1, XP_006282173.1
OG0000308	XP_018452776.1, XP_018479556.1, XP_018455216.1, XP_018455324.1, XP_018456176.1, XP_018437114.1	XP_006281683.1
OG0000313	XP_018467798.1	XP_023637658.1, XP_023635806.1, XP_023634578.1
OG0000313	XP_018478598.1, XP_018481027.1, XP_018469590.1, XP_018460465.1	XP_023633408.1
OG0000313	XP_018484680.1	XP_023640666.1
OG0000315	XP_018467416.1, XP_018438427.1, XP_018438468.1	XP_006292413.2, XP_006292967.1
OG0000315	XP_018464698.1	XP_006292295.1, XP_006290418.1, XP_023639208.1
OG0000316	XP_018441644.1	XP_006300449.1
