Orthogroup	Raphanus_sativus	Brassica_oleracea
OG0000027	XP_018468509.1, XP_018468512.1	XP_013598794.1
OG0000027	XP_018483347.1	XP_013595250.1
OG0000027	XP_018478194.1, XP_018483533.1	XP_013631155.1
OG0000027	XP_018451933.1, XP_018448914.1	XP_013626010.1
OG0000027	XP_018451939.1, XP_018448955.1	XP_013626677.1
OG0000027	XP_018468502.1	XP_013595103.1
OG0000027	XP_018448923.1, XP_018448922.1	XP_013625142.1
OG0000027	XP_018454312.1	XP_013617506.1
OG0000027	XP_018454316.1	XP_013608656.1
OG0000027	XP_018445519.1	XP_013599945.1
OG0000027	XP_018445500.1, XP_018448920.1, XP_018448956.1, XP_018448918.1	XP_013623158.1
OG0000027	XP_018439285.1	XP_013588839.1
OG0000027	XP_018463400.1, XP_018480408.1	XP_013598637.1
OG0000028	XP_018467289.1, XP_018480012.1	XP_013597573.1, XP_013621193.1, XP_013608141.1, XP_013596721.1, XP_013597575.1, XP_013608214.1
OG0000028	XP_018474154.1, XP_018475339.1	XP_013629713.1, XP_013626427.1, XP_013624984.1, XP_013624985.1, XP_013609443.1, XP_013625644.1, XP_013629798.1
OG0000028	XP_018474189.1, XP_018474190.1, XP_018466632.1, XP_018466593.1, XP_018466641.1, XP_018466603.1, XP_018469501.1	XP_013619743.1, XP_013619793.1
OG0000028	XP_018466579.1, XP_018466613.1, XP_018469209.1	XP_013617023.1
OG0000028	XP_018469254.1, XP_018440554.1, XP_018440555.1, XP_018469276.1	XP_013636546.1
OG0000028	XP_018469113.1, XP_018466902.1	XP_013618838.1, XP_013617013.1, XP_013617012.1
OG0000028	XP_018466824.1, XP_018469469.1	XP_013619638.1, XP_013620896.1, XP_013615558.1
OG0000028	XP_018465681.1, XP_018448362.1	XP_013614694.1, XP_013624781.1, XP_013626875.1
OG0000028	XP_018448364.1	XP_013624780.1
OG0000028	XP_018435503.1	XP_013624779.1
OG0000028	XP_018475375.1, XP_018475377.1	XP_013625541.1
OG0000028	XP_018475791.1, XP_018475795.1	XP_013589428.1, XP_013589429.1, XP_013615643.1, XP_013614785.1, XP_013626289.1
OG0000029	XP_018462178.1, XP_018479617.1, XP_018480098.1, XP_018453783.1, XP_018479504.1, XP_018453703.1, XP_018435876.1	XP_013639358.1
OG0000029	XP_018478239.1, XP_018461350.1, XP_018473938.1, XP_018479503.1, XP_018453702.1, XP_018435877.1, XP_018463848.1, XP_018463679.1, XP_018479419.1, XP_018462971.1	XP_013607940.1, XP_013594529.1, XP_013632897.1
OG0000029	XP_018459455.1	XP_013617164.1, XP_013617163.1
OG0000029	XP_018479546.1, XP_018443548.1, XP_018473650.1, XP_018435416.1, XP_018473647.1	XP_013632483.1, XP_013601217.1
OG0000029	XP_018475894.1, XP_018478725.1, XP_018460863.1, XP_018479047.1	XP_013617192.1
OG0000029	XP_018472293.1	XP_013613525.1
OG0000029	XP_018459873.1	XP_013607906.1, XP_013624878.1, XP_013632925.1
OG0000029	XP_018488169.1	XP_013633078.1
OG0000029	XP_018460173.1	XP_013639826.1
OG0000029	XP_018462845.1, XP_018462844.1, XP_018473604.1	XP_013617608.1
OG0000029	XP_018443476.1, XP_018443474.1	XP_013614597.1, XP_013589628.1
OG0000029	XP_018443698.1	XP_013614066.1
OG0000029	XP_018475867.1	XP_013614116.1, XP_013594786.1
OG0000029	XP_018448453.1	XP_013583341.1, XP_013607550.1, XP_013607779.1, XP_013594365.1
OG0000029	XP_018488082.1	XP_013588999.1, XP_013608305.1
OG0000029	XP_018464762.1, XP_018453707.1, XP_018454030.1, XP_018473621.1, XP_018466148.1, XP_018466182.1, XP_018474041.1	XP_013597550.1
OG0000029	XP_018448515.1	XP_013617618.1, XP_013589355.1, XP_013617349.1
OG0000029	XP_018436232.1	XP_013595192.1, XP_013617982.1
OG0000029	XP_018463159.1	XP_013639720.1
OG0000029	XP_018464271.1, XP_018465399.1, XP_018473758.1	XP_013617760.1, XP_013624401.1, XP_013607990.1, XP_013608166.1, XP_013594294.1, XP_013608053.1, XP_013625078.1, XP_013594326.1
OG0000029	XP_018463556.1	XP_013601174.1, XP_013589221.1
OG0000029	XP_018492516.1	XP_013589171.1, XP_013614958.1, XP_013594720.1, XP_013615262.1, XP_013594302.1
OG0000029	XP_018477751.1, XP_018453628.1, XP_018438621.1	XP_013617097.1, XP_013624448.1
OG0000030	XP_018435466.1, XP_018464547.1	XP_013608319.1
OG0000030	XP_018443694.1	XP_013628311.1, XP_013628312.1
OG0000030	XP_018481995.1	XP_013615042.1
OG0000030	XP_018479424.1, XP_018466469.1, XP_018462013.1	XP_013594890.1, XP_013594892.1
OG0000030	XP_018488225.1	XP_013624262.1
OG0000030	XP_018454017.1	XP_013614569.1
OG0000030	XP_018435374.1, XP_018435377.1, XP_018435375.1, XP_018435378.1	XP_013634175.1, XP_013615698.1, XP_013593493.1
OG0000030	XP_018482202.1, XP_018471303.1, XP_018481495.1, XP_018480537.1, XP_018481681.1, XP_018479916.1	XP_013633602.1
OG0000031	XP_018462035.1, XP_018463620.1, XP_018467340.1, XP_018435482.1, XP_018443707.1	XP_013632387.1
OG0000031	XP_018487726.1	XP_013632408.1, XP_013623671.1
OG0000031	XP_018459624.1	XP_013614946.1, XP_013601644.1
OG0000031	XP_018479461.1, XP_018466777.1, XP_018473377.1, XP_018436087.1, XP_018453832.1	XP_013588971.1
OG0000031	XP_018467329.1, XP_018435496.1	XP_013632793.1, XP_013623955.1
OG0000031	XP_018458946.1	XP_013624635.1
OG0000031	XP_018480196.1	XP_013589264.1, XP_013594915.1
OG0000031	XP_018479743.1	XP_013624104.1, XP_013633468.1, XP_013639518.1, XP_013607585.1, XP_013614124.1, XP_013616791.1, XP_013633480.1
OG0000031	XP_018443765.1	XP_013616776.1
OG0000031	XP_018448786.1, XP_018479710.1, XP_018459816.1, XP_018465887.1, XP_018453952.1, XP_018466560.1	XP_013614852.1, XP_013607758.1
OG0000031	XP_018459998.1	XP_013583385.1
OG0000031	XP_018435841.1, XP_018487910.1, XP_018460440.1, XP_018467136.1, XP_018487892.1, XP_018459206.1, XP_018487780.1	XP_013617600.1
OG0000031	XP_018464385.1	XP_013594397.1
OG0000031	XP_018463234.1	XP_013624165.1, XP_013624059.1, XP_013601571.1, XP_013594684.1
OG0000031	XP_018461195.1	XP_013623894.1
OG0000031	XP_018454095.1	XP_013616943.1, XP_013607912.1, XP_013607913.1, XP_013639448.1
OG0000031	XP_018465810.1	XP_013632732.1
OG0000031	XP_018436319.1, XP_018435367.1	XP_013595052.1
OG0000031	XP_018467690.1	XP_013623848.1
OG0000032	XP_018463603.1	XP_013624359.1, XP_013624702.1
OG0000032	XP_018487719.1	XP_013630351.1, XP_013601247.1, XP_013624230.1, XP_013632617.1, XP_013614355.1
OG0000032	XP_018467787.1	XP_013639291.1, XP_013617971.1, XP_013639794.1, XP_013601203.1, XP_013613855.1, XP_013617726.1, XP_013595152.1, XP_013613789.1, XP_013639738.1, XP_013633186.1, XP_013614358.1, XP_013601245.1, XP_013630315.1, XP_013639624.1, XP_013614814.1, XP_013614815.1, XP_013594329.1
OG0000032	XP_018465781.1	XP_013629542.1
OG0000032	XP_018460966.1	XP_013617698.1, XP_013632386.1, XP_013632756.1, XP_013632536.1, XP_013632823.1, XP_013583287.1, XP_013583371.1, XP_013589401.1, XP_013617380.1, XP_013613951.1, XP_013639558.1
OG0000032	XP_018460967.1, XP_018463613.1	XP_013594308.1, XP_013633024.1, XP_013594942.1, XP_013633360.1, XP_013588997.1, XP_013632755.1
OG0000032	XP_018460165.1, XP_018460166.1	XP_013607568.1
OG0000032	XP_018461981.1	XP_013617329.1, XP_013624292.1, XP_013624599.1, XP_013608349.1, XP_013594377.1
OG0000034	XP_018483350.1	XP_013595252.1, XP_013595253.1
OG0000034	XP_018468503.1	XP_013598717.1
OG0000034	XP_018468506.1	XP_013598740.1
OG0000034	XP_018468517.1	XP_013598782.1
OG0000034	XP_018436206.1, XP_018483352.1	XP_013595249.1
OG0000034	XP_018484117.1, XP_018484118.1	XP_013594180.1
OG0000034	XP_018460473.1	XP_013611706.1
OG0000034	XP_018455179.1	XP_013606762.1
OG0000034	XP_018449405.1, XP_018478765.1	XP_013598560.1
OG0000034	XP_018483529.1	XP_013635129.1, XP_013632244.1
OG0000034	XP_018463089.1, XP_018468501.1	XP_013598971.1
OG0000034	XP_018483344.1	XP_013595245.1
OG0000034	XP_018448921.1, XP_018448031.1	XP_013593131.1, XP_013626222.1
OG0000034	XP_018468505.1	XP_013598684.1
OG0000034	XP_018467312.1	XP_013598676.1
OG0000035	XP_018460300.1, XP_018453765.1, XP_018464702.1, XP_018460797.1, XP_018464171.1	XP_013636991.1
OG0000035	XP_018448429.1, XP_018448430.1, XP_018485080.1	XP_013607885.1
OG0000035	XP_018460632.1	XP_013618965.1
OG0000035	XP_018448190.1	XP_013624058.1
OG0000035	XP_018436588.1	XP_013589634.1
OG0000035	XP_018483955.1, XP_018487525.1, XP_018483954.1, XP_018473619.1, XP_018453751.1, XP_018453750.1	XP_013619342.1
OG0000035	XP_018459074.1, XP_018480128.1	XP_013610013.1
OG0000035	XP_018448648.1	XP_013613456.1
OG0000035	XP_018474844.1	XP_013608076.1
OG0000035	XP_018463315.1, XP_018463335.1	XP_013602972.1, XP_013583292.1
OG0000035	XP_018465407.1, XP_018487548.1, XP_018462584.1, XP_018448493.1, XP_018462583.1, XP_018463221.1, XP_018443726.1, XP_018443724.1, XP_018475185.1, XP_018453682.1, XP_018473884.1, XP_018453899.1, XP_018465931.1, XP_018463554.1, XP_018459565.1, XP_018488068.1	XP_013636990.1
OG0000035	XP_018475133.1, XP_018458651.1, XP_018449099.1	XP_013591120.1
OG0000037	XP_018479626.1	XP_013608052.1, XP_013624574.1
OG0000038	XP_018450137.1	XP_013632932.1
OG0000038	XP_018454140.1, XP_018467413.1, XP_018459367.1	XP_013617219.1
OG0000038	XP_018480059.1	XP_013639484.1, XP_013594584.1, XP_013617588.1, XP_013589056.1
OG0000038	XP_018461383.1	XP_013608456.1
OG0000038	XP_018460335.1	YP_004927454.1
OG0000038	XP_018473825.1, XP_018473822.1, XP_018459307.1	XP_013601627.1
OG0000038	XP_018487887.1	XP_013639330.1, XP_013601585.1, XP_013601388.1, XP_013624388.1, XP_013634867.1, XP_013617172.1, XP_013615285.1
OG0000038	XP_018435407.1	XP_013632913.1, XP_013629110.1, XP_013617268.1, XP_013594540.1, XP_013624869.1, XP_013589148.1
OG0000038	XP_018466084.1	XP_013617395.1
OG0000038	XP_018467793.1, XP_018467795.1	XP_013614248.1
OG0000039	XP_018459982.1	XP_013617482.1, XP_013617341.1
OG0000039	XP_018463371.1	XP_013594349.1, XP_013628062.1, XP_013624733.1
OG0000039	XP_018467056.1	XP_013617642.1, XP_013632918.1, XP_013594872.1, XP_013632749.1
OG0000039	XP_018462025.1	XP_013615380.1, XP_013632747.1, XP_013634328.1, XP_013608243.1, XP_013617407.1, XP_013632979.1, XP_013633001.1
OG0000039	XP_018459607.1	XP_013632553.1
OG0000040	XP_018458169.1, XP_018474020.1	XP_013585161.1
OG0000040	XP_018467584.1	XP_013601552.1, XP_013616916.1, XP_013601670.1
OG0000040	XP_018467788.1	XP_013632514.1, XP_013601198.1, XP_013617894.1, XP_013600988.1, XP_013632963.1, XP_013594938.1, XP_013601900.1, XP_013617173.1
OG0000040	XP_018463761.1, XP_018435590.1	XP_013617799.1
OG0000040	XP_018460803.1, XP_018487809.1	XP_013639460.1
OG0000040	XP_018463233.1, XP_018461220.1, XP_018436156.1, XP_018435870.1	XP_013594979.1
OG0000040	XP_018462983.1	XP_013617694.1
OG0000040	XP_018487561.1	XP_013639357.1
OG0000040	XP_018448193.1	XP_013633484.1, XP_013632444.1, XP_013632629.1
OG0000040	XP_018467278.1	XP_013601326.1
OG0000040	XP_018488210.1, XP_018458625.1, XP_018479372.1	XP_013614391.1
OG0000040	XP_018443222.1	XP_013639305.1
OG0000040	XP_018479331.1	XP_013607564.1
OG0000040	XP_018477166.1	XP_013624085.1
OG0000040	XP_018479218.1	XP_013601671.1, XP_013617167.1
OG0000040	XP_018458516.1	XP_013594411.1, XP_013617203.1, XP_013601463.1, XP_013601401.1, XP_013628053.1, XP_013623499.1
OG0000040	XP_018436297.1	XP_013589643.1
OG0000040	XP_018448764.1, XP_018454006.1	XP_013607732.1, XP_013608326.1
OG0000041	XP_018467257.1	XP_013617666.1
OG0000041	XP_018457107.1, XP_018457108.1	XP_013626063.1
OG0000041	XP_018464686.1	XP_013623756.1, XP_013639341.1
OG0000041	XP_018472294.1	XP_013616889.1, XP_013632541.1, XP_013614613.1, XP_013639828.1, XP_013607701.1
OG0000041	XP_018448715.1	XP_013624430.1
OG0000042	XP_018467507.1	XP_013624485.1
OG0000042	XP_018433578.1	XP_013584641.1, XP_013629200.1, XP_013594415.1
OG0000042	XP_018459378.1	XP_013630837.1
OG0000042	XP_018459876.1	XP_013594894.1
OG0000042	XP_018467598.1, XP_018463824.1	XP_013601612.1, XP_013639620.1
OG0000042	XP_018487979.1, XP_018464723.1	XP_013639334.1
OG0000042	XP_018479566.1	XP_013613752.1, XP_013594900.1, XP_013589576.1, XP_013633166.1, XP_013595191.1
OG0000042	XP_018436185.1, XP_018436037.1, XP_018487653.1	XP_013632400.1
OG0000042	XP_018436040.1	XP_013584806.1
OG0000042	XP_018435669.1	XP_013598956.1
OG0000042	XP_018480155.1, XP_018487654.1	XP_013607631.1
OG0000042	XP_018472601.1, XP_018473860.1	XP_013594825.1
OG0000042	XP_018467317.1	XP_013633216.1
OG0000043	XP_018465687.1	XP_013593469.1, XP_013639450.1
OG0000044	XP_018440461.1, XP_018440462.1	XP_013628727.1
OG0000044	XP_018448890.1	XP_013624330.1
OG0000044	XP_018441634.1	XP_013611210.1
OG0000044	XP_018444272.1	XP_013608422.1
OG0000044	XP_018446476.1	XP_013610918.1
OG0000046	XP_018461269.1	XP_013623958.1, XP_013639308.1, XP_013632674.1, XP_013589222.1
OG0000046	XP_018461875.1	XP_013594734.1
OG0000046	XP_018453591.1	XP_013591267.1
OG0000046	XP_018464201.1	XP_013633382.1
OG0000046	XP_018487494.1, XP_018458663.1	XP_013589049.1
OG0000046	XP_018453758.1, XP_018453757.1, XP_018473919.1, XP_018463059.1	XP_013633177.1
OG0000047	XP_018479427.1, XP_018479426.1, XP_018462781.1, XP_018454077.1, XP_018459807.1, XP_018479622.1, XP_018477313.1, XP_018460720.1, XP_018467566.1, XP_018435405.1	XP_013617583.1, XP_013594417.1
OG0000047	XP_018458916.1, XP_018467233.1, XP_018463074.1	XP_013624590.1
OG0000047	XP_018479492.1, XP_018458501.1	XP_013624586.1, XP_013613730.1, XP_013624575.1, XP_013613469.1, XP_013639543.1, XP_013608051.1, XP_013601262.1, XP_013594511.1, XP_013613572.1
OG0000047	XP_018463664.1, XP_018463678.1	XP_013628021.1, XP_013617532.1, XP_013594664.1, XP_013617638.1, XP_013608316.1, XP_013594347.1, XP_013624567.1, XP_013594342.1
OG0000047	XP_018466684.1	XP_013614003.1, XP_013601163.1, XP_013624577.1, XP_013639711.1, XP_013632837.1, XP_013594494.1, XP_013607922.1, XP_013594345.1, XP_013594469.1, XP_013624607.1, XP_013601293.1, XP_013624644.1
OG0000047	XP_018453678.1	XP_013617456.1, XP_013624589.1
OG0000048	XP_018479865.1, XP_018482211.1, XP_018482223.1, XP_018481628.1	XP_013634382.1
OG0000048	XP_018436807.1	XP_013634025.1
OG0000048	XP_018465159.1	XP_013589584.1
OG0000048	XP_018468803.1	XP_013619895.1
OG0000048	XP_018467221.1, XP_018487960.1, XP_018443410.1, XP_018444815.1, XP_018442224.1	XP_013610681.1
OG0000048	XP_018479860.1	XP_013633506.1, XP_013633508.1
OG0000048	XP_018463443.1	XP_013632602.1
OG0000048	XP_018436316.1, XP_018436315.1	XP_013634597.1
OG0000048	XP_018434883.1	XP_013634026.1
OG0000048	XP_018479796.1, XP_018479876.1, XP_018481878.1, XP_018484946.1, XP_018481942.1	XP_013635523.1
OG0000048	XP_018490100.1	XP_013585248.1, XP_013632139.1
OG0000048	XP_018465213.1, XP_018477245.1, XP_018484943.1	XP_013634956.1
OG0000048	XP_018484945.1	XP_013633670.1
OG0000048	XP_018479871.1	XP_013635413.1
OG0000048	XP_018477265.1	XP_013635393.1
OG0000048	XP_018483420.1, XP_018478113.1	XP_013635714.1
OG0000049	XP_018479287.1	XP_013589595.1
OG0000049	XP_018453617.1, XP_018453786.1	XP_013595002.1
OG0000049	XP_018479358.1	XP_013594567.1, XP_013614092.1, XP_013608021.1
OG0000049	XP_018462895.1	XP_013608040.1
OG0000049	XP_018466999.1	XP_013617491.1
OG0000049	XP_018487786.1	XP_013617009.1
OG0000049	XP_018448878.1	XP_013632791.1
OG0000049	XP_018448685.1	XP_013595184.1
OG0000049	XP_018443276.1	XP_013583403.1, XP_013589080.1
OG0000049	XP_018443564.1	XP_013623999.1
OG0000049	XP_018473828.1	XP_013632843.1
OG0000049	XP_018453597.1	XP_013633223.1, XP_013639258.1, XP_013588964.1, XP_013601587.1, XP_013632693.1
OG0000049	XP_018479410.1	XP_013628097.1
OG0000049	XP_018435505.1	XP_013633424.1
OG0000049	XP_018463619.1	XP_013617620.1
OG0000050	XP_018462198.1	XP_013607678.1
OG0000050	XP_018487487.1	XP_013617131.1
OG0000050	XP_018459880.1	XP_013624311.1, XP_013601409.1
OG0000050	XP_018467601.1, XP_018488190.1	XP_013594629.1
OG0000050	XP_018436128.1	XP_013617828.1
OG0000050	XP_018487633.1, XP_018443603.1, XP_018443602.1	XP_013633342.1
OG0000050	XP_018459618.1	XP_013632973.1, XP_013639275.1
OG0000050	XP_018487606.1	XP_013624860.1, XP_013588991.1
OG0000050	XP_018479191.1	XP_013601380.1
OG0000050	XP_018479406.1	XP_013624813.1
OG0000050	XP_018479867.1	XP_013595062.1, XP_013614222.1
OG0000050	XP_018448690.1	XP_013594879.1
OG0000050	XP_018473761.1	XP_013624123.1
OG0000050	XP_018460186.1	XP_013632813.1
OG0000050	XP_018435732.1, XP_018443346.1	XP_013624858.1, XP_013616885.1, XP_013601570.1
OG0000050	XP_018467820.1, XP_018467084.1	XP_013624811.1
OG0000051	XP_018493126.1	XP_013609148.1, XP_013623987.1, XP_013601904.1
OG0000051	XP_018482785.1, XP_018482784.1	XP_013635946.1
OG0000051	XP_018473989.1	XP_013623985.1
OG0000051	XP_018435533.1, XP_018438374.1	XP_013589464.1
OG0000051	XP_018463100.1, XP_018455750.1, XP_018463099.1	XP_013610001.1
OG0000051	XP_018473990.1, XP_018465828.1	XP_013623984.1
OG0000051	XP_018489710.1, XP_018489712.1	XP_013632325.1
OG0000051	XP_018436544.1, XP_018436543.1	XP_013632324.1
OG0000051	XP_018482778.1, XP_018482777.1	XP_013635332.1
OG0000051	XP_018432826.1	XP_013615889.1, XP_013635943.1, XP_013615847.1, XP_013635331.1
OG0000051	XP_018436546.1, XP_018436545.1	XP_013610546.1
OG0000052	XP_018479394.1, XP_018479395.1	XP_013594927.1
OG0000052	XP_018481202.1	XP_013594267.1
OG0000052	XP_018454118.1	XP_013610604.1
OG0000052	XP_018440341.1, XP_018440340.1, XP_018436949.1	XP_013615703.1, XP_013630964.1
OG0000052	XP_018454062.1	XP_013607524.1
OG0000052	XP_018461349.1	XP_013636207.1
OG0000052	XP_018477431.1	XP_013636206.1
OG0000054	XP_018487733.1	XP_013632520.1, XP_013624716.1, XP_013633849.1, XP_013632930.1, XP_013594935.1, XP_013639402.1
OG0000054	XP_018466277.1, XP_018487763.1	XP_013614489.1
OG0000054	XP_018462240.1	XP_013624682.1
OG0000054	XP_018460999.1	XP_013615172.1
OG0000054	XP_018453724.1	XP_013615283.1, XP_013614144.1
OG0000054	XP_018453717.1, XP_018436134.1	XP_013615632.1, XP_013628408.1, XP_013639507.1, XP_013594559.1, XP_013632543.1
OG0000054	XP_018462015.1	XP_013617788.1
OG0000054	XP_018448607.1	XP_013614408.1
OG0000055	XP_018460442.1, XP_018475208.1	XP_013623695.1
OG0000055	XP_018448356.1	XP_013623796.1, XP_013628424.1
OG0000055	XP_018469080.1, XP_018460063.1	XP_013606594.1, XP_013593729.1
OG0000055	XP_018489800.1	XP_013627468.1
OG0000055	XP_018487552.1	XP_013583310.1, XP_013583313.1
OG0000055	XP_018435448.1, XP_018464098.1, XP_018440394.1	XP_013609840.1
OG0000055	XP_018489423.1, XP_018464956.1	XP_013615287.1
OG0000056	XP_018452237.1	XP_013607370.1
OG0000056	XP_018458632.1	XP_013631517.1
OG0000056	XP_018452289.1, XP_018452239.1, XP_018452238.1, XP_018454291.1	XP_013607317.1
OG0000056	XP_018434948.1	XP_013616526.1
OG0000056	XP_018492713.1	XP_013625145.1
OG0000056	XP_018434510.1	XP_013601283.1
OG0000056	XP_018458631.1	XP_013631987.1
OG0000056	XP_018456965.1	XP_013615259.1, XP_013588767.1, XP_013611134.1
OG0000056	XP_018435121.1	XP_013628196.1
OG0000058	XP_018487493.1	XP_013611257.1
OG0000058	XP_018464464.1	XP_013617663.1
OG0000058	XP_018453759.1	XP_013639532.1, XP_013632562.1
OG0000058	XP_018462577.1, XP_018462557.1, XP_018480044.1	XP_013624216.1
OG0000058	XP_018473916.1, XP_018473917.1	XP_013633937.1
OG0000058	XP_018435571.1, XP_018462760.1, XP_018461876.1	XP_013617146.1, XP_013639508.1, XP_013617228.1
OG0000058	XP_018457139.1	XP_013589295.1
OG0000058	XP_018464202.1, XP_018477823.1, XP_018458662.1	XP_013623959.1
OG0000059	XP_018443425.1, XP_018448461.1	XP_013617450.1, XP_013594582.1, XP_013632782.1
OG0000059	XP_018435913.1, XP_018487671.1, XP_018458755.1, XP_018443688.1	XP_013601567.1, XP_013639634.1, XP_013624930.1
OG0000059	XP_018438980.1	XP_013610732.1, XP_013627758.1, XP_013597073.1
OG0000059	XP_018469270.1, XP_018438946.1	XP_013585552.1, XP_013585426.1, XP_013597521.1, XP_013605214.1, XP_013604150.1
OG0000059	XP_018490555.1	XP_013628178.1
OG0000059	XP_018448672.1, XP_018492198.1, XP_018465516.1, XP_018443523.1, XP_018480052.1	XP_013583425.1
OG0000059	XP_018479349.1	XP_013619334.1, XP_013615788.1, XP_013608198.1, XP_013601480.1
OG0000060	XP_018490753.1	XP_013632073.1
OG0000060	XP_018450800.1, XP_018478486.1	XP_013637962.1
OG0000060	XP_018489416.1	XP_013625358.1
OG0000060	XP_018474564.1, XP_018436511.1	XP_013600442.1
OG0000060	XP_018439064.1, XP_018465955.1	XP_013622579.1
OG0000060	XP_018466002.1	XP_013588638.1
OG0000060	XP_018473023.1	XP_013630704.1, XP_013583915.1
OG0000060	XP_018478406.1	XP_013633957.1
OG0000061	XP_018469367.1, XP_018471384.1, XP_018467960.1, XP_018457588.1	XP_013615973.1
OG0000061	XP_018469004.1	XP_013615642.1
OG0000061	XP_018441440.1	XP_013615706.1
OG0000061	XP_018460639.1	XP_013600421.1
OG0000061	XP_018464627.1	XP_013615702.1
OG0000061	XP_018482142.1	XP_013637545.1
OG0000061	XP_018467401.1	XP_013633314.1
OG0000061	XP_018440849.1, XP_018462174.1	XP_013622240.1
OG0000061	XP_018487822.1	XP_013639701.1
OG0000062	XP_018466668.1	XP_013594854.1
OG0000062	XP_018453901.1, XP_018461903.1, XP_018458652.1	XP_013616821.1, XP_013589102.1
OG0000062	XP_018463607.1, XP_018464509.1	XP_013607943.1
OG0000062	XP_018464508.1	XP_013633305.1
OG0000062	XP_018461911.1	XP_013639682.1, XP_013594424.1
OG0000062	XP_018474002.1	XP_013633119.1
OG0000062	XP_018462628.1	XP_013639490.1, XP_013617126.1
OG0000062	XP_018464221.1	XP_013633150.1
OG0000062	XP_018448650.1, XP_018435867.1, XP_018487547.1, XP_018462581.1, XP_018453596.1	XP_013632649.1
OG0000062	XP_018460299.1, XP_018453766.1	XP_013631291.1, XP_013607791.1
