Orthogroup	Capsella_rubella	Cardamine_hirsuta
OG0000250	XP_006299908.2	CARHR252250
OG0000251	XP_006290957.1, XP_006290955.1	CARHR147300
OG0000251	XP_006290953.1, XP_023638661.1	CARHR147330
OG0000251	XP_006290954.1, XP_006292275.1	CARHR147340
OG0000251	XP_006282010.1	CARHR271060
OG0000252	XP_006299068.1	CARHR230420
OG0000252	XP_006300513.1, XP_006291286.1, XP_006301004.1	CARHR048360, CARHR048350, CARHR048370
OG0000252	XP_006302386.1	CARHR071040
OG0000252	XP_006301754.1	CARHR071060, CARHR071050
OG0000253	XP_006297173.1	CARHR087080
OG0000253	XP_006297174.1	CARHR083850
OG0000253	XP_006287234.1	CARHR210880
OG0000254	XP_006284819.1	CARHR290060, CARHR290070
OG0000260	XP_006283573.1	CARHR247220
OG0000260	XP_006285226.1	CARHR260330
OG0000260	XP_006279822.1, XP_006282055.1, XP_006287519.1, XP_006280314.1, XP_023633561.1	CARHR264830
OG0000260	XP_006281509.2	CARHR181000
OG0000262	XP_023643964.1	CARHR046970
OG0000262	XP_006299358.1	CARHR051080, CARHR046940
OG0000266	XP_023633396.1	CARHR266730, CARHR253160
OG0000269	XP_006281238.1	CARHR273300
OG0000269	XP_023642855.1	CARHR053220
OG0000269	XP_006295138.1	CARHR122830
OG0000270	XP_006302017.1	CARHR048080
OG0000270	XP_023642980.1, XP_006300875.1	CARHR051150
OG0000270	XP_023644130.1	CARHR048540, CARHR048090
OG0000275	XP_023633707.1	CARHR175770
OG0000275	XP_006285590.2, XP_023639572.1	CARHR041170, CARHR041160
OG0000275	XP_023635808.1, XP_023643272.1	CARHR185060, CARHR185040
OG0000275	XP_023635206.1	CARHR246950
OG0000277	XP_023644770.1, XP_006302919.1	CARHR020400
OG0000278	XP_006285871.1	CARHR215670
OG0000278	XP_023634323.1	CARHR215220
OG0000278	XP_006282573.1, XP_006286231.1	CARHR215570, CARHR215560, CARHR215610
OG0000278	XP_006285685.1, XP_006283651.2, XP_006282490.1	CARHR215640, CARHR215620, CARHR215650, CARHR215200
OG0000279	XP_006294221.1	CARHR094510
OG0000282	XP_006306137.1	CARHR229020
OG0000282	XP_006285218.1, XP_006286276.1	CARHR229730
OG0000282	XP_006285624.1	CARHR229580
OG0000282	XP_006285202.1	CARHR229030, CARHR229040
OG0000284	XP_006285151.2	CARHR285950, CARHR256150, CARHR177480
OG0000285	XP_023634855.1	CARHR227980
OG0000285	XP_006286160.1	CARHR234950
OG0000286	XP_023637684.1, XP_023637652.1	CARHR178840
OG0000286	XP_023633084.1	CARHR175950, CARHR174900
OG0000289	XP_006297139.1, XP_006279144.2, XP_023642640.1	CARHR175550
OG0000289	XP_006295734.1	CARHR126570, CARHR126060, CARHR126550, CARHR127010, CARHR253920, CARHR126990
OG0000291	XP_023641055.1, XP_023642219.1	CARHR103190, CARHR103130
OG0000291	XP_006298886.1, XP_006298873.2	CARHR103210
OG0000294	XP_023637593.1	CARHR197660
OG0000294	XP_023637726.1	CARHR198380
OG0000295	XP_023644521.1	CARHR035800
OG0000295	XP_023644982.1	CARHR004430
OG0000295	XP_023641263.1	CARHR100860
OG0000296	XP_006280067.1, XP_006280069.1	CARHR285460, CARHR285480
OG0000296	XP_023640928.1, XP_023642636.1, XP_023640932.1	CARHR272760, CARHR053670, CARHR272770
OG0000298	XP_006299019.1, XP_006304949.1, XP_006307391.1	CARHR033100
OG0000300	XP_023643235.1	CARHR166780
OG0000300	XP_006292785.1	CARHR166000
OG0000301	XP_006290449.1, XP_006293245.1	CARHR167680
OG0000305	XP_023632628.1	CARHR017730
OG0000305	XP_006295765.1, XP_006301907.1	CARHR260510, CARHR135390
OG0000306	XP_006283372.1	CARHR214120, CARHR262590
OG0000307	XP_006300047.2	CARHR102040, CARHR102030
OG0000307	XP_006303618.1, XP_006303691.1, XP_006305982.2	CARHR041320
OG0000307	XP_006284973.1, XP_006301076.1	CARHR219950, CARHR112870, CARHR216070, CARHR057800, CARHR216060, CARHR216110
OG0000308	XP_006282331.1	CARHR180240
OG0000308	XP_006282074.1, XP_006282173.1	CARHR180250
OG0000308	XP_006281683.1	CARHR180280
OG0000311	XP_023633383.1	CARHR111770
OG0000313	XP_023640666.1	CARHR135320
OG0000315	XP_023643290.1	CARHR101940, CARHR101950, CARHR284260
OG0000316	XP_006300449.1	CARHR057270
OG0000318	XP_006301027.2, XP_006300756.1	CARHR062770, CARHR062740
OG0000318	XP_023642916.1	CARHR062760
OG0000321	XP_006279139.1, XP_006307493.1	CARHR095140, CARHR040120
OG0000321	XP_006286795.1	CARHR193110, CARHR193130
OG0000321	XP_006301274.1	CARHR055410
OG0000322	XP_023637248.1, XP_006292952.1, XP_006280995.1, XP_023636104.1, XP_006288761.1	CARHR259720
OG0000323	XP_023635159.1, XP_006282439.1	CARHR262010
OG0000325	XP_006304190.1	CARHR004130
OG0000325	XP_006294968.1	CARHR127110
OG0000325	XP_006306317.1	CARHR004140
OG0000327	XP_006284761.1, XP_006284760.1	CARHR226430
OG0000329	XP_006285598.2	CARHR263540, CARHR263600
OG0000329	XP_006285306.1, XP_006284934.2	CARHR263580
OG0000329	XP_006285960.2	CARHR263590
OG0000330	XP_006294435.1, XP_006296416.1, XP_006296260.2, XP_006294473.1, XP_023643022.1	CARHR065890, CARHR065920, CARHR065910, CARHR065900
OG0000330	XP_006300480.1	CARHR065880
OG0000331	XP_006287904.1	CARHR249810
OG0000331	XP_006305011.1	CARHR001810
OG0000331	XP_006297742.2	CARHR092710
OG0000331	XP_006294369.1	CARHR142440
OG0000332	XP_023643047.1	CARHR050960, CARHR050950, CARHR055150
OG0000332	XP_023642947.1	CARHR050860
OG0000335	XP_023638528.1, XP_023635714.1	CARHR170010
OG0000335	XP_006291184.2	CARHR170350
OG0000336	XP_006302924.1, XP_006302921.1	CARHR054330
OG0000336	XP_006304268.1, XP_006304242.2	CARHR183900
OG0000339	XP_006289208.1	CARHR188470, CARHR188490
OG0000339	XP_006285657.1	CARHR218850
OG0000341	XP_006281771.1	CARHR021380, CARHR021360
OG0000342	XP_006295871.2, XP_023639564.1	CARHR092860
OG0000344	XP_023633371.1	CARHR119930
OG0000345	XP_006289613.1	CARHR203880
OG0000345	XP_006281260.2	CARHR006290
OG0000345	XP_006289891.1	CARHR203890
OG0000345	XP_006303184.2	CARHR003600
OG0000345	XP_006288844.1	CARHR203870
OG0000346	XP_006292361.1, XP_006292171.1	CARHR163180
OG0000346	XP_023638827.1	CARHR163190
OG0000346	XP_006292223.1	CARHR163200
OG0000347	XP_006294736.1	CARHR141230
OG0000347	XP_023639059.1	CARHR171770
OG0000347	XP_006284249.1	CARHR230740
OG0000347	XP_006304071.1	CARHR000730
OG0000347	XP_006288376.1	CARHR248520
OG0000348	XP_023638073.1	CARHR158010
OG0000349	XP_023633454.1	CARHR273230, CARHR273250, CARHR273240
OG0000349	XP_023638620.1	CARHR273130
OG0000349	XP_023639042.1	CARHR273200, CARHR273170
OG0000350	XP_006299022.1, XP_006299133.1, XP_006298980.1, XP_006299285.1, XP_006299855.1	CARHR097870
OG0000355	XP_006282294.1	CARHR274100
OG0000356	XP_023639411.1, XP_023639413.1	CARHR117180
OG0000356	XP_023640295.1	CARHR117150
OG0000356	XP_023639406.1	CARHR117270
OG0000357	XP_006305913.1, XP_006305533.1, XP_006304391.1	CARHR128500, CARHR029510
OG0000358	XP_023634596.1, XP_023634983.1	CARHR041650, CARHR259760
OG0000358	XP_006303728.1, XP_023643844.1	CARHR041640
OG0000359	XP_023635692.1	CARHR267340
OG0000359	XP_006284880.1	CARHR235360
OG0000359	XP_023635068.1	CARHR235370
OG0000363	XP_023645495.1	CARHR045650
OG0000364	XP_006296274.2, XP_006296154.2, XP_006296300.1	CARHR135700
OG0000365	XP_006307227.1	CARHR025550
OG0000365	XP_006285161.1, XP_006285030.1	CARHR227340
OG0000365	XP_023632865.1	CARHR025540
OG0000365	XP_006303963.1	CARHR025530
OG0000367	XP_006301692.1	CARHR063110, CARHR263620, CARHR063120
OG0000367	XP_023644866.1, XP_006304870.1	CARHR253970, CARHR024610
OG0000368	XP_006291127.1	CARHR155020
OG0000368	XP_023639149.1, XP_023638349.1, XP_023638317.1	CARHR155150, CARHR155070
OG0000368	XP_006292340.1	CARHR155090
OG0000368	XP_006291138.1	CARHR155030
OG0000369	XP_006281901.1	CARHR293630, CARHR283580, CARHR058390, CARHR059500, CARHR186430, CARHR116680
OG0000370	XP_006299592.1	CARHR033610, CARHR100280, CARHR100270, CARHR288610, CARHR033580
OG0000371	XP_023635543.1	CARHR102540
OG0000371	XP_023633698.1	CARHR145800, CARHR034450
OG0000376	XP_006302482.1	CARHR051720
OG0000376	XP_023642863.1	CARHR051710
OG0000376	XP_006302496.1	CARHR051700
OG0000377	XP_006283585.1	CARHR245750
OG0000377	XP_023643598.1, XP_006302152.1	CARHR058550, CARHR058530, CARHR058590
OG0000377	XP_006283582.1	CARHR245740
OG0000377	XP_006283601.1	CARHR245720
OG0000379	XP_006292510.2	CARHR144670
OG0000379	XP_006292488.1	CARHR164050
OG0000379	XP_023637894.1	CARHR144630
OG0000379	XP_023643441.1	CARHR049930
OG0000380	XP_006282003.1, XP_006282276.1	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860
OG0000381	XP_006300414.1	CARHR072160, CARHR072170
OG0000382	XP_006287213.1	CARHR250680
OG0000382	XP_006295761.1	CARHR131810
OG0000383	XP_023633577.1	CARHR164490, CARHR164480
OG0000384	XP_006281981.1	CARHR174500
OG0000384	XP_006281658.1	CARHR174480
OG0000384	XP_006281516.1	CARHR174510
OG0000384	XP_006281442.1	CARHR174490, CARHR089510
OG0000385	XP_006283864.1	CARHR239600
OG0000388	XP_006299181.1	CARHR092870
OG0000388	XP_023645413.1	CARHR267450
OG0000390	XP_006304665.1	CARHR022740
OG0000390	XP_006303659.1, XP_023644768.1	CARHR022730
OG0000390	XP_006307366.1	CARHR022720
OG0000390	XP_006304493.1	CARHR022750
OG0000391	XP_023642299.1, XP_023641412.1	CARHR084950
OG0000392	XP_006305429.2	CARHR017550
OG0000392	XP_006305827.1	CARHR017540
OG0000392	XP_006302461.1, XP_006284329.1	CARHR185400, CARHR216970, CARHR232710
OG0000393	XP_006285342.2, XP_006282503.1	CARHR103170
OG0000395	XP_023645571.1	CARHR014460
OG0000395	XP_006297317.1	CARHR105730, CARHR105760, CARHR105770
OG0000396	XP_023638680.1, XP_023640099.1, XP_023633445.1	CARHR119440
OG0000397	XP_006299879.1	CARHR148110
OG0000397	XP_006299361.1	CARHR293580
OG0000397	XP_006299977.2, XP_006299373.1	CARHR107440, CARHR107420
OG0000398	XP_023634275.1	CARHR101890
OG0000399	XP_006305654.1	CARHR001910
OG0000399	XP_023645205.1	CARHR289870
OG0000402	XP_023644261.1	CARHR289020
OG0000403	XP_006290210.1, XP_006289326.2	CARHR251850
OG0000403	XP_023641048.1, XP_023637061.1, XP_023635083.1, XP_023634846.1, XP_023635170.1	CARHR251840
OG0000404	XP_023633760.1, XP_023638892.1	CARHR235030
OG0000405	XP_006299882.1	CARHR089280
OG0000405	XP_006304904.2	CARHR089260
OG0000406	XP_006303419.1, XP_006281312.1, XP_006292046.1	CARHR273440, CARHR007590
OG0000407	XP_006303834.1	CARHR005930, CARHR002610
OG0000407	XP_006304409.1	CARHR025430
OG0000407	XP_023640112.1	CARHR142610
OG0000409	XP_023640959.1	CARHR028100
OG0000409	XP_023645696.1, XP_023646002.1, XP_023632684.1, XP_023637173.1, XP_023644905.1	CARHR028090
OG0000409	XP_023644902.1, XP_023644904.1	CARHR028080, CARHR028050
OG0000410	XP_023634720.1	CARHR229370
OG0000410	XP_006289684.1, XP_006289723.1	CARHR253620
OG0000411	XP_006296440.1	CARHR117550, CARHR117600
OG0000412	XP_023636500.1	CARHR196640
OG0000412	XP_006284008.1	CARHR215260
OG0000412	XP_006300523.1	CARHR292180
OG0000412	XP_006298020.1	CARHR093170
OG0000413	XP_006298652.1	CARHR088360, CARHR088350
OG0000413	XP_006306130.1	CARHR044870
OG0000413	XP_023641278.1	CARHR182690
OG0000414	XP_023643359.1	CARHR049420
OG0000414	XP_006298325.1	CARHR105130, CARHR106410
OG0000414	XP_006286225.1	CARHR221890
OG0000414	XP_023641355.1	CARHR098010
OG0000415	XP_023639308.1, XP_023634711.1	CARHR286360
OG0000419	XP_023640570.1	CARHR129410
OG0000419	XP_023640698.1, XP_023640410.1, XP_023636778.1	CARHR133760
OG0000420	XP_006296273.1	CARHR137680
OG0000420	XP_006289424.1	CARHR186080
OG0000420	XP_023637706.1	CARHR201040
OG0000421	XP_006280097.1	CARHR265630
OG0000424	XP_006281244.2	CARHR267950
OG0000424	XP_006284751.1	CARHR234870
OG0000424	XP_006303412.1	CARHR041080
OG0000425	XP_006282487.2, XP_006285273.2, XP_006296466.2	CARHR206570, CARHR180690
OG0000426	XP_006297631.1, XP_023641943.1	CARHR182090
OG0000428	XP_006306907.1, XP_006299894.2	CARHR292240
OG0000429	XP_006290300.2	CARHR054890
OG0000429	XP_023638962.1	CARHR168810
OG0000429	XP_023643802.1, XP_023639062.1	CARHR168790
OG0000430	XP_023633999.1	CARHR228790
OG0000430	XP_006288911.1	CARHR252910
OG0000430	XP_006300332.1	CARHR050150
OG0000430	XP_006298837.1	CARHR103290
OG0000431	XP_006301332.2	CARHR052800
OG0000431	XP_006301035.1	CARHR051440
OG0000432	XP_006304837.1, XP_006304764.1	CARHR038790, CARHR038780, CARHR038820
OG0000432	XP_006285692.2	CARHR227030
OG0000433	XP_006285843.1, XP_006286272.1, XP_006282347.1, XP_006284992.1, XP_006285601.1	CARHR234790, CARHR289420, CARHR234800, CARHR289410, CARHR058020
OG0000434	XP_006285966.1, XP_006285952.1, XP_006285494.1	CARHR291870
OG0000434	XP_006303689.1, XP_006304775.1	CARHR034080, CARHR061160
OG0000436	XP_006292028.1	CARHR154360
OG0000436	XP_006281290.1	CARHR273490
OG0000436	XP_006281292.1	CARHR273500
OG0000436	XP_006292022.1	CARHR154370
OG0000437	XP_006284780.1	CARHR237210
OG0000437	XP_006285100.1	CARHR270460
OG0000437	XP_023640362.1	CARHR233780
OG0000437	XP_006298740.2	CARHR110190
OG0000438	XP_023641933.1	CARHR152740, CARHR152730
OG0000439	XP_006302149.1	CARHR064690
OG0000439	XP_006285493.1, XP_006286640.1	CARHR179040, CARHR206880
OG0000442	XP_023639792.1	CARHR275070
OG0000442	XP_023639393.1	CARHR142770
OG0000443	XP_006296156.2	CARHR115900
OG0000443	XP_006289984.1	CARHR202110
OG0000443	XP_006289091.1	CARHR188110
OG0000444	XP_006294594.1	CARHR125020
OG0000444	XP_006292538.1	CARHR169860
OG0000445	XP_006288822.1	CARHR189790
OG0000446	XP_023636253.1	CARHR190860, CARHR190870
OG0000446	XP_023637323.1	CARHR190880
OG0000448	XP_006290512.1	CARHR292620
OG0000449	XP_006290714.1	CARHR169300
OG0000449	XP_006293285.1	CARHR169310
OG0000450	XP_023636141.1	CARHR150940
OG0000450	XP_023644762.1	CARHR179840, CARHR179880, CARHR179890, CARHR179750, CARHR179850, CARHR179820, CARHR179790, CARHR116510
OG0000451	XP_023634050.1	CARHR228900
OG0000451	XP_023644131.1	CARHR052700
OG0000452	XP_023643863.1, XP_023643224.1	CARHR048290, CARHR048270
OG0000457	XP_006295201.1	CARHR078580, CARHR127370, CARHR003820
OG0000458	XP_006303584.1	CARHR028400
OG0000458	XP_006306520.1, XP_006281547.1	CARHR028420
OG0000458	XP_006306115.1	CARHR028370, CARHR286910, CARHR028390
OG0000460	XP_006300251.2	CARHR088190
OG0000460	XP_006279506.2	CARHR270190
OG0000460	XP_023635326.1	CARHR233890
OG0000460	XP_023645893.1	CARHR044990
OG0000461	XP_023634302.1	CARHR186880
OG0000462	XP_006282805.1	CARHR227570, CARHR227590, CARHR227620, CARHR227580, CARHR221090, CARHR254770
OG0000463	XP_006305314.1	CARHR287270
OG0000463	XP_023638910.1	CARHR155320
OG0000463	XP_023638425.1	CARHR105900, CARHR155330, CARHR155350
OG0000463	XP_023638406.1, XP_023638657.1	CARHR155360
OG0000464	XP_006305025.2	CARHR001520, CARHR000930
OG0000467	XP_006282377.2	CARHR274050
OG0000467	XP_006279757.1	CARHR187530, CARHR130790
OG0000467	XP_006300365.1	CARHR188130
OG0000468	XP_006293027.2	CARHR138480
OG0000469	XP_006291911.1, XP_006281176.1, XP_006285819.1	CARHR176200, CARHR225580, CARHR169080
OG0000470	XP_006295495.1	CARHR290350
OG0000471	XP_006283096.1	CARHR219700
OG0000471	XP_023638885.1	CARHR219720
OG0000473	XP_006306997.1	CARHR000130
OG0000473	XP_023633292.1	CARHR000120
OG0000473	XP_023640613.1	CARHR131820
OG0000474	XP_006306324.1	CARHR003630
OG0000474	XP_023633873.1	CARHR110220, CARHR252030, CARHR110210
OG0000475	XP_006297863.1, XP_023634441.1	CARHR219220
OG0000475	XP_023641969.1	CARHR261640
OG0000475	XP_023634348.1	CARHR216020
OG0000475	XP_006302389.1	CARHR050610
OG0000476	XP_006290011.1, XP_006290077.2	CARHR186490, CARHR186690
OG0000477	XP_006281265.1	CARHR276320
OG0000477	XP_006291992.1	CARHR145200
OG0000477	XP_006303395.1	CARHR014840
OG0000478	XP_006293681.2	CARHR292080
OG0000480	XP_006292097.2	CARHR144780
OG0000480	XP_006301968.1	CARHR052230
OG0000480	XP_006292781.1	CARHR144770, CARHR144750
OG0000480	XP_006292136.1	CARHR144740
OG0000481	XP_006302194.1	CARHR284150
OG0000481	XP_006306441.1	CARHR010120
OG0000481	XP_006307429.1	CARHR010110
OG0000483	XP_006287450.1	CARHR187250, CARHR187260
OG0000484	XP_006284286.1	CARHR238200
OG0000484	XP_006285734.1, XP_006284215.2	CARHR238190
OG0000485	XP_006285535.1	CARHR230730
OG0000485	XP_006283872.2	CARHR230710
OG0000485	XP_006299949.1	CARHR149360
OG0000486	XP_006303535.1	CARHR019430, CARHR019400, CARHR019410, CARHR189080
OG0000491	XP_006290974.1, XP_023638796.1	CARHR056050, CARHR157060, CARHR157050
OG0000491	XP_006292831.2	CARHR157080
OG0000491	XP_006292666.1	CARHR157040
OG0000491	XP_006293015.1	CARHR157030, CARHR157090, CARHR157100
OG0000492	XP_006292723.1	CARHR164620
OG0000492	XP_023639637.1	CARHR126780
OG0000492	XP_023640971.1	CARHR133660
OG0000493	XP_023633447.1	CARHR058360, CARHR279290
OG0000494	XP_023638942.1	CARHR162140
OG0000495	XP_023638908.1, XP_023639160.1	CARHR154580
OG0000496	XP_023638299.1	CARHR156430
OG0000496	XP_006290566.1	CARHR156460
OG0000497	XP_006302320.1	CARHR065650
OG0000497	XP_006297793.1, XP_006307670.1	CARHR088730
OG0000497	XP_006300238.1, XP_006279086.1	CARHR044630
OG0000498	XP_023641213.1	CARHR085920
OG0000498	XP_023635709.1	CARHR195160
OG0000498	XP_006299720.2, XP_023641948.1	CARHR107780, CARHR107790
OG0000498	XP_023643278.1	CARHR107800
OG0000501	XP_023644931.1	CARHR032270
OG0000501	XP_023636909.1	CARHR256050
OG0000501	XP_023637440.1	CARHR256030
OG0000502	XP_006282225.1, XP_006285777.2	CARHR262940, CARHR263150, CARHR263140
OG0000502	XP_006284933.2	CARHR263120
OG0000506	XP_006298349.1	CARHR272250, CARHR132920, CARHR107490, CARHR206050
OG0000508	XP_023644564.1	CARHR044660
OG0000508	XP_023644810.1	CARHR044100
OG0000508	XP_023644557.1	CARHR043780
OG0000509	XP_023634869.1, XP_023634868.1, XP_023634998.1	CARHR223020
OG0000510	XP_006283966.1	CARHR261860, CARHR261870
OG0000510	XP_006286126.1	CARHR261890, CARHR261880
OG0000511	XP_023644537.1	CARHR267150
OG0000511	XP_023643568.1	CARHR056320
OG0000512	XP_023635605.1	CARHR187460
OG0000513	XP_023644806.1	CARHR011140
OG0000513	XP_006279982.1	CARHR183370
OG0000513	XP_006281660.2	CARHR183400
OG0000513	XP_023634710.1	CARHR290720
OG0000514	XP_023636009.1	CARHR260560
OG0000516	XP_006301381.2	CARHR060200
OG0000517	XP_006288616.1	CARHR196080
OG0000517	XP_006288551.1, XP_006286773.1	CARHR196090
OG0000518	XP_006287603.1	CARHR200680
OG0000519	XP_023633585.1	CARHR053020
OG0000519	XP_023639984.1, XP_006296089.1, XP_023640382.1	CARHR124120, CARHR124130, CARHR124150
OG0000520	XP_006304658.2	CARHR012950, CARHR035990, CARHR182820
OG0000520	XP_023641021.1, XP_023633094.1	CARHR012980
OG0000521	XP_006279830.1	CARHR278980
OG0000521	XP_006302848.1, XP_023638609.1	CARHR278970
OG0000522	XP_006288904.1	CARHR210740
OG0000522	XP_006295241.1	CARHR134240
OG0000522	XP_006298823.1	CARHR083900
OG0000523	XP_006295556.1	CARHR117080, CARHR117060
OG0000524	XP_006289788.1	CARHR254550
OG0000524	XP_006286408.1	CARHR254600, CARHR254540
OG0000525	XP_006294283.1	CARHR138330
OG0000525	XP_006285973.1	CARHR224500
OG0000526	XP_006289134.2, XP_006290101.2	CARHR194280
OG0000526	XP_006289643.1	CARHR194270
OG0000527	XP_006301304.1	CARHR022330
OG0000527	XP_006293092.1, XP_006303658.2	CARHR031850
OG0000527	XP_023633217.1	CARHR022300, CARHR022290
OG0000529	XP_023644013.1	CARHR283970
OG0000529	XP_023640832.1, XP_006296461.1	CARHR125180
OG0000529	XP_006296483.1, XP_006295994.1	CARHR123630
OG0000530	XP_006281328.1	CARHR265690
OG0000531	XP_023637350.1, XP_006287584.1	CARHR188300, CARHR188360, CARHR188370, CARHR188310, CARHR188350
OG0000533	XP_006303206.2, XP_023644515.1, XP_006303684.2, XP_006306682.2, XP_006304528.2	CARHR286630
OG0000533	XP_023638060.1	CARHR286620
OG0000535	XP_006281178.1, XP_006281166.1	CARHR023280
OG0000535	XP_023639310.1	CARHR168410, CARHR168430
OG0000535	XP_006292940.1	CARHR168400, CARHR168420
OG0000536	XP_023635045.1	CARHR215920, CARHR215900
OG0000537	XP_006299274.1	CARHR082530
OG0000537	XP_006279754.1	CARHR184200
OG0000537	XP_006299382.1	CARHR082540
OG0000538	XP_023639004.1	CARHR153120
OG0000538	XP_006292955.1, XP_006280457.1	CARHR274860, CARHR274880, CARHR274890
OG0000539	XP_006294799.1	CARHR122660
OG0000539	XP_006295594.1	CARHR122630, CARHR122640
OG0000539	XP_006293509.1, XP_006294788.1	CARHR122450, CARHR122440
OG0000540	XP_006296353.1, XP_006295923.1	CARHR124720
OG0000540	XP_006296184.1, XP_006289264.1	CARHR124730
OG0000542	XP_006304044.1	CARHR010580
OG0000542	XP_006302601.1	CARHR053260
OG0000542	XP_006305436.1	CARHR024780
OG0000542	XP_006302599.1	CARHR063060
OG0000543	XP_006282091.1	CARHR177610, CARHR177580
OG0000546	XP_006299219.1, XP_006301651.2	CARHR283630
OG0000547	XP_006294804.1	CARHR138750, CARHR138760
OG0000547	XP_006294823.1	CARHR138720
OG0000547	XP_006294805.1	CARHR138740
OG0000548	XP_023640695.1, XP_023640697.1	CARHR217760
OG0000549	XP_006296071.1	CARHR126970
OG0000553	XP_006298559.1	CARHR081710, CARHR101180
OG0000554	XP_006289945.1, XP_006289150.1, XP_006289892.1, XP_006289038.1, XP_006289530.1	CARHR253710, CARHR253700
OG0000555	XP_006289499.1	CARHR221510, CARHR159840
OG0000555	XP_006297238.2	CARHR097090
OG0000556	XP_006300373.1	CARHR049900
OG0000557	XP_006295774.1	CARHR292760, CARHR285920
