Orthogroup	Capsella_rubella	Brassica_rapa
OG0000167	XP_023634668.1	XP_033147470.1, XP_009102653.1
OG0000169	XP_006293234.2, XP_023638052.1, XP_023641929.1, XP_023641930.1, XP_023642400.1, XP_006304855.1, XP_023637223.1, XP_023638076.1, XP_006299871.1, XP_006299319.1, XP_023641928.1, XP_023641931.1	XP_033132763.1
OG0000170	XP_006293280.2	XP_009116769.1
OG0000170	XP_006292819.2	XP_033146706.1
OG0000170	XP_023641004.1, XP_006307271.1	XP_018514087.1
OG0000170	XP_023640714.1	XP_009142347.1
OG0000171	XP_006281266.1	XP_009119874.1
OG0000171	XP_006302865.2	XP_009112816.1
OG0000171	XP_006298751.1	XP_009121200.1
OG0000171	XP_006281239.2	XP_018512593.2
OG0000171	XP_023641832.1, XP_006298742.1	XP_009123804.1, XP_009146989.1, XP_009135093.1
OG0000171	XP_006284700.1	XP_009144093.1
OG0000173	XP_023633711.1	XP_033143369.1
OG0000173	XP_006284898.2, XP_023644326.1	XP_009109432.1
OG0000173	XP_023641239.1	XP_033128749.1, XP_033129164.1
OG0000173	XP_023634627.1	XP_033138718.1
OG0000173	XP_006289268.1	XP_009138208.2
OG0000174	XP_023639187.1, XP_023634312.1, XP_023640329.1, XP_023644479.1, XP_006281259.1	XP_009139373.1, XP_009111365.1, XP_009123003.1
OG0000175	XP_006302886.1	XP_009104952.1
OG0000175	XP_023635842.1	XP_033137829.1
OG0000176	XP_006299638.1	XP_033133290.1, XP_033133266.1, XP_009108377.1
OG0000176	XP_023643800.1	XP_009104914.1, XP_009127868.1
OG0000177	XP_006306853.1	XP_009149600.1
OG0000177	XP_006303693.1	XP_009103302.2
OG0000177	XP_006306845.1	XP_009103301.1
OG0000178	XP_006289433.1	XP_033136390.1
OG0000178	XP_006286464.1	XP_009134310.1
OG0000178	XP_006286371.1	XP_009134313.1
OG0000178	XP_006289092.1, XP_006289348.1, XP_023635846.1, XP_006287233.1	XP_009114346.2, XP_009134304.1, XP_033142043.1, XP_033142131.1, XP_033136829.1, XP_009134308.2
OG0000178	XP_023635847.1, XP_006289234.1, XP_006286467.1	XP_033141427.1, XP_009144510.1
OG0000178	XP_006286468.1	XP_009114566.2, XP_009144506.1, XP_009144502.1
OG0000179	XP_023644030.1, XP_023643476.1, XP_006300712.1	XP_033136172.1
OG0000179	XP_006300836.2	XP_009113276.1, XP_033137182.1
OG0000179	XP_006300705.1	XP_033143525.1
OG0000183	XP_006302967.1, XP_006284698.1	XP_009105204.1
OG0000183	XP_023641020.1	XP_009116373.2, XP_009139073.1, XP_033144385.1
OG0000183	XP_006294957.1	XP_009140755.1
OG0000184	XP_006299497.1, XP_023632990.1, XP_023642677.1, XP_006299827.1	XP_009136545.2, XP_009136566.1, XP_018508379.1, XP_009143886.1, XP_009143893.1
OG0000185	XP_006305431.1	XP_033131216.1, XP_018508547.1
OG0000186	XP_006279057.2, XP_023643827.1, XP_023643232.1, XP_006303240.1, XP_006293848.1, XP_023632799.1	XP_009133030.1, XP_033142532.1
OG0000188	XP_006289243.1, XP_006289137.1, XP_006286705.1	XP_033136263.1, XP_033135940.1
OG0000189	XP_006296623.1	XP_009112460.1, XP_009121076.1, XP_009124572.1, XP_009115809.1, XP_009138399.1, XP_009148517.1
OG0000189	XP_006282726.1	XP_009136330.1
OG0000189	XP_006305647.1	XP_009110241.1
OG0000192	XP_006303793.1	XP_033137383.1
OG0000192	XP_006292772.1	XP_009124814.1
OG0000193	XP_006304962.1	XP_033134338.1, XP_033147866.1
OG0000193	XP_023633071.1, XP_023632600.1	XP_033147857.1
OG0000195	XP_006299848.1	XP_033136721.1
OG0000195	XP_023644268.1, XP_006301244.1	XP_009131959.1
OG0000196	XP_023635062.1	XP_009140116.1
OG0000197	XP_023635153.1, XP_023644224.1, XP_006282799.2, XP_006285566.1	XP_033133256.1
OG0000197	XP_023634326.1	XP_009108433.1
OG0000197	XP_023633844.1	XP_033138466.1
OG0000198	XP_023632818.1	XP_009148880.1
OG0000198	XP_006306087.1	XP_009117861.2
OG0000198	XP_006291997.1, XP_023638678.1, XP_006291999.1, XP_023638990.1	XP_009137379.1
OG0000199	XP_006293511.1, XP_006280936.1	XP_009127652.1, XP_009108973.2, XP_009102300.2, XP_009108976.2
OG0000200	XP_006305980.1	XP_009111047.1, XP_009119146.1
OG0000200	XP_006305145.1	XP_009109613.1
OG0000200	XP_006305143.1, XP_006303722.1	XP_009109611.1
OG0000203	XP_006292197.1	XP_033131129.1
OG0000203	XP_006293093.1	XP_033136042.1, XP_009116516.1, XP_033136014.1
OG0000203	XP_006292664.2	XP_009138966.1, XP_009138965.1
OG0000203	XP_023638587.1	XP_009104131.1
OG0000205	XP_023640324.1, XP_023636059.1, XP_023634278.1, XP_023644457.1, XP_023644466.1, XP_023644460.1, XP_023634071.1, XP_023641994.1, XP_023636047.1, XP_023644478.1, XP_023634282.1, XP_023644465.1, XP_023640333.1, XP_023645651.1, XP_023634063.1, XP_023634058.1, XP_023636043.1	XP_033131805.1, XP_033131844.1, XP_033128516.1, XP_033138985.1
OG0000209	XP_006287874.1, XP_006296766.1	XP_018509924.1, XP_033135419.1
OG0000210	XP_006294103.1	XP_009143082.1
OG0000210	XP_006293088.1	XP_009138832.1, XP_033145512.1, XP_009138923.1
OG0000214	XP_023640469.1	XP_033146217.1
OG0000214	XP_023638976.1	XP_033142562.1, XP_033148612.1, XP_033134369.1, XP_018514436.2
OG0000214	XP_023633773.1	XP_033129639.1
OG0000216	XP_023637283.1	XP_033134839.1, XP_009144491.1
OG0000216	XP_023635820.1	XP_033142073.1, XP_033142074.1
OG0000216	XP_006302421.1	XP_009102525.1
OG0000216	XP_006292358.1	XP_009116349.1
OG0000218	XP_023643610.1, XP_023642575.1, XP_023632899.1, XP_023637419.1	XP_033140908.1, XP_033128986.1, XP_033128341.1, XP_033145478.1, XP_033132830.1, XP_033147130.1, XP_033135381.1, XP_033143910.1, XP_033128841.1, XP_033142916.1, XP_033140507.1, XP_033141210.1, XP_033132481.1, XP_033145416.1, XP_033144814.1, XP_033144660.1, XP_033134845.1, XP_033139777.1, XP_033143756.1, XP_033129757.1, XP_033132550.1, XP_033133825.1, XP_033136890.1, XP_033130804.1, XP_033138912.1, XP_033139114.1
OG0000219	XP_023634346.1	XP_033144576.1, XP_009145945.1
OG0000221	XP_023644448.1	XP_033131233.1
OG0000227	XP_006296942.1, XP_006296911.1, XP_023632678.1	XP_018508728.1, XP_033145018.1, XP_009122402.1, XP_009135147.2
OG0000229	XP_006289451.2, XP_023644307.1, XP_006282853.2, XP_006286342.2	XP_009151331.2, XP_033145123.1, XP_033134005.1, XP_033141396.1
OG0000229	XP_006290232.2, XP_006281727.1	XP_033137486.1
OG0000229	XP_006279442.1, XP_006304782.2	XP_009113706.2
OG0000232	XP_023641916.1, XP_023634272.1, XP_023634273.1	XP_033134326.1, XP_033132318.1, XP_033141154.1, XP_033141153.1, XP_033143783.1, XP_033128225.1, XP_033135982.1, XP_033132193.1, XP_033130867.1
OG0000233	XP_006290020.1	XP_009122326.1, XP_033144505.1
OG0000233	XP_006286767.1	XP_018511882.1, XP_009125692.3, XP_033144506.1, NP_001288906.1
OG0000233	XP_006289542.2, XP_006289289.1	XP_009122331.1, XP_009110375.3, XP_033139819.1
OG0000234	XP_023639230.1, XP_006295841.1, XP_023635829.1, XP_023635762.1, XP_023636750.1, XP_023644543.1, XP_006305075.2	XP_009110744.2
OG0000236	XP_023642610.1	XP_009109227.1
OG0000237	XP_023641253.1, XP_006299438.1, XP_006299488.1, XP_006289972.1, XP_006289053.1, XP_006290121.1, XP_006286744.1, XP_006299227.2	XP_009135994.1, XP_018513505.1, XP_033143227.1, XP_018513498.1, XP_009147171.1, XP_018515099.1, XP_009122925.1, XP_018514914.1
OG0000237	XP_006296746.1	XP_009135819.1
OG0000237	XP_006297875.1	XP_033144214.1
OG0000238	XP_023644384.1	XP_033141574.1, XP_009127833.1
OG0000241	XP_006284545.1	XP_009137217.1, XP_009135314.1
OG0000241	XP_006279099.1, XP_023635292.1, XP_006279100.1, XP_006285919.1, XP_006279101.1	XP_009108531.1
OG0000241	XP_006289916.1	XP_009114544.1
OG0000241	XP_006289616.1, XP_006289215.1	XP_009134322.1
OG0000242	XP_006298183.1	XP_009144622.1, XP_009114607.1
OG0000242	XP_006279117.1, XP_006286819.1, XP_006286567.1	XP_009151152.2, XP_033140482.1
OG0000243	XP_006303366.2	XP_009109660.1, XP_009115233.1
OG0000243	XP_006305764.1, XP_006304484.1	XP_009115238.1
OG0000244	XP_006286805.1	XP_009114492.1, XP_009108752.1
OG0000244	XP_006290182.1	XP_009111248.1
OG0000244	XP_023636139.1, XP_006286807.1	XP_009111247.1
OG0000245	XP_023632652.1	XP_033128276.1
OG0000246	XP_023639020.1	XP_009116009.2
OG0000246	XP_006295641.1	XP_009133096.2
OG0000246	XP_006294087.1, XP_006294083.1	XP_009133099.1
OG0000246	XP_006296366.1	XP_009114411.2, XP_009141608.1
OG0000246	XP_006294067.1, XP_006293528.1	XP_009133097.2, XP_009143554.2, XP_009143555.1
OG0000247	XP_006285568.2, XP_006279047.1	XP_009119459.1
OG0000247	XP_023645782.1	XP_033134513.1
OG0000248	XP_006301801.2	XP_009105678.1, XP_009105679.1
OG0000248	XP_006301741.2	XP_033140079.1
OG0000250	XP_006287939.1	XP_009150698.2
OG0000250	XP_006299908.2	XP_009134330.1, XP_018510294.1
OG0000250	XP_006288303.1, XP_006288300.1	XP_009122723.1
OG0000251	XP_006290957.1, XP_006290955.1	XP_009123566.1
OG0000251	XP_006290953.1, XP_023638661.1	XP_009123565.1
OG0000251	XP_006290954.1, XP_006292275.1	XP_009121542.3
OG0000251	XP_006282010.1	XP_009132141.2
OG0000251	XP_006290948.1	XP_009121576.1
OG0000251	XP_006292364.1, XP_006292423.1	XP_009152065.1
OG0000252	XP_006299068.1	XP_009126727.1, XP_009108914.1
OG0000252	XP_006300513.1, XP_006291286.1	XP_033130758.1, XP_033130761.1, XP_033143449.1, XP_009112729.1
OG0000252	XP_006302386.1	XP_009128234.1, XP_009101726.1
OG0000253	XP_006297173.1	XP_009135236.2, XP_009120551.1
OG0000254	XP_006284821.1	XP_033146251.1, XP_009146815.1
OG0000254	XP_006284820.1	XP_033146239.1
OG0000256	XP_006299941.1, XP_023641893.1, XP_023641894.1	XP_033132006.1, XP_009116005.2, XP_033144213.1
OG0000257	XP_006303076.1, XP_006303070.1, XP_006300924.1, XP_006303073.1, XP_006284865.1, XP_023643400.1, XP_006303074.1	XP_009106238.1
OG0000257	XP_006301262.1	XP_009128139.1
OG0000258	XP_023632795.1	XP_033130780.1
OG0000258	XP_023633336.1, XP_023640347.1	XP_033147153.1, XP_033146805.1, XP_009123708.1
OG0000259	XP_006304817.2, XP_006306329.2, XP_023644499.1, XP_006304918.2	XP_033148595.1, XP_009146121.1, XP_009145915.1, XP_009146127.3, XP_033147082.1, XP_033148591.1, XP_009145913.2
OG0000260	XP_023635375.1	XP_009101866.1, XP_009101865.1
OG0000260	XP_006283573.1	XP_009123569.1
OG0000260	XP_006306153.1	XP_009128105.1, XP_009101867.1
OG0000262	XP_006301668.1, XP_023637514.1, XP_006301980.1, XP_006299358.1, XP_006301961.2, XP_023637360.1, XP_023637436.1	XP_033135357.1
OG0000263	XP_023633691.1	XP_033129480.1, XP_033143337.1, XP_009102113.2, XP_009102169.1, XP_018511108.1
OG0000266	XP_006279750.2	XP_018510979.1
OG0000266	XP_023633396.1	XP_033143114.1
OG0000269	XP_006281238.1	XP_009131977.2, XP_009120488.1
OG0000269	XP_006291980.1	XP_009149982.1
OG0000269	XP_023642855.1, XP_006303386.1, XP_006295138.1	XP_009144371.1, XP_009118237.2
OG0000270	XP_006302017.1, XP_023642980.1, XP_006300875.1, XP_023644130.1, XP_006300878.1	XP_033136803.1
OG0000273	XP_006280481.1, XP_006280434.1	XP_033143602.1
OG0000273	XP_023633397.1	XP_009127150.1
OG0000274	XP_023637080.1	XP_033140902.1, XP_033135470.1, XP_033136922.1, XP_009145098.1
OG0000275	XP_023633707.1	XP_033128791.1, XP_009152161.2, XP_009152162.1, XP_009114077.2
OG0000275	XP_006285590.2, XP_023639572.1	XP_009109984.2, XP_009109983.2, XP_009127111.1
OG0000276	XP_023635220.1	XP_033133157.1
OG0000277	XP_006284579.2	XP_009101920.1, XP_009138323.1
OG0000282	XP_006306137.1, XP_006285218.1, XP_006286276.1	XP_009135671.1
OG0000282	XP_006285624.1, XP_006285202.1	XP_033143298.1, XP_009126213.1
OG0000283	XP_023633819.1	XP_033143433.1, XP_033143395.1, XP_033143408.1
OG0000283	XP_023644223.1	XP_033139377.1, XP_033138952.1, XP_033138908.1, XP_033139418.1, XP_033137181.1
OG0000284	XP_023635719.1	XP_033134375.1, XP_009119449.1, XP_018509889.1
OG0000285	XP_023634855.1	XP_009134691.2
OG0000285	XP_006286160.1	XP_009137650.1, XP_009143289.2
OG0000285	XP_023643783.1	XP_009133539.2, XP_033130819.1, XP_018508817.2, XP_033130815.1
OG0000286	XP_023637684.1, XP_023637652.1	XP_009137794.1
OG0000286	XP_023642772.1	XP_033147875.1, XP_009146809.1, XP_033148625.1, XP_009147163.1, XP_033147883.1, XP_033147863.1
OG0000286	XP_023635611.1	XP_033143334.1, XP_009138083.1
OG0000289	XP_006296090.2	XP_033145492.1, XP_033145493.1, XP_009140620.3, XP_009141264.2, XP_033146271.1, XP_009141384.2, XP_009141265.2
OG0000289	XP_006295734.1	XP_009133159.1
OG0000290	XP_023636837.1	XP_018509758.1
OG0000290	XP_023633339.1	XP_033145241.1
OG0000291	XP_006298781.1	XP_009136172.2
OG0000292	XP_023637503.1	XP_009141463.1, XP_033129381.1, XP_009151736.1, XP_009121368.1, XP_009151538.1, XP_018510873.1, XP_009113118.1, XP_009121367.1
OG0000294	XP_023637593.1	XP_033137553.1
OG0000295	XP_023641263.1	XP_033142265.1
OG0000296	XP_006280067.1, XP_006280069.1	XP_009120430.1, XP_033142716.1
OG0000296	XP_023640928.1, XP_023642636.1, XP_023640932.1	XP_009126729.2, XP_033141242.1, XP_009126731.2, XP_009145270.2, XP_033141241.1, XP_033141237.1
OG0000297	XP_023634332.1, XP_023633969.1	XP_033138935.1, XP_033134305.1, XP_033138851.1, XP_033143947.1, XP_033138738.1, XP_033144126.1
OG0000298	XP_006299019.1	XP_009105682.1
OG0000301	XP_023640002.1, XP_006296449.1, XP_006292850.2	XP_009117672.2, XP_009117388.2, XP_009117355.1, XP_009140859.2, XP_018513864.2, XP_033132454.1, XP_009140683.1, XP_009111443.1
OG0000301	XP_023637513.1	XP_033131536.1
OG0000304	XP_006281060.1, XP_023642516.1	XP_009144755.2
OG0000304	XP_006294980.1	XP_033145283.1, XP_033146439.1, XP_009141126.1, XP_033146438.1
OG0000307	XP_006284973.1, XP_006301076.1	XP_033140341.1
OG0000308	XP_006282331.1	XP_009101789.1
OG0000308	XP_006282074.1, XP_006282173.1	XP_009123895.1
OG0000308	XP_006281683.1	XP_033136159.1, XP_009101973.1, XP_033136503.1, XP_033136557.1, XP_033136506.1, XP_033136273.1, XP_009123893.1, XP_009123946.2, XP_009113997.2, XP_009101790.1, XP_009123889.1
OG0000313	XP_023637658.1, XP_023635806.1, XP_023634578.1	XP_009128603.1, XP_009128597.1
OG0000313	XP_023633408.1	XP_033141694.1, XP_009126942.2
OG0000313	XP_023640666.1	XP_033146452.1
OG0000315	XP_006292413.2, XP_006292967.1	XP_009124096.2
OG0000315	XP_006292295.1, XP_006290418.1, XP_023639208.1	XP_033145238.1
OG0000316	XP_006300449.1	XP_009116708.1
OG0000316	XP_006299313.1	XP_033128440.1, XP_009146333.1, XP_009116688.2
OG0000318	XP_006297043.2	XP_009104507.1
OG0000318	XP_006301027.2, XP_006300756.1	XP_009106691.2
OG0000318	XP_006304551.1	XP_033132533.1
OG0000321	XP_006286664.1, XP_006286795.1	XP_009120857.1
OG0000321	XP_006301274.1	XP_033141348.1, XP_009126388.2
OG0000322	XP_023636104.1, XP_006288761.1	XP_009109521.1
OG0000325	XP_006304190.1	XP_009111083.2, XP_009119258.1, XP_009118621.1
OG0000325	XP_006294968.1	XP_009143895.1, XP_009132911.1
OG0000326	XP_006285867.1, XP_023635329.1, XP_006281431.1	XP_009108045.2
OG0000328	XP_023642081.1	XP_009135722.1
OG0000330	XP_006294415.1, XP_006294246.2, XP_006302398.1, XP_006294435.1, XP_006296416.1, XP_006296260.2, XP_006294473.1, XP_023643022.1	XP_009106486.2, XP_009105952.1
OG0000330	XP_006300480.1	XP_009104838.1, XP_009104837.1, XP_009105951.1, XP_009127959.1
OG0000330	XP_006305103.1	XP_009149213.1
OG0000331	XP_006287904.1	XP_009134472.1, XP_009111338.2
OG0000331	XP_006297742.2	XP_009135526.2, XP_009114068.1
OG0000331	XP_006294372.1	XP_033146981.1
OG0000331	XP_006294369.1	XP_009124482.1
OG0000332	XP_023643047.1	XP_018510130.1, XP_009104693.1
OG0000332	XP_023644075.1, XP_006300306.1, XP_023643049.1, XP_023643050.1, XP_023642947.1	XP_033133452.1, XP_018510244.1
OG0000335	XP_023637070.1	XP_018510062.1
OG0000335	XP_023638925.1	XP_033134417.1, XP_033135979.1, XP_033135994.1
OG0000336	XP_006302924.1, XP_006302921.1, XP_006304268.1, XP_006304242.2	XP_009113354.1
OG0000338	XP_023643347.1	XP_033141173.1, XP_033139539.1, XP_033138812.1, XP_033129471.1, XP_033143442.1, XP_033129512.1, XP_033136400.1, XP_033138306.1, XP_033141504.1, XP_033139201.1, XP_033143322.1, XP_033129431.1, XP_033134831.1, XP_033148786.1, XP_033138290.1, XP_033138752.1, XP_018514421.1, XP_033138756.1, XP_033143321.1, XP_033129432.1, XP_033134178.1, XP_033134255.1, XP_033148510.1, XP_033140593.1, XP_033132604.1, XP_033137547.1, XP_033134508.1, XP_033146384.1, XP_033132978.1, XP_033140366.1, XP_033147051.1, XP_033142029.1, XP_033131305.1, XP_033143358.1, XP_033131753.1
OG0000339	XP_006294061.1, XP_006295640.1, XP_006294064.1, XP_006294021.2	XP_009132752.1
OG0000339	XP_006286226.1	XP_009133566.2
OG0000339	XP_006289633.1	XP_009148250.1
OG0000339	XP_006290193.1	XP_009130004.1
OG0000341	XP_006281771.1	XP_033142842.1, XP_033140992.1
OG0000341	XP_006304613.1, XP_006307122.1, XP_006304877.1	XP_009124897.1
OG0000342	XP_006295871.2, XP_023639564.1	XP_018514306.1, XP_033145144.1
OG0000345	XP_006289613.1, XP_006281260.2	XP_009131113.1, XP_009125366.1
OG0000345	XP_006303184.2, XP_006288844.1	XP_009111117.2, XP_009118657.1, XP_009119322.1
OG0000346	XP_006292361.1, XP_006292171.1	XP_009103856.1
OG0000346	XP_023638827.1	XP_009116024.1
OG0000346	XP_006292223.1	XP_009116022.1
OG0000347	XP_006294736.1	XP_009133759.2, XP_009142386.2
OG0000347	XP_023639059.1	XP_009138772.2, XP_009116806.2
OG0000347	XP_006304071.1	XP_033134760.1, XP_009119712.2
OG0000347	XP_006288376.1	XP_009134562.1
OG0000348	XP_023639193.1	XP_033140778.1, XP_033140777.1, XP_018512154.2
OG0000349	XP_023638620.1	XP_018510745.1
OG0000349	XP_023639042.1	XP_009126681.1
OG0000350	XP_006299022.1, XP_006299133.1, XP_006298980.1, XP_006299285.1, XP_006299855.1	XP_009132499.1, XP_009145438.1, XP_009145263.1, XP_009145440.1, XP_009145439.2, XP_009109255.2, XP_009109273.1
OG0000351	XP_006299246.2	XP_018514239.1
OG0000355	XP_006282294.1	XP_009120577.1, XP_033140106.1, XP_033140107.1, XP_009126602.1
OG0000356	XP_023640295.1	XP_033136684.1
OG0000356	XP_023639414.1	XP_009133949.1
OG0000358	XP_023633697.1	XP_033132411.1, XP_033133364.1, XP_033133368.1
OG0000358	XP_023634596.1, XP_023634983.1	XP_033133366.1, XP_033133367.1, XP_033133363.1
OG0000358	XP_006303728.1, XP_023643844.1	XP_009144939.2, XP_033148500.1, XP_033148501.1, XP_033148499.1, XP_033148498.1, XP_033133369.1
OG0000359	XP_023635692.1	XP_033137968.1, XP_009127112.1
OG0000359	XP_006284880.1	XP_009109130.1, XP_009137679.1
OG0000359	XP_023635068.1, XP_023635366.1	XP_009109129.1, XP_009137680.1, XP_033144141.1, XP_009143743.1
OG0000363	XP_006292669.1	XP_009130868.1, XP_009125591.2
OG0000364	XP_006300905.2, XP_023634679.1	XP_009123612.3, XP_009101647.1, XP_009114073.1, XP_009113904.3
OG0000365	XP_006307227.1	XP_033137302.1
OG0000365	XP_006285161.1, XP_006285030.1	XP_009133978.1
OG0000365	XP_023632699.1, XP_006307169.1, XP_023632865.1, XP_006303963.1	XP_009115359.1
OG0000367	XP_006282948.2	XP_033141073.1, XP_033141074.1, XP_018512136.1
OG0000367	XP_023639243.1	XP_033148778.1
OG0000367	XP_023644866.1, XP_006304870.1	XP_009103131.2
OG0000369	XP_006281901.1	XP_033133710.1, XP_009107578.2, XP_033128024.1
OG0000370	XP_006299592.1, XP_006297713.1	XP_009102534.1
OG0000371	XP_023633698.1	XP_033129344.1, XP_033136329.1, XP_033143630.1, XP_033135938.1, XP_033141127.1, XP_033128075.1, XP_033132170.1, XP_033140461.1
OG0000375	XP_023644476.1, XP_023633308.1	XP_033142881.1, XP_033148143.1, XP_033133623.1, XP_033142880.1, XP_033134555.1, XP_033137750.1, XP_033133622.1, XP_033134554.1, XP_033136126.1, XP_033144383.1, XP_033132564.1
OG0000376	XP_006302482.1	XP_009103926.1, XP_009103955.1
OG0000376	XP_023642864.1	XP_009113189.1
OG0000377	XP_006283585.1	XP_009138491.1
OG0000377	XP_023643598.1, XP_006302152.1, XP_006283582.1	XP_009136876.1
OG0000379	XP_006292510.2	XP_009101283.1, XP_009114212.1
OG0000379	XP_006292488.1	XP_018514158.2
OG0000379	XP_023637894.1	XP_009129179.1
OG0000380	XP_006282038.1	XP_009121314.2, XP_009121239.3
OG0000380	XP_006282003.1, XP_006282276.1	XP_033137987.1, XP_033138021.1, XP_033133201.1, XP_033142420.1, XP_033142421.1, XP_009120537.2
OG0000381	XP_006295834.2	XP_033147715.1, XP_033144101.1
OG0000382	XP_006287213.1	XP_009144569.1, XP_009134433.1, XP_009134432.1
OG0000382	XP_006295761.1	XP_009143456.1, XP_009133202.2
OG0000383	XP_023633034.1	XP_033132527.1, XP_033136218.1
OG0000383	XP_023633577.1, XP_023633611.1, XP_023638622.1	XP_033145569.1, XP_033146020.1, XP_033136302.1, XP_033131973.1
OG0000384	XP_006281981.1, XP_006281658.1, XP_006281516.1	XP_033141447.1
OG0000384	XP_006281442.1	XP_009128918.1, XP_033141448.1, XP_009128915.1, XP_033141010.1, XP_033141449.1
OG0000388	XP_006299181.1	XP_009145769.1
OG0000389	XP_006279769.1, XP_023633423.1	XP_009127252.1
OG0000389	XP_006294348.1, XP_006294343.1	XP_033145581.1, XP_009140623.1
OG0000390	XP_006307682.2	XP_009145349.1
OG0000390	XP_006304665.1	XP_009103242.1
OG0000390	XP_006303659.1, XP_023644768.1	XP_009110142.2, XP_009145344.1
OG0000390	XP_006307366.1	XP_009145345.1
OG0000390	XP_006304493.1	XP_009103240.1
OG0000391	XP_006301868.2	XP_009105992.1, XP_033131151.1, XP_033131152.1
OG0000391	XP_023642299.1, XP_023641412.1	XP_009146838.2
OG0000392	XP_006305429.2	XP_009117729.1
OG0000392	XP_006305827.1	XP_009117731.1, XP_009149139.1
OG0000392	XP_006302461.1, XP_006284329.1	XP_009137512.1, XP_009139101.2, XP_018508332.1, XP_009109218.1, XP_009109221.2, XP_009109219.2
OG0000393	XP_006286150.1	XP_009139822.1
OG0000393	XP_006285342.2, XP_006282503.1	XP_009125150.1
