Orthogroup	Capsella_rubella	Arabidopsis_lyrata_Rawat
OG0000176	XP_023644310.1	AL2G31050
OG0000176	XP_023643800.1	AL2G31040
OG0000177	XP_006303914.1	AL1G34270, AL1G34310
OG0000178	XP_006289433.1	AL6G47960
OG0000178	XP_006286464.1	AL6G47980
OG0000178	XP_006286371.1	AL6G47970
OG0000178	XP_006289092.1, XP_006289348.1, XP_023635846.1, XP_006287233.1	AL6G48020
OG0000178	XP_023635847.1, XP_006289234.1, XP_006286467.1	AL6G47990
OG0000178	XP_006286468.1	AL1G49990
OG0000179	XP_006300602.2	AL2G17650
OG0000179	XP_023643817.1	AL2G17810
OG0000179	XP_006300788.1	AL2G17250
OG0000179	XP_006300836.2	AL2G17390
OG0000179	XP_006300705.1	AL2G16980
OG0000183	XP_006302967.1, XP_006284698.1	AL2G24200, AL7G46650
OG0000183	XP_006294957.1	AL4G20560
OG0000184	XP_023642625.1	AL3G36200
OG0000184	XP_023641851.1	AL3G36220
OG0000184	XP_006299497.1, XP_023632990.1, XP_023642677.1, XP_006299827.1	nbis-gene-767
OG0000185	XP_023641274.1, XP_006298152.1	AL3G32940, AL3G32930
OG0000185	XP_023640416.1	AL108U10030
OG0000185	XP_006305431.1	AL1G37710, AL1G37720, AL1G37670
OG0000185	XP_023645963.1	AL1G42110
OG0000185	XP_006305370.1	AL1G41350
OG0000186	XP_006292443.2	AL5G15330
OG0000186	XP_006279057.2, XP_023643827.1, XP_023643232.1	AL2G14230
OG0000187	XP_006296499.1	nbis-gene-932, AL4G10910
OG0000187	XP_006304517.1	AL1G32210
OG0000187	XP_023640855.1, XP_006295478.1	AL4G24590
OG0000187	XP_023640926.1	AL4G24330, AL4G24610, AL4G24350
OG0000187	XP_023644474.1, XP_006295737.1	AL4G24620, AL4G24340, AL4G24320
OG0000188	XP_006289243.1, XP_006289137.1, XP_006286705.1	AL6G22480, AL6G22490, AL6G22600
OG0000188	XP_006299314.2	nbis-gene-688
OG0000189	XP_006293293.1	AL5G31720
OG0000189	XP_023633909.1	AL7G15090
OG0000189	XP_006296623.1	AL3G50830
OG0000189	XP_006282726.1	AL7G16200
OG0000189	XP_006302850.1	AL2G35850
OG0000189	XP_006305647.1	AL1G32900
OG0000192	XP_006306407.1	AL1G25190
OG0000193	XP_006299089.1, XP_006300124.1, XP_006299335.1	AL3G46450
OG0000193	XP_023642703.1	AL3G29470
OG0000193	XP_006304962.1	AL1G53610
OG0000193	XP_023633071.1	AL1G46640, AL1G46660, AL1G46620
OG0000195	XP_006299848.1	AL3G48600
OG0000195	XP_006285706.1, XP_006284967.1	AL7G46380
OG0000195	XP_006281429.1	AL8G36490
OG0000196	XP_023634402.1	AL7G48650, AL7G48660
OG0000197	XP_023635153.1, XP_023644224.1	AL7G34540, AL7G34550
OG0000197	XP_006285566.1	AL7G34520
OG0000197	XP_023633844.1	AL7G34530
OG0000198	XP_006291995.1	AL5G13150, AL5G10520
OG0000198	XP_023632818.1	AL1G45410
OG0000198	XP_006305966.2	AL1G26980, AL1G27000
OG0000198	XP_006306087.1	AL1G27010
OG0000198	XP_006291997.1, XP_023638678.1, XP_006291999.1, XP_023638990.1	AL5G15240
OG0000199	XP_006304151.2	AL1G59580
OG0000199	XP_006303339.1, XP_006304149.1	AL1G61110
OG0000199	XP_006293511.1	AL7G22480
OG0000199	XP_006280936.1	AL6G29250, AL6G29230
OG0000200	XP_006305980.1	AL1G15390
OG0000200	XP_006305145.1	AL1G44070
OG0000200	XP_006305143.1	AL1G44060
OG0000200	XP_006303722.1	AL1G44080
OG0000201	XP_023639098.1	AL3G54140
OG0000202	XP_006286785.2	AL6G50960
OG0000202	XP_006289797.1, XP_006287235.1	AL6G45800, AL2G21130, AL6G42990
OG0000202	XP_023636924.1	AL6G47610
OG0000202	XP_006301794.1	AL2G28240
OG0000202	XP_023636923.1	AL6G51540
OG0000203	XP_006292197.1	AL5G39980, AL5G40000
OG0000203	XP_006293093.1	AL5G40120
OG0000203	XP_006292664.2	AL5G40110
OG0000203	XP_023638587.1	AL5G40100
OG0000205	XP_023639324.1	AL4G17770, AL8G20180
OG0000205	XP_023644466.1, XP_023644460.1, XP_023634071.1, XP_023641994.1, XP_023636047.1, XP_023644478.1, XP_023634282.1, XP_023644465.1, XP_023640333.1, XP_023645651.1, XP_023634063.1, XP_023634058.1, XP_023636043.1	AL6G41080
OG0000208	XP_023644532.1	AL4G19750
OG0000208	XP_023632621.1	AL8G19240, AL4G14050
OG0000209	XP_006289118.1	AL6G27180
OG0000209	XP_006287874.1, XP_006296766.1	AL6G20830
OG0000210	XP_006294103.1	AL4G44040
OG0000210	XP_006302230.1	AL2G23580
OG0000216	XP_023636119.1, XP_023635737.1	AL6G47240
OG0000216	XP_023637283.1	AL6G47230
OG0000216	XP_023635820.1	AL6G44750
OG0000216	XP_006302421.1	AL2G18850
OG0000216	XP_006292358.1	AL5G37800
OG0000218	XP_023643610.1, XP_023642575.1, XP_023632899.1, XP_023637419.1	AL4G42280
OG0000219	XP_023634346.1	AL7G49700, AL7G49110, AL7G49680
OG0000219	XP_023638924.1	AL5G28350
OG0000219	XP_006283424.1	AL7G47660
OG0000219	XP_023635498.1	AL7G49950
OG0000221	XP_023643898.1	AL2G18390
OG0000225	XP_006303104.2, XP_023643999.1, XP_006279053.2, XP_006301337.1, XP_006300995.1, XP_006301845.1	AL2G39150, AL4G20460
OG0000225	XP_006300476.1	AL2G39130
OG0000226	XP_006285264.2	AL4G14040
OG0000226	XP_023635990.1	AL6G44610
OG0000226	XP_023643531.1	AL2G13880
OG0000227	XP_006296962.1	AL3G16300
OG0000227	XP_006296942.1	AL3G22620
OG0000227	XP_006286443.2	AL6G37850
OG0000227	XP_006296914.1	AL3G46870
OG0000229	XP_006289451.2, XP_023644307.1, XP_006282853.2, XP_006286342.2	AL4G17660, AL4G17920, AL4G17900
OG0000229	XP_006279442.1, XP_006304782.2	AL1G65810, AL5G20810
OG0000230	XP_006292365.1	AL5G40610, AL5G40780
OG0000230	XP_006285558.1, XP_006285901.1, XP_023635365.1, XP_006285033.2, XP_006285578.1, XP_006286115.1	AL7G52200, AL7G52190, AL7G52210
OG0000230	XP_006290346.1	AL5G40830
OG0000232	XP_023636098.1	AL3G48740
OG0000232	XP_023638057.1	AL1G53480
OG0000232	XP_023641916.1, XP_023634272.1, XP_023634273.1	AL9U10240, AL5G17720, AL8G21610, AL7G48830, AL3G31430, AL4G15240, AL8G25040
OG0000233	XP_006290020.1	AL6G17860
OG0000233	XP_006286767.1	AL6G17870
OG0000233	XP_006289542.2	AL6G17910
OG0000233	XP_006289289.1	AL6G17830
OG0000234	XP_023636750.1	AL6G12280
OG0000234	XP_023644543.1	AL1G59710
OG0000234	XP_006305075.2	AL1G59720
OG0000235	XP_006288153.2, XP_006288152.1	AL6G32810
OG0000235	XP_006305118.1, XP_023644533.1	AL1G56900
OG0000235	XP_006284259.1, XP_023634339.1	AL7G47200
OG0000235	XP_023639113.1	AL5G38700
OG0000236	XP_023642610.1	AL2G23070
OG0000237	XP_006297875.1	AL3G35490
OG0000238	XP_006301818.1	AL2G30310
OG0000238	XP_006289231.1	AL6G40180
OG0000238	XP_006302942.1	AL2G30370
OG0000239	XP_023644469.1, XP_023637320.1, XP_023633734.1, XP_023633507.1	AL8G17620
OG0000241	XP_006284545.1	AL7G32050
OG0000241	XP_006279099.1, XP_023635292.1, XP_006279100.1, XP_006285919.1, XP_006279101.1	AL7G32060
OG0000241	XP_006289300.1	AL6G48330
OG0000241	XP_006289916.1	AL6G48290
OG0000241	XP_006289616.1	AL6G48300
OG0000241	XP_006289215.1	AL6G48310
OG0000242	XP_006298183.1	AL3G16620
OG0000243	XP_006303366.2	AL1G43270
OG0000243	XP_023632637.1	nbis-gene-176
OG0000243	XP_023632576.1, XP_006305710.2, XP_006304552.1	AL1G43260
OG0000244	XP_006286805.1	AL6G48830
OG0000244	XP_023636139.1, XP_006286807.1	AL6G49970, AL6G49560
OG0000244	XP_006289480.2	AL6G49960
OG0000245	XP_023637477.1, XP_023641896.1	nbis-gene-2041
OG0000246	XP_023639020.1	AL5G34040
OG0000246	XP_006294087.1, XP_006294083.1	AL4G32990
OG0000246	XP_006296366.1	AL4G32970
OG0000246	XP_006294067.1	AL4G32980
OG0000247	XP_006285568.2	AL7G52080, AL7G25460
OG0000247	XP_006279047.1	AL8G22470, AL5G29460
OG0000247	XP_006300085.1	AL3G40220, AL3G40940, AL3G40610
OG0000248	XP_006301801.2	AL5G35460
OG0000248	XP_006301741.2	nbis-gene-575
OG0000248	XP_023644302.1	nbis-gene-574, nbis-gene-573
OG0000250	XP_006287868.2	AL4G28930
OG0000250	XP_006287939.1	AL6G50030
OG0000250	XP_006285847.2	AL7G44880
OG0000250	XP_006289516.1	AL6G48930
OG0000250	XP_006306291.1	AL1G63060
OG0000250	XP_006299908.2	AL6G48650
OG0000251	XP_006290957.1, XP_006290955.1	AL5G15050, AL5G15060, AL5G15070
OG0000251	XP_006290953.1	AL5G15090
OG0000251	XP_006290954.1, XP_006292275.1	AL5G15100
OG0000251	XP_006282010.1	AL8G33230
OG0000251	XP_006290948.1	AL5G15010
OG0000251	XP_006292423.1	AL5G15040
OG0000252	XP_006299068.1	AL7G20350
OG0000252	XP_006301004.1	AL2G12370, AL2G12360
OG0000252	XP_006302386.1	AL2G37720
OG0000252	XP_006301754.1	AL2G37740
OG0000253	XP_006290203.1	AL6G11730
OG0000253	XP_006297173.1	AL3G24230
OG0000253	XP_006297174.1	AL3G20620
OG0000253	XP_006287234.1	AL6G11740
OG0000254	XP_006284821.1	AL7G39750
OG0000254	XP_006284819.1	AL7G39760
OG0000254	XP_006284817.1, XP_006286199.1, XP_006284824.1, XP_006284827.1, XP_006284826.1	AL7G39730
OG0000256	XP_006299501.1	AL3G37020
OG0000256	XP_006299345.2	AL3G37040
OG0000256	XP_023641895.1	AL3G42550, nbis-gene-800
OG0000256	XP_006299941.1, XP_023641893.1, XP_023641894.1	nbis-gene-801
OG0000257	XP_006303076.1, XP_006303070.1, XP_006300924.1, XP_006303073.1, XP_006284865.1	AL7G45400
OG0000257	XP_006301262.1	AL2G35840
OG0000258	XP_023634267.1, XP_023636036.1, XP_023642569.1, XP_023644229.1, XP_023633341.1, XP_023634276.1, XP_023644464.1, XP_023638852.1, XP_023644468.1	AL5G20640, AL6G41050
OG0000259	XP_023643302.1	AL1G67360
OG0000260	XP_023635375.1	AL7G19690
OG0000260	XP_006283573.1	AL7G11510
OG0000260	XP_006285226.1	AL7G51580
OG0000260	XP_006280314.1, XP_023633561.1	AL8G26210, AL311U10010
OG0000260	XP_006306153.1	AL1G53980, AL1G53990
OG0000262	XP_006301668.1, XP_023637514.1	AL2G13760
OG0000262	XP_006301980.1	AL6G43420
OG0000263	XP_023633691.1	AL6G28130, AL8G14770
OG0000265	XP_023634027.1, XP_023644471.1, XP_023638862.1, XP_023643543.1, XP_023636086.1, XP_023638866.1	AL1G50970
OG0000266	XP_006281608.2, XP_023643674.1	AL8G28510, AL8G28520
OG0000266	XP_023633396.1	AL8G28560, AL8G28540
OG0000269	XP_006281238.1	AL8G36240
OG0000269	XP_006291980.1	AL5G25090, AL5G25020
OG0000269	XP_023642855.1	AL2G16910
OG0000269	XP_006295138.1	AL4G24200
OG0000270	XP_023644130.1	AL2G12790
OG0000273	XP_023633395.1	nbis-gene-319
OG0000273	XP_023633397.1	AL8G28380, AL8G28370
OG0000275	XP_023633707.1	AL7G11970
OG0000275	XP_006285590.2, XP_023639572.1	AL7G11950
OG0000275	XP_023635808.1	AL6G40420, AL6G40440, AL6G40430
OG0000275	XP_023643272.1	AL2G17690
OG0000275	XP_023635206.1	AL7G11960
OG0000276	XP_023635220.1	AL8G16120
OG0000277	XP_023644770.1, XP_006302919.1	AL1G32640
OG0000278	XP_006285871.1	AL7G46030
OG0000278	XP_023634323.1	AL7G46410
OG0000278	XP_006282573.1	AL7G46160
OG0000278	XP_006286231.1	AL7G46150
OG0000278	XP_006282490.1	AL7G46050
OG0000279	XP_006294221.1	AL4G18170
OG0000279	XP_006282370.1	AL8G14530
OG0000282	XP_006306137.1	nbis-gene-292
OG0000282	XP_006285218.1, XP_006286276.1	AL7G31500, AL7G30780
OG0000282	XP_006285624.1	AL7G31490
OG0000282	XP_006285202.1	AL7G31510
OG0000283	XP_023633819.1	AL5G34600
OG0000283	XP_023644223.1	AL6G38420, AL1G38780, AL1G65210, AL7G42660
OG0000284	XP_006285151.2	AL5G20730, AL8G40900
OG0000284	XP_006300357.2, XP_006285328.2, XP_023644243.1	AL5G23780
OG0000284	XP_023636116.1, XP_006288763.1	AL6G37180
OG0000285	XP_023634855.1	AL7G32710
OG0000285	XP_006289794.2	AL113U10030, AL5G31320, AL113U10010
OG0000285	XP_006286160.1	AL7G25530
OG0000285	XP_023643783.1	AL2G23090, AL2G23080
OG0000286	XP_023637684.1, XP_023637652.1	AL8G15660
OG0000286	XP_023642772.1	AL3G22250, AL3G22230
OG0000286	XP_023633084.1	AL1G14840
OG0000289	XP_006297139.1, XP_006279144.2, XP_023642640.1	AL3G40730, AL3G40650, AL3G41940, AL3G40700
OG0000290	XP_023636837.1	AL1G57470
OG0000290	XP_023644381.1	AL2G10710
OG0000290	XP_023642945.1	AL2G10700
OG0000290	XP_023633824.1	AL7G47630
OG0000290	XP_023633370.1	AL8G22950
OG0000290	XP_006283196.1	AL7G47640
OG0000291	XP_023642219.1	AL3G42940, AL3G43030, AL3G42930
OG0000291	XP_006298886.1, XP_006298873.2	AL3G42860
OG0000291	XP_006298874.2	AL3G42960, AL3G42950
OG0000292	XP_023637503.1	AL2G13810, AL2G32690, AL3G52050
OG0000294	XP_023637593.1	nbis-gene-1522
OG0000294	XP_023637726.1	AL6G25720
OG0000295	XP_023644521.1	AL1G54220, AL1G54230
OG0000295	XP_023644982.1	AL1G14750
OG0000296	XP_006280067.1	AL48U10010
OG0000296	XP_006280069.1	nbis-gene-2180
OG0000296	XP_023640928.1	nbis-gene-2178
OG0000296	XP_023642636.1	AL8G34670, AL8G26340, nbis-gene-2176
OG0000296	XP_023640932.1	nbis-gene-2177
OG0000297	XP_023634332.1, XP_023633969.1	AL7G47150
OG0000298	XP_006305835.1	AL1G48010
OG0000298	XP_006299019.1	AL1G48070
OG0000298	XP_006307391.1	AL1G47980
OG0000298	XP_006300098.1	AL4G19020
OG0000300	XP_023643235.1	AL1G46650
OG0000300	XP_006304938.1	AL1G46630
OG0000300	XP_006292785.1	AL164U10010, AL5G16820
OG0000301	XP_023640002.1, XP_006296449.1, XP_006292850.2, XP_006293050.1	AL4G43730
OG0000301	XP_006290449.1, XP_006293245.1, XP_023637513.1	AL5G42900
OG0000304	XP_006295453.1, XP_006295599.1, XP_006295455.1	AL4G16550, AL4G16530, AL4G16510
OG0000304	XP_006281060.1	AL8G21380, nbis-gene-2062
OG0000304	XP_023642516.1	AL3G42840
OG0000304	XP_006294980.1	AL4G38290
OG0000305	XP_023632628.1	AL1G29380
OG0000305	XP_006295765.1, XP_006301907.1	AL4G38060, AL4G38120, AL6G43180
OG0000306	XP_006283372.1	AL7G51760
OG0000307	XP_006303691.1	nbis-gene-282, AL1G59050
OG0000307	XP_006305982.2	nbis-gene-269
OG0000307	XP_006284973.1, XP_006301076.1	nbis-gene-1899
OG0000308	XP_006282074.1, XP_006282173.1	AL8G17010, AL8G17000, AL117U10040
OG0000309	XP_006307728.2, XP_006280459.1	AL1G18260, AL1G18230, AL8G37000, AL1G18210
OG0000313	XP_006294443.1	AL4G25770
OG0000313	XP_023635806.1	AL7G22850
OG0000313	XP_023634578.1	AL7G22830, AL7G22800
OG0000313	XP_023633408.1	nbis-gene-910
OG0000313	XP_023640666.1	AL4G37990, AL4G38020
OG0000315	XP_023643290.1	AL1G48510
OG0000315	XP_006292413.2, XP_006292967.1, XP_006292295.1, XP_006290418.1, XP_023639208.1	AL5G42110
OG0000316	XP_006299550.1	AL3G27000
OG0000318	XP_006297043.2	AL3G52410, AL3G52440
OG0000318	XP_006301027.2, XP_006300756.1	AL2G28900
OG0000318	XP_006304551.1	AL1G49160
OG0000321	XP_006279139.1, XP_006307493.1	AL8G15650, AL1G57580
OG0000321	XP_006286795.1	AL6G31300, AL6G31290
OG0000321	XP_006301274.1	nbis-gene-443
OG0000322	XP_023637248.1, XP_006292952.1	AL132U10010
OG0000323	XP_023635159.1, XP_006282439.1	AL7G49910
OG0000325	XP_006304190.1	AL1G14460
OG0000325	XP_006294968.1	AL4G28660
OG0000325	XP_006306317.1	AL1G14470
OG0000326	XP_006285867.1	AL7G51870
OG0000326	XP_023635329.1	AL7G51860
OG0000327	XP_006284761.1, XP_006284760.1	AL7G34440
OG0000328	XP_023642081.1	AL3G34990, AL249U10020, AL3G34970
OG0000328	XP_023641339.1	AL3G34950
OG0000328	XP_023642101.1	AL249U10030
OG0000328	XP_023642461.1	AL3G34960, AL249U10050
OG0000329	XP_006285306.1, XP_006284934.2	AL7G51460, AL7G51480, AL7G51490
OG0000329	XP_006285960.2	AL7G51500
OG0000330	XP_006302398.1	AL2G32660
OG0000330	XP_006294435.1, XP_006296416.1, XP_006296260.2, XP_006294473.1, XP_023643022.1	AL2G32700
OG0000330	XP_006300480.1	AL2G32630
OG0000330	XP_006305103.1	AL1G29940
OG0000331	XP_006287904.1	AL6G51460
OG0000331	XP_006305011.1	AL1G11840
OG0000331	XP_006297742.2	AL3G30460
OG0000331	XP_006294372.1	AL4G33090
OG0000332	XP_023643047.1	AL2G14760, AL2G14800
OG0000332	XP_023644075.1	nbis-gene-400, AL2G14930
OG0000332	XP_006300306.1	nbis-gene-402, nbis-gene-401
OG0000332	XP_023642947.1	AL2G14740, AL2G14750
OG0000335	XP_006291046.1, XP_023637070.1	AL5G41960
OG0000335	XP_023638528.1	AL5G41630, AL5G41650
OG0000335	XP_006291184.2	AL5G42230
OG0000336	XP_006302924.1, XP_006302921.1	AL2G18590, AL1G67290
OG0000336	XP_006304268.1, XP_006304242.2	AL1G20240, nbis-gene-1385
OG0000339	XP_006294061.1, XP_006295640.1, XP_006294064.1	AL4G25660
OG0000339	XP_006294021.2	AL4G25680
OG0000339	XP_006289208.1	nbis-gene-1569
OG0000339	XP_006289633.1, XP_006290193.1	AL8G15440
OG0000339	XP_006285657.1	AL9U10390
OG0000341	XP_006304613.1, XP_006307122.1	AL1G55350
OG0000342	XP_006295871.2	AL4G15010
OG0000342	XP_006297727.2	AL3G30630
OG0000344	XP_006279039.2	AL1G23150
OG0000344	XP_006305093.1	AL7G46450, AL8G23030
OG0000345	XP_006289613.1	AL6G19900
OG0000345	XP_006281260.2	AL390U10020
OG0000345	XP_006289891.1	AL6G19890
OG0000345	XP_006303184.2, XP_006288844.1	AL1G13870
OG0000346	XP_006292361.1, XP_006292171.1	AL5G34190
OG0000346	XP_023638827.1	AL5G34200
OG0000347	XP_006294736.1	AL4G45180
OG0000347	XP_023639059.1	AL5G43730
OG0000347	XP_006284249.1	AL7G30060
OG0000347	XP_006304071.1	AL1G10760
OG0000347	XP_006288376.1	AL6G53040
OG0000348	XP_023639193.1	AL5G17850
OG0000348	XP_006293162.2, XP_023637783.1, XP_023638074.1	AL5G17810, AL5G17830
OG0000348	XP_023640428.1	AL4G45790
OG0000349	XP_023638620.1	AL8G36170
OG0000350	XP_006299022.1	AL3G36110
OG0000350	XP_006299133.1, XP_006298980.1	nbis-gene-754, AL3G36140, AL3G36150
OG0000350	XP_006299285.1	AL3G36100
OG0000350	XP_006299855.1	AL3G36090
OG0000351	XP_006299246.2	AL3G39810
OG0000355	XP_006282294.1	AL8G37040
OG0000356	XP_023639411.1, XP_023639413.1	AL4G15360, AL4G15350
OG0000356	XP_023640295.1	AL4G15400
OG0000356	XP_023639406.1	AL4G15330
OG0000357	XP_006305913.1, XP_006305533.1, XP_006304391.1	AL1G43760, AL1G43770
OG0000357	XP_006295385.1	AL4G30390
OG0000357	XP_006293384.1	AL4G30400
OG0000358	XP_006306140.2	AL1G59380
OG0000358	XP_006303728.1, XP_023643844.1	AL1G58830, AL1G59360, AL1G52250
OG0000359	XP_023635692.1	AL8G29280
OG0000359	XP_006284880.1	AL7G25060
OG0000359	XP_023635068.1, XP_023635366.1	AL7G25050
OG0000363	XP_023639078.1, XP_023638428.1, XP_006291047.1, XP_023638451.1	AL5G19170
OG0000363	XP_023645495.1	AL1G64190
OG0000364	XP_006300905.2, XP_023634679.1	AL3G14810
OG0000364	XP_006296274.2, XP_006296154.2, XP_006296300.1	AL4G38410, AL4G38350, AL4G38450
OG0000365	XP_006307227.1	AL1G39370
OG0000365	XP_006285161.1, XP_006285030.1	AL7G33350
OG0000365	XP_023632699.1	AL1G39380
OG0000365	XP_006307169.1	AL1G39340
OG0000365	XP_023632865.1	AL1G39360
OG0000365	XP_006303963.1	AL1G39330
OG0000367	XP_006301692.1	AL2G29270
OG0000367	XP_006282948.2	AL6G41620
OG0000367	XP_023644866.1	nbis-gene-150
OG0000368	XP_023639149.1	AL5G25590
OG0000368	XP_023638349.1, XP_023638317.1	AL5G25550
OG0000368	XP_006292340.1	AL5G25650, AL5G25640
OG0000368	XP_006291138.1	AL5G25660, AL5G25670
OG0000370	XP_006289254.1	AL6G43490
OG0000370	XP_023636129.1	AL6G48160
OG0000370	XP_006299592.1	AL3G39540, AL3G39570
OG0000370	XP_006297713.1	AL3G39550
OG0000371	XP_023635543.1	AL7G44480
OG0000371	XP_023633698.1	AL5G11160, nbis-gene-2077, AL1G50740, AL7G46540, AL5G20870, AL5G20550, AL1G51150, AL7G46530
OG0000374	XP_023634363.1, XP_023644211.1	AL1G53910, AL128U10010
OG0000375	XP_023644476.1, XP_023633308.1	AL7G43380, AL3G37650, AL1G50470
OG0000376	XP_023642864.1	AL2G15910
OG0000376	XP_023642863.1	AL2G15890
OG0000376	XP_006302496.1	AL2G15870
OG0000377	XP_006283585.1	nbis-gene-1705
OG0000377	XP_023643598.1, XP_006302152.1	AL2G24540, AL2G24410
OG0000377	XP_006283601.1	AL7G13520
OG0000379	XP_006292510.2	AL5G11250
OG0000379	XP_006292488.1	AL5G35180
OG0000379	XP_023637894.1	AL5G11220
OG0000379	XP_023643441.1	AL2G13720
OG0000380	XP_006282038.1	AL8G35710
OG0000380	XP_006282003.1, XP_006282276.1	AL8G36790, AL71U10060, AL8G36700
OG0000381	XP_006300414.1	AL2G39050
OG0000381	XP_006295834.2	nbis-gene-1075
OG0000382	XP_006287213.1	AL6G50680
OG0000382	XP_006295761.1	AL4G34640
OG0000383	XP_023633034.1	AL1G37470
OG0000383	XP_023633577.1, XP_023633611.1, XP_023638622.1	AL5G18170, AL5G18190, AL5G35660, AL5G35670
OG0000384	XP_006281981.1	AL8G11330
OG0000384	XP_006281658.1	AL8G11310
OG0000384	XP_006281516.1	AL8G11340
OG0000384	XP_006281442.1	AL8G11320
OG0000385	XP_006283864.1	AL7G20320
OG0000388	XP_006299181.1	AL3G30610
OG0000388	XP_023645413.1	AL1G33150
OG0000389	XP_023633423.1	AL8G32530
OG0000389	XP_006294348.1, XP_006294343.1	AL4G20070
OG0000390	XP_006307682.2	AL1G35790
OG0000390	XP_006304665.1	AL1G35860
OG0000390	XP_006307366.1	AL1G35830
OG0000390	XP_006304493.1	AL1G49180, AL1G35870
OG0000391	XP_023642299.1, XP_023641412.1	AL3G21810
OG0000392	XP_006305429.2	AL1G29180
OG0000392	XP_006302461.1, XP_006284329.1	AL7G27840, AL7G27830
OG0000393	XP_006286150.1	AL7G51280
OG0000393	XP_006285342.2, XP_006282503.1	AL7G51350
OG0000395	XP_023645571.1	AL1G25950
OG0000395	XP_006300202.1	AL3G47120
OG0000395	XP_006297317.1	AL3G47130
OG0000395	XP_006307178.2	AL1G25930
OG0000396	XP_023638680.1, XP_023640099.1, XP_023633445.1	AL6G36390, AL5G15440
OG0000397	XP_006299879.1	AL2G24870, AL3G30830
OG0000397	XP_006299361.1	nbis-gene-889
OG0000398	XP_023634275.1	nbis-gene-1582
OG0000399	XP_006305654.1	AL1G11940
OG0000399	XP_006288715.1	AL6G51150
OG0000399	XP_006292743.1	AL5G45310
OG0000399	XP_006301123.2	AL1G65940
OG0000402	XP_006281815.1	AL8G44500
OG0000402	XP_023644261.1	AL8G44510
OG0000403	XP_023636138.1	AL6G49420
OG0000404	XP_023641265.1	nbis-gene-145
OG0000404	XP_023633760.1	AL7G22840
OG0000404	XP_023638892.1	AL5G23010
OG0000405	XP_006299882.1	AL3G26870
OG0000405	XP_006304904.2	AL3G26860
OG0000406	XP_006303419.1, XP_006281312.1, XP_006292046.1	AL1G18060, AL8G36410, AL5G24760
OG0000406	XP_006295517.1	AL4G37000
OG0000407	XP_006303834.1	AL1G12810
OG0000407	XP_006304409.1	AL1G39190
OG0000407	XP_023640112.1	AL4G46780
OG0000409	XP_023640959.1	AL4G21310
OG0000409	XP_023645696.1	AL1G49520
OG0000409	XP_023646002.1, XP_023632684.1, XP_023637173.1, XP_023644905.1	AL1G42250
OG0000409	XP_023644902.1, XP_023644904.1	AL1G42220
OG0000411	XP_006295889.1	nbis-gene-977, AL4G18590
OG0000411	XP_006296440.1	AL4G14960, AL8G17380, AL4G14950
OG0000412	XP_023636500.1	AL6G27540
OG0000412	XP_006284008.1	AL7G46360
OG0000412	XP_006300523.1	AL2G23890
OG0000412	XP_006298020.1	AL3G30980
OG0000413	XP_006298652.1	AL3G25620
OG0000413	XP_006306130.1	AL1G63260
OG0000414	XP_023643359.1	AL2G13380
OG0000414	XP_006298325.1	AL3G44750
OG0000414	XP_023641700.1	AL3G36330
OG0000414	XP_006286225.1	AL7G40540
OG0000419	XP_023640289.1	nbis-gene-1108, nbis-gene-1107
OG0000420	XP_006296273.1	AL4G41100
OG0000420	XP_006289424.1	AL6G39500
OG0000421	XP_006280097.1	AL8G27110
OG0000421	XP_006287183.1, XP_006280103.1, XP_006280101.1	AL8G31590, AL8G31580
OG0000422	XP_023635019.1	AL5G35340, AL8G20100, AL4G20010
OG0000424	XP_006281244.2	AL8G30090
OG0000424	XP_006284751.1	AL7G25590
OG0000424	XP_006296635.1	AL3G34580
OG0000425	XP_006282487.2, XP_006285273.2, XP_006296466.2	AL8G22520
OG0000425	XP_006289943.2	nbis-gene-1479, AL3G52210, AL6G16720
OG0000425	XP_006285654.2, XP_006285992.2	AL7G44040, AL8G22510
OG0000426	XP_023645496.1	AL3G49550
OG0000426	XP_023638435.1	AL4G31270
OG0000426	XP_023641943.1	AL3G47620
OG0000428	XP_006299894.2	AL8G20780, AL4G19350, AL3G53690
