Orthogroup	Capsella_rubella	Arabidopsis_thaliana
OG0000238	XP_006301425.2, XP_006300911.1	AT1G70890.1
OG0000238	XP_006289231.1	AT5G28000.1
OG0000241	XP_006284545.1	AT4G21860.1
OG0000241	XP_006279099.1, XP_023635292.1, XP_006279100.1, XP_006285919.1, XP_006279101.1	AT4G21850.1
OG0000241	XP_006289300.1	AT4G04840.1
OG0000241	XP_006289916.1	AT4G04800.1
OG0000241	XP_006289616.1	AT4G04810.1
OG0000241	XP_006289215.1	AT4G04830.1
OG0000242	XP_006279117.1, XP_006286819.1, XP_006286567.1	AT5G26630.1
OG0000243	XP_006303366.2	AT1G29450.1
OG0000243	XP_006304293.1	AT1G29460.2
OG0000243	XP_006305771.1	AT1G29500.1
OG0000243	XP_023632576.1, XP_006305710.2, XP_006304552.1	AT1G29440.1, AT1G29430.1, AT5G27780.1
OG0000244	XP_006286805.1	AT4G05230.1
OG0000244	XP_023636139.1, XP_006286807.1	AT4G03370.1, AT4G03360.1, AT4G02950.1, AT4G03350.1, AT4G02970.1
OG0000246	XP_023639020.1	AT3G53160.1
OG0000246	XP_006294087.1, XP_006294083.1	AT2G36790.1, AT2G36800.1
OG0000246	XP_006296366.1	AT2G36750.1
OG0000246	XP_006294067.1	AT2G36780.1
OG0000246	XP_006293528.1	AT2G36770.1
OG0000247	XP_006285568.2	AT5G38500.1
OG0000247	XP_006279047.1	AT3G49610.1
OG0000247	XP_006300085.1	AT5G24050.1, AT3G24850.1
OG0000248	XP_006301741.2	AT1G70120.1
OG0000248	XP_006284516.1	AT5G39330.1
OG0000248	XP_023644302.1	AT1G70020.1
OG0000248	XP_006285772.2	AT3G60700.1
OG0000250	XP_006287868.2	AT5G20620.1
OG0000250	XP_006289516.1	AT4G05320.2
OG0000250	XP_006299908.2	AT4G02890.3
OG0000250	XP_006288303.1, XP_006288300.1	AT5G37640.1, AT5G03240.1, AT1G65350.1
OG0000251	XP_006290957.1, XP_006290955.1	AT3G26300.1, AT3G26310.1
OG0000251	XP_006290953.1	AT3G26330.1
OG0000251	XP_023638661.1	AT3G26320.1
OG0000251	XP_006290954.1, XP_006292275.1	AT2G02580.1
OG0000251	XP_006282010.1	AT5G57260.1
OG0000251	XP_006290948.1	AT3G26290.2
OG0000252	XP_006299068.1	AT5G37170.1
OG0000252	XP_006301004.1	AT1G63140.4
OG0000252	XP_006302386.1	AT1G77520.1
OG0000252	XP_006301754.1	AT1G77530.1
OG0000253	XP_006290203.1	AT5G02490.1
OG0000253	XP_006297173.1	AT3G12580.1
OG0000253	XP_006297174.1	AT3G09440.1
OG0000253	XP_006287234.1	AT5G02500.1
OG0000254	XP_006284821.1	AT4G15680.1
OG0000254	XP_006284819.1	AT4G15670.1
OG0000254	XP_006284817.1, XP_006286199.1	AT4G15700.1
OG0000255	XP_023634310.1	AT1G42190.1
OG0000256	XP_006301530.1	AT3G17480.1, AT1G62270.1
OG0000256	XP_006299501.1	AT3G22730.1
OG0000256	XP_023641895.1	AT2G04920.1
OG0000257	XP_006301262.1	AT1G75830.1
OG0000259	XP_023643302.1	AT1G57690.1
OG0000260	XP_023635375.1	AT4G32170.1
OG0000260	XP_006283573.1	AT4G39510.1
OG0000260	XP_006285226.1, XP_006279822.1, XP_006282055.1, XP_006287519.1, XP_006280314.1, XP_023633561.1	AT5G02900.1
OG0000260	XP_006306153.1	AT1G47620.1
OG0000262	XP_006301668.1, XP_023637514.1	AT1G62170.2
OG0000262	XP_006299358.1	AT2G14540.1
OG0000263	XP_023633691.1	AT5G18880.1
OG0000265	XP_023634027.1, XP_023644471.1, XP_023638862.1, XP_023643543.1, XP_023636086.1, XP_023638866.1	AT5G15690.1, AT4G04775.1
OG0000266	XP_023644793.1, XP_023633225.1, XP_006281791.2	AT1G51370.1
OG0000269	XP_006281238.1	AT5G59720.1
OG0000269	XP_006291980.1	AT3G46230.1
OG0000269	XP_023642855.1	AT1G59860.1
OG0000269	XP_006295138.1	AT2G29500.1
OG0000270	XP_023641165.1	AT3G17370.1
OG0000270	XP_023644130.1	AT1G63320.1
OG0000275	XP_023633707.1	AT4G39760.1
OG0000275	XP_006285590.2, XP_023639572.1	AT4G39753.1
OG0000275	XP_023635808.1	AT5G28180.1, AT5G28160.1
OG0000275	XP_023635206.1	AT4G39756.1
OG0000278	XP_006285871.1	AT5G37400.2
OG0000278	XP_023634323.1	AT5G37650.1
OG0000278	XP_006282573.1	AT5G37470.2
OG0000278	XP_006286231.1	AT5G37460.1
OG0000278	XP_006285685.1	AT5G37920.1, AT5G37430.1
OG0000278	XP_006283651.2	AT4G16530.1
OG0000278	XP_006282490.1	AT5G37420.1
OG0000279	XP_006294221.1	AT2G26030.4
OG0000282	XP_006285218.1, XP_006286276.1	AT4G22170.1
OG0000284	XP_023635719.1	AT5G19270.1
OG0000284	XP_006285151.2	AT4G03566.1
OG0000285	XP_023634855.1	AT4G21380.1
OG0000285	XP_006286160.1	AT4G27290.2
OG0000285	XP_023643783.1	AT1G65800.1, AT1G65790.1
OG0000286	XP_023642772.1	AT3G10750.1
OG0000286	XP_023633084.1	AT1G05080.1
OG0000289	XP_006297139.1, XP_006279144.2, XP_023642640.1	AT3G25010.2, AT3G25020.1, AT3G24982.1, AT3G24900.2
OG0000290	XP_023636837.1	AT1G49920.1
OG0000290	XP_006300968.1	AT1G64260.1
OG0000291	XP_023641055.1	AT2G05510.1
OG0000291	XP_023642219.1	AT2G05440.2
OG0000291	XP_006298886.1, XP_006298873.2	AT2G05380.3
OG0000291	XP_006298874.2	AT2G05530.1, AT2G05520.1
OG0000292	XP_023637503.1	AT5G42965.1, AT5G38920.1, AT4G29090.1, AT2G34320.1
OG0000294	XP_023637593.1	AT5G15660.1
OG0000295	XP_023644982.1	AT1G05005.1
OG0000295	XP_023641263.1	AT3G11380.1
OG0000296	XP_006280067.1	AT5G59090.1
OG0000296	XP_006280069.1	AT5G59120.1
OG0000296	XP_023640928.1	AT5G58840.1
OG0000296	XP_023642636.1	AT5G58820.1
OG0000296	XP_023640932.1	AT5G58830.1
OG0000298	XP_006307387.1	AT1G33600.1
OG0000298	XP_006304949.1	AT1G33612.1
OG0000298	XP_006307391.1	AT1G33610.1
OG0000298	XP_006300098.1	AT2G26380.1
OG0000300	XP_006304938.1	AT1G32420.1
OG0000301	XP_006296449.1, XP_006292850.2	AT2G44630.1
OG0000301	XP_023637513.1	AT4G02310.1
OG0000304	XP_006281060.1	AT5G48510.1
OG0000304	XP_023642516.1	AT2G05330.1
OG0000304	XP_006294980.1	AT2G40450.1
OG0000305	XP_023632628.1	AT1G17150.1
OG0000305	XP_006295765.1, XP_006301907.1	AT4G13760.1, AT2G40310.1
OG0000306	XP_006283372.1	AT5G38690.1
OG0000307	XP_006300047.2	AT2G04115.1
OG0000307	XP_006303691.1	AT1G51240.1, AT1G51250.1
OG0000307	XP_006305982.2	AT1G51230.1
OG0000307	XP_006284973.1, XP_006301076.1	AT1G09245.1
OG0000308	XP_006282074.1, XP_006282173.1	AT5G43360.1
OG0000308	XP_006281683.1	AT5G43370.1, AT5G43350.1
OG0000309	XP_006307728.2, XP_006280459.1	AT1G07940.1, AT1G07930.1, AT5G60390.1, AT1G07920.1
OG0000311	XP_023633383.1	AT2G01021.1
OG0000313	XP_006301636.2	AT4G20095.3
OG0000313	XP_023634578.1	AT4G29550.1
OG0000313	XP_023633408.1	AT2G20620.1
OG0000315	XP_023643290.1	AT1G34047.2
OG0000315	XP_006292413.2, XP_006292967.1, XP_006292295.1, XP_006290418.1, XP_023639208.1	AT5G33355.1, AT3G59930.1
OG0000316	XP_006299550.1	AT3G14690.2
OG0000316	XP_006297414.1	AT3G14650.1, AT3G14660.1
OG0000316	XP_006299313.1	AT3G14680.1, AT3G14640.2
OG0000318	XP_006301027.2, XP_006300756.1	AT1G69730.1
OG0000321	XP_006279139.1, XP_006307493.1	AT1G04820.1, AT1G50010.1
OG0000321	XP_006286795.1	AT5G19770.1, AT5G19780.1
OG0000321	XP_006301274.1	AT1G64740.1
OG0000323	XP_023635159.1, XP_006282439.1	AT5G40100.1
OG0000325	XP_006304190.1	AT1G04750.1
OG0000325	XP_006294968.1	AT2G33120.2
OG0000325	XP_006306317.1	AT1G04760.1
OG0000326	XP_006285867.1	AT5G38670.1
OG0000326	XP_023635329.1	AT5G38680.1
OG0000326	XP_006281431.1	AT5G51250.1
OG0000328	XP_023641339.1	AT3G20980.1
OG0000328	XP_023642461.1	AT3G21000.1
OG0000329	XP_006285598.2	AT5G38960.1
OG0000329	XP_006285306.1, XP_006284934.2	AT5G38930.1, AT5G38940.2
OG0000329	XP_006285960.2	AT5G38910.1
OG0000330	XP_006294415.1, XP_006294246.2	AT1G72900.1
OG0000330	XP_006302398.1	AT1G72930.1, AT1G72910.1
OG0000330	XP_006294435.1, XP_006296416.1, XP_006296260.2, XP_006294473.1, XP_023643022.1	AT1G72950.1
OG0000330	XP_006300480.1	AT1G72890.2
OG0000330	XP_006305103.1	AT1G17615.1
OG0000331	XP_006287904.1	AT4G01850.1
OG0000331	XP_006305011.1	AT1G02500.1
OG0000331	XP_006297742.2	AT3G17390.1
OG0000331	XP_006294372.1	AT2G36880.1
OG0000332	XP_023643047.1	AT1G61500.3
OG0000332	XP_023644075.1	AT1G61430.1, AT1G61400.2, AT1G61440.2
OG0000332	XP_006300306.1	AT1G61480.1, AT1G61490.1
OG0000332	XP_023642947.1	AT1G61550.1
OG0000335	XP_023638843.1	AT3G60040.3
OG0000335	XP_006291184.2	AT1G06630.1
OG0000336	XP_006302924.1, XP_006302921.1	AT1G57660.1, AT1G57860.1
OG0000336	XP_006304268.1, XP_006304242.2	AT1G09690.1, AT1G09590.1
OG0000339	XP_006294061.1, XP_006295640.1, XP_006294064.1	AT1G11610.2, AT2G30750.1
OG0000339	XP_006294021.2	AT2G30770.1
OG0000339	XP_006289208.1	AT5G24950.1, AT5G24960.1
OG0000339	XP_006286226.1	AT4G20235.1
OG0000339	XP_006285657.1	AT4G13310.1, AT4G13290.1
OG0000341	XP_006281771.1	AT5G51470.1
OG0000341	XP_006304613.1, XP_006307122.1	AT1G48660.2
OG0000341	XP_006304877.1	AT1G48670.1
OG0000342	XP_023639564.1	AT2G24510.1
OG0000342	XP_006297727.2	AT3G17570.1
OG0000342	XP_006297867.2	AT3G17530.1
OG0000345	XP_006289613.1	AT5G09500.1
OG0000345	XP_006281260.2	AT5G43640.1
OG0000345	XP_006289891.1	AT5G09490.1
OG0000345	XP_006303184.2, XP_006288844.1	AT1G04270.1
OG0000346	XP_006292361.1, XP_006292171.1	AT3G53280.1
OG0000346	XP_023638827.1	AT3G53290.1
OG0000346	XP_006292223.1	AT3G53300.1
OG0000347	XP_023639059.1	AT3G61430.1
OG0000347	XP_006284249.1	AT4G23400.1
OG0000347	XP_006304071.1	AT1G01620.1
OG0000347	XP_006288376.1	AT4G00430.1
OG0000348	XP_023639193.1	AT3G28330.1
OG0000348	XP_023638073.1	AT3G28223.1
OG0000349	XP_023633454.1	AT5G59680.1
OG0000349	XP_023638620.1	AT5G59650.2
OG0000350	XP_006299133.1, XP_006298980.1	AT3G21920.2, AT3G21930.1
OG0000350	XP_006299285.1	AT3G21910.1
OG0000350	XP_006299855.1	AT3G21900.2
OG0000351	XP_006299246.2	AT2G15660.1
OG0000355	XP_006282294.1	AT5G60440.1
OG0000356	XP_023639411.1, XP_023639413.1	AT2G24680.6
OG0000356	XP_023640295.1	AT2G24696.1
OG0000356	XP_023639406.1	AT2G24650.1
OG0000357	XP_006305913.1, XP_006305533.1, XP_006304391.1	AT1G29930.1, AT1G29920.1, AT1G29910.1
OG0000357	XP_006295385.1	AT2G34420.1
OG0000357	XP_006293384.1	AT2G34430.1
OG0000358	XP_023633697.1	AT1G51490.1
OG0000358	XP_006303728.1, XP_023643844.1	AT1G51470.1, AT1G47600.1
OG0000359	XP_023635692.1	AT5G54145.1
OG0000359	XP_006284880.1	AT4G27652.1
OG0000363	XP_006292669.1	AT3G44970.1
OG0000363	XP_023645495.1	AT1G55940.2
OG0000364	XP_006296274.2, XP_006296154.2, XP_006296300.1	AT2G40560.1, AT2G40500.1
OG0000365	XP_006307227.1	AT1G26390.1
OG0000365	XP_006285161.1, XP_006285030.1	AT4G20800.1
OG0000365	XP_023632699.1	AT1G26380.1
OG0000365	XP_006307169.1	AT1G26410.1
OG0000365	XP_023632865.1	AT1G26400.1
OG0000365	XP_006303963.1	AT1G26420.1
OG0000367	XP_006301692.1	AT1G70030.1
OG0000367	XP_006282948.2	AT5G35610.1
OG0000367	XP_023644866.1	AT1G27250.1
OG0000367	XP_006304870.1	AT1G27220.1
OG0000368	XP_006291127.1	AT3G46700.1
OG0000368	XP_023638349.1, XP_023638317.1	AT3G46650.1
OG0000368	XP_006292340.1	AT3G46690.1
OG0000369	XP_006281901.1	AT5G49490.1, AT5G49420.1, AT5G38620.1
OG0000370	XP_006299592.1	AT3G23950.1, AT3G23970.1
OG0000371	XP_023635543.1	AT5G36080.1
OG0000371	XP_023633698.1	AT1G35820.1, AT3G42870.1, AT3G30520.1, AT1G43720.1, AT3G32904.1
OG0000376	XP_006302482.1	AT1G60750.1
OG0000376	XP_023642864.1	AT1G60680.1
OG0000376	XP_023642863.1	AT1G60690.1
OG0000376	XP_006302496.1	AT1G60710.1
OG0000377	XP_006283585.1	AT4G37370.1
OG0000377	XP_023643598.1, XP_006302152.1	AT1G66540.1
OG0000377	XP_006283582.1	AT4G37360.1, AT4G37340.1
OG0000377	XP_006283601.1	AT4G37320.1
OG0000379	XP_006292510.2	AT2G02040.1
OG0000379	XP_006292488.1	AT3G54140.1
OG0000379	XP_023637894.1	AT2G02020.1
OG0000379	XP_023643441.1	AT1G62200.3
OG0000380	XP_006282038.1	AT1G35850.1, AT5G59280.1
OG0000380	XP_006282003.1, XP_006282276.1	AT5G60180.1, AT5G60110.1
OG0000381	XP_006300414.1	AT1G78635.1, AT1G78640.1
OG0000381	XP_006295834.2	AT2G33720.1
OG0000382	XP_006287213.1	AT4G02420.1
OG0000382	XP_006295761.1	AT2G37710.1
OG0000383	XP_023633034.1	AT1G23720.2
OG0000383	XP_023633577.1, XP_023633611.1, XP_023638622.1	AT3G28550.1, AT3G54590.3, AT3G54580.1
OG0000384	XP_006281981.1	AT5G46940.1
OG0000384	XP_006281658.1	AT5G46970.1
OG0000384	XP_006281516.1	AT5G46930.1
OG0000384	XP_006281442.1	AT5G46960.1, AT5G46950.1
OG0000386	XP_006305400.1	AT1G33950.1
OG0000386	XP_023645984.1	AT1G33960.2
OG0000388	XP_006299181.1	AT3G17550.1
OG0000388	XP_023645413.1	AT1G20320.1
OG0000389	XP_023633423.1	AT5G56700.2
OG0000389	XP_006294348.1, XP_006294343.1	AT2G26860.1
OG0000390	XP_006307682.2	AT1G22340.1
OG0000390	XP_006304665.1	AT1G22380.1
OG0000390	XP_006303659.1, XP_023644768.1	AT1G22370.2
OG0000390	XP_006307366.1	AT1G22360.1
OG0000390	XP_006304493.1	AT1G22400.1
OG0000391	XP_006301868.2	AT1G73290.1
OG0000391	XP_023642299.1, XP_023641412.1	AT3G10450.1
OG0000392	XP_006305429.2	AT1G17020.1
OG0000392	XP_006305827.1	AT1G17010.1
OG0000392	XP_006302461.1, XP_006284329.1	AT4G25300.1, AT4G25310.1
OG0000393	XP_006285342.2, XP_006282503.1	AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1
OG0000394	XP_006305900.1	AT1G28030.1
OG0000395	XP_023645571.1	AT1G14080.1
OG0000395	XP_006300202.1	AT2G15350.1, AT2G15370.1
OG0000395	XP_006297317.1	AT2G15390.2
OG0000397	XP_006299879.1	AT3G17710.1
OG0000397	XP_006299361.1	AT2G17310.1
OG0000398	XP_023634275.1	AT3G30430.1, AT2G35280.1, AT1G36030.1
OG0000399	XP_006288715.1	AT4G02080.1
OG0000399	XP_006292743.1	AT3G62560.1
OG0000399	XP_006301123.2	AT1G56330.1
OG0000402	XP_006281815.1	AT5G66900.2
OG0000402	XP_023644261.1	AT5G66890.1
OG0000403	XP_006290210.1, XP_006289326.2	AT4G03470.1
OG0000403	XP_023637061.1	AT4G05040.1
OG0000404	XP_023641265.1	AT1G23935.1
OG0000404	XP_023638892.1	AT3G44780.1
OG0000405	XP_006299882.1	AT3G14490.1
OG0000405	XP_006300014.1	AT3G14540.1, AT3G14520.1
OG0000405	XP_006304904.2	AT1G31950.3
OG0000406	XP_006303419.1, XP_006281312.1, XP_006292046.1	AT1G07770.1, AT5G59850.1
OG0000406	XP_006295517.1	AT2G39590.1
OG0000407	XP_006303834.1	AT1G03300.1
OG0000407	XP_006304409.1	AT1G26540.1
OG0000407	XP_023640112.1	AT2G47230.2
OG0000409	XP_023640959.1	AT2G27360.1
OG0000409	XP_023645696.1	AT1G31550.2
OG0000409	XP_023646002.1, XP_023632684.1, XP_023637173.1, XP_023644905.1	AT1G28600.1
OG0000409	XP_023644902.1, XP_023644904.1	AT1G28580.1
OG0000410	XP_023634720.1	AT4G22485.1
OG0000410	XP_006289908.1, XP_006286641.1	AT4G12545.1, AT4G12550.1
OG0000411	XP_006295889.1	AT3G42940.1
OG0000411	XP_006296440.1	AT2G24480.1, AT5G43200.1, AT3G28620.1, AT2G24460.1
OG0000412	XP_023636500.1	AT5G16570.1
OG0000412	XP_006284008.1	AT5G37600.1
OG0000412	XP_006300523.1	AT1G66200.3
OG0000412	XP_006298020.1	AT3G17820.1
OG0000413	XP_006298652.1	AT3G13662.1
OG0000413	XP_006306130.1	AT1G55210.1
OG0000413	XP_023641278.1	AT5G49040.1
OG0000414	XP_023643359.1	AT1G62500.1
OG0000414	XP_006298325.1	AT2G10940.1
OG0000414	XP_006286225.1	AT4G15160.1
OG0000415	XP_023639308.1, XP_023634711.1	AT2G19365.1
OG0000419	XP_023640570.1	AT2G35250.1
OG0000419	XP_023640366.1	AT2G38255.1
OG0000420	XP_006296273.1	AT2G42550.1
OG0000420	XP_006289424.1	AT5G27510.1
OG0000420	XP_023637706.1	AT5G12090.1
OG0000421	XP_006280097.1	AT5G52640.1
OG0000421	XP_006287183.1, XP_006280103.1, XP_006280101.1	AT5G56010.1, AT5G56000.1
OG0000422	XP_023635019.1	AT5G25600.1, AT2G31590.1, AT4G04730.1, AT1G43680.1, AT5G36228.1
OG0000423	XP_023644240.1, XP_023638054.1	AT3G30200.1, AT1G40087.1
OG0000424	XP_006281244.2	AT5G54640.1
OG0000424	XP_006284751.1	AT4G27230.1
OG0000424	XP_006296635.1	AT3G20670.1
OG0000425	XP_006282487.2, XP_006285273.2, XP_006296466.2	AT5G35190.2
OG0000425	XP_006289943.2	AT5G06630.1, AT2G24980.3, AT4G08400.1, AT4G08410.1
OG0000426	XP_023645496.1	AT1G55947.1
OG0000426	XP_006297631.1, XP_023641943.1	AT2G16810.1
OG0000428	XP_006306907.1	AT1G31150.1
OG0000429	XP_023638962.1	AT3G58440.1
OG0000429	XP_023643802.1	AT3G58410.1
OG0000429	XP_023639062.1	AT3G58340.1
OG0000430	XP_023633999.1	AT4G21980.2
OG0000430	XP_006288911.1	AT4G04620.1
OG0000430	XP_006300332.1	AT1G62040.1
OG0000431	XP_006301332.2	AT1G60130.1, AT1G60110.2, AT1G60095.1
OG0000431	XP_006306247.1	AT5G49860.1, AT1G52110.1, AT5G49850.1, AT5G49870.1
OG0000431	XP_006301035.1	AT1G57570.1
OG0000432	XP_006304837.1, XP_006304764.1	AT1G48820.1, AT1G48800.1
OG0000432	XP_006285692.2	AT4G20230.2
OG0000433	XP_006286272.1, XP_006282347.1	AT4G27170.1, AT4G27140.1
OG0000433	XP_006284992.1, XP_006285601.1	AT4G27150.1, AT4G27160.1
OG0000434	XP_006285494.1	AT5G38440.1
OG0000434	XP_006295549.1	AT2G23148.1
OG0000436	XP_006292028.1	AT3G46000.2
OG0000436	XP_006281290.1	AT5G59880.1
OG0000436	XP_006281292.1	AT5G59890.1
OG0000436	XP_006292022.1	AT3G46010.2
OG0000437	XP_006285100.1	AT5G56710.1, AT4G26230.1
OG0000437	XP_006298740.2	AT2G19740.1
OG0000438	XP_006292323.1	AT3G44090.1, AT3G44080.1
OG0000438	XP_006293249.2, XP_023639227.1	AT3G44060.1
OG0000438	XP_023638895.1, XP_006292168.1	AT3G44810.1
OG0000438	XP_023641933.1	AT3G44180.1
OG0000439	XP_006302149.1	AT1G71880.1
OG0000439	XP_006301807.1	AT1G71890.1
OG0000439	XP_006285493.1, XP_006286640.1	AT5G06170.1, AT1G66570.1, AT2G14670.1, AT5G43610.1
OG0000442	XP_023639792.1	AT5G61310.1
OG0000442	XP_006292157.1	AT2G47380.1
OG0000443	XP_006296156.2	AT2G25520.1
OG0000443	XP_006289984.1	AT5G11230.1
OG0000443	XP_006289091.1	AT5G25400.1
OG0000444	XP_006294594.1	AT2G31390.1
OG0000444	XP_006292538.1	AT3G59480.1
OG0000444	XP_006304792.1	AT1G06030.1
OG0000445	XP_006288822.1	AT5G23740.1
OG0000445	XP_006291971.1	AT3G48930.1
OG0000446	XP_023636253.1	AT5G22730.1
OG0000446	XP_023637323.1	AT5G22590.1
OG0000446	XP_006280435.1	AT5G44490.1
OG0000447	XP_006295174.1, XP_006298737.1	AT3G11510.1
OG0000447	XP_006292003.1	AT2G36160.1
OG0000448	XP_023638075.1	AT3G28390.1
OG0000448	XP_023638714.1	AT3G28380.1
OG0000448	XP_006292607.1, XP_006292374.1	AT3G28415.2
OG0000448	XP_006290512.1	AT3G28345.1
OG0000449	XP_023639082.1	AT3G58950.1
OG0000449	XP_006290714.1	AT3G58940.1
OG0000449	XP_006293285.1	AT3G58930.1
OG0000449	XP_006297834.2	AT3G03040.1
OG0000449	XP_006297586.1	AT3G03030.1
OG0000450	XP_023636141.1	AT1G15890.1
OG0000450	XP_023644762.1	AT1G51480.1, AT5G43740.1, AT5G43730.1
OG0000451	XP_023634050.1	AT4G22100.1
OG0000451	XP_023644131.1	AT1G60090.1, AT1G60270.1, AT1G60260.1
OG0000451	XP_023645318.1	AT1G45191.1
OG0000452	XP_023643222.1, XP_023643220.1	AT1G63205.1
OG0000452	XP_023643863.1, XP_023643224.1	AT1G63200.1
OG0000452	XP_023644385.1, XP_023643227.1	AT1G63190.1
OG0000452	XP_023643219.1	AT1G63206.2
OG0000457	XP_006295201.1	AT3G04400.1, AT1G04480.1, AT2G33370.1
OG0000458	XP_006303584.1	AT1G29090.1
OG0000458	XP_006306520.1, XP_006281547.1	AT1G29110.1
OG0000458	XP_006306115.1	AT1G29080.1
OG0000459	XP_023638654.1	AT3G46410.1, AT3G46355.1
OG0000460	XP_006300251.2	AT3G13520.1
OG0000460	XP_006279506.2	AT5G56540.1
OG0000460	XP_023635326.1	AT4G26320.1
OG0000460	XP_023645893.1	AT1G55330.1
OG0000462	XP_006282805.1	AT4G21030.1, AT4G21050.1
OG0000462	XP_006282900.1, XP_006293054.1	AT4G21080.1, AT4G21040.1
OG0000463	XP_006305314.1	AT1G35190.1
OG0000463	XP_023638425.1	AT3G46490.1
OG0000463	XP_023638980.1	AT3G46480.1
OG0000463	XP_023638406.1, XP_023638657.1	AT3G46500.5
OG0000464	XP_006305025.2	AT1G02220.1, AT3G04420.1
OG0000464	XP_006305341.1	AT3G04410.1
OG0000466	XP_006286383.2	AT4G03570.1
OG0000466	XP_023636135.1	AT4G03590.1
OG0000467	XP_006282377.2	AT5G60380.1
OG0000467	XP_006300365.1	AT5G25410.1
OG0000467	XP_023637253.1	AT5G25415.1
OG0000469	XP_006291911.1, XP_006281176.1, XP_006285819.1	AT2G42740.1
OG0000471	XP_006283096.1	AT4G13820.1
OG0000471	XP_023635542.1, XP_006285407.1, XP_023634251.1	AT4G13920.1
OG0000473	XP_006306997.1	AT1G02190.1
OG0000473	XP_023633292.1	AT1G02205.3
OG0000473	XP_023640613.1	AT2G37700.3
OG0000474	XP_006306324.1	AT1G04300.3
OG0000474	XP_023633873.1	AT4G16045.1
OG0000474	XP_006282137.1	AT5G52330.1
OG0000475	XP_006297863.1, XP_023634441.1	AT1G44810.1, AT4G00250.1, AT4G00238.1
OG0000475	XP_023641969.1, XP_023634348.1	AT4G00610.1
OG0000475	XP_006302389.1	AT4G00390.1, AT1G61730.1
OG0000476	XP_006290011.1, XP_006290077.2	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27580.1, AT5G27944.1, AT5G26950.1, AT5G27070.1
OG0000477	XP_006281265.1	AT5G62540.1
OG0000477	XP_006291992.1	AT2G02760.1
OG0000477	XP_006303395.1	AT1G14400.1
OG0000480	XP_006301968.1	AT1G61070.1
OG0000480	XP_006292136.1	AT2G02100.1
OG0000481	XP_006302194.1	AT1G58360.1
OG0000481	XP_006306441.1	AT1G10010.2
OG0000482	XP_006302783.2, XP_006302799.1	AT1G72290.1
OG0000483	XP_006287450.1	AT5G26000.1
OG0000484	XP_006281550.1	AT5G48070.1
OG0000484	XP_006284286.1	AT4G30290.1
OG0000484	XP_006285734.1, XP_006284215.2	AT4G30280.1
OG0000485	XP_006285535.1	AT4G23380.1
OG0000485	XP_006283872.2	AT4G23373.1, AT4G23370.1
OG0000485	XP_006299949.1	AT2G20170.1
OG0000485	XP_006285836.1	AT4G23390.1
OG0000486	XP_006303535.1	AT1G18760.1
OG0000491	XP_006290974.1	AT3G48290.2
OG0000491	XP_023638796.1	AT3G48310.1, AT3G48320.1
OG0000491	XP_006292831.2	AT3G48300.2
OG0000491	XP_006292666.1	AT3G48280.1
OG0000491	XP_006293015.1	AT3G48270.1
OG0000492	XP_006292723.1	AT3G54700.1
OG0000492	XP_023639637.1	AT2G32830.1
OG0000492	XP_023640971.1	AT2G38940.1
OG0000493	XP_023633447.1	AT5G65330.1, AT4G11250.1
OG0000493	XP_006282518.2, XP_006282935.2, XP_006299208.2, XP_023635052.1, XP_006285278.2	AT5G40070.1, AT5G41200.1, AT5G40220.1, AT5G40120.1, AT5G39810.1, AT5G39750.1, AT5G37415.1, AT5G38740.1
OG0000494	XP_006304561.1	AT1G23037.1
OG0000494	XP_023638943.1	AT3G52510.1
OG0000495	XP_023638908.1, XP_023639160.1	AT3G46190.2
OG0000496	XP_023638299.1	AT3G47750.1
OG0000496	XP_006290566.1	AT3G47780.1
OG0000497	XP_006302320.1	AT1G72730.1
OG0000497	XP_006307670.1	AT3G13920.5
OG0000497	XP_006300238.1, XP_006279086.1	AT1G54270.1
OG0000498	XP_023641213.1	AT3G11385.1
OG0000498	XP_023634896.1	AT3G13760.1
OG0000498	XP_023635709.1	AT5G17960.1
OG0000498	XP_006299720.2, XP_023641948.1	AT2G17590.1
OG0000498	XP_006300189.2	AT2G17600.1
OG0000499	XP_006299969.1	AT3G20360.1
OG0000500	XP_006302885.1	AT5G38430.1, AT5G38420.1, AT5G38410.3
OG0000501	XP_023644931.1	AT1G32940.1
OG0000501	XP_023644929.1	AT1G32960.1
OG0000501	XP_023636909.1	AT4G10540.1
OG0000501	XP_023636853.1	AT4G10510.3
OG0000501	XP_023637440.1	AT4G10550.3
OG0000502	XP_006282225.1, XP_006285777.2	AT5G39280.1, AT5G39300.1, AT5G39270.1, AT5G39290.1
OG0000502	XP_006286196.2, XP_006282866.2	AT5G39260.1
OG0000502	XP_006284933.2	AT5G39310.1
OG0000506	XP_006298349.1	AT2G17360.1, AT5G07090.1
OG0000506	XP_006288484.1, XP_006280972.1	AT5G58420.1
OG0000508	XP_023644564.1	AT1G55070.1
OG0000508	XP_023644810.1	AT1G53815.1
OG0000508	XP_023644558.1	AT1G61060.1
OG0000508	XP_023644557.1	AT1G53550.1
OG0000509	XP_023634870.1	AT4G16545.1
OG0000509	XP_023634869.1, XP_023634868.1	AT4G16555.1
OG0000510	XP_006283966.1	AT5G40240.2
OG0000510	XP_006286126.1	AT5G40230.1
