Orthogroup	Capsella_rubella	Arabis_alpina
OG0000257	XP_006303076.1, XP_006303070.1, XP_006300924.1, XP_006303073.1, XP_006284865.1, XP_023643400.1, XP_006303074.1	Aa_G465980.h1.t1, Aa_G403750.h1.t1
OG0000258	XP_023632795.1	Aa_G560.h1.t1
OG0000259	XP_006304817.2, XP_006306329.2, XP_023644499.1, XP_006304918.2	Aa_G399280.h1.t1
OG0000260	XP_023635375.1	Aa_G113520.h1.t1, Aa_G65830.h1.t1
OG0000260	XP_006283573.1	Aa_G374910.h1.t1
OG0000262	XP_023643964.1	Aa_G384670.h1.t1
OG0000269	XP_006281238.1	Aa_G550740.h1.t1, Aa_G620130.h1.t1, Aa_G550750.h1.t1
OG0000269	XP_006291980.1	Aa_G318700.h1.t1, Aa_G318690.h1.t1
OG0000269	XP_023642855.1, XP_006303386.1	Aa_G651390.h1.t1
OG0000269	XP_006295138.1	Aa_G199710.h1.t1
OG0000270	XP_023641165.1	Aa_G262890.h1.t1
OG0000270	XP_006302017.1, XP_023642980.1, XP_006300875.1	Aa_G433430.h1.t1
OG0000270	XP_023644130.1, XP_006300878.1	Aa_G357180.h1.t1
OG0000277	XP_006284579.2	Aa_G137830.h2.t1, Aa_G696850.h2.t1, Aa_G238260.h3.t1
OG0000277	XP_023644770.1	Aa_G64840.h1.t1
OG0000283	XP_023633819.1	Aa_G298720.h1.t1, Aa_G484440.h1.t1, Aa_G654900.h1.t1
OG0000283	XP_023644223.1	Aa_G373470.h1.t1
OG0000284	XP_006299160.2, XP_023635719.1, XP_006285151.2, XP_006299988.1, XP_006300357.2, XP_006285328.2, XP_023644243.1, XP_023636116.1, XP_006288763.1	Aa_G13620.h1.t1
OG0000285	XP_023634855.1	Aa_G58940.h1.t1
OG0000285	XP_006286160.1	Aa_G438370.h1.t1
OG0000286	XP_023642772.1	Aa_G136990.h1.t1
OG0000286	XP_023633084.1	Aa_G344370.h1.t1
OG0000289	XP_006299447.2, XP_006297139.1, XP_006279144.2, XP_023642640.1	Aa_G518570.h1.t1
OG0000290	XP_023636837.1	Aa_G135610.h1.t1
OG0000290	XP_023644381.1, XP_023642945.1	Aa_G135630.h1.t1, Aa_G201960.h1.t1, Aa_G413420.h1.t1
OG0000290	XP_023633370.1, XP_023633580.1, XP_023634330.1, XP_023634335.1	Aa_G688850.h1.t1
OG0000291	XP_006298781.1	Aa_G681660.h1.t1
OG0000291	XP_006298886.1, XP_006298873.2, XP_006298874.2	Aa_G136630.h1.t1
OG0000292	XP_023637503.1	Aa_G209590.h1.t1
OG0000294	XP_006289140.2, XP_023637686.1	Aa_G421160.h1.t1, Aa_G421160.h2.t1
OG0000295	XP_023641263.1	Aa_G285200.h1.t1
OG0000296	XP_006280067.1, XP_006280069.1	Aa_G650690.h1.t1, Aa_G650690.h2.t1
OG0000296	XP_023640928.1, XP_023642636.1, XP_023640932.1	Aa_G848610.h1.t1
OG0000299	XP_023644207.1	Aa_G680670.h1.t1, Aa_G1020460.h1.t1, Aa_G800.h1.t1, Aa_G500.h1.t1
OG0000301	XP_023640002.1, XP_006296449.1, XP_006292850.2	Aa_G553550.h1.t1
OG0000304	XP_006295453.1, XP_006295599.1, XP_006295455.1	Aa_G222500.h1.t1
OG0000304	XP_006294980.1	Aa_G219570.h1.t1
OG0000306	XP_006283372.1	Aa_G109980.h1.t1, Aa_G682460.h2.t1, Aa_G682460.h1.t1
OG0000307	XP_006300047.2	Aa_G292060.h1.t1, Aa_G168750.h1.t1
OG0000307	XP_006303618.1, XP_006303691.1, XP_006305982.2	Aa_G415030.h1.t1
OG0000307	XP_006284973.1, XP_006301076.1	Aa_G592420.h1.t1
OG0000308	XP_006281683.1	Aa_G219510.h1.t1, Aa_G219520.h1.t1, Aa_G520320.h1.t1, Aa_G520310.h1.t1
OG0000309	XP_006307728.2, XP_006280459.1	Aa_G461520.h2.t1, Aa_G362130.h1.t1, Aa_G345330.h4.t1, Aa_G345330.h2.t1, Aa_G6660.h4.t1, Aa_G362130.h4.t1, Aa_G6660.h3.t1, Aa_G461520.h4.t1, Aa_G461520.h3.t1, Aa_G345330.h1.t1, Aa_G362130.h2.t1, Aa_G461520.h1.t1, Aa_G6660.h1.t1, Aa_G362130.h3.t1, Aa_G6660.h2.t1, Aa_G345330.h3.t1
OG0000311	XP_023633383.1	Aa_G288990.h1.t1
OG0000313	XP_006301636.2	Aa_G673450.h1.t1
OG0000313	XP_023637658.1, XP_023635806.1, XP_023634578.1	Aa_G195760.h1.t1
OG0000313	XP_023640666.1	Aa_G340400.h1.t1
OG0000315	XP_023643290.1	Aa_G132580.h1.t1
OG0000316	XP_006297414.1	Aa_G340170.h1.t1, Aa_G340150.h1.t1
OG0000316	XP_006299313.1	Aa_G140380.h1.t1
OG0000318	XP_006301027.2, XP_006300756.1	Aa_G293710.h1.t1, Aa_G265690.h1.t1
OG0000321	XP_006279139.1	Aa_G180990.h2.t1, Aa_G164530.h2.t1, Aa_G180990.h1.t1
OG0000321	XP_006307493.1	Aa_G164530.h1.t1
OG0000321	XP_006286795.1	Aa_G478070.h1.t1, Aa_G478070.h2.t1, Aa_G478060.h1.t1, Aa_G478060.h2.t1
OG0000322	XP_023637248.1, XP_006292952.1	Aa_G225020.h1.t1, Aa_G225040.h1.t1
OG0000322	XP_023636104.1, XP_006288761.1	Aa_G541100.h1.t1, Aa_G541110.h1.t1
OG0000325	XP_006304190.1	Aa_G477760.h1.t1
OG0000325	XP_006306317.1	Aa_G477770.h1.t1
OG0000326	XP_006285867.1, XP_023635329.1, XP_006281431.1	Aa_G665880.h1.t1, Aa_G442040.h1.t1
OG0000326	XP_006297907.1	Aa_G219050.h1.t1
OG0000330	XP_006294415.1, XP_006294246.2, XP_006302398.1	Aa_G10200.h1.t1, Aa_G579240.h1.t1
OG0000330	XP_006300480.1	Aa_G10210.h1.t1
OG0000330	XP_006305103.1	Aa_G278470.h1.t1
OG0000331	XP_006287904.1	Aa_G46660.h1.t1
OG0000331	XP_006305011.1	Aa_G6420.h1.t1
OG0000331	XP_006297742.2	Aa_G53610.h1.t1
OG0000331	XP_006294369.1	Aa_G593400.h1.t1
OG0000332	XP_023643047.1	Aa_G597960.h1.t1
OG0000332	XP_023644075.1, XP_006300306.1, XP_023643049.1, XP_023643050.1, XP_023642947.1	Aa_G589850.h1.t1
OG0000335	XP_023637070.1	Aa_G132690.h1.t1, Aa_G132680.h1.t1
OG0000336	XP_006304268.1, XP_006304242.2	Aa_G151440.h1.t1
OG0000339	XP_006294061.1, XP_006295640.1, XP_006294064.1, XP_006294021.2	Aa_G310980.h1.t1
OG0000341	XP_006281771.1	Aa_G33370.h1.t1
OG0000342	XP_006295871.2, XP_023639564.1	Aa_G71220.h1.t1
OG0000342	XP_006297867.2	Aa_G522720.h1.t1
OG0000344	XP_023633371.1	Aa_G535390.h1.t1
OG0000345	XP_006289891.1	Aa_G359930.h1.t1
OG0000345	XP_006303184.2	Aa_G341210.h1.t1
OG0000346	XP_006292361.1, XP_006292171.1	Aa_G14260.h1.t1
OG0000346	XP_023638827.1	Aa_G14220.h1.t1
OG0000347	XP_006294736.1	Aa_G17010.h1.t1
OG0000347	XP_006284249.1	Aa_G439790.h1.t1
OG0000347	XP_006304071.1	Aa_G291140.h1.t1
OG0000349	XP_023633454.1	Aa_G550840.h1.t1, Aa_G550830.h1.t1
OG0000349	XP_023639042.1	Aa_G550820.h1.t1
OG0000350	XP_006299022.1, XP_006299133.1, XP_006298980.1, XP_006299285.1, XP_006299855.1	Aa_G95490.h1.t1, Aa_G95470.h1.t1, Aa_G334830.h1.t1, Aa_G244000.h1.t1
OG0000351	XP_006299246.2	Aa_G5620.h1.t1
OG0000355	XP_006282294.1	Aa_G338300.h1.t1
OG0000356	XP_023639411.1, XP_023639413.1	Aa_G446760.h1.t1, Aa_G446780.h1.t1
OG0000356	XP_023640295.1, XP_023639414.1	Aa_G592710.h1.t1
OG0000356	XP_023639406.1	Aa_G559040.h1.t1, Aa_G446800.h1.t1
OG0000357	XP_006305913.1, XP_006305533.1, XP_006304391.1	Aa_G248920.h1.t1, Aa_G248930.h1.t1
OG0000357	XP_006293384.1	Aa_G12110.h1.t1, Aa_G336950.h1.t1
OG0000358	XP_023633697.1	Aa_G36960.h2.t1, Aa_G36960.h1.t1
OG0000358	XP_023634596.1, XP_023634983.1	Aa_G370080.h1.t1
OG0000358	XP_006303728.1, XP_023643844.1	Aa_G36970.h1.t1
OG0000359	XP_023635692.1	Aa_G88090.h1.t1
OG0000363	XP_006292669.1	Aa_G634170.h1.t1
OG0000363	XP_023645495.1	Aa_G108960.h1.t1
OG0000364	XP_006300905.2, XP_023634679.1	Aa_G705690.h1.t1
OG0000365	XP_006307227.1	Aa_G415750.h1.t1
OG0000365	XP_023632699.1, XP_006307169.1, XP_023632865.1, XP_006303963.1	Aa_G415770.h1.t1
OG0000368	XP_023639149.1, XP_023638349.1, XP_023638317.1	Aa_G656960.h1.t1, Aa_G656960.h2.t1, Aa_G770910.h1.t1
OG0000368	XP_006292340.1	Aa_G656970.h1.t1
OG0000369	XP_006281901.1	Aa_G255530.h1.t1, Aa_G126250.h1.t1, Aa_G126240.h1.t1, Aa_G178990.h1.t1
OG0000370	XP_006289254.1, XP_023636129.1	Aa_G514020.h1.t1
OG0000371	XP_023633698.1	Aa_G472730.h1.t1
OG0000376	XP_006302482.1	Aa_G296490.h1.t1
OG0000376	XP_023642863.1	Aa_G291280.h1.t1, Aa_G296480.h1.t1
OG0000376	XP_006302496.1	Aa_G296460.h1.t1, Aa_G291300.h1.t1
OG0000377	XP_006283585.1	Aa_G767760.h1.t1
OG0000377	XP_006283601.1	Aa_G728130.h1.t1
OG0000379	XP_006292510.2	Aa_G186470.h1.t1
OG0000379	XP_006292488.1	Aa_G348540.h1.t1
OG0000379	XP_023637894.1	Aa_G222610.h1.t1, Aa_G186480.h1.t1
OG0000380	XP_006282003.1, XP_006282276.1	Aa_G234720.h1.t1
OG0000381	XP_006300414.1	Aa_G467340.h1.t1
OG0000381	XP_006295834.2	Aa_G257320.h1.t1
OG0000382	XP_006287213.1	Aa_G99630.h1.t1, Aa_G99620.h1.t1
OG0000382	XP_006295761.1	Aa_G272430.h1.t1
OG0000383	XP_023633034.1	Aa_G349980.h1.t1
OG0000383	XP_023633577.1, XP_023633611.1, XP_023638622.1	Aa_G600780.h1.t1, Aa_G440370.h1.t1, Aa_G68850.h1.t1, Aa_G576610.h1.t1, Aa_G68870.h1.t1
OG0000385	XP_006283864.1	Aa_G74610.h1.t1, Aa_G662460.h1.t1
OG0000386	XP_006305849.2	Aa_G232520.h1.t1
OG0000386	XP_006305315.1	Aa_G232510.h1.t1
OG0000389	XP_023640607.1	Aa_G10880.h1.t1, Aa_G270670.h1.t1, Aa_G263370.h1.t1, Aa_G270660.h1.t1, Aa_G10900.h1.t1, Aa_G750280.h1.t1
OG0000389	XP_006294348.1, XP_006294343.1	Aa_G393090.h1.t1
OG0000390	XP_006307682.2	Aa_G292700.h1.t1
OG0000390	XP_006304665.1	Aa_G292720.h1.t1
OG0000390	XP_006303659.1, XP_023644768.1	Aa_G292710.h1.t1
OG0000391	XP_006301868.2	Aa_G37930.h1.t1
OG0000391	XP_023642299.1, XP_023641412.1	Aa_G586940.h1.t1, Aa_G586960.h1.t1, Aa_G302900.h1.t1, Aa_G586970.h1.t1
OG0000392	XP_006305429.2	Aa_G274920.h1.t1, Aa_G377760.h1.t1
OG0000392	XP_006302461.1, XP_006284329.1	Aa_G417850.h1.t1
OG0000394	XP_006304019.1	Aa_G173540.h1.t1
OG0000394	XP_006305900.1	Aa_G28170.h1.t1, Aa_G507890.h1.t1
OG0000395	XP_023645571.1	Aa_G458130.h1.t1
OG0000395	XP_006300202.1	Aa_G405220.h1.t1
OG0000399	XP_006305654.1, XP_006288715.1	Aa_G191340.h1.t1
OG0000399	XP_006301123.2	Aa_G123200.h1.t1
OG0000402	XP_006281815.1	Aa_G180800.h1.t1
OG0000402	XP_023644261.1	Aa_G180790.h1.t1, Aa_G180780.h1.t1, Aa_G180770.h1.t1
OG0000403	XP_023636138.1	Aa_G384340.h1.t1
OG0000404	XP_023633760.1, XP_023638892.1	Aa_G644570.h1.t1
OG0000405	XP_006299882.1	Aa_G317660.h1.t1
OG0000405	XP_006300014.1, XP_006304904.2	Aa_G317670.h1.t1
OG0000407	XP_006303834.1, XP_006304409.1, XP_023640112.1	Aa_G734680.h1.t1, Aa_G249900.h1.t1, Aa_G493010.h1.t1
OG0000409	XP_023640959.1	Aa_G204960.h1.t1
OG0000410	XP_023634720.1	Aa_G590640.h1.t1
OG0000410	XP_006290213.1, XP_006290090.1, XP_006289359.1, XP_006290087.1, XP_006289684.1, XP_006289723.1, XP_006289908.1, XP_006286641.1	Aa_G590600.h1.t1
OG0000412	XP_023636500.1	Aa_G158100.h1.t1
OG0000412	XP_006284008.1	Aa_G350120.h1.t1
OG0000412	XP_006300523.1	Aa_G201270.h1.t1
OG0000412	XP_006298020.1	Aa_G310220.h1.t1
OG0000413	XP_006298652.1	Aa_G668710.h1.t1, Aa_G546550.h1.t1, Aa_G546540.h1.t1, Aa_G546560.h1.t1, Aa_G535010.h1.t1
OG0000413	XP_006306130.1	Aa_G375510.h1.t1, Aa_G375500.h1.t1, Aa_G652550.h1.t1
OG0000414	XP_023643359.1	Aa_G162430.h1.t1
OG0000414	XP_006298325.1	Aa_G105570.h1.t1
OG0000414	XP_006286225.1	Aa_G482170.h1.t1
OG0000415	XP_023639308.1, XP_023634711.1	Aa_G372300.h1.t1, Aa_G438940.h1.t1
OG0000420	XP_023637706.1	Aa_G122230.h1.t1, Aa_G502240.h1.t1
OG0000421	XP_006280097.1	Aa_G586300.h1.t1
OG0000421	XP_006287183.1, XP_006280103.1, XP_006280101.1	Aa_G755840.h1.t1
OG0000423	XP_023638054.1	Aa_G293380.h1.t1
OG0000424	XP_006281244.2	Aa_G123390.h1.t1
OG0000424	XP_006284751.1	Aa_G129640.h1.t1
OG0000424	XP_006303412.1	Aa_G561930.h1.t1
OG0000424	XP_006296635.1	Aa_G133350.h1.t1
OG0000425	XP_006285654.2, XP_006285992.2	Aa_G797910.h1.t1
OG0000426	XP_023645496.1, XP_023638435.1, XP_006297631.1, XP_023641943.1	Aa_G495170.h1.t1
OG0000429	XP_006290300.2	Aa_G627590.h1.t1
OG0000429	XP_023643802.1	Aa_G433100.h1.t1
OG0000429	XP_023639062.1	Aa_G526170.h1.t1, Aa_G368510.h1.t1, Aa_G368520.h1.t1, Aa_G526240.h1.t1, Aa_G368560.h1.t1, Aa_G368570.h1.t1, Aa_G368530.h1.t1, Aa_G368550.h1.t1
OG0000430	XP_023633999.1	Aa_G117430.h1.t1
OG0000430	XP_006288911.1	Aa_G320710.h1.t1, Aa_G320710.h3.t1, Aa_G320710.h2.t1
OG0000430	XP_006300332.1	Aa_G548750.h1.t1
OG0000431	XP_006301332.2	Aa_G219770.h1.t1
OG0000432	XP_006304837.1, XP_006304764.1	Aa_G139210.h1.t1
OG0000432	XP_006286118.1	Aa_G59060.h1.t1
OG0000433	XP_006285843.1, XP_006286272.1, XP_006282347.1, XP_006284992.1, XP_006285601.1	Aa_G310750.h1.t1, Aa_G299420.h1.t1
OG0000436	XP_006292028.1	Aa_G318830.h1.t1
OG0000436	XP_006281290.1	Aa_G33850.h1.t1
OG0000436	XP_006281292.1	Aa_G33860.h1.t1
OG0000437	XP_023640362.1	Aa_G22060.h1.t1, Aa_G38530.h1.t1
OG0000437	XP_006298740.2	Aa_G726630.h1.t1
OG0000438	XP_006292827.2, XP_023639100.1, XP_006292323.1, XP_006293249.2, XP_023639227.1, XP_023639055.1, XP_006293264.2, XP_023638895.1, XP_006292168.1	Aa_G303170.h1.t1, Aa_G241010.h1.t1
OG0000438	XP_023641933.1	Aa_G296280.h1.t1
OG0000440	XP_006279058.2, XP_006282291.1, XP_006279059.2, XP_006281745.1, XP_006281865.1	Aa_G287210.h1.t1, Aa_G217240.h1.t1
OG0000442	XP_023639792.1	Aa_G448780.h1.t1, Aa_G167720.h1.t1
OG0000442	XP_023639393.1	Aa_G226140.h1.t1
OG0000443	XP_006296156.2	Aa_G494160.h1.t1
OG0000443	XP_006289984.1	Aa_G84570.h1.t1
OG0000443	XP_006289091.1	Aa_G70670.h1.t1
OG0000444	XP_006294594.1	Aa_G167480.h1.t1
OG0000444	XP_006292538.1	Aa_G340530.h1.t1, Aa_G686900.h1.t1
OG0000445	XP_006288822.1	Aa_G630820.h1.t1
OG0000445	XP_006284663.1, XP_006296532.1	Aa_G273400.h1.t1, Aa_G554010.h1.t1, Aa_G106840.h1.t1
OG0000446	XP_023636253.1	Aa_G173830.h1.t1
OG0000447	XP_006299325.2, XP_006295174.1, XP_006298737.1, XP_006292003.1	Aa_G307560.h1.t1, Aa_G313390.h2.t1, Aa_G313390.h1.t1
OG0000448	XP_023638714.1	Aa_G303240.h1.t1
OG0000448	XP_006290512.1	Aa_G303210.h1.t1
OG0000449	XP_006290714.1, XP_006293285.1	Aa_G449530.h1.t1, Aa_G175720.h1.t1, Aa_G175730.h1.t1, Aa_G175740.h1.t1
OG0000449	XP_006297834.2, XP_006297586.1	Aa_G517120.h1.t1, Aa_G111830.h1.t1, Aa_G111790.h1.t1, Aa_G46620.h1.t1, Aa_G111800.h1.t1, Aa_G111810.h1.t1
OG0000451	XP_023644131.1, XP_023645318.1	Aa_G204790.h1.t1, Aa_G316650.h1.t1, Aa_G12800.h1.t1, Aa_G15530.h1.t1, Aa_G15540.h4.t1, Aa_G15540.h1.t1, Aa_G15540.h2.t1, Aa_G15540.h3.t1, Aa_G15540.h5.t1, Aa_G441580.h1.t1, Aa_G146350.h1.t1, Aa_G206250.h1.t1, Aa_G176030.h1.t1, Aa_G897000.h1.t1, Aa_G1010670.h1.t1, Aa_G527160.h1.t1, Aa_G12780.h1.t1, Aa_G560430.h1.t1
OG0000452	XP_023643222.1, XP_023643220.1	Aa_G644850.h1.t1
OG0000452	XP_023643863.1, XP_023643224.1	Aa_G433350.h1.t1, Aa_G433360.h1.t1
OG0000452	XP_023644385.1, XP_023643227.1	Aa_G8570.h1.t1, Aa_G8580.h1.t1
OG0000457	XP_006298710.2	Aa_G38790.h2.t1
OG0000457	XP_006295201.1	Aa_G304940.h2.t1, Aa_G38790.h1.t1, Aa_G304940.h1.t1
OG0000458	XP_006303584.1	Aa_G366260.h1.t1
OG0000458	XP_006306520.1, XP_006281547.1, XP_006306115.1	Aa_G109570.h1.t1
OG0000459	XP_023638654.1	Aa_G495150.h1.t1
OG0000460	XP_006300251.2	Aa_G463610.h1.t1
OG0000460	XP_006279506.2	Aa_G232850.h1.t1
OG0000463	XP_006305314.1	Aa_G455060.h1.t1
OG0000464	XP_006305025.2	Aa_G211740.h1.t1, Aa_G105950.h1.t1, Aa_G105940.h1.t1, Aa_G105960.h1.t1
OG0000471	XP_023633959.1, XP_023635542.1, XP_006285407.1, XP_023634251.1	Aa_G754920.h1.t1, Aa_G654020.h1.t1, Aa_G653760.h1.t1
OG0000471	XP_023635356.1	Aa_G846850.h1.t1, Aa_G828190.h1.t1, Aa_G653780.h1.t1, Aa_G612110.h1.t1, Aa_G206650.h1.t1
OG0000473	XP_006306997.1, XP_023632753.1	Aa_G106340.h1.t1
OG0000473	XP_023633292.1	Aa_G106350.h1.t1
OG0000474	XP_006306324.1	Aa_G341240.h1.t1
OG0000474	XP_023633873.1	Aa_G360010.h1.t1, Aa_G314840.h1.t1
OG0000475	XP_006297863.1, XP_023634441.1	Aa_G402960.h1.t1
OG0000475	XP_023634348.1	Aa_G65110.h1.t1
OG0000475	XP_006302389.1	Aa_G400820.h1.t1, Aa_G150010.h1.t1, Aa_G320050.h1.t1, Aa_G366720.h1.t1, Aa_G48980.h1.t1
OG0000476	XP_006290011.1, XP_006290077.2	Aa_G309600.h1.t1
OG0000477	XP_006281265.1	Aa_G13650.h1.t1
OG0000477	XP_006291992.1	Aa_G146200.h1.t1
OG0000477	XP_006303395.1	Aa_G117750.h1.t1
OG0000478	XP_006302276.1	Aa_G186210.h1.t1, Aa_G208040.h1.t1
OG0000478	XP_006293681.2	Aa_G278050.h1.t1
OG0000478	XP_006300484.1	Aa_G710810.h1.t1
OG0000480	XP_006301968.1	Aa_G8600.h1.t1
OG0000481	XP_006302194.1	Aa_G202610.h1.t1
OG0000481	XP_006306441.1	Aa_G171300.h1.t1
OG0000482	XP_006302783.2	Aa_G899430.h1.t1
OG0000483	XP_006287450.1	Aa_G113000.h1.t1
OG0000484	XP_006281550.1	Aa_G156090.h1.t1
OG0000484	XP_006284286.1	Aa_G156120.h1.t1
OG0000484	XP_006285734.1, XP_006284215.2	Aa_G156110.h1.t1, Aa_G156100.h1.t1
OG0000491	XP_006290974.1, XP_023638796.1	Aa_G390160.h1.t1
OG0000491	XP_006292831.2	Aa_G390170.h1.t1
OG0000492	XP_006292723.1	Aa_G331300.h1.t1
OG0000492	XP_023640971.1	Aa_G216900.h1.t1
OG0000495	XP_023638908.1, XP_023639160.1	Aa_G887410.h1.t1
OG0000496	XP_006290566.1	Aa_G563850.h1.t1
OG0000497	XP_006302320.1	Aa_G187340.h1.t1
OG0000497	XP_006297793.1	Aa_G472320.h1.t1
OG0000497	XP_006300238.1, XP_006279086.1	Aa_G184620.h1.t1
OG0000499	XP_006299969.1	Aa_G242890.h1.t1
OG0000500	XP_006302885.1	Aa_G253980.h1.t1
OG0000501	XP_023636853.1	Aa_G129040.h1.t1
OG0000501	XP_023637440.1	Aa_G129060.h1.t1, Aa_G129050.h1.t1
OG0000502	XP_006284933.2	Aa_G245630.h1.t1
OG0000506	XP_006288484.1, XP_006280972.1	Aa_G93710.h1.t1, Aa_G244360.h1.t1, Aa_G471910.h1.t1
OG0000509	XP_023634870.1, XP_023634869.1, XP_023634868.1, XP_023634998.1	Aa_G49310.h1.t1, Aa_G96340.h1.t1
OG0000510	XP_006283966.1	Aa_G853130.h1.t1, Aa_G568790.h1.t1
OG0000510	XP_006286126.1	Aa_G119970.h1.t1, Aa_G119960.h1.t1
OG0000512	XP_023639201.1, XP_023634592.1, XP_023635605.1	Aa_G434200.h7.t1, Aa_G17950.h2.t1, Aa_G434200.h4.t1, Aa_G434200.h6.t1, Aa_G17950.h6.t1, Aa_G17950.h7.t1, Aa_G434200.h2.t1, Aa_G17950.h5.t1, Aa_G434200.h3.t1, Aa_G17950.h4.t1, Aa_G17950.h3.t1, Aa_G434200.h1.t1, Aa_G409200.h1.t1, Aa_G434200.h5.t1, Aa_G17950.h1.t1
OG0000513	XP_006303146.1	Aa_G446440.h1.t1
OG0000513	XP_006300703.1, XP_023634710.1	Aa_G446450.h1.t1
OG0000514	XP_023636009.1	Aa_G490620.h1.t1
OG0000519	XP_023633585.1	Aa_G113660.h1.t1
OG0000520	XP_023641021.1, XP_023633094.1	Aa_G328310.h1.t1, Aa_G328300.h1.t1
OG0000521	XP_006279830.1	Aa_G585320.h1.t1
OG0000521	XP_023638609.1	Aa_G476870.h1.t1
OG0000522	XP_006288904.1	Aa_G900860.h1.t1, Aa_G260600.h1.t1
OG0000522	XP_006298823.1	Aa_G756790.h1.t1
OG0000523	XP_006296424.2	Aa_G515150.h1.t1, Aa_G816950.h1.t1
OG0000527	XP_006301304.1, XP_006293092.1, XP_006303658.2, XP_023633217.1	Aa_G272210.h1.t1
OG0000529	XP_023640832.1	Aa_G796690.h1.t1
OG0000529	XP_006296483.1, XP_006295994.1	Aa_G119390.h1.t1
OG0000530	XP_006281328.1, XP_023644524.1, XP_006281300.1, XP_006281568.2, XP_006281315.1	Aa_G238120.h1.t1, Aa_G263750.h1.t1, Aa_G263770.h1.t1, Aa_G263760.h1.t1
OG0000531	XP_023636897.1, XP_006307315.1, XP_023637350.1, XP_006287584.1	Aa_G398030.h1.t1
OG0000533	XP_023638060.1	Aa_G75690.h1.t1
OG0000536	XP_023635045.1	Aa_G329040.h1.t1
OG0000537	XP_006299274.1	Aa_G734810.h1.t1
OG0000537	XP_006279754.1	Aa_G102310.h1.t1
OG0000537	XP_006299382.1	Aa_G734800.h1.t1
OG0000538	XP_006292955.1, XP_006280457.1	Aa_G171370.h1.t1
OG0000540	XP_006296353.1, XP_006295923.1	Aa_G694430.h1.t1
OG0000542	XP_006304044.1	Aa_G226620.h1.t1
OG0000542	XP_006302601.1	Aa_G89900.h1.t1
OG0000542	XP_006305436.1, XP_006302599.1	Aa_G510870.h1.t1
OG0000543	XP_006282208.1	Aa_G649550.h1.t1, Aa_G92600.h1.t1
OG0000547	XP_006294804.1	Aa_G284400.h1.t1, Aa_G162770.h1.t1
OG0000547	XP_006294823.1	Aa_G581380.h1.t1
OG0000547	XP_006294805.1	Aa_G284390.h1.t1
OG0000548	XP_023640695.1, XP_023640697.1	Aa_G499170.h1.t1
OG0000549	XP_006296071.1	Aa_G183750.h1.t1
OG0000552	XP_006292205.1	Aa_G627630.h1.t1, Aa_G98480.h1.t1
OG0000552	XP_023638651.1, XP_023638650.1, XP_023638649.1	Aa_G98460.h1.t1, Aa_G98470.h1.t1, Aa_G98450.h1.t1
OG0000553	XP_006298559.1	Aa_G380100.h1.t1
OG0000553	XP_006284504.2	Aa_G311120.h1.t1
OG0000553	XP_006281111.1, XP_006298567.1	Aa_G78820.h1.t1
OG0000554	XP_006289945.1, XP_006289150.1, XP_006289892.1, XP_006289038.1, XP_006289530.1	Aa_G93530.h1.t1
OG0000556	XP_006300373.1, XP_006301650.1, XP_006300970.1, XP_006300567.1, XP_006301518.1, XP_006301153.1, XP_023644074.1	Aa_G222580.h1.t1, Aa_G222560.h1.t1, Aa_G222570.h1.t1, Aa_G222590.h1.t1
OG0000561	XP_006283580.2	Aa_G245620.h1.t1
OG0000561	XP_006297398.1	Aa_G71760.h1.t1
OG0000561	XP_006287642.1	Aa_G236890.h1.t1
OG0000562	XP_006288634.1	Aa_G447580.h1.t1
OG0000562	XP_006305606.1	Aa_G368380.h1.t1
OG0000563	XP_006296217.1	Aa_G2600.h2.t1, Aa_G453100.h2.t1, Aa_G2600.h1.t1, Aa_G453100.h1.t1
OG0000563	XP_006306408.1	Aa_G62390.h1.t1
OG0000564	XP_006295333.1	Aa_G15910.h1.t1
OG0000565	XP_006282354.2	Aa_G260440.h1.t1
OG0000565	XP_006307176.1	Aa_G715630.h1.t1
OG0000566	XP_023643825.1, XP_006301857.1, XP_006301880.2	Aa_G597100.h1.t1
OG0000567	XP_006285617.1, XP_023639438.1, XP_006289804.2, XP_006286275.2, XP_006295616.1	Aa_G298370.h1.t1
OG0000569	XP_006282161.1	Aa_G165810.h1.t1
OG0000569	XP_006291526.2, XP_023639144.1, XP_006287683.1	Aa_G420460.h1.t1
OG0000570	XP_023633431.1, XP_006281770.2	Aa_G345540.h1.t1, Aa_G297130.h1.t1, Aa_G548010.h1.t1, Aa_G710230.h1.t1, Aa_G345510.h1.t1, Aa_G844420.h1.t1
OG0000571	XP_006285796.1	Aa_G432440.h1.t1
OG0000572	XP_006297712.1, XP_023641492.1, XP_006299476.1, XP_023641490.1	Aa_G600400.h1.t1
OG0000572	XP_023645110.1	Aa_G652010.h1.t1
OG0000573	XP_006286514.2	Aa_G520740.h1.t1
OG0000573	XP_023643234.1	Aa_G587080.h1.t1
OG0000573	XP_023636527.1	Aa_G137440.h1.t1
OG0000579	XP_006298764.1	Aa_G71740.h1.t1
OG0000579	XP_006281184.2	Aa_G94990.h1.t1
OG0000579	XP_006288858.1	Aa_G431460.h1.t1
OG0000581	XP_006286089.1	Aa_G15490.h1.t1
OG0000581	XP_006289991.2	Aa_G15500.h1.t1, Aa_G225520.h1.t1
OG0000582	XP_006279365.1, XP_006290972.1	Aa_G115900.h1.t1
OG0000582	XP_006279387.1, XP_023639269.1	Aa_G240430.h1.t1
