Orthogroup	Capsella_rubella	Camelina_sativa
OG0000066	XP_006288773.2	XP_010491788.1
OG0000066	XP_006284722.1	XP_010431986.1
OG0000066	XP_006302978.1	XP_010437129.1
OG0000066	XP_006304375.1	XP_010477215.1, XP_019091470.1
OG0000067	XP_023634337.1	XP_010445762.1, XP_010497305.1, XP_010507063.1, XP_010418611.1, XP_010462653.1, XP_010495193.1, XP_010424660.1, XP_010474442.1, XP_010506977.1
OG0000067	XP_023633435.1	XP_010445242.1
OG0000068	XP_006289028.2	XP_010423843.1, XP_019090686.1, XP_010423328.1, XP_010423367.1, XP_010452589.1, XP_019097301.1
OG0000068	XP_006289556.2	XP_010452237.1, XP_019084545.1
OG0000068	XP_023637280.1	XP_019097292.1
OG0000068	XP_023642606.1	XP_010485475.1, XP_010463635.1
OG0000068	XP_023633398.1	XP_010441868.1
OG0000068	XP_006289558.2, XP_023637635.1	XP_010423706.1, XP_010490829.1
OG0000068	XP_006286541.1	XP_010423608.1, XP_010490827.1
OG0000069	XP_023642292.1	XP_010424996.1, XP_019101786.1
OG0000069	XP_023634322.1	XP_010445517.1
OG0000069	XP_006304155.1	XP_019094910.1, XP_010457094.2
OG0000069	XP_023645826.1	XP_010474878.2
OG0000070	XP_006305612.2	XP_010458359.1, XP_010475885.1, XP_010490823.1
OG0000070	XP_006292236.1, XP_006292951.2, XP_006290298.1, XP_006292400.1, XP_006291986.1, XP_006292823.1, XP_006292249.1, XP_006292597.1, XP_006291940.1	XP_010425101.1, XP_010502325.1, XP_010514084.1, XP_010425103.1, XP_010506934.1, XP_010502326.1, XP_010514085.1
OG0000070	XP_006304273.1	XP_010459699.1, XP_010477249.1, XP_010448526.1, XP_010438976.1, XP_010433736.1
OG0000070	XP_023637791.1	XP_010494151.1
OG0000070	XP_023637735.1	XP_010413610.1, XP_019093586.1, XP_010512295.1
OG0000070	XP_006286731.1, XP_006289176.1, XP_006285109.1	XP_010450797.1, XP_010441003.1, XP_010435879.1, XP_010441072.1, XP_010437611.1, XP_010432410.1, XP_010447075.1, XP_010447073.1
OG0000074	XP_023638088.1	XP_010413036.1
OG0000074	XP_023634274.1, XP_023636038.1	XP_010471120.1
OG0000074	XP_023636039.1	XP_010495562.1, XP_010463274.1, XP_010507355.1, XP_010497102.1, XP_010480731.1, XP_019097678.1, XP_010484876.1, XP_010469242.1, XP_019095568.1
OG0000075	XP_006285279.1	XP_010431928.1, XP_010446504.1
OG0000075	XP_023635517.1	XP_010446508.1, XP_019087113.1, XP_010431932.1
OG0000075	XP_023635518.1	XP_010437077.1, XP_019086095.1, XP_010446510.1
OG0000075	XP_006286716.1	XP_010437076.1, XP_010446506.1, XP_019088991.1
OG0000075	XP_023634488.1	XP_019086927.1
OG0000075	XP_023633364.1	XP_010471669.1
OG0000075	XP_006281030.1, XP_006280653.1	XP_010442351.1, XP_010439941.1, XP_010482185.1
OG0000075	XP_006281848.1	XP_019088263.1, XP_010471717.1, XP_010439953.1
OG0000075	XP_006282335.1	XP_010507443.1, XP_010431362.2, XP_010431361.1
OG0000075	XP_023638987.1	XP_010516012.1, XP_010427182.1
OG0000075	XP_006301199.1	XP_019100856.1
OG0000076	XP_023634774.1	XP_019086777.1, XP_019088762.1, XP_010446406.1
OG0000076	XP_006295567.2	XP_010413809.1, XP_019093848.1
OG0000076	XP_006286831.1	XP_010497340.1
OG0000076	XP_006281621.1	XP_010484798.1, XP_019097581.1, XP_010441689.1
OG0000077	XP_006281971.1	XP_010445847.1, XP_010494541.1
OG0000077	XP_006280897.2	XP_010481626.1
OG0000077	XP_023643297.1	XP_019101057.1
OG0000077	XP_006292755.1	XP_010430698.1
OG0000077	XP_006292566.2, XP_006292626.2	XP_019099582.1, XP_010430699.1, XP_010518589.1
OG0000077	XP_006290374.2, XP_023638325.1	XP_010425134.1, XP_010425130.1
OG0000077	XP_006292790.1, XP_006293218.1	XP_010514095.1, XP_019099908.1
OG0000077	XP_006303212.2	XP_019094380.1, XP_010462608.1
OG0000077	XP_006281861.1	XP_010494467.1
OG0000078	XP_006300074.1	XP_010514749.1, XP_010485737.1, XP_010463845.1
OG0000078	XP_006296650.2	XP_010485744.1, XP_010463847.1, XP_010514943.1
OG0000078	XP_006298876.1	XP_019092533.1, XP_010485741.1
OG0000078	XP_006300092.1	XP_010514843.1, XP_010485743.1, XP_010463846.1
OG0000078	XP_006289130.1	XP_019090250.1, XP_019090249.1, XP_019083862.1, XP_019097999.1
OG0000078	XP_006290038.2	XP_019089957.1, XP_019090652.1, XP_019083867.1, XP_019083863.1, XP_019090034.1, XP_019098001.1, XP_019090033.1, XP_019097860.1, XP_019098095.1, XP_010420540.1
OG0000078	XP_023636207.1	XP_019098087.1
OG0000078	XP_006289391.1, XP_006286648.1, XP_006289998.1	XP_019098096.1, XP_019098094.1, XP_019090301.1, XP_019083860.1
OG0000079	XP_023644218.1, XP_023645325.1	XP_010512724.1, XP_019100739.1, XP_019085561.1, XP_019099825.1, XP_019082800.1, XP_010455272.1, XP_010441029.1, XP_019092609.1, XP_010494915.2, XP_010495453.2, XP_010511426.1, XP_010494414.1
OG0000080	XP_023644219.1	XP_010456890.1
OG0000081	XP_023638026.1, XP_023634808.1	XP_010462790.1, XP_010480815.1, XP_019089329.1, XP_010456870.1, XP_010436473.1, XP_019092479.1, XP_019096239.1, XP_019091169.1, XP_019095788.1, XP_010501907.1, XP_019087541.1, XP_019091550.1
OG0000081	XP_023641960.1	XP_019099635.1, XP_019086243.1, XP_019095567.1, XP_010495603.1, XP_019101952.1, XP_010436697.1, XP_019097457.1, XP_010474285.1, XP_010436886.1, XP_010474078.1, XP_019092366.1, XP_019086241.1
OG0000081	XP_023634311.1	XP_019082651.1, XP_019085368.1, XP_019086362.1, XP_010424661.1, XP_019091072.1, XP_019084275.1, XP_019096344.1, XP_019096335.1, XP_019082519.1, XP_019098295.1, XP_019099672.1, XP_019082727.1
OG0000082	XP_023639594.1	XP_010424258.1, XP_010446172.1, XP_010412616.1, XP_019096815.1, XP_010424226.1, XP_010473846.1, XP_010425644.1, XP_010468244.1, XP_010451150.1, XP_010478154.1, XP_010485018.1, XP_010418794.1, XP_010447993.1, XP_010412581.1, XP_010451347.1, XP_010490164.1, XP_010497085.1, XP_010468697.1
OG0000082	XP_023642613.1	XP_019089186.1, XP_019096076.1, XP_019085390.1, XP_010499068.1
OG0000083	XP_023633452.1	XP_010436687.1, XP_010462955.1, XP_010507316.1
OG0000086	XP_006285515.2	XP_019087476.1, XP_010451915.1
OG0000086	XP_006291706.2	XP_010450967.1, XP_010440900.1
OG0000086	XP_023633444.1	XP_010444133.1, XP_010485290.1, XP_019095679.1, XP_019086987.1, XP_010459144.1
OG0000086	XP_006284296.1	XP_010436165.1, XP_019086484.1
OG0000086	XP_006285302.1, XP_006285318.2, XP_006284306.1, XP_023634328.1, XP_006285250.1	XP_019087535.1, XP_010447989.1, XP_019086368.1
OG0000086	XP_006284253.1	XP_010451724.1, XP_010445575.1
OG0000086	XP_006288380.2	XP_010454972.1, XP_010456725.1, XP_010493885.1, XP_010424345.1, XP_010454973.2
OG0000086	XP_006301558.1	XP_010445578.1
OG0000086	XP_006286814.1	XP_019097446.1
OG0000086	XP_006302255.2	XP_010513640.1, XP_010470534.1
OG0000086	XP_023644277.1	XP_019093553.1
OG0000086	XP_006302616.1	XP_010511492.1, XP_010415205.1, XP_010496730.1
OG0000086	XP_023644252.1	XP_019093672.1, XP_019095324.1
OG0000087	XP_023639065.1	XP_010431135.1, XP_010419024.1, XP_010419180.1, XP_010430888.1, XP_010431327.1, XP_010436659.1, XP_019085420.1, XP_010451888.1
OG0000089	XP_006287738.1	XP_010421190.1, XP_010454670.1
OG0000089	XP_006292748.1, XP_006291122.1	NP_001289924.1, XP_010444122.1, XP_010515012.1, XP_010503303.1, XP_010483981.1, XP_010459234.1
OG0000089	XP_006294210.1	XP_010469941.1, XP_010414372.1, XP_010510475.1
OG0000089	XP_006289933.1	XP_010419814.1, XP_010491982.1, XP_010453291.1
OG0000089	XP_006281513.1	XP_010494444.1
OG0000089	XP_006283733.1	XP_010434259.1, XP_010439552.1, XP_010449142.1
OG0000089	XP_006307490.1	XP_010459680.1, XP_010498429.1, XP_010477226.1
OG0000089	XP_006302256.1	XP_010416482.1, XP_010471708.1
OG0000091	XP_023637739.1	XP_010426203.1, XP_010503360.1
OG0000091	XP_006296540.2	XP_019085904.1, XP_019102250.1, XP_019100157.1, XP_010511816.1
OG0000091	XP_023636467.1	XP_010454350.1, XP_010493153.1, XP_010493149.1, XP_010420883.1
OG0000091	XP_023644362.1	XP_010441974.1, XP_010482344.1
OG0000092	XP_023640340.1	XP_019089257.1, XP_010431167.1
OG0000092	XP_023642043.1	XP_010431369.1, XP_019092338.1, XP_019082542.1, XP_019085803.1, XP_019097489.1, XP_010495672.1, XP_019089181.1, XP_019094589.1, XP_010468080.1, XP_010462772.1, XP_019093308.1
OG0000092	XP_023633335.1	XP_019093410.1
OG0000092	XP_023641904.1	XP_019098319.1, XP_010484985.1, XP_019097507.1
OG0000092	XP_023641912.1	XP_019089027.1
OG0000095	XP_006295399.1	XP_010472489.1
OG0000095	XP_006295705.1	XP_010417235.1, XP_019092450.1, XP_010431604.1
OG0000095	XP_006294284.1	XP_010429470.1, XP_019093874.1
OG0000095	XP_006294228.1	XP_010472486.1, XP_010429460.1, XP_010417233.1
OG0000095	XP_006294375.1, XP_006294370.2	XP_010429463.1
OG0000095	XP_006296376.2	XP_010474446.1, XP_019085126.1
OG0000095	XP_006295595.1	XP_010417173.1, XP_019098401.1, XP_010429391.1, XP_010429395.1, XP_010429390.1, XP_010431591.1
OG0000096	XP_023640363.1, XP_006296370.1, XP_006296007.1	XP_019100837.1, XP_010513303.1
OG0000096	XP_006301737.1	XP_019093414.1, XP_010431687.1
OG0000096	XP_006297893.1	XP_010465923.1
OG0000096	XP_006299978.1	XP_010468288.1, XP_010419966.1, XP_010489939.1
OG0000096	XP_023638935.1	XP_010507362.2, XP_010412683.1
OG0000096	XP_006289071.1, XP_006289116.1	XP_010422163.1, XP_010496193.1, XP_010468105.1
OG0000098	XP_023641898.1, XP_006297881.1	XP_010490184.1, XP_010412745.2, XP_010468531.1, XP_019092314.1
OG0000098	XP_006292655.1	XP_010431735.1
OG0000098	XP_006300240.1	XP_010467233.1, XP_010517498.1, XP_010488871.1
OG0000098	XP_006305026.1	XP_010460514.1, XP_010478092.1, XP_019091057.1, XP_010499238.1
OG0000098	XP_023635773.1	XP_010493274.1, XP_019097436.1, XP_010421382.1, XP_010495488.1, XP_010421381.1
OG0000098	XP_006289986.1, XP_006289767.1	XP_010424305.2, XP_010454852.1, XP_010493782.1, XP_010495491.2, XP_010444838.1, XP_010478760.1, XP_010495494.2
OG0000100	XP_023641940.1	XP_019082762.1
OG0000100	XP_006301994.2	XP_019085239.1, XP_010418428.1
OG0000100	XP_023643315.1	XP_010511292.1, XP_010480259.1
OG0000100	XP_023635628.1	XP_010435135.1, XP_010440468.1
OG0000100	XP_023643962.1	XP_019083692.1
OG0000100	XP_023643838.1	XP_010414947.1
OG0000100	XP_023642986.1	XP_019083686.1
OG0000100	XP_023642309.1	XP_010430284.1
OG0000100	XP_023643246.1	XP_010473633.2
OG0000102	XP_006288400.1	XP_010424624.1, XP_010467516.1
OG0000102	XP_006289764.1, XP_006289669.1	XP_010431272.1, XP_010431403.1
OG0000102	XP_023644271.1, XP_006301748.2, XP_006301379.1	XP_010513578.1, XP_010474129.1, XP_010418996.1, XP_010424620.1, XP_010455876.2, XP_010467545.2
OG0000102	XP_006285555.2	XP_010451732.1
OG0000102	XP_006288542.1	XP_010431264.1, XP_010422439.1
OG0000102	XP_006289089.1	XP_010431256.1, XP_010422442.1
OG0000102	XP_006288348.1	XP_010430852.2
OG0000102	XP_006288252.1	XP_010422434.1, XP_010431383.1
OG0000102	XP_023633387.1	XP_019084229.1, XP_019090199.1, XP_019090267.1
OG0000103	XP_023638897.1	XP_010424571.1, XP_019092256.1, XP_019094587.1, XP_010501655.2, XP_010467026.1, XP_010424981.1, XP_010451819.1, XP_010418555.1, XP_010480935.1, XP_010474005.1, XP_010419179.1
OG0000103	XP_023634325.1	XP_019089082.1
OG0000103	XP_023632588.1	XP_019086350.1
OG0000105	XP_006284602.1, XP_006285182.1	XP_010441345.1
OG0000105	XP_023639256.1	XP_010414997.1
OG0000106	XP_006301047.2	XP_019087671.1, XP_019086014.1, XP_010514363.1
OG0000106	XP_023643263.1	XP_010499810.1
OG0000107	XP_006299861.1	XP_010508531.1, XP_010466194.1
OG0000107	XP_006300030.1	XP_010468313.1, XP_019096413.1
OG0000107	XP_006297457.1	XP_010487979.1, XP_010508519.1, XP_010466192.1
OG0000107	XP_006289895.1	XP_010422712.1, XP_010456149.1
OG0000107	XP_006297460.1	XP_010467059.1
OG0000107	XP_006290930.1	XP_010425701.1, XP_010514626.1, XP_010507118.2
OG0000107	XP_006299064.2	XP_010466191.1, XP_019096971.1, XP_010508508.1
OG0000107	XP_023642039.1	XP_010508486.1, XP_010466190.2, XP_019096974.1
OG0000108	XP_006294425.1	XP_010505356.1, XP_010504145.1, XP_010517034.1, XP_010515877.1, XP_010509299.1
OG0000108	XP_006291307.1	XP_010514974.1, XP_010503262.1, XP_010483556.1, XP_010426084.1, XP_010483559.1
OG0000108	XP_006297921.1	XP_010464961.1, XP_010498525.1, XP_010486900.1
OG0000108	XP_006287952.1	XP_010422938.1, XP_010491624.1, XP_010452982.1
OG0000108	XP_006297920.1	NP_001289901.1, XP_010507140.1
OG0000108	XP_006305090.1	XP_010461764.1, XP_010479361.1, XP_010500469.1
OG0000108	XP_006295441.1	XP_019100571.1, XP_019082327.1, XP_019101220.1
OG0000108	XP_006295821.1	XP_010508618.1
OG0000109	XP_023644486.1	XP_019097510.1
OG0000109	XP_023641886.1, XP_023633619.1	XP_010431026.1, XP_010518462.1, XP_019097833.1, XP_010468511.1
OG0000109	XP_023634490.1, XP_023634624.1	XP_010445263.1, XP_019089175.1, XP_019097535.1, XP_019101047.1, XP_010480982.1, XP_019089388.1, XP_010480771.1, XP_019092259.1, XP_019099613.1, XP_019094608.1, XP_019085388.1, XP_019082981.1, XP_010480955.1, XP_019089441.1, XP_019089444.1, XP_019097842.1, XP_010498960.2, XP_019087491.1, XP_019092555.1, XP_019094512.1, XP_019098282.1, XP_019085117.1, XP_010468370.1, XP_010455605.1, XP_019087456.1
OG0000109	XP_023633613.1	XP_010514808.1, XP_010467138.1, XP_010419836.1, XP_010445669.1, XP_010501700.1, XP_019099565.1
OG0000110	XP_023644523.1, XP_023640339.1, XP_023633349.1, XP_023633346.1	XP_010424382.1, XP_010490057.1, XP_019084293.1
OG0000110	XP_023644458.1, XP_023642819.1	XP_019096534.1, XP_019094551.1, XP_010430690.1, XP_010451255.1, XP_010436550.1, XP_019085480.1
OG0000111	XP_023638950.1, XP_023644251.1, XP_023643207.1, XP_006301030.1	XP_010514244.1, XP_010473859.1, XP_010506975.1, XP_010430622.1, XP_010507425.1, XP_010412753.1, XP_010412755.1, XP_010507426.1, XP_019085586.1, XP_010426986.1, XP_010426985.1, XP_010426987.1, XP_010431324.1, XP_010431322.1, XP_010490344.1, XP_019085585.1, XP_010445415.2
OG0000111	XP_023634314.1, XP_006289239.1, XP_006289948.1, XP_006289559.1, XP_006285378.1	XP_010470172.1, XP_010421962.1, XP_010468655.1, XP_010423489.1
OG0000111	XP_006289226.1, XP_006289953.1, XP_006289914.1	XP_010457012.1, XP_010457013.1, XP_010430962.1, XP_019090835.1, XP_010466686.1, XP_010427599.1, XP_010466850.1, XP_010466656.1, XP_010424049.1, XP_010424683.1, XP_010424693.1, XP_010468732.2, XP_010467655.2, XP_010467652.1, XP_010490438.1
OG0000114	XP_006301152.1	XP_019087455.1
OG0000114	XP_023634652.1, XP_023640905.1, XP_023635195.1	XP_010440434.1
OG0000115	XP_006296361.2	XP_010495440.1, XP_010436548.1
OG0000115	XP_023633354.1	XP_010442221.1
OG0000115	XP_023644425.1	XP_010501787.1, XP_010474592.2
OG0000117	XP_006306513.2	XP_010477662.1, XP_019099169.1
OG0000117	XP_006303770.1	XP_019091039.1, XP_019094215.1
OG0000117	XP_006304583.1	XP_010460137.1, XP_010477644.1, XP_019099163.1
OG0000117	XP_006304377.2	XP_019095155.1
OG0000117	XP_006306553.1	XP_010477661.1
OG0000117	XP_023632777.1	XP_019098437.1, XP_010480623.1
OG0000117	XP_006304415.2	XP_010477654.1
OG0000117	XP_023644784.1	XP_019095154.1
OG0000117	XP_006303494.2	XP_010477660.1
OG0000117	XP_023632781.1	XP_010477663.1
OG0000117	XP_006304618.2	XP_019097190.1, XP_010498869.1, XP_010477651.1
OG0000118	XP_006290039.1, XP_023640365.1	XP_010412931.1, XP_010412930.1, XP_019099927.1, XP_019099769.1, XP_019099919.1, XP_019087774.1, XP_019085898.1, XP_010512980.1, XP_019099768.1, XP_010509178.1, XP_010412927.1
OG0000118	XP_006290202.1	XP_010469874.2, XP_019088285.1
OG0000118	XP_023642688.1	XP_010468432.2
OG0000119	XP_023633433.1, XP_006280698.1	XP_010485255.1, XP_010446216.1, XP_019086924.1
OG0000119	XP_023638901.1	XP_019085504.1, XP_019099657.1
OG0000119	XP_006295986.2	XP_010431628.1, XP_010474468.1, XP_019082720.1, XP_010429629.1, XP_010474467.1
OG0000119	XP_023638900.1	XP_010412568.1, XP_010431008.1
OG0000119	XP_006293090.1	XP_010426257.1, XP_010431095.1, XP_010425976.1, XP_010507205.1, XP_010514886.1, XP_010507204.1
OG0000119	XP_023638772.1	XP_010425977.1, XP_019099952.1
OG0000119	XP_006292851.1, XP_006292857.1	XP_019101862.1, XP_019099656.1, XP_010431012.1, XP_019101861.1
OG0000120	XP_023640343.1, XP_023640331.1	XP_010430914.1, XP_010430913.1, XP_010430915.1, XP_010445836.1, XP_010484949.1, XP_010474075.2, XP_010495597.1
OG0000120	XP_023644467.1	XP_010418921.2, XP_010456817.1, XP_010456635.1
OG0000120	XP_023644237.1	XP_010507403.1
OG0000120	XP_023640332.1, XP_023639622.1	XP_010484881.1
OG0000121	XP_006286839.2, XP_023636075.1, XP_006285607.2	XP_010425860.1
OG0000121	XP_023634298.1	XP_010424626.1
OG0000121	XP_023640327.1, XP_023634261.1	XP_019082557.1, XP_010474076.1
OG0000121	XP_006305928.1, XP_023638089.1	XP_010463475.1, XP_010445325.1
OG0000121	XP_006294233.2	XP_010424323.1
OG0000121	XP_023638959.1	XP_010474089.1, XP_010490183.1
OG0000122	XP_006307679.1	XP_010476508.1, XP_010485170.1, XP_019088432.1, XP_019095645.1
OG0000122	XP_006281892.1	XP_010451113.1
OG0000122	XP_006281709.1	XP_010476587.1, XP_010485173.1
OG0000122	XP_006306021.1	XP_010461060.1, XP_019091493.1
OG0000122	XP_023633504.1	XP_019086761.1
OG0000122	XP_023633528.1	XP_019088446.1, XP_019094485.1, XP_010446145.1, XP_010474623.1
OG0000122	XP_023645912.1, XP_023633493.1	XP_019086738.1, XP_010483110.1
OG0000122	XP_023633416.1	XP_010501782.1, XP_010485169.1, XP_010476450.1, XP_010463198.1, XP_019094537.1, XP_010485175.2
OG0000123	XP_006282356.1, XP_006289168.1	XP_019085532.1, XP_010442592.1
OG0000123	XP_006303711.1	XP_019098927.1, XP_019094596.1, XP_019095333.1, XP_019094654.1, XP_019090801.1, XP_019094655.1, XP_010480410.1
OG0000123	XP_006281753.1	XP_019093284.1, XP_019093183.1, XP_010477725.1
OG0000124	XP_023635269.1	XP_010450638.1, XP_010441211.1
OG0000124	XP_023644078.1	XP_019095454.1
OG0000124	XP_023634345.1	XP_019086354.1
OG0000124	XP_023638979.1	XP_010493377.1, XP_010496376.1, XP_010492308.1, XP_019094054.1, XP_010489205.1
OG0000125	XP_006296171.1	XP_010510549.1, XP_010414453.2, XP_010473989.1
OG0000125	XP_006296547.2	XP_010513261.2
OG0000125	XP_023639964.1	XP_010470016.1, XP_010510556.1, XP_019083429.1
OG0000125	XP_023645280.1	XP_010487696.1, XP_010475520.1
OG0000125	XP_023645616.1	XP_010500450.1, XP_010481036.2
OG0000125	XP_023645225.1	XP_010462024.1, XP_010479689.1, XP_010500772.2
OG0000125	XP_006306741.1	XP_010500775.1, XP_010479688.1, XP_010462025.1
OG0000125	XP_006299926.1	XP_010466372.1, XP_010420548.1, XP_019096759.1
OG0000126	XP_023640354.1	XP_010417864.1, XP_010510807.1
OG0000127	XP_006289049.1	XP_010421087.1, XP_010454568.1, XP_010493386.1
OG0000127	XP_006286660.1	XP_010452101.1, XP_010423847.1, XP_010490718.1
OG0000127	XP_006298831.2	XP_010464595.1, XP_010473505.1, XP_010486520.1
OG0000127	XP_006304288.1	XP_010487998.1, XP_010475554.1
OG0000127	XP_006281264.1	XP_010483639.1
OG0000127	XP_006292858.1	XP_010503210.1
OG0000127	XP_006292010.1	XP_010503218.1, XP_010426029.1, XP_010514927.1
OG0000128	XP_023639092.1	XP_019101070.1
OG0000128	XP_006291075.1	XP_010473837.1, XP_019100976.1, XP_010512175.1, XP_010413723.1
OG0000128	XP_006291073.1	XP_019082940.1, XP_019093545.1, XP_019101065.1
OG0000128	XP_006291250.1	XP_019087631.1
OG0000128	XP_006290900.1	XP_019101672.1, XP_010469324.1
OG0000128	XP_006291045.1	XP_010512155.1, XP_010469325.1
OG0000128	XP_006282595.1	XP_010435188.1, XP_010450107.1
OG0000129	XP_023644190.1	XP_019098467.1
OG0000129	XP_023644191.1	XP_019088340.1, XP_010463280.1
OG0000129	XP_023645120.1	XP_010500848.1, XP_019091952.1
OG0000129	XP_023635333.1	XP_019095938.1, XP_019093450.1, XP_019087008.1, XP_010483885.1, XP_019086961.1, XP_010457940.1, XP_010457951.1, XP_019096086.1
OG0000129	XP_023640860.1	XP_019083613.1, XP_010513305.1
OG0000129	XP_023640089.1	XP_010510750.1, XP_019093846.1
OG0000130	XP_023644493.1	XP_019089170.1
OG0000132	XP_006291215.1	XP_010504321.2, XP_010427222.1, XP_010412779.1
OG0000132	XP_006283852.1	XP_019089258.1
OG0000132	XP_023634364.1	XP_010451863.1, XP_010445618.1, XP_019087492.1
OG0000134	XP_023643303.1, XP_023643420.1	XP_019094814.1
OG0000134	XP_023634083.1	XP_010440932.1, XP_010450927.1, XP_010435732.1
OG0000134	XP_023641389.1	XP_010514203.1
OG0000134	XP_023640358.1	XP_010510753.1, XP_010417913.1, XP_010473148.1
OG0000134	XP_023640588.1, XP_006282379.2, XP_006279879.2, XP_023640573.1	XP_010449922.1, XP_010442102.1, XP_010491769.1
OG0000134	XP_006286802.2	XP_010491839.1, XP_010456486.1, XP_019090462.1
OG0000136	XP_023638389.1	XP_019089166.1
OG0000137	XP_006280761.2	XP_010449511.1, XP_010443159.1, XP_010482977.1
OG0000137	XP_006280742.1	XP_010449549.1, XP_010443164.1, XP_010443165.1, XP_010482979.1
OG0000137	XP_023633411.1	XP_010449475.1
OG0000137	XP_023637930.1	XP_010482976.2, XP_010449529.1, XP_010443158.1
OG0000137	XP_006281726.2	XP_010449537.1
OG0000137	XP_006281991.1	XP_010443157.1, XP_010482975.1
OG0000137	XP_006281729.1	XP_010482974.1, XP_010449487.1, XP_010443156.1
OG0000137	XP_006280772.1	XP_010473574.1, XP_010485064.1
OG0000138	XP_006293105.1	XP_010512641.1, XP_010473771.2
OG0000138	XP_006292673.2	XP_010459258.1, XP_019102068.1, XP_010513707.1, XP_010507533.1
OG0000138	XP_023639081.1	XP_010513712.1, XP_010513709.1, XP_019102447.1, XP_019100424.1, XP_010513714.1, XP_010507535.1, XP_010504862.1, XP_019100975.1, XP_019100422.1, XP_010516554.1, XP_019101673.1, XP_019093914.1, XP_010413722.1
