Orthogroup	Capsella_rubella	Eutrema_salsugineum
OG0000184	XP_006298376.1	XP_006406221.2
OG0000184	XP_023641852.1	XP_006406220.1
OG0000184	XP_006299497.1, XP_023632990.1, XP_023642677.1, XP_006299827.1	XP_006391352.1
OG0000185	XP_006305431.1	XP_024008728.1
OG0000186	XP_006282024.1, XP_006292443.2	XP_006402068.1
OG0000186	XP_006292502.1	XP_024006671.1
OG0000186	XP_006303240.1, XP_006293848.1, XP_023632799.1	XP_024003658.1, XP_024003647.1
OG0000187	XP_006296499.1	XP_006409848.1, XP_006413517.1, XP_006413085.1, XP_006401995.1, XP_006410218.1
OG0000187	XP_023640855.1, XP_006295478.1, XP_023640375.1, XP_006296294.1, XP_023640377.1, XP_023640926.1, XP_023644474.1, XP_006295737.1	XP_024009084.1, XP_006396044.1
OG0000188	XP_006289243.1, XP_006289137.1, XP_006286705.1	XP_006403294.1, XP_006413270.2
OG0000189	XP_023633909.1, XP_006296623.1	XP_006412039.1
OG0000189	XP_006282726.1	XP_006409399.1
OG0000189	XP_006302850.1	XP_006390262.1
OG0000189	XP_006305647.1	XP_006416436.1
OG0000192	XP_006306407.1	XP_006417123.1
OG0000192	XP_006303793.1	XP_006399078.1
OG0000193	XP_006304962.1	XP_006410830.1, XP_006415272.2
OG0000193	XP_023633071.1, XP_023632600.1	XP_024007938.1
OG0000195	XP_006285706.1, XP_006284967.1	XP_006408884.1
OG0000196	XP_023635062.1	XP_006405313.2
OG0000196	XP_023634402.1	XP_006391246.2
OG0000197	XP_023635153.1, XP_023644224.1	XP_006413958.1
OG0000197	XP_006285566.1	XP_006393616.1
OG0000197	XP_023634326.1	XP_024004741.1, XP_006413960.1
OG0000197	XP_023633844.1	XP_006393695.2
OG0000198	XP_006291995.1	XP_006395886.1, XP_006395885.1
OG0000198	XP_023632818.1, XP_006305966.2, XP_006306087.1, XP_006291997.1, XP_023638678.1, XP_006291999.1, XP_023638990.1	XP_006413529.1
OG0000199	XP_006293511.1, XP_006280936.1	XP_006412791.2, XP_006413298.1
OG0000200	XP_006305980.1	XP_006418015.2
OG0000200	XP_006305145.1	XP_006415505.2
OG0000200	XP_006305143.1, XP_006303722.1	XP_006415507.2
OG0000202	XP_023636924.1	XP_024009918.1
OG0000202	XP_006301794.1	XP_006398075.1
OG0000203	XP_006292197.1	XP_024012757.1
OG0000203	XP_006293093.1	XP_006405456.2
OG0000204	XP_023641349.1	XP_024008033.1, XP_024010569.1
OG0000208	XP_023632621.1	XP_006409293.2, XP_024011376.1, XP_024013235.1
OG0000209	XP_006287874.1, XP_006296766.1	XP_024015726.1
OG0000210	XP_006294103.1	XP_024010855.1, XP_024004704.1
OG0000210	XP_006302230.1	XP_024012462.1
OG0000214	XP_023640469.1	XP_024006280.1
OG0000214	XP_023634705.1	XP_024005273.1
OG0000214	XP_023634331.1	XP_024003977.1, XP_024006442.1, XP_024006834.1, XP_024006206.1
OG0000216	XP_006302421.1	XP_024016821.1
OG0000219	XP_023634346.1, XP_023638924.1, XP_006283424.1, XP_023635498.1	XP_024009776.1, XP_006391273.1, XP_024005932.1, XP_024005928.1
OG0000221	XP_023644090.1	XP_024014198.1
OG0000221	XP_023643898.1	XP_024008028.1, XP_024009606.1
OG0000221	XP_023638933.1	XP_024011137.1
OG0000225	XP_023633659.1	XP_024007691.1
OG0000225	XP_006300476.1	XP_024011254.1
OG0000226	XP_006285264.2	XP_024016637.1, XP_024016268.1, XP_006398782.2, XP_006396785.1
OG0000227	XP_006296914.1	XP_024014358.1
OG0000230	XP_006292365.1	XP_024012973.1
OG0000232	XP_023636098.1, XP_023638057.1	XP_024004085.1
OG0000232	XP_023638083.1, XP_023641916.1, XP_023634272.1, XP_023634273.1	XP_024016372.1, XP_024009429.1, XP_024009258.1, XP_024006411.1
OG0000233	XP_006290020.1	XP_006399237.1, XP_006399238.1
OG0000233	XP_006286767.1	XP_024012088.1, XP_006399240.2
OG0000235	XP_006288153.2, XP_006288152.1	XP_024013292.1
OG0000236	XP_023644265.1	XP_024011487.1
OG0000236	XP_023642610.1	XP_024014966.1
OG0000236	XP_006289606.1	XP_024014734.1
OG0000237	XP_006296746.1	XP_006406140.1
OG0000237	XP_006297875.1	XP_024014985.1
OG0000238	XP_023644384.1	XP_024007098.1
OG0000241	XP_006284545.1	XP_006413726.1
OG0000241	XP_006279099.1, XP_023635292.1, XP_006279100.1, XP_006285919.1, XP_006279101.1	XP_006413727.1
OG0000241	XP_006289300.1	XP_006396664.1
OG0000241	XP_006289916.1	XP_006396665.1
OG0000241	XP_006289616.1, XP_006289215.1	XP_024010083.1
OG0000242	XP_006298183.1	XP_024015704.1, XP_006392079.1, XP_006392157.1
OG0000242	XP_006279117.1, XP_006286819.1, XP_006286567.1	XP_006394900.1
OG0000243	XP_006305764.1, XP_006304484.1	XP_006415575.2
OG0000243	XP_006305771.1	XP_006415569.1
OG0000243	XP_023632637.1	XP_006415571.1
OG0000244	XP_023636139.1, XP_006286807.1	XP_006396522.2
OG0000245	XP_023632652.1	XP_024009403.1, XP_024007449.1, XP_024007965.1
OG0000246	XP_023639020.1	XP_006403719.1
OG0000246	XP_006295641.1	XP_006410851.1
OG0000246	XP_006294087.1, XP_006294083.1	XP_006410852.1
OG0000246	XP_006296366.1	XP_006410850.1
OG0000248	XP_006301801.2, XP_006301741.2, XP_006284516.1, XP_023644302.1, XP_006285772.2	XP_006390930.2
OG0000250	XP_006287939.1	XP_006396617.1
OG0000250	XP_006289516.1	XP_006393349.1
OG0000251	XP_006290957.1, XP_006290955.1	XP_006395570.1
OG0000251	XP_006290953.1, XP_023638661.1	XP_006395568.2
OG0000251	XP_006290954.1, XP_006292275.1	XP_006395567.1
OG0000251	XP_006282010.1	XP_006401223.1
OG0000251	XP_006292364.1, XP_006292423.1	XP_006395572.1
OG0000252	XP_006299068.1	XP_006412567.1
OG0000252	XP_006300513.1, XP_006291286.1	XP_024015991.1
OG0000252	XP_006302386.1	XP_006390080.1
OG0000253	XP_006297174.1	XP_006407676.1
OG0000253	XP_006287234.1	XP_006398709.1
OG0000256	XP_006301530.1	XP_006403304.1
OG0000256	XP_006299941.1, XP_023641893.1, XP_023641894.1	XP_006406160.1, XP_024014950.1, XP_006400938.2, XP_024012507.1, XP_024009330.1
OG0000258	XP_023632795.1	XP_024014252.1
OG0000258	XP_023633336.1, XP_023640347.1	XP_024009424.1, XP_024016307.1, XP_024016195.1, XP_024005011.1, XP_024009805.1, XP_024014491.1, XP_024007319.1, XP_024014510.1, XP_024013707.1, XP_024004828.1, XP_024010235.1, XP_024010552.1, XP_024013203.1, XP_024009361.1, XP_024014262.1, XP_024006450.1, XP_024016196.1, XP_024016327.1, XP_024010286.1, XP_024013588.1, XP_024014466.1, XP_024016527.1, XP_024006541.1, XP_024010206.1, XP_024016189.1, XP_024010441.1, XP_024006610.1, XP_024006440.1, XP_024007287.1, XP_024014730.1, XP_024009814.1, XP_024016588.1, XP_024015918.1, XP_024009409.1, XP_024013122.1, XP_024013915.1, XP_024013976.1, XP_024006449.1, XP_024014245.1, XP_024014243.1, XP_024015856.1, XP_024014751.1, XP_024016145.1, XP_024011299.1, XP_024011290.1, XP_024014462.1, XP_024006544.1
OG0000259	XP_023639557.1	XP_024015021.1, XP_024015022.1
OG0000260	XP_023635375.1	XP_006411750.1
OG0000260	XP_006281509.2	XP_006405350.1, XP_024014684.1
OG0000262	XP_006301668.1, XP_023637514.1, XP_006301980.1, XP_006299358.1, XP_006301961.2, XP_023637360.1, XP_023637436.1	XP_024013586.1, XP_024011074.1
OG0000266	XP_023633396.1	XP_006409554.2
OG0000268	XP_023640341.1	XP_024013177.1
OG0000269	XP_006281238.1	XP_006400925.1
OG0000269	XP_006291980.1	XP_006418933.1, XP_006418941.1
OG0000269	XP_006295138.1	XP_024003799.1
OG0000270	XP_023644130.1, XP_006300878.1	XP_024014551.1
OG0000273	XP_023639467.1, XP_006281696.1	XP_024011222.1
OG0000273	XP_006280481.1, XP_006280434.1	XP_024011934.1
OG0000273	XP_006281514.1	XP_024010612.1, XP_024010636.1
OG0000273	XP_023633397.1	XP_024011702.1
OG0000275	XP_023633707.1	XP_024006885.1, XP_006395689.1
OG0000275	XP_023635808.1, XP_023643272.1	XP_024006417.1
OG0000277	XP_006284579.2	XP_024016609.1, XP_006412191.1
OG0000278	XP_006285871.1, XP_023634323.1	XP_006408609.2
OG0000282	XP_006285624.1, XP_006285202.1	XP_024004517.1, XP_024004516.1
OG0000283	XP_023633819.1	XP_024007235.1
OG0000283	XP_023644223.1	XP_024014716.1
OG0000284	XP_006299160.2	XP_024013466.1
OG0000284	XP_023635719.1	XP_024011107.1, XP_024006182.1
OG0000285	XP_023634855.1	XP_024005112.1
OG0000285	XP_006286160.1	XP_006413094.1
OG0000285	XP_023643783.1	XP_024007950.1, XP_006391515.2, XP_006391517.1
OG0000286	XP_023637684.1, XP_023637652.1	XP_006396333.1
OG0000286	XP_023642772.1	XP_024015270.1
OG0000286	XP_023635611.1	XP_006412465.2
OG0000289	XP_006297139.1, XP_006279144.2, XP_023642640.1	XP_006415671.1
OG0000291	XP_023641055.1, XP_023642219.1, XP_023641056.1	XP_024009515.1
OG0000291	XP_006298781.1	XP_024009522.1
OG0000292	XP_023637503.1	XP_024014941.1, XP_024014255.1, XP_024010327.1, XP_024009948.1, XP_024006248.1, XP_024006116.1, XP_024009134.1, XP_024014030.1, XP_024012275.1, XP_024013972.1
OG0000294	XP_023637593.1	XP_006400088.2
OG0000294	XP_006289140.2, XP_023637686.1	XP_024010155.1
OG0000294	XP_023637726.1	XP_024012273.1
OG0000295	XP_023644982.1	XP_024008297.1
OG0000296	XP_006280067.1, XP_006280069.1	XP_006400992.1
OG0000296	XP_023640928.1, XP_023642636.1, XP_023640932.1	XP_024011966.1, XP_024012425.1
OG0000297	XP_023634332.1, XP_023633969.1	XP_024014692.1
OG0000298	XP_006299019.1	XP_006415074.1, XP_006415068.1, XP_006415075.2
OG0000298	XP_006300098.1	XP_006415076.2
OG0000300	XP_023643235.1, XP_006304938.1	XP_024016300.1, XP_006394334.2
OG0000300	XP_006292785.1	XP_006403410.1
OG0000301	XP_023640002.1, XP_006296449.1, XP_006292850.2	XP_024006006.1, XP_024014229.1
OG0000301	XP_023637513.1	XP_006402565.2
OG0000304	XP_006281060.1, XP_023642516.1	XP_006393554.2, XP_024006523.1
OG0000304	XP_006294980.1	XP_006396717.1
OG0000305	XP_023632628.1	XP_006413912.1
OG0000305	XP_006295765.1, XP_006301907.1	XP_006411287.1
OG0000306	XP_006283372.1	XP_006402171.2, XP_006405728.2
OG0000307	XP_006284973.1, XP_006301076.1	XP_006394385.1
OG0000308	XP_006281683.1	XP_006403249.1, XP_006403251.1, XP_006403248.1, XP_006403252.1, XP_024013277.1, XP_006403255.1
OG0000313	XP_023635806.1	XP_006412828.1
OG0000315	XP_006292295.1, XP_006290418.1, XP_023639208.1	XP_024014742.1, XP_024014782.1, XP_024014357.1, XP_024014741.1, XP_024014779.1
OG0000316	XP_006300449.1	XP_006407057.2
OG0000316	XP_006299313.1	XP_006407055.1
OG0000318	XP_006297043.2, XP_006301027.2, XP_006300756.1, XP_023642916.1	XP_024010631.1
OG0000318	XP_006304551.1	XP_006416157.2
OG0000320	XP_023643366.1	XP_024009086.1
OG0000320	XP_023639625.1	XP_024016232.1, XP_024016190.1, XP_024009447.1, XP_024011359.1, XP_024007244.1, XP_024013070.1
OG0000321	XP_006279139.1	XP_006406473.1, XP_006393188.1
OG0000321	XP_006286795.1	XP_006400538.1, XP_006400540.1
OG0000322	XP_023637248.1, XP_006292952.1	XP_024012517.1
OG0000322	XP_023636104.1, XP_006288761.1	XP_024008930.1
OG0000325	XP_006304190.1	XP_006418097.1
OG0000325	XP_006294968.1	XP_006410450.1
OG0000325	XP_006306317.1	XP_024008616.1
OG0000325	XP_006293513.1	XP_024003717.1
OG0000326	XP_006285867.1, XP_023635329.1, XP_006281431.1	XP_006406044.2, XP_006406046.1
OG0000330	XP_006294415.1, XP_006294246.2, XP_006302398.1, XP_006294435.1, XP_006296416.1, XP_006296260.2, XP_006294473.1, XP_023643022.1	XP_024008627.1
OG0000330	XP_006300480.1	XP_006390610.1
OG0000331	XP_006287904.1	XP_006396376.1
OG0000331	XP_006305011.1	XP_006418333.1
OG0000331	XP_006297742.2	XP_006406736.1
OG0000331	XP_006294372.1	XP_006410860.1
OG0000331	XP_006294369.1	XP_006397900.1
OG0000332	XP_023644075.1, XP_006300306.1, XP_023643049.1, XP_023643050.1, XP_023642947.1	XP_006391998.1
OG0000334	XP_023640809.1	XP_024014912.1
OG0000335	XP_023638528.1, XP_023635714.1	XP_006402644.2
OG0000335	XP_023638843.1	XP_006402608.1, XP_006390902.2
OG0000336	XP_006304268.1, XP_006304242.2	XP_006392360.1, XP_006392391.1
OG0000338	XP_023643347.1	XP_024014431.1, XP_024006418.1, XP_024014441.1, XP_024015068.1, XP_024016119.1, XP_024010579.1, XP_024005012.1, XP_024014702.1, XP_024014440.1
OG0000339	XP_006289633.1	XP_006414647.1
OG0000339	XP_006285657.1	XP_024004976.1
OG0000341	XP_006281771.1	XP_006401972.1
OG0000341	XP_006304613.1, XP_006307122.1, XP_006304877.1	XP_006392846.1, XP_006393515.2
OG0000342	XP_006295871.2, XP_023639564.1	XP_024015029.1, XP_024014866.1
OG0000345	XP_006289613.1, XP_006281260.2	XP_024013255.1
OG0000345	XP_006289891.1	XP_006399428.2
OG0000345	XP_006303184.2	XP_006418147.1
OG0000346	XP_023638827.1	XP_024013545.1, XP_006403706.1
OG0000347	XP_006294736.1	XP_006397781.1
OG0000347	XP_006284249.1	XP_006413559.1
OG0000347	XP_006288376.1	XP_006396241.1
OG0000348	XP_023640428.1	XP_024010856.1
OG0000349	XP_023638620.1	XP_024011593.1
OG0000350	XP_006299022.1, XP_006299133.1, XP_006298980.1, XP_006299285.1, XP_006299855.1	XP_024014973.1, XP_024014974.1
OG0000351	XP_006299246.2	XP_006407408.1, XP_006413962.1, XP_006407409.2
OG0000355	XP_006282294.1	XP_024013315.1, XP_024013316.1, XP_006400849.1
OG0000355	XP_006286101.1	XP_006411985.1
OG0000356	XP_023639411.1, XP_023639413.1	XP_024014113.1
OG0000356	XP_023639414.1	XP_006405015.2
OG0000356	XP_023639406.1	XP_024014112.1
OG0000357	XP_006305913.1, XP_006305533.1, XP_006304391.1	XP_006415534.1, XP_006415536.1, XP_006415537.1
OG0000358	XP_023633697.1	XP_024014213.1, XP_024006255.1, XP_024006257.1
OG0000358	XP_023634596.1, XP_023634983.1	XP_024006233.1, XP_006393112.2
OG0000359	XP_023635692.1	XP_024012357.1
OG0000359	XP_006284880.1	XP_006413047.1
OG0000359	XP_023635366.1	XP_024005613.1
OG0000363	XP_023639078.1, XP_023638428.1, XP_006291047.1, XP_023638451.1	XP_024003896.1
OG0000363	XP_006292669.1	XP_024013752.1
OG0000363	XP_023645495.1	XP_006395553.1
OG0000364	XP_006300905.2, XP_023634679.1	XP_006396845.1, XP_006396574.1
OG0000364	XP_006296274.2, XP_006296154.2, XP_006296300.1	XP_024003638.1, XP_006409746.1
OG0000365	XP_006307227.1	XP_006415920.1
OG0000365	XP_006285161.1, XP_006285030.1	XP_006413856.1, XP_006413854.1
OG0000365	XP_023632699.1, XP_006307169.1, XP_023632865.1, XP_006303963.1	XP_006415921.1
OG0000367	XP_006282948.2, XP_023639243.1	XP_024008863.1
OG0000367	XP_006304870.1	XP_024008020.1
OG0000368	XP_006291127.1, XP_023639149.1, XP_023638349.1, XP_023638317.1, XP_006292340.1	XP_006418874.2, XP_024009622.1, XP_006418873.1
OG0000370	XP_023636129.1	XP_024013818.1
OG0000370	XP_006299592.1, XP_006297713.1	XP_024009974.1
OG0000371	XP_023633698.1	XP_024006424.1
OG0000376	XP_006302482.1	XP_006392125.1
OG0000376	XP_023642863.1	XP_006392126.1
OG0000376	XP_006302496.1	XP_006392127.1
OG0000377	XP_006283585.1	XP_006411898.1
OG0000377	XP_023643598.1, XP_006302152.1, XP_006283582.1	XP_024004487.1
OG0000377	XP_006283601.1	XP_006393642.1
OG0000379	XP_006292510.2	XP_006395818.1
OG0000379	XP_006292488.1	XP_006403613.1
OG0000379	XP_023637894.1	XP_024006961.1
OG0000379	XP_023643441.1	XP_024016059.1
OG0000380	XP_006282038.1	XP_024012512.1, XP_024012532.1, XP_006400936.1
OG0000380	XP_006282003.1, XP_006282276.1	XP_006400881.1, XP_024012520.1, XP_024012521.1, XP_006393432.1
OG0000381	XP_006295834.2	XP_024016547.1
OG0000382	XP_006287213.1	XP_006396450.1
OG0000382	XP_006295761.1	XP_006410963.1
OG0000384	XP_006281981.1, XP_006281658.1, XP_006281516.1	XP_006398389.1
OG0000385	XP_006283864.1	XP_024004600.1
OG0000386	XP_006305400.1	XP_006415054.2
OG0000386	XP_006306301.2	XP_006415055.1
OG0000388	XP_006299181.1	XP_024016650.1
OG0000389	XP_006279769.1, XP_023633423.1	XP_006409792.2
OG0000389	XP_006294348.1, XP_006294343.1	XP_024014146.1
OG0000390	XP_006303659.1, XP_023644768.1	XP_006416204.1, XP_006416205.1
OG0000390	XP_006307366.1	XP_024008916.1
OG0000390	XP_006304493.1	XP_024008649.1
OG0000391	XP_006301868.2	XP_006390568.1
OG0000391	XP_023642299.1, XP_023641412.1	XP_024015047.1
OG0000392	XP_006305429.2	XP_006416751.1
OG0000392	XP_006302461.1, XP_006284329.1	XP_006413319.1
OG0000393	XP_006286150.1	XP_006405663.1, XP_006414433.1
OG0000393	XP_006285342.2, XP_006282503.1	XP_024014651.1
OG0000395	XP_023645571.1	XP_006417058.1
OG0000395	XP_006300202.1	XP_006409559.1
OG0000395	XP_006307178.2	XP_006417060.1
OG0000396	XP_023638680.1, XP_023640099.1, XP_023633445.1	XP_024010215.1
OG0000397	XP_006299879.1	XP_024012172.1, XP_024015686.1
OG0000399	XP_006305654.1	XP_006418323.1
OG0000399	XP_006292743.1	XP_006402369.1
OG0000402	XP_006281815.1	XP_024007630.1
OG0000402	XP_023644261.1	XP_024006781.1
OG0000403	XP_006290210.1, XP_006289326.2	XP_006396576.1
OG0000403	XP_023637061.1, XP_023635083.1, XP_023634846.1, XP_023635170.1	XP_024009575.1, XP_006418804.2
OG0000404	XP_023633760.1	XP_024004453.1
OG0000405	XP_006299223.1	XP_024012331.1
OG0000406	XP_006303419.1, XP_006281312.1, XP_006292046.1	XP_006418972.1
OG0000407	XP_006303834.1, XP_006304409.1, XP_023640112.1	XP_006397915.1, XP_024015422.1
OG0000409	XP_023640959.1	XP_024008673.1
OG0000409	XP_023644902.1, XP_023644904.1	XP_024008361.1
OG0000410	XP_006289684.1, XP_006289723.1	XP_006396746.1
OG0000411	XP_006295889.1, XP_006296440.1	XP_006419063.1
OG0000412	XP_023636500.1	XP_006400196.1
OG0000412	XP_006284008.1	XP_006405853.1
OG0000412	XP_006300523.1	XP_006391364.1
OG0000412	XP_006298020.1	XP_006406687.1
OG0000413	XP_006298652.1	XP_006415181.1, XP_006407188.1, XP_006407189.1
OG0000413	XP_006306130.1	XP_006392671.1
OG0000414	XP_023643359.1	XP_006391857.1
OG0000414	XP_006298325.1	XP_006409711.1
OG0000414	XP_006286225.1	XP_006414560.1
OG0000415	XP_023639308.1, XP_023634711.1	XP_024014626.1, XP_024005320.1
OG0000419	XP_023640570.1	XP_006410685.1
OG0000419	XP_023640698.1, XP_023640410.1, XP_023636778.1	XP_006411033.2, XP_024008104.1
OG0000420	XP_023637706.1	XP_006399726.2
OG0000421	XP_006280097.1	XP_006401798.1
OG0000421	XP_006287183.1, XP_006280103.1, XP_006280101.1	XP_006401391.1
OG0000423	XP_023644240.1, XP_023638054.1	XP_024011343.1, XP_024011135.1, XP_024013366.1, XP_024015908.1
OG0000424	XP_006281244.2	XP_006401550.1
OG0000424	XP_006284751.1	XP_006413100.1
OG0000424	XP_006303412.1	XP_006393086.1
OG0000426	XP_023638435.1	XP_006392656.1, XP_006392661.2
OG0000426	XP_023641943.1	XP_006409386.2, XP_024010333.1
OG0000428	XP_006306907.1, XP_006299894.2	XP_024013624.1, XP_024010341.1, XP_024007943.1, XP_024010451.1, XP_024004969.1, XP_024007771.1, XP_024013942.1, XP_024004070.1, XP_024011239.1, XP_024010255.1, XP_024013393.1, XP_024007315.1, XP_024010656.1, XP_024011264.1, XP_024014459.1, XP_024004964.1, XP_024013614.1, XP_024013943.1, XP_024015946.1, XP_024006517.1, XP_024006431.1, XP_024004956.1, XP_024011298.1, XP_024014046.1, XP_024014722.1, XP_024010397.1, XP_024014767.1, XP_024009489.1, XP_024016205.1, XP_024010338.1, XP_024013686.1, XP_024014011.1, XP_024013390.1
OG0000429	XP_023643802.1	XP_024012759.1
OG0000430	XP_023633999.1	XP_006413700.1
OG0000430	XP_006288911.1	XP_006396679.1
OG0000430	XP_006300332.1	XP_006391930.1
OG0000431	XP_006301332.2	XP_006392962.2, XP_024006208.1
OG0000432	XP_006304837.1, XP_006304764.1	XP_024006438.1
OG0000432	XP_006285692.2	XP_024005371.1
OG0000434	XP_006303689.1, XP_006304775.1	XP_006419002.1, XP_006419029.1
OG0000436	XP_006292028.1	XP_006418977.1
OG0000436	XP_006281290.1	XP_006400899.1
OG0000436	XP_006292022.1	XP_006418975.1
OG0000437	XP_006284780.1	XP_006412845.1
OG0000437	XP_006285100.1	XP_006401294.1
OG0000437	XP_023640362.1	XP_006413212.1
OG0000437	XP_006298740.2	XP_006408890.2
OG0000438	XP_006292827.2, XP_023639100.1, XP_006292323.1, XP_006293249.2, XP_023639227.1, XP_023639055.1, XP_006293264.2, XP_023638895.1, XP_006292168.1	XP_024004195.1
OG0000439	XP_006285493.1, XP_006286640.1	XP_006392340.1, XP_006399085.1
OG0000442	XP_023639792.1	XP_024007127.1
OG0000442	XP_023639393.1	XP_024010693.1
OG0000443	XP_006296156.2	XP_006405188.1
OG0000443	XP_006289984.1	XP_006399622.1
OG0000443	XP_006289091.1	XP_006394790.1
OG0000444	XP_006294594.1	XP_006410273.1
OG0000444	XP_006292538.1	XP_006402684.1
OG0000445	XP_006288822.1	XP_006394638.1, XP_006404202.1
OG0000445	XP_006284663.1, XP_006296532.1	XP_006404910.2
OG0000446	XP_023636253.1	XP_024011431.1
OG0000446	XP_023637323.1	XP_024012500.1
OG0000448	XP_023638075.1, XP_023638714.1	XP_024007562.1
OG0000448	XP_006290512.1	XP_006395369.1
OG0000449	XP_006290714.1, XP_006293285.1	XP_006396702.1, XP_024012746.1
OG0000449	XP_006297834.2, XP_006297586.1	XP_024015302.1
OG0000450	XP_023644762.1	XP_006409777.2
OG0000451	XP_023634050.1	XP_024005434.1
OG0000451	XP_023644131.1, XP_023645318.1	XP_006395622.1
OG0000452	XP_023643222.1, XP_023643220.1	XP_006391769.2
OG0000452	XP_023644385.1, XP_023643227.1	XP_006391768.1
OG0000457	XP_006298710.2	XP_006410476.1
OG0000457	XP_006295201.1	XP_006418124.1, XP_006408189.1
OG0000458	XP_006303584.1	XP_006415613.1
OG0000460	XP_006300251.2	XP_024015449.1
OG0000460	XP_006279506.2	XP_024012323.1
OG0000460	XP_023635326.1	XP_006413205.2
OG0000463	XP_006305314.1	XP_006397433.1
OG0000463	XP_023638406.1, XP_023638657.1	XP_006418893.1
OG0000467	XP_006282377.2	XP_024007583.1
OG0000469	XP_006285819.1	XP_006414065.1
OG0000471	XP_006283096.1, XP_023638885.1	XP_006414852.1
OG0000471	XP_023633959.1, XP_023635542.1, XP_006285407.1, XP_023634251.1, XP_023635356.1	XP_024004360.1
OG0000473	XP_006306997.1, XP_023632753.1	XP_006418508.2
OG0000473	XP_023633292.1	XP_024008949.1
OG0000474	XP_006306324.1	XP_006418142.1
OG0000475	XP_006302389.1	XP_006391972.1
OG0000476	XP_006290011.1, XP_006290077.2	XP_006419039.1, XP_006394913.1, XP_024006833.1
