Orthogroup	Capsella_rubella	Arabidopsis_arenosa
OG0000195	XP_006281429.1	jg22932
OG0000196	XP_023634402.1	jg12711
OG0000197	XP_023635153.1, XP_023644224.1	jg10625, jg12243
OG0000197	XP_006285566.1	jg10623
OG0000197	XP_023634326.1	jg12242
OG0000197	XP_023633844.1	jg10624
OG0000198	XP_006291995.1	jg12942
OG0000198	XP_023632818.1	jg31686
OG0000198	XP_006305966.2	jg29979
OG0000198	XP_006306087.1	jg29981
OG0000198	XP_006291997.1, XP_023638678.1, XP_006291999.1, XP_023638990.1	jg13337
OG0000199	XP_006304151.2	jg33326
OG0000199	XP_006293511.1	jg9442
OG0000199	XP_006280936.1	jg5645, jg5642
OG0000200	XP_006305980.1	jg28891
OG0000200	XP_006305145.1	jg31559
OG0000200	XP_006305143.1	jg31560
OG0000200	XP_006303722.1	jg31558
OG0000202	XP_006286785.2	jg8001
OG0000202	XP_006289397.1	jg7534, jg7536
OG0000202	XP_006289797.1, XP_006287235.1	jg7538, jg7531, jg7506
OG0000202	XP_023636924.1	jg7999
OG0000202	XP_006301794.1	jg2493
OG0000202	XP_023636108.1	jg8000
OG0000202	XP_023636923.1	jg7249
OG0000203	XP_006292197.1	jg15851
OG0000203	XP_006293093.1	jg15863
OG0000203	XP_006292664.2	jg15862
OG0000203	XP_023638587.1	jg15861
OG0000208	XP_023644532.1	jg21410
OG0000208	XP_023633328.1	jg17188
OG0000208	XP_023632621.1	jg16962, jg32361, jg11759
OG0000209	XP_006287874.1, XP_006296766.1	jg4863
OG0000210	XP_006294103.1	jg19859
OG0000210	XP_006302230.1	jg2036
OG0000210	XP_006293283.1	jg2591
OG0000210	XP_006293088.1	jg16104
OG0000216	XP_023636119.1, XP_023635737.1	jg7641
OG0000216	XP_023637283.1	jg7640
OG0000216	XP_023635820.1	jg7420
OG0000216	XP_006302421.1	jg1267
OG0000216	XP_006292358.1	jg15619
OG0000218	XP_023643610.1, XP_023642575.1, XP_023632899.1, XP_023637419.1	jg1481, jg1902, jg7083, jg15996, jg14689, jg6981
OG0000219	XP_023634346.1	jg12633, jg12636
OG0000219	XP_023638924.1	jg14708
OG0000219	XP_006283424.1	jg12792
OG0000219	XP_023635498.1	jg12608
OG0000221	XP_023644090.1	jg11581
OG0000225	XP_006303104.2, XP_023643999.1, XP_006279053.2, XP_006301337.1, XP_006300995.1, XP_006301845.1	jg3556, jg12504, jg2076, jg17554, jg2082, jg2084, jg2083, jg1979, jg2081
OG0000225	XP_023633659.1	jg11400
OG0000226	XP_006285264.2	jg17319, jg2101, jg2102, jg31434, jg4069
OG0000226	XP_023641923.1	jg4074
OG0000226	XP_023633599.1	jg21365
OG0000226	XP_023635990.1	jg7405
OG0000226	XP_023643531.1	jg732
OG0000227	XP_006296962.1	jg24479
OG0000227	XP_006296942.1	jg25056
OG0000227	XP_006286443.2	jg6481, jg6484
OG0000227	XP_006296914.1	jg27543
OG0000229	XP_006289451.2, XP_023644307.1, XP_006282853.2, XP_006286342.2	jg17464, jg1772
OG0000229	XP_006279442.1, XP_006304782.2	jg32293
OG0000230	XP_006292365.1	jg15911, jg15928
OG0000230	XP_023634418.1	jg12369, jg12364
OG0000230	XP_006283699.2	jg12367, jg12366, jg11406
OG0000230	XP_006285558.1, XP_006285901.1, XP_023635365.1, XP_006285033.2, XP_006285578.1, XP_006286115.1	jg12362, jg12370, jg12363, jg12361
OG0000230	XP_006290346.1	jg15934
OG0000232	XP_023636098.1	jg28047
OG0000232	XP_023641916.1, XP_023634272.1, XP_023634273.1	jg13723
OG0000233	XP_006290020.1	jg4598
OG0000233	XP_006286767.1	jg4599
OG0000233	XP_006289542.2	jg4604
OG0000233	XP_006289289.1	jg4594
OG0000234	XP_023639230.1, XP_006295841.1, XP_023635829.1	jg4032
OG0000234	XP_023635762.1	jg4036
OG0000234	XP_023636750.1	jg4033
OG0000234	XP_023644543.1	jg33336
OG0000234	XP_006305075.2	jg33337
OG0000235	XP_006298477.2, XP_006298206.1	jg28076
OG0000235	XP_006288183.1, XP_023636873.1	jg2205
OG0000235	XP_023639113.1	jg15723, jg15658
OG0000236	XP_006299722.2	jg26494
OG0000236	XP_006289606.1	jg7280
OG0000237	XP_006296746.1	jg26496
OG0000237	XP_006297875.1	jg26333
OG0000238	XP_023644384.1	jg2698
OG0000238	XP_006301818.1	jg2702
OG0000238	XP_006289231.1	jg6718
OG0000238	XP_006302942.1	jg2707
OG0000239	XP_023644469.1, XP_023637320.1, XP_023633734.1, XP_023633507.1	jg11713, jg23119
OG0000241	XP_006284545.1	jg10370
OG0000241	XP_006279099.1, XP_023635292.1, XP_006279100.1, XP_006285919.1, XP_006279101.1	jg10371
OG0000241	XP_006289300.1	jg7736
OG0000241	XP_006289616.1	jg7734
OG0000241	XP_006289215.1	jg7735
OG0000242	XP_006298183.1	jg24512
OG0000242	XP_006279117.1, XP_006286819.1, XP_006286567.1	jg6565
OG0000243	XP_006303366.2	jg31478, jg31472
OG0000243	XP_006305764.1, XP_006304484.1	jg31468
OG0000243	XP_006304293.1	jg31473
OG0000243	XP_023632637.1	jg31477
OG0000243	XP_023632576.1, XP_006305710.2, XP_006304552.1	jg31471, jg31479, jg31470
OG0000244	XP_006286805.1	jg7787
OG0000244	XP_023636139.1, XP_006286807.1	jg7884, jg7885, jg7892, jg7931, jg7886
OG0000244	XP_006289480.2	jg7893
OG0000246	XP_023639020.1	jg15247
OG0000246	XP_006294087.1, XP_006294083.1	jg18819
OG0000246	XP_006296366.1	jg18816
OG0000246	XP_006294067.1	jg18818
OG0000246	XP_006293528.1	jg18817
OG0000247	XP_006285568.2	jg12382, jg9719
OG0000247	XP_006279047.1	jg14818
OG0000247	XP_006300085.1	jg26794, jg26858, jg26826
OG0000248	XP_006301741.2	jg2621, jg2622
OG0000248	XP_006284516.1	jg12494, jg12493
OG0000248	XP_023644302.1	jg2604, jg2603
OG0000250	XP_006287939.1	jg7768
OG0000250	XP_006289516.1	jg7876
OG0000250	XP_006306291.1	jg33663
OG0000250	XP_006288303.1, XP_006288300.1	jg6298
OG0000251	XP_006290957.1, XP_006290955.1	jg13318, jg13319
OG0000251	XP_006290953.1	jg13320
OG0000251	XP_006282010.1	jg22623
OG0000251	XP_006290948.1	jg13315
OG0000251	XP_006292423.1	jg13316
OG0000252	XP_006299068.1	jg9231
OG0000252	XP_006301004.1	jg571, jg570
OG0000252	XP_006302386.1	jg3420
OG0000252	XP_006301754.1	jg3422
OG0000253	XP_006290203.1	jg3984
OG0000253	XP_006297173.1	jg25213
OG0000253	XP_006297174.1	jg24871
OG0000253	XP_006287234.1	jg3985
OG0000254	XP_006284821.1	jg11135
OG0000254	XP_006284817.1, XP_006286199.1, XP_006284824.1, XP_006284827.1, XP_006284826.1	jg11133, jg11132
OG0000256	XP_023636091.1	jg7315
OG0000256	XP_006299501.1	jg26504, jg26509
OG0000256	XP_006299345.2	jg26503, jg26506, jg26505
OG0000256	XP_023641895.1	jg27014, jg27013, jg27015
OG0000257	XP_006301262.1	jg967, jg812
OG0000258	XP_023634267.1, XP_023636036.1, XP_023642569.1, XP_023644229.1, XP_023633341.1, XP_023634276.1, XP_023644464.1, XP_023638852.1, XP_023644468.1	jg12130
OG0000258	XP_023632795.1	jg17248, jg20584
OG0000258	XP_023633336.1, XP_023640347.1	jg7050
OG0000259	XP_023643302.1	jg1303
OG0000259	XP_023639557.1	jg16868
OG0000259	XP_006302259.2, XP_023643256.1	jg983, jg985
OG0000260	XP_023635375.1	jg9182
OG0000260	XP_006283573.1	jg8418
OG0000260	XP_006280314.1, XP_023633561.1	jg21871
OG0000260	XP_006306153.1	jg32803, jg32805
OG0000260	XP_006281509.2	jg12428
OG0000262	XP_023643964.1	jg7311
OG0000262	XP_006301668.1, XP_023637514.1	jg719, jg720
OG0000262	XP_006301980.1	jg7296
OG0000262	XP_006299358.1	jg454
OG0000262	XP_006301961.2	jg455
OG0000262	XP_023637360.1, XP_023637436.1	jg457
OG0000265	XP_023634027.1, XP_023644471.1, XP_023638862.1, XP_023643543.1, XP_023636086.1, XP_023638866.1	jg1040, jg31936, jg18105, jg33104, jg20960, jg32961, jg25811
OG0000266	XP_006281608.2, XP_023643674.1	jg22116, jg22112, jg22104, jg22110, jg22092, jg22111
OG0000266	XP_023644793.1	jg22119
OG0000266	XP_023633225.1, XP_006281791.2	jg33280, jg22118
OG0000266	XP_006279750.2	jg22101
OG0000269	XP_006281238.1	jg22908
OG0000269	XP_006291980.1	jg14405, jg14407
OG0000269	XP_023642855.1	jg1015
OG0000269	XP_006295138.1	jg17967
OG0000270	XP_023641165.1	jg25842
OG0000270	XP_023644130.1	jg581
OG0000273	XP_023639467.1, XP_006281696.1	jg22097
OG0000273	XP_006280481.1, XP_006280434.1	jg22114
OG0000273	XP_023633395.1	jg1528
OG0000273	XP_023633397.1	jg22085, jg22087, jg22094
OG0000274	XP_023634435.1	jg27362
OG0000275	XP_023633707.1	jg8473
OG0000275	XP_023635808.1	jg6761, jg6771, jg6767, jg6769, jg6762, jg6770
OG0000275	XP_023643272.1	jg1128
OG0000275	XP_023635206.1	jg8472
OG0000277	XP_023644770.1, XP_006302919.1	jg30517
OG0000278	XP_006285871.1	jg12172
OG0000278	XP_023634323.1	jg12224
OG0000278	XP_006282573.1	jg12188
OG0000278	XP_006286231.1	jg12186
OG0000278	XP_006283651.2	jg12178
OG0000278	XP_006282490.1	jg12175
OG0000279	XP_006281784.1	jg20637
OG0000279	XP_006294221.1	jg17236
OG0000282	XP_006306137.1	jg33448
OG0000282	XP_006285218.1, XP_006286276.1	jg10319
OG0000282	XP_006285624.1	jg10317
OG0000282	XP_006285202.1	jg10321, jg10322, jg10320
OG0000283	XP_023633819.1	jg20347
OG0000283	XP_023644223.1	jg7177, jg27094, jg3156, jg6794
OG0000284	XP_023635719.1	jg5787
OG0000284	XP_006285151.2	jg10834
OG0000285	XP_023634855.1	jg10428
OG0000285	XP_006289794.2	jg14971
OG0000285	XP_006286160.1	jg9725
OG0000285	XP_023643783.1	jg2004
OG0000286	XP_023637684.1, XP_023637652.1	jg20757, jg20756
OG0000286	XP_023642772.1	jg25017, jg25016, jg25015
OG0000286	XP_023633084.1	jg28841
OG0000286	XP_023636130.1	jg7751
OG0000289	XP_006299447.2	jg26839
OG0000289	XP_006297139.1, XP_006279144.2, XP_023642640.1	jg26840, jg26924, jg26930, jg26928, jg26834, jg26931
OG0000289	XP_006296090.2	jg18386
OG0000289	XP_006295734.1	jg18343
OG0000290	XP_023636837.1	jg33120
OG0000290	XP_006300968.1	jg414
OG0000290	XP_023644381.1	jg415
OG0000290	XP_023642945.1	jg413
OG0000290	XP_023633824.1	jg12794
OG0000290	XP_023633370.1	jg21564
OG0000291	XP_023641055.1	jg27066
OG0000291	XP_023642219.1	jg27067, jg27057
OG0000291	XP_006298886.1, XP_006298873.2	jg27048
OG0000291	XP_006298874.2	jg27072, jg27071
OG0000292	XP_023637503.1	jg17798, jg17325, jg10075, jg27846, jg4758, jg11860, jg725, jg13668, jg28282, jg27759, jg11859, jg11269
OG0000294	XP_023637593.1	jg5390
OG0000294	XP_023637686.1	jg7545
OG0000294	XP_023637726.1	jg5315
OG0000295	XP_023644521.1	jg32824
OG0000295	XP_023644982.1	jg28831
OG0000295	XP_023641263.1	jg25085
OG0000296	XP_006280067.1	jg22851
OG0000296	XP_006280069.1	jg22847
OG0000296	XP_023640928.1	jg22801
OG0000296	XP_023642636.1	jg21885
OG0000296	XP_023640932.1	jg22800
OG0000297	XP_023634332.1, XP_023633969.1	jg12852
OG0000298	XP_006307387.1	jg32009
OG0000298	XP_006300098.1	jg17396
OG0000299	XP_023644207.1	jg17441
OG0000300	XP_023643235.1	jg15634
OG0000300	XP_006304938.1	jg31893, jg31895
OG0000300	XP_006292785.1	jg15546, jg13486
OG0000301	XP_023640002.1, XP_006296449.1, XP_006292850.2, XP_006293050.1	jg19826
OG0000301	XP_006290449.1, XP_006293245.1, XP_023637513.1	jg16118
OG0000304	XP_006295453.1, XP_006295599.1, XP_006295455.1	jg17079
OG0000304	XP_006292910.1	jg13826
OG0000304	XP_006281060.1	jg21390, jg21205, jg21204
OG0000304	XP_023642516.1	jg27046
OG0000304	XP_006294980.1	jg19308
OG0000305	XP_023632628.1	jg30239
OG0000305	XP_006295765.1, XP_006301907.1	jg19279, jg7268
OG0000306	XP_006283372.1	jg12412
OG0000307	XP_006303691.1	jg33267
OG0000308	XP_006281683.1	jg20897, jg20895, jg20892, jg20894, jg20890, jg20896, jg20889
OG0000309	XP_006307728.2, XP_006280459.1	jg29154, jg29153
OG0000313	XP_006301636.2	jg10557
OG0000313	XP_006296249.1	jg19139
OG0000313	XP_006294443.1	jg18134
OG0000313	XP_023635806.1	jg9481
OG0000313	XP_023634578.1	jg9478, jg9474
OG0000313	XP_023633408.1	jg28285
OG0000315	XP_006292413.2, XP_006292967.1, XP_006292295.1, XP_006290418.1, XP_023639208.1	jg16044
OG0000316	XP_006299550.1	jg25486
OG0000316	XP_006297414.1	jg25482, jg25485, jg25483
OG0000316	XP_006299313.1	jg25481
OG0000318	XP_006297043.2	jg27680
OG0000318	XP_006301027.2, XP_006300756.1	jg2564, jg2563
OG0000318	XP_023642916.1	jg32160
OG0000321	XP_006279139.1, XP_006307493.1	jg33127, jg33133
OG0000321	XP_006286795.1	jg5838, jg5839
OG0000321	XP_006301274.1	jg1712
OG0000322	XP_006280995.1	jg22822
OG0000323	XP_023635159.1	jg12614
OG0000325	XP_006304190.1	jg28796
OG0000325	XP_006306317.1	jg28797
OG0000326	XP_006285867.1	jg12408
OG0000326	XP_023635329.1	jg12409
OG0000328	XP_023642080.1	jg26279
OG0000328	XP_023642081.1	jg26278, jg26277
OG0000328	XP_023641339.1	jg26271
OG0000328	XP_023642101.1	jg26276
OG0000328	XP_023642461.1	jg26272, jg26273
OG0000329	XP_006285306.1, XP_006284934.2	jg12437, jg12445, jg12449, jg12448, jg12438, jg12436
OG0000329	XP_006285960.2	jg12435
OG0000330	XP_006302398.1	jg2931
OG0000330	XP_006300480.1	jg2930
OG0000330	XP_006305103.1	jg30287
OG0000331	XP_006305011.1	jg28558, jg8055
OG0000331	XP_006297742.2	jg25844
OG0000331	XP_006294372.1	jg18827
OG0000332	XP_023643047.1	jg805, jg807, jg814
OG0000332	XP_023644075.1	jg815, jg820, jg826
OG0000332	XP_006300306.1	jg816
OG0000332	XP_023643049.1, XP_023643050.1	jg817
OG0000332	XP_023642947.1	jg806
OG0000335	XP_006291046.1, XP_023637070.1	jg16034
OG0000335	XP_023638528.1	jg16010
OG0000335	XP_023638843.1	jg16058
OG0000335	XP_006291184.2	jg16059
OG0000336	XP_006302924.1, XP_006302921.1	jg1242, jg1313
OG0000338	XP_023643347.1	jg19287, jg11883
OG0000339	XP_006294061.1, XP_006295640.1, XP_006294064.1	jg18123
OG0000339	XP_006294021.2	jg18125
OG0000339	XP_006289208.1	jg6369, jg6371
OG0000339	XP_006286226.1	jg10545
OG0000339	XP_006285657.1	jg11537, jg11540
OG0000341	XP_006304613.1, XP_006307122.1	jg32948
OG0000341	XP_006304877.1	jg32949
OG0000342	XP_006295871.2	jg16938
OG0000344	XP_006279039.2	jg29636
OG0000344	XP_006305093.1	jg12227, jg29834, jg21571
OG0000345	XP_006289613.1	jg4766
OG0000345	XP_006281260.2	jg20849
OG0000345	XP_006289891.1	jg4765
OG0000346	XP_006292361.1, XP_006292171.1	jg15260
OG0000346	XP_023638827.1	jg15261
OG0000347	XP_006294736.1	jg19995
OG0000347	XP_023639059.1	jg16199
OG0000347	XP_006284249.1	jg10163
OG0000347	XP_006304071.1	jg28458
OG0000347	XP_006288376.1	jg8201
OG0000348	XP_023639193.1	jg13595
OG0000348	XP_006293162.2, XP_023637783.1, XP_023638074.1	jg13594
OG0000348	XP_023640428.1	jg20048
OG0000349	XP_023638620.1	jg22900
OG0000350	XP_006299022.1	jg26397
OG0000350	XP_006299133.1, XP_006298980.1	jg26398, jg26400, jg26399
OG0000350	XP_006299285.1	jg26396
OG0000350	XP_006299855.1	jg26395
OG0000351	XP_006299246.2	jg26743, jg27595
OG0000351	XP_006296244.1	jg27016
OG0000351	XP_023634257.1, XP_023640356.1	jg26744
OG0000355	XP_006282294.1	jg22984
OG0000356	XP_023639411.1, XP_023639413.1	jg16971, jg16970
OG0000356	XP_023640295.1	jg16975
OG0000356	XP_023639406.1	jg16967
OG0000357	XP_006305913.1, XP_006305533.1, XP_006304391.1	jg31533, jg31532
OG0000357	XP_006295385.1	jg18544
OG0000357	XP_006293384.1	jg18545
OG0000358	XP_023634596.1, XP_023634983.1	jg10334
OG0000358	XP_006306140.2	jg33307
OG0000358	XP_006303728.1, XP_023643844.1	jg33246, jg33306, jg33305, jg33298, jg33297, jg33303, jg33299, jg33304, jg33300, jg33302, jg33301
OG0000359	XP_006284880.1	jg9679
OG0000361	XP_023644238.1, XP_023637692.1	jg17742
OG0000361	XP_023634606.1, XP_023638025.1	jg16229, jg17720
OG0000363	XP_023639078.1, XP_023638428.1, XP_006291047.1, XP_023638451.1	jg13745
OG0000363	XP_006290340.1, XP_006292669.1	jg11188
OG0000363	XP_023645495.1	jg33778
OG0000364	XP_006300905.2, XP_023634679.1	jg24355
OG0000364	XP_006296274.2, XP_006296154.2, XP_006296300.1	jg19314, jg19320, jg12453, jg19325
OG0000365	XP_006307227.1	jg31120
OG0000365	XP_006285161.1, XP_006285030.1	jg10496, jg10495
OG0000365	XP_023632699.1	jg31122
OG0000365	XP_006307169.1	jg31118
OG0000365	XP_023632865.1	jg31119
OG0000365	XP_006303963.1	jg31117
OG0000367	XP_006301692.1	jg2605
OG0000367	XP_006282948.2	jg11956, jg7206
OG0000367	XP_023644866.1	jg30998, jg31000, jg27187, jg27188, jg31008
OG0000367	XP_006304870.1	jg31010
OG0000368	XP_023639149.1	jg14450
OG0000369	XP_006281901.1	jg21583, jg21561, jg21534, jg21584, jg21558
OG0000370	XP_006289254.1	jg7304
OG0000370	XP_023636129.1	jg7722, jg7721
OG0000370	XP_006297713.1	jg26718
OG0000371	XP_023635543.1	jg1972
OG0000371	XP_023633698.1	jg23552, jg2400, jg1971, jg13947, jg1954, jg27204, jg32262, jg17116, jg27205
OG0000374	XP_023634363.1, XP_023644211.1	jg13862
OG0000374	XP_023638107.1	jg2022
OG0000375	XP_023644476.1, XP_023633308.1	jg6729, jg12392, jg7062
OG0000376	XP_023642864.1	jg921
OG0000376	XP_023642863.1	jg918
OG0000376	XP_006302496.1	jg916
OG0000377	XP_023643598.1, XP_006302152.1	jg2119
OG0000377	XP_006283582.1	jg8598, jg8599
OG0000377	XP_006283601.1	jg8601
OG0000379	XP_006292510.2	jg13018
OG0000379	XP_006292488.1	jg15354
OG0000379	XP_023637894.1	jg13016
OG0000379	XP_023643441.1	jg716
OG0000380	XP_006282038.1	jg22859, jg22857
OG0000380	XP_006282003.1, XP_006282276.1	jg22963, jg22951
OG0000381	XP_006300414.1	jg3545
OG0000381	XP_006295834.2	jg18472
OG0000382	XP_006287213.1	jg7975
OG0000382	XP_006295761.1	jg18934
OG0000383	XP_023633034.1	jg30941
OG0000383	XP_023633577.1, XP_023633611.1, XP_023638622.1	jg13626, jg13629, jg15391, jg15393
OG0000384	XP_006281981.1	jg20367
OG0000384	XP_006281658.1	jg20365
OG0000384	XP_006281516.1	jg20368
OG0000384	XP_006281442.1	jg20366
OG0000385	XP_006283864.1	jg9230
OG0000386	XP_006305849.2	jg32065
OG0000386	XP_006305315.1	jg32066
OG0000388	XP_006299181.1	jg25857
OG0000388	XP_023645413.1	jg30557
OG0000389	XP_006279769.1	jg22552
OG0000389	XP_023633423.1	jg22553
OG0000389	XP_006294348.1, XP_006294343.1	jg17521
OG0000390	XP_006307682.2	jg30796
OG0000390	XP_006304665.1	jg30801
OG0000390	XP_006303659.1, XP_023644768.1	jg30800
OG0000390	XP_006304493.1	jg30802, jg27191
OG0000391	XP_023642299.1, XP_023641412.1	jg24982
OG0000392	XP_006305429.2	jg30223
OG0000392	XP_006305827.1	jg30222
OG0000392	XP_006302461.1, XP_006284329.1	jg9939, jg9938
OG0000393	XP_006286150.1	jg12478
OG0000393	XP_006285342.2, XP_006282503.1	jg12475
OG0000394	XP_023644983.1	jg33476
OG0000394	XP_006304019.1	jg33477
OG0000394	XP_006305900.1	jg31322
OG0000395	XP_023645571.1	jg29880
OG0000395	XP_006300202.1	jg27565
OG0000395	XP_006297317.1	jg27567
OG0000395	XP_006307178.2	jg29879
OG0000397	XP_006299879.1	jg2134, jg25878
OG0000397	XP_006299361.1	jg27860, jg27859
OG0000399	XP_006305654.1	jg28568
OG0000399	XP_006288715.1	jg8018
OG0000399	XP_006292743.1	jg16322
OG0000399	XP_006301123.2	jg1426
OG0000402	XP_006281815.1	jg23698
OG0000402	XP_023644261.1	jg23699
OG0000403	XP_023636138.1	jg7845
OG0000403	XP_006290210.1, XP_006289326.2	jg7841
OG0000403	XP_023637061.1	jg7766
OG0000403	XP_023635170.1	jg11331
OG0000404	XP_023641265.1	jg31726, jg31724
OG0000404	XP_023633760.1	jg9479
OG0000405	XP_006299882.1	jg25463
OG0000405	XP_006304904.2	jg25462
OG0000406	XP_006295517.1	jg19181
OG0000407	XP_006303834.1	jg28645
OG0000407	XP_006304409.1	jg31101
OG0000407	XP_023640112.1	jg20131
OG0000409	XP_023640959.1	jg17641
OG0000409	XP_023645696.1	jg31780
OG0000409	XP_023646002.1, XP_023632684.1, XP_023637173.1, XP_023644905.1	jg31388
OG0000409	XP_023644902.1, XP_023644904.1	jg31386
OG0000410	XP_023634720.1	jg10285
OG0000411	XP_006295889.1	jg17003, jg16987, jg17292, jg17291
OG0000411	XP_006296440.1	jg16935, jg20923, jg16934
OG0000412	XP_023636500.1	jg5485
OG0000412	XP_006284008.1	jg12214
OG0000412	XP_006300523.1	jg2061
OG0000412	XP_006298020.1	jg25896
OG0000413	XP_006298652.1	jg25354
OG0000413	XP_006306130.1	jg33681
OG0000413	XP_023641278.1	jg21510
OG0000414	XP_023643359.1	jg673
OG0000414	XP_006298325.1	jg27345
OG0000414	XP_023641700.1	jg26433
OG0000414	XP_006286225.1	jg11210
OG0000419	XP_023640570.1	jg18645, jg18647
OG0000420	XP_006296273.1	jg19571
OG0000420	XP_006289424.1	jg6651
OG0000420	XP_023637706.1	jg5048
OG0000421	XP_006280097.1	jg21967
OG0000421	XP_006287183.1, XP_006280103.1, XP_006280101.1	jg22448, jg22447
OG0000422	XP_006280581.1, XP_006281543.2	jg5332
OG0000422	XP_023635019.1	jg21036, jg33136, jg17475, jg30061, jg9337, jg20836, jg6575, jg11862, jg587, jg1933, jg3185, jg6818, jg17576, jg27527
OG0000423	XP_023638054.1	jg11745, jg1287
OG0000424	XP_006281244.2	jg22288
OG0000424	XP_006284751.1	jg9732
OG0000424	XP_006296635.1	jg26230
OG0000425	XP_006282487.2, XP_006285273.2, XP_006296466.2	jg21524
OG0000425	XP_006289943.2	jg27650, jg4447, jg4448
OG0000425	XP_006285654.2, XP_006285992.2	jg11913
OG0000426	XP_023645496.1	jg27779
OG0000426	XP_023641943.1	jg27618
OG0000428	XP_006306907.1	jg31721
OG0000428	XP_006299894.2	jg6752, jg1927, jg12019
OG0000429	XP_023638962.1	jg15870
OG0000429	XP_023643802.1	jg1359
OG0000429	XP_023639062.1	jg15858
OG0000430	XP_023633999.1	jg10342
OG0000430	XP_006300332.1	jg731
OG0000430	XP_006298837.1	jg27082
OG0000431	XP_006306247.1	jg21633, jg21636
OG0000431	XP_006301035.1	jg846
OG0000432	XP_006304837.1, XP_006304764.1	jg32966, jg32963
OG0000432	XP_006285692.2	jg10548
OG0000432	XP_006286118.1	jg10546
OG0000433	XP_006286272.1, XP_006282347.1	jg9737
OG0000433	XP_006284992.1, XP_006285601.1	jg9736, jg9735
OG0000434	XP_006303689.1, XP_006304775.1	jg19077
OG0000436	XP_006292028.1	jg14380
OG0000436	XP_006281290.1	jg22927, jg22928
OG0000436	XP_006281292.1	jg22929
OG0000436	XP_006292022.1	jg14381
OG0000437	XP_023640362.1	jg22554
OG0000437	XP_006298740.2	jg28169
OG0000438	XP_006292323.1	jg14103, jg14100
OG0000438	XP_006293249.2, XP_023639227.1	jg14110, jg14105, jg14108, jg14098
OG0000438	XP_023639055.1, XP_006293264.2	jg20919
OG0000438	XP_023638895.1, XP_006292168.1	jg14233, jg14232
OG0000438	XP_023641933.1	jg13965, jg14099, jg14126, jg14101
OG0000439	XP_006302149.1	jg2816
OG0000439	XP_006301807.1	jg2817
OG0000439	XP_006285493.1, XP_006286640.1	jg2123, jg4379, jg27491, jg2122
OG0000440	XP_006279058.2, XP_006282291.1, XP_006279059.2, XP_006281745.1, XP_006281865.1	jg21492
