Orthogroup	Arabidopsis_lyrata_NCBI	Alyssum_gmelinii
OG0000171	XP_002871626.1	Ag007G614710
OG0000172	XP_020889594.1, XP_020880950.1, XP_002876243.1	Ag002G179650, Ag001G097540, Ag001G097520
OG0000172	XP_020880319.1	Ag001G097470
OG0000172	XP_020880563.1	Ag002G191380
OG0000172	XP_020880529.1	Ag003G233750, Ag006G550460
OG0000172	XP_020880551.1	Ag001G081750, Ag001G081700, Ag001G084760, Ag002G204930, Ag001G089480
OG0000172	XP_020881910.1, XP_020880545.1	Ag001G089440
OG0000172	XP_020880550.1	Ag001G089420
OG0000175	XP_002876081.1	Ag001G067410
OG0000175	XP_002869113.1	Ag005G417590
OG0000176	XP_020866682.1	Ag007G611080, Ag007G599330, Ag007G599310, Ag007G579980, Ag007G580670, Ag007G580020, Ag007G606560, Ag007G606540, Ag007G606550, Ag007G606580, Ag003G266210, Ag007G599350, Ag007G599300, Ag007G599320, Ag007G580010, Ag007G580050, Ag007G580060, Ag006G501180, Ag006G500850, Ag001G031780
OG0000178	XP_020871723.1	Ag002G116410
OG0000185	XP_020890690.1	Ag004G378920
OG0000187	XP_002867283.1	Ag003G270560
OG0000187	XP_020888292.1	Ag005G474090, Ag005G474080
OG0000189	XP_002868934.1	Ag001G080600
OG0000189	XP_002866926.1	Ag003G276230
OG0000189	XP_020872385.1	Ag006G563600
OG0000190	XP_002874799.1	Ag002G140140
OG0000190	XP_002872696.1	Ag002G128880
OG0000190	XP_020877648.1	Ag002G128820
OG0000190	XP_020877653.1, XP_002872697.1, XP_002893865.1	Ag002G140040, Ag002G139950
OG0000191	XP_002885155.2	Ag004G324780, Ag007G605570, Ag007G605580, Ag005G460420
OG0000191	XP_020888360.1	Ag005G457490, Ag005G457480
OG0000191	XP_020889179.1, XP_002882989.2, XP_002882991.2	Ag005G461560, Ag005G461580, Ag005G461550, Ag005G461640, Ag005G460960
OG0000192	XP_020869473.1	Ag004G336350
OG0000192	XP_020869475.1	Ag008G727670
OG0000192	XP_002890432.1, XP_020869364.1, XP_020869469.1, XP_020869470.1, XP_020869472.1	Ag004G336340, Ag004G336360, Ag004G336330
OG0000193	XP_020886745.1	Ag002G194540
OG0000193	XP_020886753.1, XP_020888465.1, XP_020886358.1, XP_020886948.1, XP_020886949.1	Ag004G342780
OG0000193	XP_020876857.1	Ag005G442650, Ag005G443800, Ag005G442630
OG0000195	XP_002879909.1	Ag001G082920
OG0000195	XP_002870564.1, XP_002888498.1	Ag007G646090
OG0000195	XP_020880310.1	Ag007G597730
OG0000196	XP_020870365.1, XP_020870362.1, XP_020870343.1	Ag004G304260, Ag004G304230
OG0000196	XP_020870363.1	Ag004G304250
OG0000196	XP_020870342.1	Ag004G304270, Ag004G304220, Ag004G304240
OG0000197	XP_020872035.1	Ag006G545700
OG0000197	XP_020887839.1	Ag004G326930
OG0000201	XP_020886141.1, XP_020885996.1	Ag005G439850
OG0000201	XP_002885573.2	Ag005G439610
OG0000202	XP_002885190.1	Ag005G458980
OG0000202	XP_002885224.2	Ag003G215780, Ag005G457800
OG0000203	XP_020874302.1	Ag005G407790
OG0000203	XP_002882369.2, XP_002882368.1, XP_020888830.1	Ag006G519280, Ag005G485370, Ag005G485380
OG0000203	XP_002884435.1, XP_002873533.1, XP_020879451.1, XP_020879478.1	Ag004G387230, Ag004G392530, Ag005G485880
OG0000204	XP_020881383.1	Ag003G216930, Ag003G216910, Ag003G216390, Ag003G216940, Ag003G216920, Ag003G216970, Ag003G216980
OG0000205	XP_002877168.1, XP_020883925.1, XP_020887101.1, XP_002876846.1, XP_002876844.2, XP_020879732.1, XP_002876845.1, XP_002876847.2, XP_020888594.1, XP_002894039.2	Ag005G439370
OG0000205	XP_020883080.1	Ag001G088760
OG0000207	XP_020889768.1	Ag002G183650
OG0000207	XP_020890453.1	Ag003G219800, Ag003G215860, Ag003G215900
OG0000207	XP_020890466.1	Ag003G212790
OG0000208	XP_020872427.1, XP_002869292.1	Ag008G723930, Ag003G294620, Ag003G284900, Ag003G294610
OG0000208	XP_020881315.1, XP_002862576.1	Ag003G275170, Ag003G294530, Ag003G294570, Ag003G294700, Ag003G294540
OG0000209	XP_020890823.1	Ag005G461540
OG0000209	XP_020890821.1	Ag004G398980, Ag004G398780, Ag004G398970
OG0000209	XP_020890820.1	Ag004G399460, Ag004G398960
OG0000209	XP_020890824.1, XP_020866701.1, XP_020878865.1	Ag004G398990, Ag004G398790, Ag002G138750
OG0000209	XP_020874288.1	Ag004G312510, Ag004G312520
OG0000210	XP_020888514.1	Ag006G499160, Ag006G499150, Ag006G499180
OG0000210	XP_002875217.1, XP_020881771.1, XP_020874590.1, XP_020875337.1, XP_002893105.1, XP_002873553.1, XP_020880682.1	Ag003G280570, Ag003G273400
OG0000210	XP_002879439.1, XP_002879438.1	Ag007G588470
OG0000210	XP_002879436.2, XP_002863691.1	Ag007G588480
OG0000213	XP_020890374.1	Ag003G236750, Ag003G236500, Ag003G236780, Ag003G236530
OG0000213	XP_020884044.1, XP_020884040.1, XP_020884041.1, XP_002878651.1, XP_020884047.1, XP_020883070.1	Ag003G288980
OG0000214	XP_020891504.1	Ag007G604980
OG0000214	XP_020876211.1, XP_020889753.1, XP_020877177.1, XP_020876186.1, XP_020877218.1	Ag006G510210
OG0000216	XP_002869835.1, XP_020873528.1	Ag006G554130
OG0000218	XP_002892838.1, XP_020869981.1, XP_020869449.1	Ag004G322150
OG0000218	XP_020869542.1	Ag004G322240, Ag004G322160, Ag004G322180, Ag004G322280, Ag004G322290
OG0000218	XP_020882067.1	Ag004G318250, Ag006G542090, Ag006G547060
OG0000218	XP_002870338.1	Ag005G439660, Ag008G718790
OG0000218	XP_020881007.1	Ag002G177290
OG0000219	XP_002888551.1, XP_002888554.1, XP_002888553.1, XP_002887077.1, XP_020891385.1	Ag004G357760
OG0000219	XP_002881067.1, XP_002862634.2	Ag007G593670
OG0000219	XP_020877374.1, XP_002862247.1, XP_020871092.1	Ag006G565670
OG0000219	XP_002864257.1, XP_002864258.1	Ag008G724120
OG0000220	XP_020879864.1, XP_020891309.1	Ag002G172490
OG0000220	XP_020891314.1	Ag001G093870
OG0000220	XP_020881811.1, XP_020882021.1, XP_020879077.1	Ag002G179690
OG0000221	XP_020866913.1	Ag004G396450
OG0000224	XP_020891652.1, XP_002887689.1	Ag003G217560, Ag003G217550, Ag001G013260, Ag003G217250, Ag003G217260, Ag003G217440, Ag003G217450
OG0000224	XP_002887975.1, XP_002887974.1	Ag004G383650
OG0000226	XP_020871016.1, XP_020867770.1, XP_020866285.1, XP_002890779.1	Ag001G000690, Ag004G337830, Ag005G429260, Ag005G429270, Ag001G000670
OG0000228	XP_002874413.1, XP_002872296.1	Ag004G341460
OG0000228	XP_020891767.1	Ag004G344130
OG0000229	XP_020868387.1, XP_002891651.2, XP_002891717.1	Ag003G260760
OG0000231	XP_020873122.1	Ag001G058920
OG0000232	XP_020888212.1	Ag001G011980, Ag001G025350, Ag005G473990, Ag005G474010, Ag005G474060, Ag006G511920, Ag005G474020, Ag005G473970, Ag001G083150
OG0000232	XP_020890178.1	Ag005G474030
OG0000234	XP_020881605.1	Ag001G076970
OG0000234	XP_002878017.1	Ag001G076940
OG0000234	XP_002878016.1	Ag001G076930
OG0000234	XP_002871574.1	Ag007G612020
OG0000235	XP_020866445.1, XP_020869780.1, XP_020869845.1	Ag005G452990, Ag005G453010, Ag005G460460
OG0000235	XP_002891353.1	Ag004G314680
OG0000235	XP_002891354.1, XP_002885152.1	Ag005G460880
OG0000236	XP_020884669.1, XP_020878466.1, XP_020876131.1	Ag008G716730, Ag008G716740, Ag008G716760
OG0000238	XP_020885596.1, XP_020870726.1	Ag004G343670
OG0000239	XP_020872389.1	Ag001G025650
OG0000240	XP_002877248.2	Ag007G599880
OG0000240	XP_020884846.1, XP_002878902.1, XP_020884852.1	Ag001G089960
OG0000242	XP_002885958.1	Ag005G419410
OG0000242	XP_020870862.1	Ag004G319220
OG0000242	XP_002890039.2	Ag004G319640
OG0000242	XP_020869724.1	Ag004G319270
OG0000244	XP_020873759.1	Ag006G567480
OG0000244	XP_020876627.1	Ag002G138420, Ag002G137630
OG0000244	XP_002872712.1	Ag002G138400, Ag002G137710
OG0000244	XP_002867821.1	Ag006G567460, Ag006G567470
OG0000244	XP_002872711.1	Ag002G137640, Ag002G138410
OG0000248	XP_002872655.2	Ag002G142990
OG0000248	XP_002874641.2	Ag002G142870, Ag002G142960, Ag002G142950, Ag002G142860
OG0000248	XP_020865893.1	Ag004G367480
OG0000248	XP_002876368.2	Ag001G081600
OG0000249	XP_020884151.1	Ag002G168370
OG0000249	XP_002881469.1	Ag002G168420, Ag002G179380
OG0000249	XP_002881468.1	Ag002G168380
OG0000249	XP_002877904.2	Ag001G071720
OG0000250	XP_020881593.1, XP_002887273.1, XP_002887270.1, XP_002887269.1, XP_002887278.1, XP_020865738.1	Ag003G292650
OG0000250	XP_002887265.1	Ag004G328080
OG0000252	XP_020876636.1, XP_002883924.1, XP_020879255.1, XP_002891659.1, XP_002871005.2, XP_020879259.1, XP_002871007.2, XP_002871008.2	Ag006G494350, Ag006G494360, Ag006G494380, Ag006G494310, Ag006G494330, Ag006G493940, Ag006G493990, Ag002G166430, Ag006G493980, Ag006G494000, Ag003G272030, Ag006G493970, Ag006G493890, Ag006G493910, Ag006G493930, Ag006G493870, Ag006G493900, Ag002G186120, Ag002G186270, Ag002G186250, Ag002G186210, Ag002G186260, Ag002G186220, Ag002G186130, Ag002G186150, Ag002G186160, Ag002G186240
OG0000254	XP_002880609.1, XP_002880923.2	Ag002G185430
OG0000254	XP_020877605.1, XP_020877604.1	Ag002G185420
OG0000256	XP_020877194.1	Ag002G186750, Ag002G186710, Ag002G186740
OG0000256	XP_002881722.1	Ag002G186760, Ag002G186720
OG0000256	XP_002863900.1, XP_002865643.1, XP_002885797.1	Ag002G182840, Ag002G182690, Ag002G182780
OG0000256	XP_002881723.1	Ag002G187030, Ag002G187040, Ag002G187060, Ag002G187050, Ag008G691560
OG0000257	XP_002894303.2, XP_002894304.2, XP_002891555.1	Ag001G011470, Ag008G698480, Ag001G011500, Ag001G010720, Ag004G331430, Ag008G697590, Ag003G211470, Ag003G211370, Ag003G220650, Ag003G228410, Ag003G212030, Ag003G212020, Ag001G012300, Ag003G233340
OG0000257	XP_002882670.1	Ag005G475480, Ag005G476080, Ag005G425180, Ag005G475490, Ag005G476060, Ag005G476070, Ag005G475200
OG0000258	XP_002876961.1, XP_002876962.1, XP_002876963.1	Ag002G175550
OG0000258	XP_002866197.1	Ag008G702170
OG0000258	XP_020882087.1	Ag002G191840, Ag001G079880
OG0000258	XP_002876964.1	Ag004G336180
OG0000260	XP_020866652.1	Ag003G219630, Ag006G495360
OG0000264	XP_002872741.1	Ag002G129660
OG0000264	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1	Ag007G599430
OG0000266	XP_020880890.1, XP_020882437.1, XP_020882443.1	Ag001G078180, Ag001G077260
OG0000266	XP_020881706.1, XP_020882675.1, XP_020881705.1	Ag007G619580
OG0000267	XP_020884986.1, XP_020885024.1, XP_020885006.1, XP_020885032.1, XP_002879220.1, XP_020883121.1, XP_020885184.1	Ag004G311330
OG0000268	XP_020879860.1	Ag008G659990
OG0000268	XP_020891047.1	Ag007G590690, Ag006G555210, Ag004G378430
OG0000268	XP_002870939.2	Ag006G492050
OG0000268	XP_002877959.1	Ag001G074460
OG0000269	XP_020884646.1	Ag005G449680, Ag005G449630, Ag002G127830
OG0000269	XP_002887885.2	Ag007G634850, Ag001G009880
OG0000269	XP_020879887.1	Ag004G336500, Ag003G223950, Ag007G631890
OG0000269	XP_020886219.1	Ag002G154650
OG0000271	XP_020876838.1	Ag002G129880, Ag003G235830, Ag004G331920
OG0000271	XP_020876444.1	Ag004G382710
OG0000271	XP_002870459.1	Ag006G495010, Ag007G630990, Ag005G476550
OG0000271	XP_002888365.1, XP_020890201.1	Ag004G372550
OG0000271	XP_020878304.1	Ag004G382230
OG0000274	XP_002864649.1	Ag001G037550, Ag008G709540, Ag008G709790
OG0000274	XP_020881938.1, XP_002877465.1	Ag002G131930
OG0000274	XP_020883555.1	Ag007G593920, Ag007G593930, Ag007G593900
OG0000277	XP_002870218.1, XP_002870219.1	Ag001G032920
OG0000278	XP_002862832.1	Ag008G707160, Ag008G707170, Ag008G718330, Ag008G718700, Ag008G718650, Ag008G702890, Ag008G704070
OG0000281	XP_002891549.1, XP_020866716.1	Ag001G016930, Ag001G016850
OG0000282	XP_002873314.1	Ag007G599590
OG0000282	XP_002873316.1	Ag007G599660
OG0000284	XP_020879188.1	Ag001G030880, Ag001G029500, Ag007G629010
OG0000285	XP_020879740.1, XP_020879190.1, XP_020886087.1, XP_020882764.1, XP_020866108.1	Ag001G036950
OG0000285	XP_020871428.1, XP_020874119.1, XP_020884668.1, XP_020866215.1, XP_002870431.1, XP_020880707.1, XP_002863144.2, XP_002893840.2	Ag007G645850, Ag005G415910
OG0000286	XP_020867313.1, XP_002865985.2	Ag002G169720, Ag005G413850, Ag004G367060, Ag006G550120, Ag006G541770, Ag003G254170, Ag003G265930, Ag006G506430, Ag004G381260, Ag002G169570, Ag002G162620, Ag002G131130, Ag002G114870, Ag001G043760, Ag001G031000, Ag002G176140, Ag006G566470, Ag006G566360, Ag006G566350
OG0000286	XP_020865980.1	Ag006G557000, Ag006G556900
OG0000287	XP_020886036.1	Ag005G444110
OG0000287	XP_020886039.1	Ag005G442830, Ag005G444040
OG0000288	XP_002893341.1, XP_020886472.1, XP_020882129.1	Ag003G214960, Ag005G478520, Ag005G476300, Ag003G214920, Ag003G214930, Ag003G214970, Ag005G479220
OG0000290	XP_002885269.2	Ag005G447400, Ag001G064900, Ag005G450080, Ag005G453470, Ag005G453460
OG0000290	XP_002864952.1	Ag008G713350, Ag008G713310
OG0000293	XP_020884729.1	Ag005G454520, Ag002G114590, Ag007G619660, Ag003G284910, Ag001G083740
OG0000294	XP_020889164.1	Ag005G458030
OG0000294	XP_020877038.1	Ag006G513280
OG0000294	XP_020867795.1	Ag004G299490, Ag004G299500
OG0000296	XP_002891517.1	Ag008G733290, Ag008G733270, Ag005G402310, Ag003G207480, Ag002G105680, Ag003G207550, Ag003G207600, Ag001G080390, Ag003G207570, Ag003G207560
OG0000297	XP_020875559.1	Ag003G261170, Ag003G289210, Ag002G173860, Ag002G174020, Ag003G288940
OG0000297	XP_002864686.1	Ag008G711840, Ag008G711790, Ag001G072030, Ag007G611180, Ag003G272910, Ag005G402300, Ag005G402290, Ag008G711950, Ag004G378870, Ag008G711910, Ag008G711870, Ag008G711810, Ag008G711970
OG0000297	XP_020889053.1	Ag005G448670
OG0000298	XP_020889898.1, XP_020889899.1	Ag007G612030, Ag007G612070
OG0000298	XP_002867931.1	Ag001G062550, Ag001G062510, Ag001G061900, Ag008G695110
OG0000298	XP_002886167.1	Ag007G639970
OG0000299	XP_020865762.1	Ag003G213780, Ag003G220100
OG0000299	XP_002862856.2	Ag003G213850, Ag003G213810, Ag003G212830, Ag003G213770, Ag003G220090
OG0000299	XP_002894539.1, XP_020867812.1	Ag006G499850
OG0000300	XP_020888721.1, XP_020888706.1	Ag003G259820
OG0000300	XP_020887748.1, XP_002883696.1, XP_020886867.1, XP_002883695.1	Ag002G137460, Ag002G140980
OG0000301	XP_020883108.1, XP_020872622.1, XP_020877172.1, XP_020886446.1, XP_020868906.1, XP_020876112.1, XP_020874153.1, XP_020870118.1, XP_020886556.1, XP_020885910.1	Ag002G147210, Ag008G664500, Ag007G613760, Ag007G635580, Ag007G584880, Ag005G446360, Ag003G248110, Ag004G361030, Ag004G354370, Ag006G541230, Ag001G058420, Ag004G374750, Ag007G610080, Ag007G607650
OG0000303	XP_020883764.1	Ag006G557420, Ag007G639160, Ag006G535310, Ag006G537950
OG0000304	XP_002865315.1	Ag002G124190
OG0000308	XP_002870343.2	Ag004G327780
OG0000308	XP_020890260.1	Ag003G238370
OG0000308	XP_020873004.1, XP_020868339.1	Ag004G327720
OG0000310	XP_002866323.1	Ag008G709240
OG0000310	XP_002862953.1, XP_002864667.1, XP_002866375.1	Ag008G711030
OG0000311	XP_020877332.1	Ag007G622820
OG0000311	XP_002891436.1	Ag001G024940
OG0000311	XP_020889182.1	Ag005G457020
OG0000314	XP_002892239.1	Ag004G302930
OG0000314	XP_002889523.1	Ag004G302940
OG0000314	XP_020883981.1	Ag007G588550
OG0000315	XP_020878657.1, XP_020882005.1	Ag006G566290
OG0000316	XP_020886529.1	Ag006G542900, Ag002G187300
OG0000316	XP_002881726.1, XP_002879874.1, XP_002881728.1	Ag002G187160, Ag002G187230, Ag002G185950, Ag002G185990
OG0000319	XP_020870838.1, XP_002889674.1, XP_002864684.1, XP_020870839.1	Ag008G711750
OG0000321	XP_020873117.1, XP_020875512.1, XP_020875510.1, XP_002870533.1, XP_002870532.1	Ag002G166480, Ag002G166840, Ag006G571830
OG0000322	XP_002889191.1	Ag003G214240, Ag005G440770, Ag003G214260
OG0000322	XP_020885575.1, XP_020884760.1, XP_002874576.1, XP_002893940.1	Ag006G548230, Ag006G548240, Ag006G546460, Ag002G179620
OG0000323	XP_002869553.1	Ag004G374930, Ag004G375010
OG0000323	XP_020875469.1	Ag004G374940, Ag004G374900
OG0000327	XP_020870142.1	Ag001G075570, Ag001G075560
OG0000327	XP_002877115.2, XP_020880743.1, XP_020879875.1, XP_002877989.2	Ag001G075710, Ag001G075680, Ag006G560580, Ag006G561400, Ag001G080110, Ag001G080070, Ag001G075500
OG0000328	XP_002870302.1	Ag001G036310
OG0000329	XP_020884774.1	Ag001G078090
OG0000330	XP_020879727.1	Ag001G082790, Ag001G082750, Ag001G082850
OG0000330	XP_020882480.1	Ag007G612380, Ag001G092100
OG0000332	XP_020866713.1	Ag001G016590, Ag001G016660
OG0000334	XP_002877942.1	Ag001G073280
OG0000334	XP_020882973.1	Ag002G173720
OG0000335	XP_020870420.1	Ag002G158380
OG0000335	XP_002868101.1	Ag006G552370, Ag006G552350
OG0000335	XP_020888216.1, XP_002885658.1	Ag005G473330, Ag005G473370
OG0000335	XP_020870970.1	Ag007G583790
OG0000336	XP_002890238.1	Ag004G327930
OG0000336	XP_002887457.1	Ag003G238280
OG0000338	XP_020868200.1, XP_002892517.1, XP_002886727.1, XP_020870323.1	Ag004G367200, Ag004G310510, Ag004G310410
OG0000339	XP_020869191.1, XP_020873658.1	Ag006G548660, Ag006G545860
OG0000339	XP_020885426.1	Ag002G202770
OG0000339	XP_020881574.1	Ag001G094740
OG0000340	XP_002888546.1, XP_002880050.1	Ag002G197210
OG0000340	XP_020883601.1	Ag002G197290, Ag002G197280
OG0000345	XP_020869507.1	Ag004G316330
OG0000345	XP_002889955.1	Ag004G316300
OG0000345	XP_002889953.1	Ag004G316310
OG0000345	XP_020869323.1	Ag007G592460
OG0000347	XP_020887803.1, XP_020889440.1, XP_020886138.1, XP_020885147.1, XP_002880843.1	Ag008G704910, Ag008G704900, Ag008G704890, Ag008G704940, Ag008G704920, Ag008G704930, Ag008G704970, Ag008G704820, Ag008G704810, Ag008G704960, Ag008G704870, Ag008G704860, Ag008G704950, Ag008G704880, Ag008G704650, Ag008G704740, Ag008G704690, Ag005G472160, Ag005G472170
OG0000348	XP_020891714.1, XP_020875272.1	Ag007G649350
OG0000348	XP_020889075.1	Ag003G227730, Ag008G695200
OG0000349	XP_002869064.1	Ag003G286530, Ag008G692030
OG0000349	XP_020889681.1, XP_020891555.1, XP_020891770.1	Ag002G114050, Ag002G121670
OG0000349	XP_020883186.1, XP_020882202.1, XP_020870051.1	Ag003G286490, Ag003G286480
OG0000350	XP_020867532.1	Ag001G069780
OG0000351	XP_020886617.1	Ag008G726000
OG0000352	XP_002890193.1	Ag004G325890
OG0000352	XP_020889876.1	Ag002G117270
OG0000355	XP_002887520.1, XP_020891167.1	Ag002G163850, Ag002G163800, Ag002G163860
OG0000356	XP_002874408.2, XP_002872250.1, XP_002874407.2	Ag002G144860, Ag005G416750, Ag001G055590, Ag003G238730
OG0000358	XP_002892204.1	Ag007G587570, Ag004G302250
OG0000358	XP_002873405.1	Ag007G587560, Ag007G587550
OG0000359	XP_002890838.2, XP_002893588.2	Ag007G581430, Ag007G581460
OG0000359	XP_002879498.1	Ag003G211770
OG0000360	XP_020871494.1, XP_002865045.1	Ag008G734820, Ag007G625370
OG0000360	XP_020885507.1	Ag008G734800
OG0000360	XP_020885516.1	Ag008G734810
OG0000361	XP_002882734.1	Ag007G587740, Ag005G473000
OG0000362	XP_002885626.2, XP_020866123.1	Ag004G303100, Ag004G303120
OG0000362	XP_020888758.1, XP_020886043.1	Ag003G220950, Ag003G220700, Ag003G220970
OG0000363	XP_002886436.2	Ag002G184600
OG0000363	XP_020889854.1	Ag006G517120, Ag004G372780
OG0000363	XP_020874199.1	Ag006G517110, Ag007G645790
OG0000368	XP_002866955.2	Ag003G291040
OG0000368	XP_020874750.1	Ag003G291010
OG0000368	XP_020873168.1	Ag003G291060
OG0000370	XP_002890198.2	Ag004G326160
OG0000370	XP_020870155.1	Ag004G326130, Ag004G326140, Ag004G326120
OG0000370	XP_020873586.1, XP_020873585.1	Ag007G583890
OG0000371	XP_002890652.1, XP_002880288.1	Ag007G648580, Ag005G446940, Ag002G205020, Ag005G477210, Ag002G204950, Ag002G203170, Ag002G204960
OG0000372	XP_020873782.1, XP_002869578.2, XP_002869577.1, XP_020873778.1	Ag001G092900, Ag001G081980
OG0000377	XP_020890101.1	Ag004G372070, Ag004G372680
OG0000377	XP_020869788.1	Ag004G312650
OG0000378	XP_020888610.1, XP_020872589.1, XP_020888509.1	Ag003G280940, Ag005G438980, Ag003G207240, Ag007G654760
OG0000382	XP_020868304.1	Ag004G366380
OG0000382	XP_020867895.1	Ag004G309460
OG0000383	XP_020868242.1, XP_002891138.1	Ag007G582890, Ag007G582900, Ag007G582910
OG0000383	XP_020885420.1	Ag007G582920
OG0000383	XP_020868885.1, XP_020868889.1	Ag007G582940, Ag007G582930
OG0000384	XP_020870971.1	Ag005G463250
OG0000384	XP_020867734.1	Ag001G007570, Ag001G007540
OG0000387	XP_002881894.2	Ag002G196770
OG0000387	XP_002880046.2	Ag002G197080, Ag002G174250
OG0000388	XP_020875888.1	Ag007G647890, Ag007G647900, Ag007G647910, Ag007G647920
OG0000389	XP_002878218.1	Ag001G087840
OG0000390	XP_002872057.1	Ag008G723890
OG0000390	XP_002864312.1, XP_020870195.1	Ag006G570350
OG0000390	XP_002885786.1	Ag005G448950, Ag005G448970, Ag005G448460, Ag005G448900
OG0000390	XP_002885216.1	Ag005G457610
OG0000391	XP_002891115.1, XP_020869226.1	Ag004G339360
OG0000391	XP_002893219.1	Ag003G277260
OG0000391	XP_002893223.1	Ag004G339340
OG0000391	XP_020870867.1, XP_020870868.1	Ag004G339210, Ag004G339290, Ag004G339300
OG0000392	XP_002876020.1	Ag001G060820
OG0000392	XP_020874849.1	Ag007G602140
OG0000392	XP_020879684.1	Ag001G060790
OG0000393	XP_002883067.1, XP_020889176.1	Ag005G458500, Ag005G458510, Ag004G381460, Ag006G511860
OG0000396	XP_020879781.1	Ag007G643830
OG0000396	XP_020881129.1	Ag005G437820
OG0000396	XP_020881240.1	Ag005G414520
OG0000398	XP_002882836.2	Ag005G468570
OG0000398	XP_002894496.1	Ag001G002660, Ag001G002600
OG0000399	XP_002878305.1	Ag001G091730
OG0000400	XP_020880367.1	Ag003G262920, Ag003G264110
OG0000401	XP_020871477.1	Ag008G728060, Ag008G728070
OG0000401	XP_020872734.1, XP_002877052.1	Ag006G577070
OG0000403	XP_002886627.2, XP_002888152.1, XP_020891528.1, XP_020865633.1, XP_002886624.1	Ag004G371510
OG0000404	XP_002879596.1, XP_020888327.1, XP_002876158.1	Ag002G166070, Ag006G502990, Ag001G069190, Ag005G472870
OG0000406	XP_002873801.1, XP_002873802.1, XP_002873803.1	Ag007G624170
OG0000406	XP_020875444.1	Ag001G037190
OG0000406	XP_020888940.1, XP_002884357.1	Ag005G488120
OG0000407	XP_020870905.1	Ag007G610010
OG0000407	XP_020879520.1	Ag007G616520
OG0000410	XP_020890047.1, XP_020890048.1	Ag004G376100, Ag004G376130
