Orthogroup	Arabidopsis_lyrata_NCBI	Erysimum_linariifolium
OG0000192	XP_020869469.1, XP_020869470.1	El002G105620
OG0000192	XP_020869472.1	El002G105690
OG0000193	XP_020889511.1	El006G309730
OG0000193	XP_020886753.1	El005G259130
OG0000193	XP_020888465.1, XP_020886358.1	El002G132160, El002G132130, El005G259240
OG0000195	XP_002879035.1	El006G308260
OG0000195	XP_002879909.1	El006G288320, El001G028150
OG0000195	XP_002870564.1, XP_002888498.1	El003G186220, El004G215670
OG0000195	XP_020880310.1	El001G058810, El001G012120
OG0000196	XP_020867608.1	El002G115040
OG0000196	XP_020870363.1	El002G116380
OG0000197	XP_020874450.1	El003G193160
OG0000197	XP_020887839.1	El005G275730, El005G275770, El005G276170
OG0000197	XP_020873037.1, XP_020875518.1	El003G184300, El002G120020, El003G191670
OG0000197	XP_020873172.1	El003G190970, El003G190840
OG0000200	XP_020869614.1	El002G119250
OG0000200	XP_002889578.1	El004G214290
OG0000200	XP_002877687.1, XP_020871709.1	El004G202190
OG0000200	XP_002867509.1	El003G156950
OG0000200	XP_002868770.2, XP_002868769.1	El003G187150, El003G187490, El001G041980, El003G187480, El003G180990
OG0000201	XP_020886141.1	El005G260640
OG0000202	XP_002885224.2	El005G254420
OG0000202	XP_020886139.1	El005G261620, El005G261760
OG0000202	XP_002872691.1, XP_020886707.1, XP_020886709.1	El005G261630
OG0000203	XP_002882369.2	El005G239330, El005G239300
OG0000203	XP_020888830.1	El005G239360, El005G239320, El005G239280, El007G349670
OG0000203	XP_002884435.1	El005G238860
OG0000204	XP_020881383.1	El002G082910, El002G082880
OG0000204	XP_002885438.2	El005G259630
OG0000205	XP_002877168.1	El005G273080
OG0000205	XP_020868436.1	El002G129730, El002G129760, El002G129780, El002G129740, El002G129710
OG0000205	XP_020883080.1	El002G129530, El002G129560, El002G129650, El002G129890, El002G129930, El002G129520, El002G129550, El002G129510
OG0000206	XP_020878601.1	El001G018920
OG0000207	XP_002889207.2	El004G232160
OG0000207	XP_020867452.1	El002G100990
OG0000208	XP_002894061.1, XP_002894062.1	El002G130530, El002G130520
OG0000208	XP_020872427.1	El006G317590
OG0000208	XP_002869292.1	El003G150670
OG0000208	XP_020872429.1	El003G143000
OG0000208	XP_020881315.1, XP_002862576.1	El007G341810
OG0000209	XP_020890823.1	El004G207340
OG0000209	XP_020890821.1	El004G207330, El004G207320, El004G207280, El004G207300, El004G207310
OG0000209	XP_020890819.1	El004G194580
OG0000209	XP_020874287.1	El003G193190
OG0000210	XP_020881030.1	El001G038720
OG0000210	XP_002883663.1, XP_020887605.1	El005G269840, El005G269890
OG0000210	XP_020888514.1	El005G269850
OG0000210	XP_002875217.1	El001G038680, El001G038660, El002G139080
OG0000210	XP_020881771.1, XP_020874590.1, XP_020875337.1, XP_002893105.1, XP_002873553.1	El001G069350
OG0000210	XP_002879439.1, XP_002879438.1	El006G298860
OG0000210	XP_002879436.2	El006G297290, El006G297480, El006G298870
OG0000213	XP_020887377.1	El005G245790
OG0000213	XP_020884044.1	El006G319110
OG0000213	XP_020884040.1, XP_020884041.1	El006G319120
OG0000213	XP_002878651.1	El006G319100
OG0000213	XP_020884047.1, XP_020883070.1	El006G319080
OG0000214	XP_020891504.1	El001G033600
OG0000214	XP_020876166.1	El001G009830
OG0000214	XP_020877218.1	El006G314950
OG0000216	XP_002869836.1	El003G163460, El003G163490
OG0000217	XP_020889719.1	El004G203150, El004G202950
OG0000217	XP_020891727.1	El004G203070
OG0000218	XP_002892838.1, XP_020869981.1	El002G099000
OG0000218	XP_020869449.1	El002G099030, El002G099010
OG0000218	XP_020869542.1	El002G099020
OG0000218	XP_020882067.1	El001G040840, El001G040850
OG0000218	XP_002875203.1	El001G036390
OG0000219	XP_002888551.1, XP_002888554.1, XP_002888553.1, XP_002887077.1, XP_020891385.1	El004G216370
OG0000219	XP_020877374.1, XP_002862247.1, XP_020871092.1	El007G327350
OG0000219	XP_002864257.1, XP_002864258.1	El007G339360
OG0000220	XP_020891309.1	El004G196230
OG0000220	XP_020891314.1	El008G369090
OG0000220	XP_020881811.1	El004G208200
OG0000221	XP_020866913.1	El008G369870
OG0000224	XP_020891652.1	El004G230600
OG0000224	XP_002887689.1	El004G230590
OG0000225	XP_020867501.1	El002G115460
OG0000225	XP_020867503.1	El002G115540, El002G115490
OG0000225	XP_020867504.1	El002G115450
OG0000225	XP_020867502.1	El002G115510
OG0000226	XP_002862875.1	El002G108090
OG0000226	XP_002876919.1	El001G017980, El001G017970, El007G334490, El007G334480
OG0000226	XP_020869863.1	El007G337470
OG0000226	XP_020886010.1	El005G257020
OG0000226	XP_020866285.1	El003G167740, El003G167670, El003G167790
OG0000226	XP_002886961.1	El005G258620, El005G258970, El005G258600
OG0000228	XP_002888800.1	El004G222540, El004G222580
OG0000228	XP_020891768.1	El004G222640
OG0000228	XP_002872296.1	El001G048760
OG0000228	XP_020891767.1	El004G222650
OG0000228	XP_020872592.1, XP_002888798.1	El004G222500
OG0000229	XP_020874322.1, XP_020874320.1, XP_020877798.1, XP_002871796.1, XP_020874321.1	El003G153420
OG0000229	XP_020868387.1, XP_002891651.2, XP_002891717.1	El002G136110, El002G136100, El002G136060, El002G136090, El001G062630, El002G136050
OG0000230	XP_002870484.1	El003G184530
OG0000230	XP_020891373.1	El004G228600, El004G228560
OG0000231	XP_020873122.1	El003G188200
OG0000234	XP_020881605.1	El001G026000
OG0000234	XP_002878017.1	El001G025990
OG0000234	XP_002878016.1	El001G025980
OG0000234	XP_002881649.1	El006G290620
OG0000234	XP_002871574.1	El001G068080
OG0000235	XP_002891353.1	El002G130000
OG0000235	XP_002891354.1	El002G130030
OG0000238	XP_020890917.1	El005G261920
OG0000239	XP_020885124.1	El006G314580, El006G314600
OG0000240	XP_002875577.1, XP_020866248.1	El001G011020
OG0000242	XP_002885959.1	El005G272850
OG0000242	XP_020870862.1	El002G097950
OG0000242	XP_020866788.1	El002G097960
OG0000242	XP_002890039.2	El002G097970
OG0000242	XP_020869724.1	El002G097940
OG0000244	XP_020873759.1	El003G163990
OG0000244	XP_020876627.1	El001G005180
OG0000244	XP_020873797.1, XP_002867824.2	El003G164310
OG0000244	XP_002867821.1	El003G164000
OG0000244	XP_020876628.1	El001G005170
OG0000244	XP_002872711.1	El001G005160
OG0000246	XP_020867873.1	El007G366210
OG0000247	XP_002870492.1	El002G130240
OG0000248	XP_020865893.1	El004G205450
OG0000248	XP_002876368.2	El001G027800
OG0000249	XP_002881469.1	El001G010190, El001G010200
OG0000249	XP_002877904.2	El001G023760
OG0000250	XP_020881593.1, XP_002887273.1, XP_002887270.1, XP_002887269.1	El004G221440, El004G221420, El004G221410, El004G221430
OG0000250	XP_002887278.1, XP_020865738.1	El004G221620, El004G221570
OG0000250	XP_020872989.1	El003G189050
OG0000251	XP_020878771.1, XP_020879703.1	El004G205690, El005G236040
OG0000251	XP_020879639.1	El007G351370, El007G351690
OG0000254	XP_002883112.2, XP_020887741.1	El005G255250
OG0000254	XP_020866712.1	El002G133750, El002G133740, El002G133770, El002G133780
OG0000254	XP_020877604.1	El006G290360
OG0000254	XP_002889545.2	El004G220180, El001G033560, El004G219930
OG0000255	XP_020885456.1	El002G127510
OG0000256	XP_020877194.1	El001G005740
OG0000256	XP_002863900.1, XP_002865643.1	El002G127370, El007G348390, El007G354980, El007G348590, El007G348510
OG0000256	XP_002885797.1	El007G348440, El007G348630, El007G348410, El007G348460
OG0000256	XP_002881723.1	El006G289100
OG0000256	XP_020883542.1, XP_020885530.1, XP_002878839.1	El006G315200, El006G315100, El006G315180, El006G315190, El006G315090, El006G315110, El006G315230
OG0000257	XP_020889281.1	El005G269290
OG0000257	XP_020876752.1	El003G178210
OG0000257	XP_020865716.1, XP_020870689.1, XP_002892495.2	El003G177270, El004G233260, El003G184780
OG0000257	XP_002882670.1	El003G190500
OG0000258	XP_020881297.1	El001G040590, El001G040540
OG0000258	XP_002876960.2	El001G040610
OG0000258	XP_002876961.1, XP_002876962.1	El001G040630
OG0000258	XP_002876963.1	El001G040650
OG0000258	XP_002866197.1	El007G334450
OG0000258	XP_002876964.1	El001G040670
OG0000264	XP_002872741.1	El001G003610
OG0000264	XP_020876482.1	El001G004650, El001G004660
OG0000264	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1	El001G003620
OG0000264	XP_020876466.1	El001G003650
OG0000265	XP_020871484.1, XP_020870361.1, XP_020870665.1, XP_020881798.1, XP_020872647.1, XP_020869117.1	El005G251540, El003G190960, El006G310460, El002G124910, El003G178950
OG0000266	XP_020882437.1	El001G005860
OG0000266	XP_020882443.1	El002G136470, El004G205750
OG0000267	XP_020884986.1, XP_020885024.1, XP_020885006.1, XP_020885032.1, XP_002879220.1, XP_020883121.1, XP_020885184.1	El006G303900, El006G300950, El006G300970
OG0000268	XP_020879860.1	El001G037050
OG0000268	XP_020891047.1	El004G198500
OG0000268	XP_002870939.2	El001G081300
OG0000268	XP_002877959.1	El001G024850
OG0000271	XP_020876444.1	El006G308350
OG0000271	XP_002870459.1	El001G055480
OG0000271	XP_020890201.1	El001G079640
OG0000273	XP_002894125.1	El002G132430
OG0000274	XP_002864649.1	El007G331270
OG0000274	XP_020867206.1	El002G138930
OG0000274	XP_002877471.1	El005G270610
OG0000274	XP_002888167.1	El004G201760
OG0000274	XP_020883555.1	El006G303380, El006G303400
OG0000275	XP_002877153.1	El001G046400
OG0000275	XP_020889498.1, XP_002883331.1, XP_002883330.1	El005G260470, El005G260460
OG0000276	XP_020877153.1	El003G177930
OG0000276	XP_002874234.1	El001G054260, El001G054290
OG0000276	XP_002881131.2	El006G301860, El005G266830
OG0000277	XP_002870218.1	El003G172500
OG0000277	XP_002870219.1	El003G172490
OG0000277	XP_020874808.1	El003G172510
OG0000277	XP_002870222.1	El003G172540, El003G172520
OG0000278	XP_002862832.1	El004G194450, El004G194550, El004G194420
OG0000281	XP_002891549.1	El002G134210
OG0000281	XP_020866716.1	El002G134220
OG0000281	XP_002894688.2, XP_002892013.2	El004G205670, El004G205700
OG0000281	XP_002875296.2	El002G136400, El001G040230, El001G039370, El001G040160, El005G265000, El007G357260, El001G040220, El001G048140
OG0000282	XP_020876205.1	El001G074250
OG0000282	XP_002873315.1	El001G074230, El001G074220
OG0000282	XP_002873314.1	El001G074240
OG0000282	XP_002873316.1	El001G074210
OG0000282	XP_020876208.1	El001G074200
OG0000282	XP_020876210.1	El001G074190
OG0000284	XP_020879188.1	El001G051110
OG0000284	XP_020871231.1	El007G347650
OG0000285	XP_020871428.1, XP_020874119.1	El005G252080
OG0000286	XP_020884976.1	El007G339220, El007G356290
OG0000286	XP_020871560.1, XP_020884921.1	El007G346400, El007G339230, El007G339190, El007G339150, El007G339210, El007G356280, El007G339800, El007G339290, El007G339310, El007G347210
OG0000287	XP_020886036.1	El005G258960
OG0000287	XP_020871918.1	El005G259020
OG0000287	XP_020871911.1, XP_020886261.1	El005G258990, El005G259000
OG0000287	XP_020886039.1	El005G259040
OG0000288	XP_002893341.1	El005G236820, El005G237970
OG0000288	XP_020886472.1, XP_020882129.1	El002G127980
OG0000288	XP_020888272.1	El006G306940, El007G362290, El007G366050, El007G366090, El007G366070, El007G366110, El007G366120, El007G366080, El007G366040, El007G366150, El001G018900, El001G018820, El007G366140, El007G359310, El004G231130, El004G231090, El004G231100, El004G231180
OG0000288	XP_020887303.1, XP_002884761.1, XP_020887222.1, XP_020886567.1	El005G265170, El005G269820, El005G269800
OG0000290	XP_002885269.2	El005G255960
OG0000290	XP_002864952.1	El007G324830
OG0000290	XP_002870726.2, XP_020872955.1	El003G191140, El003G191110
OG0000293	XP_020876173.1, XP_020881921.1	El007G348670
OG0000294	XP_020889164.1	El005G254320
OG0000294	XP_020877038.1	El001G002070
OG0000294	XP_020867795.1	El002G084190
OG0000295	XP_020886572.1	El005G250990
OG0000295	XP_020886571.1	El005G250980
OG0000296	XP_020865723.1, XP_020877183.1	El006G317420, El006G317640, El006G317430
OG0000296	XP_020868439.1, XP_002874400.1	El002G114740, El002G114830
OG0000296	XP_020883752.1, XP_002862453.1	El006G291480
OG0000296	XP_020877394.1	El007G339110
OG0000297	XP_020875559.1	El003G145640
OG0000297	XP_002864686.1	El007G330520
OG0000297	XP_020889053.1	El005G257220
OG0000298	XP_002886167.1	El005G276710
OG0000299	XP_002875500.1	El001G044780, El001G044800, El001G044870
OG0000299	XP_020865762.1	El004G215990
OG0000299	XP_020867799.1	El002G141100
OG0000300	XP_020888721.1, XP_020888706.1	El005G270380
OG0000300	XP_020887748.1	El005G270340
OG0000300	XP_002883696.1, XP_020886867.1, XP_002883695.1	El005G270320, El006G312490
OG0000303	XP_020883764.1	El004G204690, El001G012020
OG0000304	XP_020866105.1	El002G124540
OG0000304	XP_020885653.1	El001G037860, El002G117260
OG0000308	XP_002870343.2	El002G101740
OG0000308	XP_020868339.1	El002G101720
OG0000310	XP_020867728.1	El002G106070
OG0000310	XP_002866323.1	El007G331450
OG0000310	XP_002862953.1, XP_002864667.1, XP_002866375.1	El005G269120, El005G267120
OG0000311	XP_020877332.1	El001G064420
OG0000311	XP_002891436.1	El002G132070
OG0000311	XP_020889182.1	El005G254740
OG0000311	XP_020891044.1	El004G215340
OG0000313	XP_020866653.1, XP_020869736.1	El002G132590
OG0000314	XP_002892239.1	El002G086800
OG0000314	XP_002889523.1	El002G086810
OG0000314	XP_020883979.1	El006G298930
OG0000316	XP_020886529.1	El006G313460, El006G313430, El006G288940, El006G288750, El006G313470
OG0000316	XP_002881726.1, XP_002879874.1, XP_002881728.1	El006G289040, El006G288950
OG0000319	XP_020870838.1, XP_002889674.1, XP_002864684.1, XP_020870839.1	El002G090600, El002G090610, El007G330560
OG0000320	XP_020886143.1, XP_020868852.1	El007G351450
OG0000320	XP_020871384.1	El001G046980
OG0000321	XP_002870549.2	El003G185760, El003G185810
OG0000322	XP_002889191.1	El004G231760
OG0000322	XP_002890206.2	El002G101250
OG0000322	XP_020885575.1, XP_020884760.1, XP_002874576.1	El006G289270
OG0000323	XP_020872213.1	El003G156430
OG0000323	XP_002869553.1	El003G156470
OG0000323	XP_020875469.1	El003G156480
OG0000325	XP_002891227.2, XP_020881802.1	El004G205680, El005G236050
OG0000325	XP_020875171.1	El007G348860
OG0000327	XP_020870142.1	El002G109100, El002G109110
OG0000327	XP_002877115.2, XP_020880743.1, XP_020879875.1, XP_002877989.2	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370
OG0000328	XP_002870302.1	El003G174750
OG0000328	XP_002870810.1, XP_002870811.1, XP_002870812.1	El003G188510, El003G188530, El003G188520
OG0000329	XP_020884774.1	El006G284470, El003G174280
OG0000330	XP_020879727.1	El001G031500
OG0000330	XP_020882480.1	El001G031820
OG0000331	XP_020884699.1, XP_020891254.1	El002G122670, El001G044380, El005G250440, El006G293100, El005G264650, El004G209740, El004G210410, El001G037400
OG0000331	XP_002880818.2	El004G210400
OG0000331	XP_020877154.1, XP_020876154.1	El005G263690
OG0000332	XP_020877543.1, XP_020877291.1	El001G060380
OG0000332	XP_020866713.1	El002G134240
OG0000334	XP_002877942.1	El001G024470
OG0000334	XP_020882973.1	El006G292570
OG0000334	XP_002872839.1, XP_002872840.1	El027G373440, El004G212490
OG0000334	XP_020876136.1	El001G002940
OG0000335	XP_020868018.1	El002G087130
OG0000335	XP_020866818.1, XP_020866817.1	El002G130900
OG0000335	XP_020888216.1	El005G246880
OG0000335	XP_020870970.1	El002G113660
OG0000336	XP_002887463.1	El004G225060
OG0000336	XP_002887461.1	El004G225040
OG0000336	XP_002890238.1	El002G101750
OG0000336	XP_002887457.1	El004G225030
OG0000338	XP_002886727.1, XP_020870323.1	El004G205930, El004G205250
OG0000339	XP_020869191.1	El002G083160
OG0000339	XP_020873658.1	El003G161790
OG0000339	XP_002872953.1	El001G000520
OG0000339	XP_020885426.1	El006G282150
OG0000339	XP_020881574.1	El001G033440
OG0000340	XP_002888546.1, XP_002880050.1	El006G285360
OG0000340	XP_002894052.1	El006G285350, El002G130230
OG0000340	XP_002880052.1	El006G285340
OG0000344	XP_020877847.1, XP_020876157.1	El001G051870
OG0000344	XP_020880400.1	El007G349080
OG0000345	XP_020869507.1	El002G096210
OG0000345	XP_020869323.1	El002G096170
OG0000346	XP_020871183.1	El005G272170
OG0000347	XP_020887803.1, XP_020889440.1	El005G267560
OG0000347	XP_020885147.1, XP_002880843.1	El005G247550
OG0000348	XP_020891714.1	El004G225860, El007G346220, El004G225870
OG0000348	XP_020889075.1	El003G159600, El003G182960
OG0000349	XP_002869064.1	El003G146500
OG0000349	XP_020891555.1, XP_020891770.1	El004G214430, El004G214420
OG0000349	XP_020870051.1	El002G127670, El002G127640
OG0000350	XP_020867533.1	El002G115710
OG0000350	XP_020867532.1	El002G115770
OG0000351	XP_020866111.1	El002G121660
OG0000351	XP_002870550.1	El005G250830
OG0000351	XP_020886617.1	El002G121570
OG0000352	XP_002890193.1	El006G309450
OG0000352	XP_002886594.2, XP_002888145.1, XP_020891477.1	El004G201170, El004G201120, El003G185340, El007G358620
OG0000355	XP_002868232.2	El003G173970
OG0000355	XP_002887118.1, XP_002887117.1	El004G217540, El004G217530
OG0000356	XP_002874408.2, XP_002872250.1, XP_002874407.2	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	XP_002892204.1	El002G086200, El001G072530
OG0000358	XP_020868529.1, XP_002865409.1	El007G359240
OG0000358	XP_020877760.1	El001G072540
OG0000358	XP_002873405.1	El001G072550
OG0000359	XP_002890838.2, XP_002893588.2	El002G115950, El002G115980
OG0000359	XP_020883007.1	El006G296870
OG0000359	XP_002879498.1	El006G296860
OG0000360	XP_020871494.1, XP_002865045.1	El007G323130
OG0000361	XP_002882734.1	El005G247030, El005G247020
OG0000361	XP_020879386.1	El001G078160
OG0000362	XP_020888758.1, XP_020886043.1	El005G273570
OG0000363	XP_002886436.2	El002G126200, El002G126220
OG0000368	XP_020874750.1	El003G144810
OG0000368	XP_002888509.2, XP_020865922.1	El004G215830
OG0000368	XP_020873168.1	El003G144750
OG0000369	XP_002881664.1	El007G331100, El001G015190
OG0000370	XP_002890198.2	El003G185270, El002G101090, El002G101100
OG0000370	XP_020870155.1	El002G101070
OG0000370	XP_020873585.1	El001G014550, El003G159300, El003G159280
OG0000371	XP_002890652.1	El002G111190
OG0000371	XP_002880288.1	El006G280660
OG0000371	XP_020870312.1	El002G085130
OG0000372	XP_020873782.1, XP_002869578.2, XP_002869577.1, XP_020873778.1	El003G157160, El003G157170, El003G173780
OG0000377	XP_020890101.1	El004G200550
OG0000377	XP_020890100.1	El004G200530
OG0000377	XP_002886599.1	El004G200590
OG0000379	XP_002862473.2	El003G186470, El006G311540
OG0000380	XP_020890515.1	El004G197800
OG0000381	XP_002889550.2	El001G076620
OG0000381	XP_020868842.1, XP_002893663.2	El001G041360
OG0000381	XP_020875900.1	El006G290220
OG0000382	XP_002889409.1	El002G084270
OG0000382	XP_002874941.1	El001G002380
OG0000382	XP_020868304.1	El004G208350
OG0000382	XP_020867895.1	El002G091920
OG0000383	XP_020868242.1	El002G114440
OG0000383	XP_020868885.1	El002G114400
OG0000383	XP_020868889.1	El002G114430
OG0000384	XP_020870422.1	El002G137740
OG0000384	XP_020867734.1	El002G137760
OG0000386	XP_002876198.1	El001G023900
OG0000386	XP_002875312.1	El001G040470, El001G040480
