Orthogroup	Erysimum_linariifolium	Capsella_rubella
OG0000217	El004G203150, El004G202950	XP_006300602.2
OG0000217	El004G203070	XP_006301589.1
OG0000217	El004G202120	XP_006300705.1
OG0000218	El002G099000	XP_006305966.2
OG0000218	El002G099030, El002G099010	XP_006306087.1
OG0000218	El001G040840, El001G040850	XP_023638990.1, XP_006291999.1, XP_023638678.1, XP_006291997.1
OG0000218	El001G036390	XP_006291995.1
OG0000219	El004G216370	XP_006300988.1, XP_006300969.1, XP_006300929.1, XP_006301393.1
OG0000219	El007G327350	XP_023633471.1
OG0000219	El007G339360	XP_006281906.1
OG0000220	El004G196230	XP_023643827.1, XP_023643232.1, XP_006279057.2
OG0000220	El008G369090	XP_023632799.1
OG0000220	El001G037770	XP_006292502.1
OG0000224	El004G230600	XP_006301754.1
OG0000224	El004G230590	XP_006302386.1
OG0000224	El005G267900	XP_006299068.1
OG0000224	El004G196560, El004G196620, El004G196600	XP_006301062.1
OG0000225	El002G115560	XP_006303366.2
OG0000225	El002G115460	XP_006305710.2, XP_006304552.1
OG0000225	El002G115470	XP_006305771.1
OG0000225	El002G115510	XP_006304293.1
OG0000225	El002G115440	XP_006305764.1, XP_006304484.1
OG0000226	El002G108090	XP_023640416.1
OG0000226	El005G257020	XP_023641274.1, XP_006298152.1
OG0000228	El004G222540, El004G222580	XP_006301818.1
OG0000228	El004G222640	XP_006302942.1
OG0000228	El001G048740, El001G048760	XP_006289231.1
OG0000228	El004G222500	XP_023644384.1
OG0000229	El003G153420	XP_006280936.1, XP_006293511.1
OG0000229	El002G136110, El002G136100, El002G136060, El002G136090, El001G062630, El002G136050	XP_006304151.2, XP_006303339.1, XP_006304149.1
OG0000230	El003G184530	XP_006284865.1
OG0000230	El004G228600, El004G228560	XP_006301262.1
OG0000231	El003G188200	XP_006283372.1
OG0000234	El001G013810	XP_006292174.1
OG0000234	El001G026000	XP_006290668.1
OG0000234	El001G025990	XP_006292545.1
OG0000234	El001G025980	XP_006292248.1
OG0000234	El006G290620	XP_006295608.1
OG0000234	El001G068080	XP_006287124.2
OG0000235	El002G130000	XP_006304962.1
OG0000235	El005G270010, El005G270000	XP_006300121.1, XP_006299527.1
OG0000236	El005G261550	XP_006299722.2
OG0000237	El001G043200	XP_023634310.1
OG0000239	El006G299430	XP_006295734.1
OG0000242	El005G272850	XP_006297317.1
OG0000242	El002G097950	XP_023645571.1
OG0000242	El002G097960	XP_023645989.1
OG0000242	El002G097970	XP_006307291.2
OG0000242	El002G097940	XP_006307178.2
OG0000244	El003G163990	XP_006284545.1
OG0000244	El001G005180	XP_006289916.1
OG0000244	El003G164000	XP_023635292.1, XP_006279100.1, XP_006285919.1, XP_006279101.1
OG0000244	El001G005170	XP_006289616.1
OG0000244	El001G005160	XP_006289215.1
OG0000247	El002G130240	XP_006284720.1
OG0000248	El004G205450	XP_006302421.1
OG0000248	El001G027800	XP_006292358.1
OG0000249	El001G010190, El001G010200	XP_006294087.1, XP_006294083.1
OG0000249	El001G023760	XP_023639020.1
OG0000250	El004G221440, El004G221420, El004G221410, El004G221430	XP_006301801.2
OG0000250	El004G221620, El004G221570	XP_006301741.2
OG0000250	El003G143450, El003G143430	XP_006285772.2
OG0000250	El003G189050	XP_006284516.1
OG0000254	El004G205790, El004G205810, El004G205800, El004G205770	XP_023643302.1
OG0000255	El002G127510	XP_023638868.1
OG0000256	El001G045880, El006G315950	XP_006292910.1
OG0000256	El002G127370, El007G348390, El007G354980, El007G348590, El007G348510	XP_006281060.1
OG0000256	El007G348440, El007G348630, El007G348410, El007G348460	XP_023642516.1
OG0000256	El006G289100	XP_006294980.1
OG0000256	El006G315200, El006G315100, El006G315180, El006G315190, El006G315090, El006G315110, El006G315230	XP_006295453.1, XP_006295599.1, XP_006295455.1
OG0000257	El005G269290	XP_006300047.2
OG0000257	El003G177270, El004G233260, El003G184780	XP_006284973.1, XP_006301076.1
OG0000257	El003G190500	XP_023642301.1
OG0000258	El001G040590, El001G040540	XP_006290948.1
OG0000258	El001G040610	XP_006292423.1
OG0000258	El001G040630, El001G040650	XP_006290957.1, XP_006290955.1
OG0000258	El007G334450	XP_006282010.1
OG0000258	El001G040670	XP_006290953.1, XP_023638661.1
OG0000260	El007G349370	XP_023633599.1
OG0000261	El003G172830, El007G338290, El003G149370, El007G343030, El003G186040	XP_023641349.1
OG0000264	El001G003610	XP_006290182.1
OG0000264	El001G003620	XP_023636139.1, XP_006286807.1
OG0000264	El001G003650	XP_006289480.2
OG0000265	El001G028230	XP_006299160.2
OG0000266	El001G032330	XP_023645896.1
OG0000267	El006G303900, El006G300950, El006G300970	XP_023640926.1, XP_023644474.1, XP_006295737.1, XP_023640855.1, XP_006295478.1, XP_023640375.1, XP_023640377.1, XP_006296294.1
OG0000268	El001G037050	XP_006292510.2
OG0000268	El004G198500	XP_023643441.1
OG0000268	El001G081300	XP_006287367.1
OG0000268	El001G024850	XP_006292488.1
OG0000271	El002G111590	XP_006299908.2, XP_006288300.1, XP_006288303.1
OG0000271	El005G245000	XP_006306291.1
OG0000271	El001G055480	XP_006285847.2
OG0000271	El001G004610, El001G004620	XP_006289516.1
OG0000273	El002G105290	XP_006281771.1
OG0000273	El002G132430	XP_006307122.1, XP_006304613.1
OG0000274	El007G331270	XP_006281238.1
OG0000274	El001G015380	XP_006291980.1
OG0000274	El002G138930, El005G270610, El001G015480, El001G015500	XP_006292381.1
OG0000274	El004G201760	XP_023642855.1
OG0000274	El006G303380, El006G303400	XP_006295138.1
OG0000275	El005G260480	XP_006299261.1
OG0000275	El005G260440	XP_006299285.1
OG0000275	El005G260470, El005G260460	XP_006299133.1, XP_006298980.1
OG0000275	El005G260450	XP_006299022.1
OG0000276	El003G177930	XP_006285657.1
OG0000276	El003G165590	XP_006286226.1
OG0000276	El001G054260, El001G054290	XP_006289208.1
OG0000276	El006G301860, El005G266830	XP_006294021.2
OG0000277	El003G172500	XP_006286199.1
OG0000277	El003G172490	XP_006284817.1
OG0000277	El003G172510	XP_006284821.1
OG0000277	El003G172540, El003G172520	XP_006284819.1, XP_006284820.1
OG0000278	El004G194450, El004G194550, El004G194420	XP_006292952.1, XP_023637248.1
OG0000278	El007G332310, El007G332260	XP_023636104.1, XP_006288761.1
OG0000279	El006G309180	XP_023635807.1, XP_023639599.1, XP_023641906.1
OG0000281	El002G134220	XP_006279141.1
OG0000281	El004G205670, El004G205700	XP_006286208.2
OG0000281	El001G048140	XP_006291195.2
OG0000282	El001G074250	XP_006289289.1
OG0000282	El001G074230, El001G074220	XP_006289949.1
OG0000282	El001G074240	XP_006289379.1
OG0000282	El001G074210	XP_006290020.1
OG0000282	El001G074200, El001G074190	XP_006286767.1
OG0000283	El007G358960	XP_006282331.1
OG0000283	El007G358950, El007G358900, El007G358940	XP_006281683.1
OG0000284	El001G051110	XP_006286819.1, XP_006279117.1, XP_006286567.1
OG0000284	El001G010020, El005G240890	XP_006298183.1
OG0000286	El007G339220, El007G356290	XP_023633225.1, XP_006281791.2
OG0000286	El007G356300	XP_023644793.1
OG0000286	El007G346400, El007G339230, El007G339190, El007G339150, El007G339210, El007G356280, El007G339800, El007G339290, El007G339310, El007G347210	XP_023643674.1, XP_006281608.2
OG0000287	El005G258960	XP_023641339.1
OG0000287	El005G259020	XP_023642101.1
OG0000287	El005G258990, El005G259000	XP_023642461.1
OG0000287	El005G259030	XP_023642080.1
OG0000287	El005G259040	XP_023642081.1
OG0000288	El005G236820, El005G237970, El002G127980, El006G306940, El007G362290, El007G366050, El007G366090, El007G366070, El007G366110, El007G366120, El007G366080, El007G366040, El007G366150, El001G018900, El001G018820, El007G366140, El007G359310, El004G231130, El004G231090, El004G231100, El004G231180, El005G265170, El005G269820, El005G269800	XP_006297907.1
OG0000290	El005G255960	XP_006299790.2
OG0000290	El007G324830	XP_023633447.1
OG0000290	El003G191140, El003G191110	XP_006282935.2, XP_006299208.2, XP_006282518.2, XP_006285278.2, XP_023635052.1
OG0000293	El007G348670	XP_023634606.1, XP_023638025.1, XP_023637692.1
OG0000294	El005G254320	XP_006297742.2
OG0000294	El006G280820	XP_006294369.1
OG0000294	El001G002070	XP_006287904.1
OG0000294	El002G084190	XP_006305011.1
OG0000295	El005G250990	XP_006299550.1
OG0000295	El004G213700, El004G213760	XP_006300449.1
OG0000295	El005G250980	XP_006297414.1
OG0000296	El004G224600, El004G224660	XP_006298206.1, XP_006298477.2
OG0000296	El006G317420, El006G317640, El006G317430	XP_023636873.1, XP_006288183.1
OG0000296	El007G339110	XP_006288152.1, XP_006288153.2
OG0000297	El003G145640	XP_006286101.1
OG0000297	El007G330520	XP_006282294.1
OG0000299	El001G044780, El001G044800, El001G044870	XP_023639078.1, XP_023638428.1, XP_023638451.1, XP_006291047.1
OG0000299	El002G141100	XP_023645495.1
OG0000300	El005G270380	XP_006298874.2
OG0000300	El002G126770	XP_006298781.1
OG0000300	El005G270340	XP_023641056.1
OG0000300	El005G270320, El006G312490	XP_023642219.1
OG0000301	El004G204460	XP_006300081.1
OG0000303	El004G204690, El001G012020	XP_023639308.1, XP_023634711.1
OG0000304	El006G306670, El002G124540, El007G361960	XP_006282370.1
OG0000304	El007G361930	XP_006281784.1
OG0000304	El001G037860, El002G117260	XP_006294221.1
OG0000308	El003G190640	XP_023635159.1
OG0000310	El007G331450	XP_006282038.1
OG0000310	El005G269120, El005G267120	XP_006282003.1, XP_006282276.1
OG0000311	El001G064420	XP_023636500.1
OG0000311	El002G132070	XP_006306121.1
OG0000311	El005G254740	XP_006298020.1
OG0000311	El004G215340	XP_006300523.1
OG0000313	El003G165600	XP_006286118.1
OG0000313	El002G132590	XP_006304764.1, XP_006304837.1
OG0000313	El006G293390	XP_006300940.2, XP_023644280.1, XP_023643331.1
OG0000314	El002G086800	XP_006304190.1
OG0000314	El006G299440	XP_006293513.1
OG0000314	El002G086810	XP_006306317.1
OG0000314	El006G298930	XP_006294968.1
OG0000316	El006G313460, El006G313430, El006G288940, El006G288750, El006G313470	XP_023634679.1, XP_006300905.2
OG0000316	El006G289040, El006G288950	XP_006296154.2, XP_006296300.1, XP_006296274.2
OG0000319	El002G090600, El002G090610, El007G330560	XP_006307728.2, XP_006280459.1
OG0000320	El007G351450	XP_023641921.1
OG0000320	El001G046980	XP_023644227.1, XP_023633340.1, XP_023644217.1, XP_023639608.1
OG0000321	El003G185760, El003G185810	XP_023634323.1
OG0000322	El004G231760	XP_006301427.1
OG0000322	El002G101250	XP_023632628.1
OG0000322	El006G289270	XP_006295765.1, XP_006301907.1
OG0000323	El003G156470	XP_023635366.1
OG0000323	El003G156480	XP_006284880.1
OG0000327	El002G109100, El002G109110	XP_023633034.1
OG0000327	El001G043800, El001G043810	XP_023633577.1
OG0000328	El003G188540	XP_006285598.2
OG0000328	El003G188510, El003G188530, El003G188520	XP_006284934.2, XP_006285306.1
OG0000329	El006G284470, El003G174280	XP_006293050.1
OG0000329	El006G313370	XP_006290449.1
OG0000330	El001G031500	XP_006291046.1
OG0000330	El001G031820	XP_006291184.2
OG0000331	El004G210400	XP_023644532.1
OG0000332	El001G060380	XP_006286664.1, XP_006286795.1
OG0000332	El002G134240	XP_006307493.1, XP_006279139.1
OG0000334	El001G024470	XP_023639259.1
OG0000334	El006G292570	XP_006295761.1
OG0000334	El027G373440, El004G212490	XP_006287213.1
OG0000335	El002G087130	XP_023644982.1
OG0000335	El002G130900	XP_023644521.1
OG0000336	El004G225060	XP_023643022.1
OG0000336	El004G225040	XP_006302398.1
OG0000336	El002G101750	XP_006305103.1
OG0000336	El004G225030	XP_006300480.1
OG0000338	El004G205930, El004G205250	XP_006302924.1, XP_006302921.1
OG0000339	El002G083160	XP_006304071.1
OG0000339	El003G161790	XP_006284249.1
OG0000339	El001G000520	XP_006288376.1
OG0000339	El006G282150	XP_006294736.1
OG0000339	El001G033440	XP_023639059.1
OG0000340	El006G285360	XP_006295770.1
OG0000340	El006G285340	XP_006295306.1, XP_006303050.1, XP_023640952.1
OG0000341	El006G311090	XP_023640347.1, XP_023633336.1
OG0000342	El003G192910	XP_023634402.1
OG0000344	El001G051870	XP_006287450.1
OG0000345	El002G096210	XP_023641021.1, XP_023633094.1
OG0000345	El002G096170	XP_006304658.2
OG0000346	El007G346340, El007G339300	XP_006280481.1, XP_006280434.1
OG0000347	El005G267560	XP_006299246.2
OG0000348	El004G225860, El007G346220, El004G225870	XP_023633819.1
OG0000348	El006G318050, El007G363860, El003G159600, El003G182960	XP_006279286.2
OG0000349	El003G146500	XP_006282910.1
OG0000349	El004G214430, El004G214420	XP_023644263.1, XP_023644178.1
OG0000349	El004G214440	XP_023644336.1, XP_023644189.1, XP_023644264.1
OG0000349	El002G127670, El002G127640	XP_023644494.1, XP_023644495.1
OG0000350	El002G115720	XP_023633101.1
OG0000350	El002G115710	XP_023632943.1
OG0000350	El002G115770	XP_023633107.1
OG0000350	El002G115760	XP_023633108.1
OG0000351	El005G250820	XP_006304904.2
OG0000352	El006G309450	XP_023645432.1
OG0000352	El004G201170, El004G201120, El003G185340, El007G358620	XP_006300344.1, XP_006302300.1
OG0000353	El001G081410	XP_006299955.2
OG0000355	El003G173970	XP_006285238.1
OG0000355	El004G217540, El004G217530	XP_006300980.1, XP_006301990.1, XP_006301072.1, XP_006300346.2, XP_023643972.1
OG0000356	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640	XP_006290077.2, XP_006290011.1
OG0000358	El001G072530	XP_006288844.1
OG0000358	El007G359240	XP_006281260.2
OG0000358	El001G072540	XP_006289613.1
OG0000358	El001G072550	XP_006289891.1
OG0000359	El006G296870	XP_006295385.1
OG0000359	El006G296860	XP_006293384.1
OG0000360	El007G323130	XP_023644261.1
OG0000361	El005G247030, El005G247020	XP_006297904.1
OG0000361	El001G078160	XP_023636652.1
OG0000361	El001G078130	XP_006287917.1
OG0000362	El005G273570	XP_006297043.2
OG0000362	El004G212880	XP_006304551.1
OG0000364	El004G211570	XP_023641511.1
OG0000368	El003G144810	XP_006283601.1
OG0000368	El003G144790	XP_023634749.1
OG0000368	El004G215830	XP_023643598.1, XP_006302152.1
OG0000368	El003G144770	XP_006283582.1
OG0000368	El003G144750	XP_006283585.1
OG0000369	El007G331100, El001G015190	XP_006295517.1
OG0000370	El002G101100	XP_006305429.2
OG0000370	El002G101070	XP_006305827.1
OG0000370	El001G014550, El003G159300, El003G159280	XP_006284329.1, XP_006302461.1
OG0000371	El002G111190	XP_006304409.1
OG0000371	El006G280660	XP_023640112.1
OG0000371	El002G085130	XP_006303834.1
OG0000372	El003G157140, El003G173700	XP_006285843.1
OG0000372	El003G157160, El003G157170, El003G173780	XP_006282347.1, XP_006286272.1, XP_006285601.1, XP_006284992.1
OG0000377	El004G200550	XP_006302496.1
OG0000377	El004G200530	XP_006302482.1
OG0000377	El004G200590	XP_023642863.1
OG0000379	El003G186470, El006G311540	XP_006306907.1, XP_006299894.2
OG0000380	El004G197270	XP_023644130.1
OG0000381	El006G290220	XP_023636517.1, XP_023636519.1, XP_006281900.2
OG0000382	El002G084270	XP_006305654.1
OG0000382	El001G002380	XP_006288715.1
OG0000382	El004G208350	XP_006301123.2
OG0000382	El002G091920	XP_023645205.1
OG0000383	El002G119180	XP_023646002.1, XP_023637173.1, XP_023632684.1
OG0000383	El002G114430	XP_023644902.1, XP_023644904.1
OG0000384	El002G137770, El002G137730	XP_006304019.1
OG0000384	El002G137760	XP_023644983.1
OG0000386	El001G023900	XP_006292171.1, XP_006292361.1
OG0000386	El001G023910	XP_023638827.1
OG0000387	El006G285610	XP_006294283.1
OG0000387	El006G281610	XP_023640393.1
OG0000389	El004G206640, El004G206700, El004G206670, El004G206820, El004G206780, El004G206750	XP_023643804.1
OG0000389	El004G206650	XP_023643802.1
OG0000389	El001G029870	XP_023639062.1
OG0000390	El002G104620	XP_023645413.1
OG0000391	El002G107470	XP_006304493.1
OG0000391	El002G107390	XP_006307682.2
OG0000391	El002G107420	XP_006307366.1
OG0000392	El003G176450	XP_006291132.1
OG0000393	El005G254450, El005G254470, El001G064960, El005G254460	XP_006297867.2, XP_023639564.1, XP_006295871.2
OG0000396	El001G046620	XP_023638828.1
OG0000396	El001G043390	XP_006290512.1
OG0000396	El001G043540, El001G043570	XP_006292607.1, XP_006292374.1
OG0000398	El002G140190	XP_006306130.1
OG0000399	El001G014530, El001G014520	XP_023643290.1
OG0000400	El006G281540	XP_023640428.1
OG0000401	El007G344350, El007G344320, El007G344360	XP_006304938.1
OG0000402	El006G281800	XP_023637155.1
OG0000403	El004G201290	XP_006301572.1
OG0000403	El004G200670	XP_006279132.2, XP_006300421.1, XP_006301654.2
OG0000404	El005G247060	XP_006295174.1, XP_006298737.1
OG0000406	El001G063970	XP_023637148.1, XP_006289583.1, XP_023637147.1
OG0000406	El001G031450	XP_006291357.2
OG0000406	El005G237360	XP_006300073.1
OG0000407	El001G065720	XP_006289140.2
OG0000407	El001G078960, El001G078950	XP_006289675.1, XP_023637647.1
OG0000408	El006G316640	XP_023639406.1
OG0000408	El006G316550	XP_023640295.1
OG0000408	El006G311690	XP_023639414.1
OG0000408	El006G316620, El006G316610	XP_023639411.1, XP_023639413.1
OG0000409	El005G261050, El003G167680	XP_023641265.1
OG0000411	El004G198670	XP_006300332.1
OG0000411	El005G270540	XP_006298837.1
OG0000411	El001G005390	XP_006288911.1
OG0000411	El003G163700	XP_023633999.1
OG0000412	El007G337740	XP_006281244.2
OG0000412	El003G157090	XP_006284751.1
OG0000412	El002G135360	XP_006303412.1
OG0000413	El005G249460	XP_006300251.2
OG0000413	El003G158150	XP_023635326.1
OG0000413	El007G335400	XP_006279506.2
OG0000414	El002G110530	XP_006303963.1
OG0000415	El001G069430	XP_023637706.1
OG0000415	El001G049570, El001G049550, El001G049580, El001G049150	XP_006289424.1
OG0000415	El006G286470	XP_006296273.1
OG0000416	El006G300650, El006G300480	XP_023640386.1
OG0000416	El006G316630	XP_023645769.1, XP_006295764.1
OG0000417	El005G267220, El005G267230, El007G344240	XP_006299592.1
OG0000417	El005G267240	XP_006297713.1
OG0000417	El001G006910	XP_023636129.1
OG0000417	El001G009680	XP_006289254.1
OG0000419	El002G122010, El007G345660, El007G345790, El007G345880	XP_006279058.2
OG0000420	El006G289320	XP_023640666.1
OG0000420	El003G153940, El003G153780	XP_023637658.1
OG0000420	El003G191940, El003G191980, El003G184480	XP_023633408.1
OG0000421	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490	XP_006282503.1, XP_006285342.2
OG0000421	El003G188880	XP_006286228.2
OG0000421	El003G188870	XP_006286150.1
OG0000422	El002G092300	XP_006305357.1
OG0000422	El002G092310	XP_006304701.1
OG0000422	El002G092290, El002G127460	XP_006305369.1
OG0000423	El004G224830	XP_006302320.1
OG0000423	El005G250010	XP_006297793.1
OG0000424	El001G004180	XP_023636138.1
OG0000424	El001G004250	XP_006290210.1, XP_006289326.2
OG0000424	El001G004240	XP_023641048.1, XP_023637061.1, XP_023635170.1, XP_023635083.1, XP_023634846.1
OG0000425	El005G247780	XP_006289129.1, XP_006282029.1
OG0000427	El004G232020	XP_006300414.1
OG0000427	El006G298220	XP_006295834.2
OG0000429	El001G052920	XP_006289091.1
