Orthogroup	Erysimum_linariifolium	Raphanus_sativus
OG0000144	El007G351410	XP_018448270.1, XP_018448446.1
OG0000144	El007G351390	XP_018450169.1
OG0000144	El007G362000	XP_018467201.1
OG0000145	El001G032460, El007G355960, El005G270970, El001G000710	XP_018475246.1
OG0000145	El001G043740	XP_018487663.1, XP_018459425.1
OG0000146	El007G336800	XP_018466390.1
OG0000146	El007G336790	XP_018452340.1
OG0000146	El007G336850	XP_018454803.1
OG0000146	El007G336810	XP_018469497.1, XP_018452341.1, XP_018454603.1
OG0000146	El007G336870, El007G336880	XP_018466399.1
OG0000146	El007G336910	XP_018476533.1
OG0000146	El007G336890	XP_018455771.1, XP_018458869.1
OG0000146	El002G123110	XP_018473981.1, XP_018464800.1
OG0000146	El007G336920	XP_018466410.1, XP_018465502.1
OG0000147	El005G277400	XP_018439896.1, XP_018456672.1
OG0000147	El003G152940	XP_018447191.1, XP_018447677.1
OG0000147	El007G334350	XP_018470730.1, XP_018456230.1
OG0000147	El004G233720	XP_018453169.1, XP_018442966.1
OG0000147	El001G047010	XP_018440073.1
OG0000147	El005G271430	XP_018489772.1
OG0000147	El006G316840	XP_018441376.1
OG0000149	El006G308870	XP_018487951.1
OG0000150	El006G312860	XP_018466193.1
OG0000150	El001G011280	XP_018435717.1
OG0000150	El001G014390, El001G014400	XP_018479792.1
OG0000151	El007G339860	XP_018471382.1, XP_018457991.1
OG0000151	El003G156070	XP_018445231.1, XP_018461966.1, XP_018447674.1
OG0000151	El005G243780	XP_018492109.1, XP_018440453.1, XP_018486328.1, XP_018491228.1
OG0000151	El005G273960	XP_018487201.1, XP_018435045.1
OG0000151	El007G336000	XP_018468491.1, XP_018455854.1, XP_018476067.1
OG0000151	El004G194600	XP_018453176.1
OG0000152	El006G310290	XP_018467420.1
OG0000152	El003G177030	XP_018469718.1, XP_018473926.1, XP_018453794.1, XP_018453647.1, XP_018443335.1, XP_018443578.1, XP_018455617.1, XP_018465560.1, XP_018473943.1, XP_018487650.1, XP_018466869.1, XP_018466667.1, XP_018479018.1, XP_018462117.1, XP_018463330.1, XP_018474053.1, XP_018487651.1, XP_018435790.1
OG0000154	El004G209500	XP_018445818.1, XP_018445836.1
OG0000155	El001G002450, El001G002560, El001G002510, El001G002610	XP_018449860.1, XP_018461810.1, XP_018461800.1
OG0000155	El004G214530, El004G213730, El004G214590	XP_018476478.1, XP_018442317.1, XP_018442968.1
OG0000155	El003G164690	XP_018471642.1
OG0000155	El005G247790	XP_018491969.1
OG0000155	El003G164700	XP_018460365.1, XP_018464799.1
OG0000155	El001G050480, El005G272960	XP_018460811.1
OG0000156	El001G032910	XP_018480183.1, XP_018480175.1
OG0000156	El006G282820, El007G349010	XP_018478569.1
OG0000156	El002G121590, El006G282830	XP_018485103.1
OG0000157	El003G192550, El003G192860	XP_018488077.1, XP_018438578.1, XP_018442744.1, XP_018491246.1, XP_018491336.1, XP_018485751.1, XP_018486403.1, XP_018488302.1, XP_018482093.1
OG0000158	El003G176020	XP_018432785.1
OG0000160	El004G209900	XP_018435759.1, XP_018474025.1, XP_018460645.1
OG0000160	El004G202080	XP_018465687.1
OG0000162	El001G032200	XP_018437416.1
OG0000162	El006G283560, El006G283550	XP_018463531.1
OG0000164	El003G154310, El003G154300	XP_018460082.1
OG0000164	El001G048350	XP_018474111.1
OG0000164	El003G143320	XP_018450139.1, XP_018451158.1
OG0000166	El003G188790, El003G188850	XP_018435800.1, XP_018458694.1
OG0000166	El004G197940	XP_018435864.1, XP_018479705.1, XP_018487806.1
OG0000167	El003G166330	XP_018456032.1, XP_018470205.1
OG0000167	El003G186190, El007G348790	XP_018476022.1
OG0000167	El003G166350	XP_018487852.1
OG0000167	El003G186120	XP_018448523.1
OG0000168	El007G366060, El007G366100	XP_018467654.1, XP_018474076.1, XP_018443637.1, XP_018473851.1, XP_018448761.1, XP_018474353.1, XP_018448579.1, XP_018479294.1, XP_018467635.1, XP_018454022.1, XP_018474345.1, XP_018436409.1, XP_018473762.1, XP_018479683.1, XP_018453583.1, XP_018475443.1, XP_018443595.1, XP_018453891.1
OG0000169	El004G220680, El004G226730, El004G226720	XP_018442278.1
OG0000169	El006G316110	XP_018463769.1, XP_018460684.1, XP_018443534.1
OG0000169	El006G314450, El006G314460, El006G309570	XP_018481154.1
OG0000169	El006G309550	XP_018466358.1
OG0000171	El004G222060, El002G108810	XP_018486354.1, XP_018471533.1, XP_018433300.1, XP_018466301.1
OG0000171	El004G201030	XP_018461928.1, XP_018466967.1
OG0000171	El001G066810	XP_018446341.1
OG0000174	El005G261670, El003G181040, El001G047190, El008G371470, El007G350780, El003G181660	XP_018454079.1, XP_018453635.1, XP_018453590.1, XP_018467610.1, XP_018467617.1, XP_018467428.1, XP_018467324.1, XP_018463262.1, XP_018463244.1, XP_018458054.1, XP_018476099.1, XP_018479716.1, XP_018467224.1, XP_018464197.1, XP_018468530.1, XP_018462949.1, XP_018467321.1, XP_018453867.1, XP_018475424.1, XP_018466046.1, XP_018464818.1, XP_018465102.1, XP_018475645.1, XP_018459728.1, XP_018479576.1, XP_018466885.1
OG0000175	El005G275350	XP_018481039.1, XP_018482967.1, XP_018470632.1
OG0000175	El003G147420	XP_018464957.1
OG0000175	El003G146230	XP_018491974.1
OG0000176	El002G117480	XP_018448171.1
OG0000177	El006G311500	XP_018436086.1, XP_018460717.1, XP_018479558.1
OG0000177	El004G208380, El005G239340, El002G123320, El001G053740, El007G348130	XP_018435738.1, XP_018435736.1, XP_018479822.1, XP_018435726.1, XP_018460634.1, XP_018435701.1, XP_018462864.1, XP_018453753.1, XP_018453690.1, XP_018448545.1, XP_018460692.1, XP_018479520.1, XP_018475801.1, XP_018465016.1, XP_018448614.1
OG0000180	El006G317860	XP_018479217.1, XP_018465639.1, XP_018479201.1, XP_018484272.1, XP_018484259.1, XP_018438799.1, XP_018479215.1, XP_018458214.1, XP_018479283.1, XP_018458190.1, XP_018461828.1, XP_018437258.1, XP_018475087.1, XP_018479295.1, XP_018479296.1, XP_018465128.1
OG0000181	El001G037070, El007G362960, El001G081130, El003G164550, El006G294400	XP_018488039.1, XP_018467359.1, XP_018453986.1, XP_018443467.1, XP_018473994.1, XP_018487871.1, XP_018462435.1, XP_018466937.1, XP_018465078.1, XP_018473796.1, XP_018462921.1, XP_018459865.1
OG0000183	El002G109930, El002G097230, El003G174400, El002G139010, El002G135320	XP_018463520.1, XP_018474168.1
OG0000183	El002G109940, El003G170170, El006G283640	XP_018436406.1
OG0000185	El001G013560	XP_018458943.1
OG0000185	El001G004130	XP_018458517.1
OG0000187	El003G151220	XP_018450650.1, XP_018450647.1
OG0000187	El005G246530	XP_018488297.1, XP_018487474.1, XP_018487473.1
OG0000188	El003G153830	XP_018435808.1, XP_018460328.1, XP_018436064.1, XP_018436063.1, XP_018460201.1
OG0000189	El004G229250	XP_018451159.1
OG0000189	El003G144190, El001G061400, El001G061930	XP_018447856.1, XP_018461632.1, XP_018463300.1
OG0000190	El001G005520	XP_018466494.1, XP_018466592.1
OG0000190	El001G005530	XP_018466816.1, XP_018474729.1
OG0000190	El001G005460	XP_018464334.1, XP_018455875.1
OG0000190	El001G005500	XP_018467299.1
OG0000190	El001G005510	XP_018437778.1, XP_018469510.1
OG0000190	El005G265350	XP_018455030.1, XP_018435705.1, XP_018438238.1
OG0000191	El005G254650	XP_018485931.1
OG0000192	El002G105680	XP_018468276.1
OG0000192	El002G105560, El002G105590, El002G105640	XP_018469385.1, XP_018442122.1, XP_018482050.1, XP_018465489.1
OG0000192	El002G105570	XP_018459129.1
OG0000192	El002G105580	XP_018462732.1
OG0000192	El002G105690	XP_018491376.1
OG0000193	El006G309730	XP_018490154.1, XP_018488211.1, XP_018488212.1, XP_018487656.1
OG0000195	El006G308260	XP_018478487.1
OG0000195	El006G288320, El001G028150	XP_018488390.1, XP_018446504.1
OG0000195	El003G186220, El004G215670	XP_018483199.1
OG0000196	El002G115040	XP_018486318.1
OG0000196	El002G116380	XP_018451670.1
OG0000196	El002G115030	XP_018448328.1, XP_018448331.1
OG0000200	El002G119250	XP_018474982.1
OG0000200	El004G214290	XP_018453936.1, XP_018453938.1, XP_018461408.1, XP_018454185.1, XP_018465549.1
OG0000200	El004G202190	XP_018471263.1
OG0000201	El005G260710	XP_018459934.1, XP_018487657.1, XP_018469258.1, XP_018469264.1, XP_018469462.1, XP_018469250.1, XP_018485940.1, XP_018469214.1, XP_018437873.1, XP_018437781.1, XP_018489834.1, XP_018490081.1, XP_018436335.1, XP_018489740.1, XP_018438297.1
OG0000202	El001G009350	XP_018490460.1, XP_018490453.1, XP_018461063.1, XP_018466218.1, XP_018432632.1, XP_018463432.1, XP_018432637.1, XP_018432633.1, XP_018490295.1, XP_018490523.1
OG0000202	El005G261620, El005G261760	XP_018459668.1
OG0000202	El005G261630	XP_018488215.1
OG0000203	El005G239330, El005G239300	XP_018438633.1, XP_018438743.1, XP_018438489.1, XP_018435291.1, XP_018463291.1
OG0000203	El005G239360, El005G239320, El005G239280, El007G349670	XP_018455405.1
OG0000204	El005G243840, El005G241010, El001G005350	XP_018464581.1, XP_018469633.1, XP_018439460.1, XP_018490043.1, XP_018488293.1
OG0000204	El005G261570	XP_018490370.1
OG0000204	El005G259630	XP_018488221.1
OG0000205	El005G273080, El005G273070, El006G312030, El003G178380, El003G178560, El003G178400, El003G178460	XP_018493592.1, XP_018476446.1, XP_018488136.1, XP_018465835.1, XP_018490650.1, XP_018460812.1, XP_018449930.1, XP_018450149.1, XP_018464337.1
OG0000208	El002G130530, El002G130520	XP_018460212.1
OG0000208	El003G142990	XP_018450025.1, XP_018450035.1, XP_018447610.1
OG0000208	El006G317590, El003G150670	XP_018457454.1
OG0000208	El007G341810	XP_018470117.1
OG0000209	El004G207330, El004G207320, El004G207280, El004G207300, El004G207310	XP_018457917.1, XP_018455788.1
OG0000209	El003G193190, El007G345850, El007G345610, El007G345740, El007G345570	XP_018479693.1
OG0000210	El005G269850	XP_018475561.1
OG0000210	El006G297290, El006G297480, El006G298870, El006G298840	XP_018475016.1, XP_018474617.1
OG0000213	El004G225470, El004G225480	XP_018442714.1, XP_018445738.1
OG0000213	El005G245790	XP_018483324.1, XP_018493441.1, XP_018487059.1
OG0000213	El006G319110	XP_018483745.1
OG0000213	El006G319100	XP_018439158.1, XP_018441306.1, XP_018438696.1
OG0000214	El001G033600	XP_018467800.1
OG0000214	El001G009830, El001G007470, El006G314950, El003G174420	XP_018453892.1, XP_018455978.1
OG0000216	El003G163460, El003G163490	XP_018475547.1
OG0000217	El004G202120	XP_018490877.1
OG0000218	El002G099030, El002G099010	XP_018491057.1
OG0000218	El002G099020	XP_018491068.1
OG0000218	El001G040840, El001G040850	XP_018460375.1, XP_018479160.1
OG0000218	El001G036390	XP_018434683.1
OG0000219	El007G327350	XP_018490373.1
OG0000220	El004G196230	XP_018439292.1, XP_018475580.1
OG0000220	El008G369090	XP_018439274.1
OG0000221	El008G369870	XP_018462032.1, XP_018487789.1
OG0000222	El005G268220	XP_018473950.1, XP_018480108.1, XP_018435930.1, XP_018448519.1, XP_018448521.1, XP_018443758.1
OG0000224	El004G230590	XP_018468896.1, XP_018474587.1, XP_018468895.1, XP_018480389.1
OG0000224	El005G267900	XP_018449522.1, XP_018450661.1, XP_018450660.1
OG0000224	El004G196560, El004G196620, El004G196600	XP_018453989.1
OG0000225	El002G115460, El002G115540, El002G115490, El002G115450	XP_018487000.1, XP_018461751.1
OG0000226	El002G108090	XP_018488105.1
OG0000226	El001G017980, El001G017970, El007G334490, El007G334480	XP_018435637.1, XP_018435638.1
OG0000226	El003G167740, El003G167670, El003G167790	XP_018435991.1, XP_018437982.1, XP_018437795.1
OG0000226	El005G258620, El005G258970, El005G258600	XP_018448687.1
OG0000228	El001G048740, El001G048760	XP_018447728.1
OG0000228	El002G108430	XP_018479305.1, XP_018479312.1
OG0000229	El003G153420	XP_018449273.1, XP_018449280.1, XP_018449101.1, XP_018470386.1
OG0000230	El004G228550, El004G228570, El004G228580, El004G228600, El004G228560	XP_018469135.1, XP_018461236.1, XP_018444508.1, XP_018445119.1
OG0000231	El003G188200	XP_018453642.1
OG0000232	El002G128560, El005G261940, El005G261950, El005G261880, El005G261890	XP_018485954.1
OG0000234	El001G013810	XP_018484857.1, XP_018484839.1
OG0000234	El001G026000	XP_018481788.1, XP_018491621.1, XP_018443657.1
OG0000234	El001G025990	XP_018483151.1
OG0000234	El001G025980	XP_018481215.1
OG0000234	El006G290620	XP_018439853.1
OG0000234	El001G068080	XP_018445846.1
OG0000236	El005G261550	XP_018467320.1, XP_018433312.1, XP_018487641.1
OG0000237	El005G266480, El003G180350	XP_018453696.1, XP_018479625.1
OG0000239	El006G314580, El006G314600	XP_018464283.1
OG0000242	El002G097950	XP_018481469.1, XP_018436585.1, XP_018451077.1
OG0000242	El002G097960	XP_018485374.1
OG0000242	El002G097970	XP_018451807.1, XP_018451078.1
OG0000242	El002G097940	XP_018472324.1
OG0000243	El002G131050, El001G012090	XP_018487481.1, XP_018461693.1, XP_018458554.1
OG0000244	El003G163990	XP_018480650.1, XP_018462384.1, XP_018471212.1
OG0000244	El001G005180	XP_018454306.1
OG0000244	El003G164000	XP_018447604.1, XP_018461916.1, XP_018439136.1, XP_018437127.1
OG0000244	El001G005170, El001G005160	XP_018474567.1
OG0000246	El007G366210	XP_018458977.1
OG0000247	El002G130240	XP_018490875.1
OG0000248	El004G205450	XP_018465408.1, XP_018467341.1
OG0000248	El001G027800	XP_018432540.1
OG0000249	El001G010190, El001G010200	XP_018433126.1, XP_018435056.1, XP_018475104.1, XP_018472849.1
OG0000249	El001G023760	XP_018461246.1, XP_018490695.1
OG0000250	El004G221440, El004G221420, El004G221410, El004G221430	XP_018455691.1
OG0000250	El004G221620, El004G221570	XP_018469259.1, XP_018469620.1
OG0000251	El007G356100, El007G351370, El007G351690	XP_018487642.1, XP_018487699.1
OG0000252	El002G140500	XP_018443516.1, XP_018435543.1, XP_018435544.1, XP_018443518.1, XP_018435545.1, XP_018443517.1
OG0000253	El005G262180	XP_018463963.1, XP_018464815.1, XP_018460599.1, XP_018460220.1, XP_018453677.1, XP_018453506.1, XP_018464308.1, XP_018459134.1, XP_018462717.1
OG0000254	El004G205790, El004G205810, El004G205800, El004G205770	XP_018448433.1, XP_018487583.1, XP_018487567.1
OG0000254	El002G133750, El002G133740, El002G133770, El002G133780, El006G290360, El006G289630, El001G046370, El004G220180, El001G033560, El004G219930, El006G289430	XP_018459956.1, XP_018465832.1, XP_018459955.1, XP_018459954.1
OG0000255	El002G127510	XP_018487919.1, XP_018464420.1, XP_018458114.1
OG0000256	El006G289100	XP_018475291.1, XP_018474010.1, XP_018463873.1
OG0000256	El006G315200, El006G315100, El006G315180, El006G315190, El006G315090, El006G315110, El006G315230	XP_018436453.1
OG0000258	El001G040590, El001G040540	XP_018452790.1
OG0000258	El001G040630, El001G040650	XP_018438704.1, XP_018465777.1
OG0000258	El001G040670	XP_018460223.1
OG0000264	El001G003610	XP_018455640.1
OG0000264	El001G003620	XP_018455531.1
OG0000265	El001G028230, El005G251540, El003G190960, El006G310460, El002G124910, El003G178950	XP_018448737.1, XP_018459266.1, XP_018479845.1, XP_018463416.1, XP_018462023.1, XP_018463466.1, XP_018463518.1, XP_018443667.1, XP_018487394.1, XP_018448769.1, XP_018453887.1, XP_018453818.1, XP_018453816.1, XP_018473622.1, XP_018465948.1, XP_018473787.1, XP_018479443.1
OG0000266	El001G005860, El002G136470, El004G205750	XP_018461432.1
OG0000268	El001G037050	XP_018484938.1, XP_018484933.1, XP_018457428.1
OG0000268	El001G037020	XP_018457780.1
OG0000268	El001G081300	XP_018446447.1
OG0000268	El001G024850	XP_018462799.1, XP_018477742.1
OG0000271	El006G308350	XP_018475833.1
OG0000271	El001G004610, El001G004620	XP_018455634.1
OG0000273	El001G049110	XP_018474901.1
OG0000273	El003G184360	XP_018486140.1
OG0000273	El002G105290	XP_018480269.1
OG0000274	El007G331270	XP_018476648.1, XP_018455000.1
OG0000274	El001G015380	XP_018440337.1
OG0000274	El006G303380, El006G303400	XP_018460786.1, XP_018480724.1, XP_018434290.1, XP_018434856.1
OG0000275	El005G260440, El001G046400, El005G260470, El005G260460, El005G260450	XP_018437528.1, XP_018438426.1
OG0000276	El003G177930	XP_018444672.1
OG0000276	El003G165590	XP_018459435.1, XP_018453810.1, XP_018450692.1
OG0000276	El006G301860, El005G266830	XP_018475851.1, XP_018473417.1
OG0000277	El003G172510	XP_018463944.1
OG0000277	El003G172540, El003G172520	XP_018463945.1
OG0000278	El007G332310, El007G332260	XP_018451111.1, XP_018464260.1, XP_018448351.1, XP_018465656.1
OG0000278	El006G297740	XP_018468090.1, XP_018472331.1
OG0000279	El006G309180	XP_018465658.1, XP_018459316.1, XP_018460962.1, XP_018465659.1
OG0000279	El001G046110, El001G046100	XP_018487538.1
OG0000281	El002G134210, El002G134220	XP_018491770.1, XP_018438476.1
OG0000281	El001G048140	XP_018444619.1, XP_018443389.1, XP_018443391.1
OG0000282	El001G074230, El001G074220	XP_018444363.1
OG0000282	El001G074240	XP_018475192.1
OG0000282	El001G074210	XP_018444381.1, XP_018464192.1
OG0000282	El001G074200, El001G074190	XP_018475327.1, XP_018469329.1, XP_018468589.1
OG0000283	El007G358960	XP_018478840.1
OG0000283	El007G358950, El007G358900, El007G358940	XP_018456176.1, XP_018437114.1, XP_018452776.1, XP_018479556.1, XP_018455216.1, XP_018455324.1
OG0000284	El001G051110	XP_018437451.1, XP_018479318.1
OG0000284	El001G010020, El005G240890, El007G347650	XP_018469477.1, XP_018469474.1, XP_018454705.1
OG0000285	El005G252080	XP_018448271.1, XP_018453739.1, XP_018448447.1
OG0000287	El005G258960	XP_018487620.1
OG0000287	El005G259010	XP_018487621.1, XP_018491260.1, XP_018465952.1
OG0000288	El005G236820, El005G237970, El002G127980	XP_018437453.1, XP_018439457.1
OG0000290	El005G255960	XP_018487580.1, XP_018435453.1, XP_018488247.1
OG0000290	El007G324830	XP_018435558.1
OG0000294	El005G254320	XP_018441923.1, XP_018436581.1, XP_018491505.1
OG0000294	El006G293670	XP_018476822.1
OG0000294	El006G280820	XP_018439366.1
OG0000294	El001G002070	XP_018457024.1, XP_018474438.1
OG0000295	El005G250990	XP_018492519.1
OG0000295	El004G213700, El004G213760	XP_018441644.1
OG0000296	El004G224600, El004G224660, El006G317420, El006G317640, El006G317430	XP_018491917.1, XP_018483635.1
OG0000297	El006G304920	XP_018444943.1, XP_018445778.1, XP_018438942.1, XP_018482616.1
OG0000297	El007G330520	XP_018470141.1, XP_018465981.1, XP_018466119.1, XP_018444968.1, XP_018444969.1
OG0000297	El005G257220	XP_018464969.1
OG0000298	El006G307630, El006G307840, El006G307810, El006G307740, El006G307730, El006G307940, El006G307780, El007G355570	XP_018479723.1, XP_018479658.1, XP_018479652.1, XP_018479641.1, XP_018479639.1, XP_018479638.1, XP_018474903.1, XP_018481369.1
OG0000298	El006G320790	XP_018487557.1, XP_018474100.1
OG0000298	El005G279100, El005G276710	XP_018469624.1
OG0000299	El004G215990	XP_018465267.1, XP_018438523.1
OG0000300	El005G270370, El005G270380	XP_018486804.1, XP_018490651.1
OG0000300	El002G126770, El005G270360, El001G016940	XP_018481703.1
OG0000300	El005G270340, El005G270320, El006G312490	XP_018493407.1
OG0000303	El001G012020	XP_018484496.1, XP_018438156.1
OG0000303	El002G128090	XP_018441672.1, XP_018488295.1, XP_018450717.1
OG0000308	El002G101740	XP_018461058.1, XP_018448245.1
OG0000308	El004G224970	XP_018445610.1
OG0000308	El006G308510, El006G308560	XP_018443512.1, XP_018470152.1
OG0000308	El002G101720	XP_018484186.1
OG0000310	El002G106070	XP_018454938.1, XP_018452468.1
OG0000310	El005G269120, El005G267120	XP_018481847.1, XP_018455379.1, XP_018476335.1, XP_018453508.1, XP_018455403.1, XP_018455404.1
OG0000311	El001G064420	XP_018442546.1, XP_018471150.1, XP_018471152.1
OG0000311	El002G132070	XP_018480728.1
OG0000311	El005G254740	XP_018467144.1, XP_018432705.1, XP_018485900.1
