Orthogroup	Erysimum_linariifolium	Brassica_oleracea
OG0000133	El005G265050	XP_013639545.1, XP_013632529.1, XP_013590718.1
OG0000133	El003G179460	XP_013594660.1, XP_013589370.1, XP_013591167.1, XP_013617109.1, XP_013589335.1, XP_013601241.1, XP_013608144.1, XP_013635354.1, XP_013627323.1, XP_013589606.1, XP_013631036.1, XP_013624677.1, XP_013633354.1
OG0000135	El007G346110	XP_013607521.1, XP_013601177.1, XP_013617672.1, XP_013583468.1, XP_013588936.1, XP_013639841.1, XP_013616949.1, XP_013594852.1, XP_013624041.1, XP_013622487.1, XP_013613664.1, XP_013607776.1, XP_013614674.1, XP_013601395.1, XP_013624697.1, XP_013635412.1, XP_013608297.1, XP_013617980.1, XP_013589603.1, XP_013589096.1, XP_013632860.1, XP_013617212.1, XP_013622608.1, XP_013616864.1, XP_013608253.1
OG0000135	El007G327960	XP_013589544.1
OG0000136	El004G215950	XP_013590467.1
OG0000136	El003G186400, El003G186460	XP_013589268.1
OG0000137	El002G124820, El003G184880	XP_013607431.1, XP_013637635.1, XP_013635053.1, XP_013591446.1, XP_013624397.1, XP_013624662.1, XP_013593825.1, XP_013583307.1, XP_013620971.1, XP_013617333.1, XP_013624379.1, XP_013594691.1, XP_013594525.1, XP_013596613.1, XP_013630987.1, XP_013624674.1, XP_013599415.1, XP_013619803.1, XP_013631416.1, XP_013594338.1, XP_013628588.1, XP_013599145.1, XP_013638220.1, XP_013608176.1, XP_013636294.1, XP_013587564.1
OG0000137	El007G356470	XP_013615026.1
OG0000137	El003G191580	XP_013633165.1
OG0000138	El004G229780	XP_013624215.1, XP_013613720.1
OG0000138	El001G045810, El001G045830	XP_013615083.1
OG0000140	El007G332020	XP_013626670.1
OG0000140	El007G332560, El007G332570, El007G332540	XP_013620395.1, XP_013620391.1, XP_013618644.1, XP_013620392.1, XP_013620394.1
OG0000140	El007G332010, El007G332000	XP_013609630.1
OG0000142	El006G303740, El006G303770	XP_013633570.1
OG0000142	El006G303780	XP_013622088.1
OG0000142	El006G301970, El006G301960	XP_013634388.1
OG0000144	El007G362000	XP_013635059.1
OG0000145	El001G032460	XP_013589136.1, XP_013609359.1
OG0000145	El007G355960	XP_013639289.1, XP_013601222.1
OG0000145	El005G270970, El001G000710	XP_013623886.1
OG0000145	El001G043740	XP_013632530.1, XP_013627239.1, XP_013590108.1, XP_013613646.1
OG0000145	El002G114960	XP_013590667.1, XP_013629113.1, XP_013628355.1, XP_013591422.1
OG0000146	El007G336800	XP_013627427.1, XP_013619494.1
OG0000146	El007G336790	XP_013619272.1, XP_013606365.1
OG0000146	El007G336850	XP_013608191.1
OG0000146	El007G336810	XP_013618766.1, XP_013610172.1, XP_013610274.1
OG0000146	El007G336820	XP_013626781.1
OG0000146	El007G336890	XP_013610394.1
OG0000146	El007G336920	XP_013617004.1
OG0000147	El005G277400	XP_013597841.1, XP_013611416.1
OG0000147	El007G334350	XP_013620594.1
OG0000147	El004G233720	XP_013588689.1
OG0000147	El001G047010	XP_013622891.1
OG0000147	El005G271430	XP_013623185.1
OG0000147	El006G316840	XP_013605622.1
OG0000150	El006G312860	XP_013619977.1, XP_013617470.1
OG0000150	El001G011280	XP_013617735.1
OG0000150	El001G014390, El001G014400	XP_013633270.1
OG0000150	El001G012490, El001G014420	XP_013608409.1, XP_013608411.1
OG0000151	El007G339860	XP_013613316.1
OG0000151	El003G156070	XP_013639325.1, XP_013600456.1
OG0000151	El005G243780	XP_013622635.1, XP_013617767.1, XP_013638468.1
OG0000151	El005G273960	XP_013625767.1, XP_013599341.1
OG0000151	El007G336000	XP_013621604.1, XP_013606619.1, XP_013622226.1
OG0000151	El004G194600	XP_013608966.1
OG0000152	El006G310290	XP_013619992.1, XP_013633090.1
OG0000152	El003G177030	XP_013594572.1, XP_013589287.1, XP_013594961.1, XP_013632593.1, XP_013616911.1, XP_013624658.1, XP_013591103.1, XP_013634271.1, XP_013589388.1, XP_013632999.1, XP_013633457.1, XP_013626333.1, XP_013583325.1, XP_013617114.1, XP_013628023.1
OG0000154	El006G314290, El006G314350	XP_013610944.1, XP_013632476.1
OG0000154	El005G244620	XP_013616125.1
OG0000154	El004G209500	XP_013610798.1, XP_013636193.1
OG0000155	El001G002450, El001G002560, El001G002510, El001G002610	XP_013583450.1
OG0000155	El004G214530, El004G213730, El004G214590	XP_013629080.1, XP_013591327.1, XP_013591329.1
OG0000155	El003G164690	XP_013598049.1
OG0000155	El005G247790	XP_013628486.1
OG0000155	El003G164700	XP_013589793.1, XP_013623534.1
OG0000156	El001G032910	XP_013634565.1
OG0000156	El006G282820, El007G349010	XP_013635993.1
OG0000156	El002G121590, El006G282830	XP_013635992.1
OG0000157	El005G238850	XP_013624158.1
OG0000157	El003G192550, El003G192860	XP_013615575.1
OG0000158	El001G047920, El001G050860	XP_013619699.1, XP_013619830.1
OG0000160	El004G202080	XP_013593469.1
OG0000162	El001G032200	XP_013636352.1
OG0000162	El005G268830	XP_013589389.1
OG0000162	El007G330500	XP_013616918.1
OG0000162	El006G283560, El006G283550	XP_013632427.1
OG0000164	El003G154310, El003G154300	XP_013596962.1
OG0000164	El003G143320	XP_013627922.1
OG0000165	El006G319440	XP_013608284.1, XP_013624937.1
OG0000166	El003G188790, El003G188850	XP_013624665.1
OG0000166	El004G197940	XP_013583472.1, XP_013624660.1
OG0000167	El003G166330	XP_013597471.1
OG0000167	El003G166350	XP_013591070.1
OG0000167	El003G186120	XP_013614095.1
OG0000168	El006G282840	XP_013624671.1
OG0000168	El007G366060, El007G366100	XP_013607894.1, XP_013624308.1, XP_013617846.1, XP_013632539.1, XP_013607484.1, XP_013601145.1, XP_013589202.1, XP_013589311.1, XP_013594653.1, XP_013594768.1, XP_013615239.1, XP_013633133.1, XP_013601581.1, XP_013589218.1, XP_013601807.1, XP_013633631.1, XP_013595094.1, XP_013617757.1, XP_013617247.1, XP_013630775.1, XP_013608552.1, XP_013589602.1
OG0000169	El004G226750	XP_013617262.1
OG0000169	El004G220680, El004G226730, El004G226720	XP_013590790.1
OG0000169	El006G309570	XP_013629197.1
OG0000171	El004G222060, El002G108810	XP_013591469.1, XP_013598255.1, XP_013615623.1, XP_013638007.1
OG0000171	El001G066810	XP_013606531.1
OG0000174	El005G261670, El003G181040, El001G047190, El008G371470, El007G350780, El003G181660	XP_013632966.1, XP_013639350.1, XP_013628317.1, XP_013613857.1, XP_013633174.1, XP_013614970.1, XP_013615628.1, XP_013594966.1, XP_013632040.1, XP_013639489.1, XP_013624703.1, XP_013632910.1, XP_013608335.1, XP_013632486.1, XP_013624014.1, XP_013633240.1, XP_013614762.1, XP_013633176.1, XP_013617509.1, XP_013628376.1, XP_013615485.1, XP_013617782.1, XP_013613471.1, XP_013617851.1
OG0000175	El005G275350	XP_013598034.1, XP_013584411.1
OG0000175	El003G147420	XP_013611367.1
OG0000175	El003G146230	XP_013629002.1
OG0000177	El006G311500	XP_013639525.1, XP_013632887.1, XP_013639529.1
OG0000177	El004G208380, El005G239340, El002G123320, El001G053740, El007G348130	XP_013601284.1, XP_013628601.1, XP_013589192.1, XP_013634745.1, XP_013617084.1, XP_013624425.1, XP_013607683.1, XP_013639530.1, XP_013639676.1, XP_013617742.1, XP_013624910.1, XP_013595004.1, XP_013608294.1, XP_013633455.1, XP_013608352.1, XP_013639513.1, XP_013583342.1, XP_013601720.1, XP_013632863.1, XP_013617204.1, XP_013639535.1, XP_013613560.1, XP_013589120.1
OG0000180	El006G317860	XP_013595074.1, XP_013595679.1, XP_013593308.1, XP_013617969.1, XP_013609088.1, XP_013624438.1, XP_013628142.1, XP_013617153.1, XP_013616556.1, XP_013616555.1, XP_013599129.1
OG0000181	El001G037070, El007G362960, El001G081130, El003G164550, El006G294400	XP_013594515.1, XP_013639425.1, XP_013616731.1, XP_013601383.1
OG0000183	El002G109940, El003G170170	XP_013617110.1, XP_013639440.1
OG0000185	El001G037380, El004G194470	XP_013632542.1, XP_013617175.1, XP_013625901.1, XP_013607651.1, XP_013632418.1, XP_013601664.1, XP_013633197.1
OG0000185	El001G004130	XP_013633408.1
OG0000187	El003G151220	XP_013598969.1, XP_013623119.1
OG0000187	El005G246530	XP_013624170.1, XP_013583413.1, XP_013584438.1
OG0000188	El003G153830	XP_013632911.1
OG0000189	El005G268020, El005G267970	XP_013585255.1, XP_013639180.1
OG0000189	El003G144190, El001G061400, El001G061930	XP_013608204.1, XP_013612750.1
OG0000190	El001G005540	XP_013606260.1
OG0000190	El001G005520	XP_013626923.1
OG0000190	El001G005530	XP_013624075.1
OG0000190	El001G005510	XP_013618562.1
OG0000190	El005G265350	XP_013610612.1, XP_013610263.1
OG0000191	El005G254650	XP_013623581.1, XP_013627454.1, XP_013638341.1
OG0000192	El002G105680	XP_013638957.1
OG0000192	El002G105560, El002G105590, El002G105640	XP_013587048.1, XP_013638009.1
OG0000192	El002G105660	XP_013594710.1
OG0000192	El002G105570	XP_013593246.1
OG0000192	El002G107880, El002G105580	XP_013596163.1
OG0000193	El006G309730	XP_013594699.1, XP_013585251.1, XP_013623345.1, XP_013596046.1
OG0000193	El005G259130	XP_013624265.1
OG0000195	El006G308260	XP_013631799.1
OG0000195	El006G288320, El001G028150	XP_013637527.1
OG0000196	El002G115040	XP_013595737.1
OG0000196	El002G116380	XP_013625101.1
OG0000196	El002G115030	XP_013596117.1, XP_013627439.1
OG0000197	El005G275730, El005G275770, El005G276170	XP_013614338.1
OG0000200	El002G119250	XP_013585184.1
OG0000200	El004G214290	XP_013607726.1, XP_013624376.1
OG0000200	El004G202190	XP_013639107.1
OG0000201	El005G260710	XP_013635093.1, XP_013614748.1, XP_013589077.1, XP_013614749.1, XP_013614750.1, XP_013635188.1, XP_013635027.1, XP_013635212.1, XP_013635145.1
OG0000202	El001G009350	XP_013635749.1, XP_013585366.1, XP_013591042.1
OG0000202	El005G254420	XP_013628108.1
OG0000202	El005G261620, El005G261760	XP_013589655.1
OG0000202	El005G261630	XP_013639719.1
OG0000203	El005G239330, El005G239300	XP_013594335.1, XP_013635235.1
OG0000203	El005G239360, El005G239320, El005G239280, El007G349670	XP_013584998.1, XP_013615621.1, XP_013639409.1, XP_013592108.1, XP_013610533.1
OG0000203	El005G238860	XP_013610704.1
OG0000204	El005G243840, El005G241010, El001G005350	XP_013638927.1, XP_013592450.1, XP_013595113.1, XP_013592994.1, XP_013624166.1, XP_013628123.1, XP_013627513.1
OG0000204	El005G261570	XP_013627485.1
OG0000205	El005G273080, El005G273070, El006G312030, El003G178380, El003G178560, El003G178400, El003G178460	XP_013588901.1, XP_013601108.1
OG0000205	El002G129530, El002G129560, El002G129650, El002G129890, El002G129930, El002G129520, El002G129550, El002G129510	XP_013624313.1
OG0000206	El001G018920	XP_013601348.1, XP_013632827.1, XP_013615493.1, XP_013632466.1
OG0000207	El002G100990	XP_013602994.1
OG0000208	El002G130530, El002G130520	XP_013596438.1
OG0000208	El006G317590, El003G150670	XP_013598774.1
OG0000209	El003G193190, El007G345850, El007G345610, El007G345740, El007G345570	XP_013633180.1
OG0000210	El006G297290, El006G297480, El006G298870, El006G298840	XP_013622310.1
OG0000213	El004G225470, El004G225480	XP_013589963.1, XP_013591638.1, XP_013591683.1
OG0000213	El005G245790	XP_013587607.1
OG0000213	El006G319110	XP_013634984.1, XP_013637045.1
OG0000213	El006G319100	XP_013604409.1, XP_013630249.1
OG0000214	El001G033600	XP_013614654.1, XP_013623755.1, XP_013623785.1
OG0000214	El001G009830, El001G007470, El006G314950, El003G174420	XP_013610986.1
OG0000216	El003G163460, El003G163490	XP_013627856.1, XP_013603933.1
OG0000217	El004G202120	XP_013626388.1
OG0000218	El002G099030, El002G099010	XP_013601824.1
OG0000218	El001G040840, El001G040850	XP_013596521.1
OG0000218	El001G036390	XP_013616568.1
OG0000219	El004G216370	XP_013624366.1
OG0000219	El007G327350	XP_013627992.1
OG0000222	El005G268220	XP_013632905.1, XP_013617434.1, XP_013594837.1, XP_013624255.1, XP_013632465.1, XP_013617220.1, XP_013615546.1, XP_013588995.1, XP_013632415.1, XP_013617298.1, XP_013624436.1, XP_013617630.1, XP_013624221.1, XP_013601211.1, XP_013607619.1, XP_013626577.1, XP_013632667.1
OG0000224	El004G230590	XP_013616477.1, XP_013618016.1, XP_013593879.1, XP_013593877.1
OG0000224	El005G267900	XP_013610505.1
OG0000224	El004G196560, El004G196620, El004G196600	XP_013613905.1
OG0000225	El002G115560	XP_013638073.1
OG0000225	El002G115460, El002G115540, El002G115490, El002G115450	XP_013587120.1
OG0000226	El001G017980, El001G017970, El007G334490, El007G334480	XP_013619324.1, XP_013617945.1, XP_013620145.1
OG0000226	El002G110920	XP_013628011.1, XP_013595927.1
OG0000226	El005G258620, El005G258970, El005G258600	XP_013635085.1
OG0000228	El001G048740, El001G048760	XP_013603021.1
OG0000228	El004G222500	XP_013620218.1
OG0000229	El003G153420	XP_013628081.1, XP_013601305.1
OG0000230	El004G228550, El004G228570, El004G228580, El004G228600, El004G228560	XP_013619391.1, XP_013590720.1, XP_013591589.1
OG0000231	El003G188200	XP_013629410.1, XP_013589249.1, XP_013614382.1, XP_013613717.1
OG0000232	El002G128560, El005G261940, El005G261950, El005G261880, El005G261890	XP_013623209.1
OG0000234	El001G013810	XP_013634717.1
OG0000234	El001G026000	XP_013634847.1, XP_013604669.1, XP_013588671.1
OG0000234	El001G025990	XP_013635814.1
OG0000234	El001G025980	XP_013635718.1
OG0000234	El006G290620	XP_013636124.1
OG0000234	El001G068080	XP_013611475.1
OG0000237	El005G266480, El003G180350	XP_013594372.1, XP_013613872.1, XP_013588940.1
OG0000238	El006G319450	XP_013639287.1, XP_013601276.1, XP_013601146.1, XP_013633108.1, XP_013608458.1
OG0000239	El006G298680	XP_013635361.1
OG0000239	El006G314580, El006G314600	XP_013635810.1
OG0000242	El002G097950	XP_013584929.1, XP_013600895.1, XP_013603142.1
OG0000242	El002G097960	XP_013602247.1, XP_013638672.1
OG0000242	El002G097970	XP_013603225.1, XP_013601473.1, XP_013603505.1
OG0000242	El002G097940	XP_013584474.1
OG0000243	El002G131050, El001G012090	XP_013639651.1, XP_013617676.1, XP_013594647.1
OG0000244	El003G163990	XP_013593118.1, XP_013611429.1
OG0000244	El001G005180	XP_013607002.1
OG0000244	El001G005170, El001G005160	XP_013626139.1
OG0000246	El007G366210	XP_013583262.1, XP_013615154.1, XP_013639771.1
OG0000247	El002G130240	XP_013626959.1
OG0000248	El004G205450	XP_013620094.1
OG0000248	El001G027800	XP_013601679.1
OG0000249	El001G010190, El001G010200	XP_013636148.1, XP_013636145.1, XP_013623426.1
OG0000249	El001G023760	XP_013602866.1
OG0000250	El004G221440, El004G221420, El004G221410, El004G221430	XP_013589630.1, XP_013589631.1
OG0000250	El004G221620, El004G221570	XP_013617187.1
OG0000250	El003G189050	XP_013589629.1
OG0000252	El002G140500	XP_013590850.1
OG0000253	El005G262180	XP_013617604.1, XP_013614060.1, XP_013632510.1, XP_013594470.1, XP_013624384.1, XP_013614083.1, XP_013589075.1, XP_013614058.1, XP_013624307.1, XP_013639165.1, XP_013624571.1, XP_013607914.1, XP_013613702.1, XP_013639414.1, XP_013624710.1, XP_013630991.1, XP_013639197.1, XP_013639389.1, XP_013617507.1, XP_013624819.1, XP_013615471.1, XP_013601593.1, XP_013607656.1, XP_013615252.1, XP_013583299.1
OG0000254	El004G205790, El004G205810, El004G205800, El004G205770	XP_013613953.1
OG0000254	El002G133750, El002G133740, El002G133770, El002G133780, El006G290360, El006G289630, El001G046370, El004G220180, El001G033560, El004G219930, El006G289430	XP_013632446.1
OG0000256	El006G289100	XP_013627237.1, XP_013626278.1
OG0000256	El006G315200, El006G315100, El006G315180, El006G315190, El006G315090, El006G315110, El006G315230	XP_013632374.1
OG0000257	El004G209770	XP_013624155.1
OG0000257	El003G177270, El004G233260, El003G184780	XP_013607544.1
OG0000257	El003G190500, El006G318270, El001G009800	XP_013607543.1
OG0000258	El001G040590, El001G040540	XP_013612265.1
OG0000258	El001G040630, El001G040650	XP_013614897.1
OG0000258	El007G334450	XP_013627194.1
OG0000258	El001G040600, El004G213560	XP_013599392.1
OG0000258	El001G040670	XP_013618605.1
OG0000258	El001G040690, El001G040660	XP_013614872.1
OG0000264	El001G003610	XP_013610658.1
OG0000264	El001G003620	XP_013607462.1
OG0000265	El001G028230, El005G251540, El003G190960, El006G310460, El002G124910, El003G178950	XP_013633451.1, XP_013594877.1, XP_013594874.1, XP_013639524.1, XP_013608291.1, XP_013608168.1, XP_013594763.1, XP_013589327.1, XP_013624961.1, XP_013639681.1, XP_013617496.1, XP_013617018.1
OG0000266	El001G005860, El002G136470, El004G205750	XP_013617645.1, XP_013617121.1
OG0000268	El001G037050	XP_013597635.1, XP_013607868.1
OG0000268	El001G037020	XP_013606281.1
OG0000268	El001G081300	XP_013609173.1
OG0000268	El001G024850	XP_013603280.1, XP_013637011.1
OG0000271	El002G111590	XP_013611497.1
OG0000271	El006G308350	XP_013628835.1
OG0000271	El001G004610, El001G004620	XP_013628057.1
OG0000272	El004G207020	XP_013601510.1
OG0000272	El004G207000	XP_013623488.1, XP_013594634.1
OG0000273	El002G105290	XP_013596331.1
OG0000274	El007G331270	XP_013625891.1
OG0000274	El001G015380	XP_013629589.1
OG0000274	El006G303380, El006G303400	XP_013634861.1, XP_013637340.1, XP_013637342.1
OG0000275	El005G260440, El001G046400, El005G260470, El005G260460, El005G260450	XP_013589790.1, XP_013591347.1
OG0000276	El003G165590	XP_013586113.1
OG0000276	El006G301860, El005G266830	XP_013622863.1
OG0000277	El003G172540, El003G172520	XP_013615250.1, XP_013588223.1
OG0000278	El007G332310, El007G332260	XP_013624759.1
OG0000278	El006G297740	XP_013616452.1, XP_013583839.1, XP_013597326.1
OG0000279	El006G309180	XP_013634550.1, XP_013617248.1, XP_013583357.1, XP_013624656.1, XP_013607753.1, XP_013624318.1
OG0000279	El001G046110, El001G046100	XP_013639768.1
OG0000281	El002G134210, El002G134220	XP_013588149.1
OG0000281	El001G048140	XP_013610490.1, XP_013609278.1, XP_013609201.1, XP_013616884.1
OG0000282	El001G074230, El001G074220	XP_013610081.1
OG0000282	El001G074210	XP_013610418.1
OG0000282	El001G074200, El001G074190	XP_013626870.1, XP_013627166.1, XP_013616049.1, XP_013619195.1
OG0000283	El007G358960	XP_013595257.1
OG0000283	El007G358950, El007G358900, El007G358940	XP_013609896.1, XP_013609877.1, XP_013607782.1, XP_013594787.1, XP_013595949.1, XP_013617606.1, XP_013619444.1
OG0000284	El001G051110	XP_013619903.1, XP_013597142.1
OG0000284	El001G010020, El005G240890, El007G347650	XP_013610078.1
OG0000285	El005G252080	XP_013632888.1
OG0000288	El005G236820, El005G237970, El002G127980	XP_013610372.1
OG0000290	El005G255960	XP_013583243.1, XP_013592561.1, XP_013624242.1
OG0000290	El007G324830	XP_013613614.1
OG0000294	El005G254320	XP_013613847.1, XP_013629139.1
OG0000294	El006G293670	XP_013630077.1
OG0000294	El006G280820	XP_013637320.1
OG0000294	El001G002070	XP_013629475.1, XP_013611648.1
OG0000296	El002G114740, El002G114830	XP_013588197.1
OG0000297	El006G304920	XP_013635683.1, XP_013635570.1
OG0000297	El007G330520	XP_013619937.1, XP_013619932.1, XP_013621272.1, XP_013610714.1
OG0000297	El005G257220	XP_013639809.1
OG0000298	El006G307630, El006G307840, El006G307810, El006G307740, El006G307730, El006G307940, El006G307780, El007G355570	XP_013633148.1, XP_013633156.1, XP_013633144.1, XP_013633154.1
OG0000298	El005G279100, El005G276710	XP_013624421.1
OG0000299	El004G215990	XP_013603401.1
OG0000300	El005G270370, El005G270380	XP_013630824.1
OG0000300	El002G126770, El005G270360, El001G016940	XP_013635937.1
OG0000300	El005G270340, El005G270320, El006G312490	XP_013615102.1
OG0000303	El002G128090	XP_013584767.1, XP_013610588.1, XP_013630833.1, XP_013600495.1, XP_013609342.1
OG0000308	El002G101740	XP_013601504.1, XP_013601503.1
OG0000308	El006G308510, El006G308560	XP_013589504.1
OG0000308	El002G101720	XP_013600888.1
OG0000310	El002G106070	XP_013610573.1, XP_013616636.1, XP_013612483.1
