Orthogroup	Erysimum_linariifolium	Alyssum_gmelinii
OG0000209	El004G207330, El004G207320, El004G207280, El004G207300, El004G207310	Ag004G398980, Ag004G398780, Ag004G398970
OG0000210	El005G269850	Ag006G499160, Ag006G499150, Ag006G499180
OG0000210	El001G038680, El001G038660, El002G139080, El001G069350	Ag003G280570, Ag003G273400
OG0000210	El006G298860	Ag007G588470
OG0000210	El006G297290, El006G297480, El006G298870, El006G298840	Ag007G588480
OG0000213	El004G225470, El004G225480	Ag003G236750, Ag003G236500, Ag003G236780, Ag003G236530
OG0000213	El006G319110, El006G319120, El006G319100, El006G319080	Ag003G288980
OG0000214	El001G033600	Ag007G604980
OG0000214	El001G007470, El006G314950, El003G174420	Ag006G510210
OG0000218	El002G099000, El002G099030, El002G099010	Ag004G322150
OG0000218	El002G099020	Ag004G322240, Ag004G322160, Ag004G322180, Ag004G322280, Ag004G322290
OG0000218	El001G040840, El001G040850	Ag004G318250, Ag006G542090, Ag006G547060
OG0000219	El004G216370	Ag004G357760
OG0000219	El007G327350	Ag006G565670
OG0000219	El007G339360	Ag008G724120
OG0000220	El004G196230	Ag002G172490
OG0000220	El008G369090	Ag001G093870
OG0000220	El004G208200, El001G037770	Ag002G179690
OG0000221	El001G033300	Ag002G190080
OG0000221	El008G369870, El001G033310	Ag004G396450
OG0000224	El004G230600, El004G230590	Ag003G217560, Ag003G217550, Ag001G013260, Ag003G217250, Ag003G217260, Ag003G217440, Ag003G217450
OG0000224	El005G267900	Ag003G270550
OG0000224	El004G196560, El004G196620, El004G196600	Ag004G383650
OG0000225	El002G115500	Ag007G582040
OG0000226	El002G084730	Ag004G375340, Ag002G168080, Ag002G140350
OG0000226	El003G167740, El003G167670, El003G167790	Ag001G000690, Ag004G337830, Ag005G429260, Ag005G429270, Ag001G000670
OG0000226	El002G110920	Ag001G000200
OG0000228	El001G048740, El001G048760	Ag004G341460
OG0000228	El002G108430	Ag004G379170
OG0000228	El004G222520	Ag004G344160
OG0000228	El004G222650	Ag004G344130
OG0000229	El002G136110, El002G136100, El002G136060, El002G136090, El001G062630, El002G136050	Ag003G260760
OG0000231	El003G188200	Ag001G058920
OG0000234	El001G026000	Ag001G076970
OG0000234	El001G025990	Ag001G076940
OG0000234	El001G025980	Ag001G076930
OG0000234	El001G068080	Ag007G612020
OG0000235	El002G130000	Ag004G314680
OG0000235	El002G130030	Ag005G460880
OG0000238	El006G319450	Ag001G044490, Ag001G046770
OG0000239	El006G298680	Ag007G588290, Ag002G178990
OG0000242	El002G097950	Ag004G319220
OG0000242	El002G097970	Ag004G319640
OG0000242	El002G097940	Ag004G319270
OG0000243	El002G131050, El001G012090	Ag006G546880, Ag001G023030, Ag003G265410, Ag005G430630
OG0000244	El003G163990	Ag006G567480
OG0000244	El001G005180	Ag002G138420, Ag002G137630
OG0000244	El003G164000	Ag006G567460, Ag006G567470
OG0000244	El001G005160	Ag002G137640, Ag002G138410
OG0000248	El004G205450	Ag004G367480
OG0000248	El001G027800	Ag001G081600
OG0000249	El001G010190, El001G010200	Ag002G168420, Ag002G179380
OG0000249	El001G023760	Ag001G071720
OG0000250	El004G221440, El004G221420, El004G221410, El004G221430, El004G221620, El004G221570	Ag003G292650
OG0000250	El001G057760, El001G032560, El001G032520, El001G032550	Ag001G093460
OG0000250	El001G032540, El001G032510	Ag001G093470
OG0000252	El002G140500	Ag002G201630, Ag002G201600
OG0000254	El006G290360, El006G289630, El001G046370	Ag002G185420
OG0000256	El001G005740	Ag002G186750, Ag002G186710, Ag002G186740
OG0000256	El001G045880, El006G315950	Ag002G186760, Ag002G186720
OG0000256	El002G127370, El007G348390, El007G354980, El007G348590, El007G348510, El007G348440, El007G348630, El007G348410, El007G348460	Ag002G182840, Ag002G182690, Ag002G182780
OG0000256	El006G289100	Ag002G187030, Ag002G187040, Ag002G187060, Ag002G187050, Ag008G691560
OG0000257	El004G209770	Ag001G081770, Ag001G081780
OG0000257	El003G190500	Ag005G475480, Ag005G476080, Ag005G425180, Ag005G475490, Ag005G476060, Ag005G476070, Ag005G475200
OG0000258	El001G040630, El001G040650	Ag002G175550
OG0000258	El007G334450	Ag008G702170
OG0000258	El001G040670	Ag004G336180
OG0000260	El006G317920, El001G008590	Ag006G496380
OG0000261	El003G172830, El007G338290, El003G149370, El007G343030, El003G186040	Ag003G219570, Ag004G326950, Ag004G375490, Ag003G239490, Ag004G331870, Ag006G536380, Ag008G698410, Ag001G057350, Ag001G052420, Ag004G377650, Ag008G706730, Ag006G537070, Ag007G581550, Ag008G677220, Ag002G165990, Ag004G394360, Ag004G389380, Ag006G571670, Ag005G456880, Ag005G456900, Ag003G265440, Ag004G353120, Ag002G162670
OG0000264	El001G003610	Ag002G129660
OG0000264	El001G004700	Ag002G129760, Ag002G129810
OG0000264	El001G003620	Ag007G599430
OG0000266	El001G030730, El001G005860, El002G136470, El004G205750	Ag001G078180, Ag001G077260
OG0000266	El001G032330	Ag007G619580
OG0000267	El006G303900, El006G300950, El006G300970	Ag004G311330
OG0000268	El001G037050	Ag008G659990
OG0000268	El004G198500	Ag007G590690, Ag006G555210, Ag004G378430
OG0000268	El001G037010	Ag007G590680, Ag007G590670, Ag004G378440, Ag006G555200
OG0000268	El001G081300	Ag006G492050
OG0000268	El001G024850	Ag001G074460
OG0000270	El005G273730	Ag003G282610
OG0000270	El002G104230	Ag003G225130
OG0000270	El004G228250	Ag004G333220
OG0000271	El002G111590	Ag001G022460, Ag001G022490
OG0000271	El006G308350	Ag004G382710
OG0000271	El001G055480	Ag007G630990
OG0000271	El001G079640	Ag004G372550
OG0000273	El003G184360	Ag001G024480, Ag001G025220, Ag007G591170, Ag004G336120
OG0000273	El003G181450	Ag001G025260
OG0000274	El007G331270	Ag001G037550, Ag008G709540, Ag008G709790
OG0000274	El006G303380, El006G303400	Ag007G593920, Ag007G593930, Ag007G593900
OG0000275	El005G260480	Ag005G439960
OG0000276	El003G165590	Ag006G560660
OG0000277	El003G172500, El003G172490	Ag001G032920
OG0000278	El004G194450, El004G194550, El004G194420	Ag008G707160, Ag008G707170, Ag008G718330, Ag008G718700, Ag008G718650, Ag008G702890, Ag008G704070
OG0000280	El002G123550	Ag001G014510
OG0000281	El002G134210, El002G134220	Ag001G016930, Ag001G016850
OG0000282	El001G074240	Ag007G599590
OG0000282	El001G074210	Ag007G599660
OG0000283	El007G358960	Ag007G587950
OG0000284	El001G051110	Ag001G030880, Ag001G029500, Ag007G629010
OG0000285	El005G252080	Ag007G645850, Ag005G415910
OG0000287	El005G258960	Ag005G444110
OG0000287	El005G259010	Ag005G444010, Ag005G442790
OG0000287	El005G259030, El005G259040	Ag005G442830, Ag005G444040
OG0000288	El005G236820, El005G237970, El002G127980	Ag003G214960, Ag005G478520, Ag005G476300, Ag003G214920, Ag003G214930, Ag003G214970, Ag005G479220
OG0000290	El005G255960	Ag005G447400, Ag001G064900, Ag005G450080, Ag005G453470, Ag005G453460
OG0000290	El007G324830	Ag008G713350, Ag008G713310
OG0000294	El005G254320	Ag005G458030
OG0000294	El006G293670	Ag002G169270
OG0000294	El006G280820	Ag002G204660
OG0000294	El001G002070	Ag006G513280
OG0000294	El002G084190	Ag004G299490, Ag004G299500
OG0000295	El004G213700, El004G213760	Ag005G465340, Ag005G465350, Ag005G465370
OG0000297	El003G145640	Ag003G261170, Ag003G289210, Ag002G173860, Ag002G174020, Ag003G288940
OG0000297	El006G304920	Ag007G595310
OG0000297	El007G330520	Ag008G711840, Ag008G711790, Ag001G072030, Ag007G611180, Ag003G272910, Ag005G402300, Ag005G402290, Ag008G711950, Ag004G378870, Ag008G711910, Ag008G711870, Ag008G711810, Ag008G711970
OG0000297	El005G257220	Ag005G448670
OG0000298	El005G279100, El005G276710	Ag007G639970
OG0000299	El004G215990	Ag003G213780, Ag003G220100
OG0000300	El005G270370, El005G270380	Ag003G259820
OG0000300	El005G270340, El005G270320, El006G312490	Ag002G137460, Ag002G140980
OG0000301	El004G204460	Ag002G147210, Ag008G664500, Ag007G613760, Ag007G635580, Ag007G584880, Ag005G446360, Ag003G248110, Ag004G361030, Ag004G354370, Ag006G541230, Ag001G058420, Ag004G374750, Ag007G610080, Ag007G607650
OG0000303	El001G012020	Ag006G537950
OG0000303	El002G128090	Ag001G067100
OG0000304	El006G306670	Ag002G102400
OG0000305	El007G348050	Ag004G396440
OG0000308	El002G101740	Ag004G327780
OG0000308	El003G190640, El002G101720	Ag004G327720
OG0000310	El007G331450	Ag008G709240
OG0000310	El005G269120, El005G267120	Ag008G711030
OG0000311	El001G064420	Ag007G622820
OG0000311	El002G132070	Ag001G024940
OG0000311	El005G254740	Ag005G457020
OG0000313	El003G165600	Ag006G560670, Ag006G560940, Ag006G560690
OG0000313	El003G178140	Ag002G171170
OG0000313	El002G132590	Ag002G125840, Ag001G024170
OG0000313	El006G293390	Ag002G171160
OG0000314	El002G086800	Ag004G302930
OG0000314	El002G086810	Ag004G302940
OG0000316	El006G313460, El006G313430, El006G288940	Ag006G542900
OG0000316	El006G288750	Ag002G187300
OG0000316	El006G289040, El006G288950	Ag002G185950, Ag002G185990
OG0000319	El002G090600, El002G090610, El007G330560	Ag008G711750
OG0000321	El003G185430, El003G181320	Ag002G166480, Ag002G166840, Ag006G571830
OG0000322	El004G231760	Ag003G214240, Ag005G440770, Ag003G214260
OG0000322	El006G289270, El006G309790, El006G309860, El002G125390	Ag006G548230, Ag006G548240, Ag006G546460, Ag002G179620
OG0000323	El003G156470	Ag004G374930, Ag004G375010
OG0000323	El003G156480	Ag004G374940, Ag004G374900
OG0000324	El007G351620, El007G350030, El007G350080, El001G052560, El007G351640, El003G180670, El007G350040, El007G350060, El003G180650, El003G180660, El007G350050, El007G351610, El007G349580, El007G349590, El007G350070, El003G180640, El007G349560	Ag001G050420, Ag001G067070, Ag001G043590, Ag001G045980, Ag007G621190
OG0000327	El002G109100, El002G109110	Ag001G075570, Ag001G075560
OG0000327	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370	Ag001G075710, Ag001G075680, Ag006G560580, Ag006G561400, Ag001G080110, Ag001G080070, Ag001G075500
OG0000328	El003G174750	Ag001G036310
OG0000328	El003G188550	Ag003G276770, Ag003G276860, Ag003G276790, Ag003G276850, Ag003G276800, Ag003G276810
OG0000329	El006G284470, El003G174280	Ag001G078090
OG0000330	El001G031460	Ag001G092050
OG0000330	El001G031500	Ag001G082790, Ag001G082750, Ag001G082850
OG0000330	El001G031830, El001G031690, El001G031810, El001G031820, El006G283270	Ag007G612380, Ag001G092100
OG0000330	El001G031680	Ag001G093380
OG0000332	El002G134240	Ag001G016590, Ag001G016660
OG0000334	El001G024470	Ag001G073280
OG0000334	El006G292570	Ag002G173720
OG0000335	El005G246880	Ag005G473330, Ag005G473370
OG0000335	El002G113660	Ag007G583790
OG0000336	El002G101750	Ag004G327930
OG0000336	El004G225030	Ag003G238280
OG0000338	El004G205930, El004G205250, El002G092400, El002G092490	Ag004G367200, Ag004G310510, Ag004G310410
OG0000339	El002G083160, El003G161790	Ag006G548660, Ag006G545860
OG0000339	El006G282150	Ag002G202770
OG0000339	El001G033440	Ag001G094740
OG0000340	El006G285360	Ag002G197210
OG0000341	El002G106720	Ag002G159280
OG0000345	El002G096200, El002G096210	Ag004G316330
OG0000345	El002G096170	Ag007G592460
OG0000346	El003G185310, El007G346420	Ag007G592010, Ag007G592000, Ag005G410550
OG0000347	El005G267560, El005G247550	Ag008G704910, Ag008G704900, Ag008G704890, Ag008G704940, Ag008G704920, Ag008G704930, Ag008G704970, Ag008G704820, Ag008G704810, Ag008G704960, Ag008G704870, Ag008G704860, Ag008G704950, Ag008G704880, Ag008G704650, Ag008G704740, Ag008G704690, Ag005G472160, Ag005G472170
OG0000348	El004G225860, El007G346220, El004G225870	Ag007G649350
OG0000348	El003G159600, El003G182960	Ag003G227730, Ag008G695200
OG0000349	El003G146500	Ag003G286530, Ag008G692030
OG0000349	El004G214430, El004G214420, El004G214440	Ag002G114050, Ag002G121670
OG0000349	El002G127670, El002G127640	Ag003G286490, Ag003G286480
OG0000350	El002G115770	Ag001G069780
OG0000351	El007G329340	Ag008G726010, Ag008G725990
OG0000351	El002G121570	Ag008G726000
OG0000352	El006G309450	Ag004G325890
OG0000353	El001G081410	Ag004G299300, Ag003G211090, Ag004G381780, Ag001G053510, Ag008G672580
OG0000356	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640	Ag002G144860, Ag005G416750, Ag001G055590, Ag003G238730
OG0000358	El001G072550	Ag007G587560, Ag007G587550
OG0000359	El002G115950, El002G115980	Ag007G581430, Ag007G581460
OG0000359	El006G296860	Ag003G211770
OG0000360	El007G323130	Ag008G734820, Ag007G625370
OG0000361	El005G247030, El005G247020	Ag007G587740, Ag005G473000
OG0000362	El004G212950	Ag004G395330
OG0000362	El005G273570	Ag003G220950, Ag003G220700, Ag003G220970
OG0000362	El004G212880	Ag003G267940, Ag004G303110
OG0000362	El002G100150	Ag004G324530
OG0000363	El002G126200, El002G126220, El007G351340	Ag002G184600
OG0000368	El003G144810	Ag003G291010
OG0000368	El003G144750	Ag003G291060
OG0000369	El002G090430	Ag004G307530, Ag008G710170
OG0000370	El003G185270, El002G101090, El002G101100	Ag004G326160
OG0000370	El002G101070	Ag004G326130, Ag004G326140, Ag004G326120
OG0000370	El001G014550, El003G159300, El003G159280	Ag007G583890
OG0000371	El002G111190, El006G280660	Ag007G648580, Ag005G446940, Ag002G205020, Ag005G477210, Ag002G204950, Ag002G203170, Ag002G204960
OG0000371	El006G280670	Ag008G670390, Ag002G204970
OG0000371	El006G280650	Ag002G205030
OG0000372	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780	Ag001G092900, Ag001G081980
OG0000377	El004G200550	Ag004G372070, Ag004G372680
OG0000382	El004G208350	Ag004G366380
OG0000382	El002G091920	Ag004G309460
OG0000383	El002G114440, El002G119180	Ag007G582890, Ag007G582900, Ag007G582910
OG0000383	El002G114400, El002G114390, El002G114430	Ag007G582940, Ag007G582930
OG0000384	El002G137730	Ag001G007560
OG0000384	El002G137760	Ag001G007570, Ag001G007540
OG0000387	El006G285490	Ag002G196940
OG0000387	El006G281610	Ag002G197080, Ag002G174250
OG0000389	El001G030030	Ag001G087840
OG0000390	El001G056560	Ag008G723890
OG0000390	El007G338360, El002G104620	Ag006G570350
OG0000390	El005G257120	Ag005G448950, Ag005G448970, Ag005G448460, Ag005G448900
OG0000391	El002G107470, El005G271110	Ag004G339360
OG0000391	El002G107410, El002G107390	Ag003G277260
OG0000391	El002G107420	Ag004G339210, Ag004G339290, Ag004G339300
OG0000392	El003G176450	Ag001G060820
OG0000392	El003G176120, El003G176430	Ag001G060790
OG0000396	El001G046620	Ag007G643830
OG0000396	El001G043390	Ag005G437820
OG0000396	El001G043470, El001G043530	Ag005G414520
OG0000398	El005G249610	Ag005G468730
OG0000398	El005G249600	Ag005G468570
OG0000398	El002G140190	Ag001G002660, Ag001G002600
OG0000402	El006G281800	Ag006G561480
OG0000403	El004G201190, El004G201260, El004G200670	Ag004G371510
OG0000404	El001G023000, El006G294700, El005G247060	Ag002G166070, Ag006G502990, Ag001G069190, Ag005G472870
OG0000406	El001G063970	Ag007G624170
OG0000406	El001G031450	Ag001G091560
OG0000406	El003G186520	Ag001G037190
OG0000406	El005G237360	Ag005G488120
OG0000407	El001G078960, El001G078950	Ag007G610010
OG0000408	El006G316660	Ag005G479770, Ag005G479790, Ag007G590640, Ag005G479800
OG0000411	El004G198670	Ag004G378270
OG0000411	El001G005390	Ag002G139790
OG0000411	El003G163700	Ag006G555710
OG0000412	El007G337740	Ag008G693370
OG0000412	El005G258570	Ag005G444730
OG0000413	El005G249460	Ag005G469030
OG0000413	El007G335400	Ag008G699570
OG0000414	El002G110530	Ag003G245470
OG0000415	El001G069430	Ag007G617980, Ag007G617850, Ag007G617950
OG0000415	El001G049570, El001G049550, El001G049580, El001G049150	Ag007G636980
OG0000415	El006G286470	Ag004G373490, Ag004G372040
OG0000416	El006G300650, El006G300480	Ag007G590790
OG0000417	El005G267220, El005G267230, El007G344240, El005G267240	Ag003G269090
OG0000420	El006G289320	Ag002G185870
OG0000420	El003G153940, El003G153780	Ag003G258420, Ag003G258400
OG0000420	El003G191940, El003G191980, El003G184480, El003G193530	Ag006G501890
OG0000421	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490, El003G188880, El003G188870	Ag002G119830, Ag002G119330, Ag006G539650, Ag001G005030, Ag001G005040, Ag006G537180, Ag007G634570, Ag003G213010
OG0000422	El002G092300	Ag004G310220, Ag004G310190
OG0000422	El002G092310	Ag004G310270
OG0000422	El002G092290, El002G127460	Ag004G310180
OG0000423	El004G224830	Ag003G238920
OG0000423	El005G250010	Ag005G467980, Ag004G353410, Ag008G684560
OG0000424	El001G023260	Ag007G586910
OG0000424	El001G004250	Ag007G586510
OG0000424	El001G004240	Ag007G586930, Ag007G586920, Ag007G614300
OG0000425	El005G247780	Ag001G007210
OG0000426	El003G180620	Ag008G703190, Ag004G372010, Ag002G137240
OG0000427	El005G240500, El007G341910	Ag005G483410
OG0000427	El004G232020	Ag003G213380, Ag003G213390, Ag003G213400, Ag006G511050, Ag003G277620
OG0000429	El001G052920	Ag008G720860
OG0000429	El001G070450	Ag007G606940
OG0000429	El003G150450	Ag003G279370
OG0000430	El005G273810	Ag005G417810
OG0000430	El003G147560, El003G142190	Ag003G296480
OG0000431	El004G203320	Ag004G368850
OG0000431	El002G092990	Ag004G311050
OG0000431	El002G092980	Ag004G311020
OG0000432	El007G340870	Ag008G683530
OG0000432	El007G336140	Ag008G697030, Ag008G697000
OG0000433	El004G212820, El004G212680, El003G142960	Ag007G610280, Ag007G610270, Ag003G294740, Ag003G294550, Ag003G294730
OG0000436	El005G278170	Ag005G405190
OG0000437	El002G121440	Ag006G537060, Ag006G539630
OG0000438	El001G006030, El003G163050	Ag006G552460
OG0000439	El001G031050	Ag001G090720
OG0000439	El006G301030	Ag007G591220
OG0000440	El001G063480	Ag007G625540
OG0000440	El005G237700	Ag005G487680, Ag005G487710, Ag004G392020
OG0000440	El005G237730	Ag005G487640
OG0000441	El005G253210	Ag005G461190
OG0000441	El005G253170	Ag005G461260
OG0000441	El005G253200, El005G253190	Ag005G461230
OG0000442	El004G209030, El004G209080	Ag007G606320
OG0000442	El006G320400	Ag002G199760, Ag002G199730
OG0000443	El027G373480, El004G212300, El004G224310	Ag004G401510, Ag004G401520, Ag004G401480, Ag004G401460, Ag004G401470, Ag004G401560
OG0000446	El007G328120	Ag008G727860
OG0000446	El002G098330	Ag004G320600
OG0000446	El004G221070	Ag008G660920
OG0000447	El005G251460	Ag005G464520
OG0000447	El007G330070	Ag008G724720
OG0000447	El002G114360	Ag007G583000
OG0000448	El007G365940	Ag002G115820, Ag002G120630
OG0000448	El007G365930	Ag002G120530
OG0000448	El007G365950	Ag002G115810, Ag002G120640
OG0000449	El007G331050	Ag007G656240
OG0000449	El001G015070, El007G331060	Ag008G710230
OG0000452	El007G350560	Ag003G261540, Ag007G616630, Ag003G261610, Ag003G261710, Ag007G622270, Ag003G262360, Ag003G262070
OG0000453	El001G015610	Ag006G570450, Ag003G229890
OG0000453	El006G308830	Ag007G594820
OG0000453	El006G308850	Ag004G307190
OG0000453	El001G015620, El001G015600	Ag001G051690
OG0000454	El007G340780	Ag001G017100, Ag004G393880, Ag004G388930, Ag004G388950, Ag004G389000, Ag004G388990, Ag004G388880, Ag004G388980, Ag004G393870, Ag004G393840, Ag004G393860, Ag008G730520, Ag008G730490, Ag008G683650
OG0000456	El003G185830, El003G185750, El003G182930, El001G075280	Ag006G505030, Ag006G505060, Ag002G184890, Ag002G135830, Ag002G134180
OG0000457	El001G069060, El001G069080, El001G069070	Ag007G609520
OG0000460	El005G269910	Ag004G371960
OG0000461	El002G082410	Ag004G297280
OG0000461	El002G082400	Ag004G297270
OG0000468	El001G025490	Ag001G076000
