Orthogroup	Erysimum_linariifolium	Arabis_alpina
OG0000246	El007G366210	Aa_G8110.h1.t1
OG0000247	El002G130240	Aa_G322280.h1.t1
OG0000248	El004G205450	Aa_G57040.h1.t1
OG0000248	El001G027800	Aa_G373050.h1.t1
OG0000249	El001G010190, El001G010200	Aa_G25290.h1.t1
OG0000254	El004G205790, El004G205810, El004G205800, El004G205770	Aa_G399280.h1.t1
OG0000256	El006G289100	Aa_G219570.h1.t1, Aa_G728720.h1.t1
OG0000256	El006G315200, El006G315100, El006G315180, El006G315190, El006G315090, El006G315110, El006G315230	Aa_G222500.h1.t1
OG0000257	El005G269290	Aa_G292060.h1.t1, Aa_G168750.h1.t1
OG0000257	El003G178210, El003G177270, El004G233260, El003G184780	Aa_G592420.h1.t1
OG0000258	El007G334450	Aa_G69130.h1.t1
OG0000258	El001G040670	Aa_G276750.h1.t1
OG0000264	El001G003620	Aa_G189060.h1.t1
OG0000266	El001G030730	Aa_G398660.h1.t1
OG0000266	El001G005860, El002G136470, El004G205750	Aa_G143210.h1.t1
OG0000266	El001G032330	Aa_G167450.h1.t1, Aa_G22640.h1.t1
OG0000267	El006G303900, El006G300950, El006G300970	Aa_G279220.h1.t1, Aa_G773360.h1.t1, Aa_G279150.h1.t1
OG0000268	El001G037050	Aa_G186470.h1.t1
OG0000268	El001G037010	Aa_G222610.h1.t1, Aa_G186480.h1.t1
OG0000268	El001G081300	Aa_G443020.h1.t1
OG0000268	El001G024850	Aa_G348540.h1.t1
OG0000270	El002G104230, El004G228250	Aa_G696850.h4.t1, Aa_G137830.h4.t1, Aa_G637510.h1.t1, Aa_G238260.h4.t1
OG0000271	El002G111590	Aa_G221240.h1.t1
OG0000272	El003G153700	Aa_G1053460.h1.t1
OG0000273	El002G105290	Aa_G33370.h1.t1
OG0000274	El007G331270	Aa_G620130.h1.t1, Aa_G550740.h1.t1, Aa_G550750.h1.t1
OG0000274	El001G015380, El002G138930, El005G270610, El001G015480, El001G015500	Aa_G318690.h1.t1, Aa_G318700.h1.t1
OG0000274	El004G201760	Aa_G651390.h1.t1
OG0000274	El006G303380, El006G303400	Aa_G199710.h1.t1
OG0000276	El006G301860, El005G266830	Aa_G310980.h1.t1
OG0000278	El004G194450, El004G194550, El004G194420	Aa_G225020.h1.t1, Aa_G225040.h1.t1
OG0000278	El007G332310, El007G332260	Aa_G541110.h1.t1, Aa_G541100.h1.t1
OG0000278	El006G297740	Aa_G452090.h1.t1
OG0000281	El001G040170, El002G134210, El002G134220	Aa_G46120.h1.t1, Aa_G656550.h1.t1, Aa_G180970.h1.t1
OG0000281	El001G040220	Aa_G455050.h1.t1
OG0000281	El001G048140	Aa_G418960.h1.t1, Aa_G283780.h1.t1
OG0000282	El001G074230, El001G074220	Aa_G471620.h1.t1
OG0000282	El001G074240	Aa_G471630.h1.t1, Aa_G471640.h1.t1
OG0000282	El001G074210	Aa_G471610.h1.t1
OG0000282	El001G074200, El001G074190	Aa_G471600.h1.t1, Aa_G471590.h1.t1, Aa_G529880.h1.t1
OG0000283	El007G358950, El007G358900, El007G358940	Aa_G219520.h1.t1, Aa_G219510.h1.t1, Aa_G520320.h1.t1, Aa_G520310.h1.t1
OG0000284	El001G051110	Aa_G40840.h1.t1
OG0000284	El001G010020, El005G240890, El007G347650	Aa_G129870.h1.t1, Aa_G129860.h1.t1, Aa_G269360.h1.t1
OG0000288	El005G236820, El005G237970, El002G127980, El006G306940, El007G362290, El007G366050, El007G366090, El007G366070, El007G366110, El007G366120, El007G366080, El007G366040, El007G366150, El001G018900, El001G018820, El007G366140, El007G359310, El004G231130, El004G231090, El004G231100, El004G231180, El005G265170, El005G269820, El005G269800	Aa_G219050.h1.t1
OG0000290	El005G255960	Aa_G104630.h1.t1
OG0000293	El001G045760	Aa_G486820.h1.t1, Aa_G306760.h1.t1
OG0000294	El005G254320	Aa_G53610.h1.t1
OG0000294	El006G293670	Aa_G159770.h1.t1
OG0000294	El006G280820	Aa_G593400.h1.t1
OG0000294	El001G002070	Aa_G46660.h1.t1
OG0000295	El004G213700, El004G213760	Aa_G340170.h1.t1
OG0000296	El004G224600, El004G224660, El006G317420, El006G317640, El006G317430	Aa_G105690.h1.t1, Aa_G291160.h1.t1
OG0000296	El006G291480, El007G339110	Aa_G278130.h1.t1
OG0000297	El007G330520	Aa_G338300.h1.t1
OG0000299	El002G141100	Aa_G108960.h1.t1
OG0000300	El005G270370	Aa_G136630.h1.t1
OG0000300	El005G270380	Aa_G152480.h1.t1
OG0000303	El002G128090	Aa_G438940.h1.t1
OG0000304	El002G124540	Aa_G278950.h1.t1
OG0000308	El004G224970	Aa_G10240.h1.t1
OG0000310	El007G331450	Aa_G345550.h1.t1, Aa_G739110.h1.t1, Aa_G28270.h1.t1
OG0000310	El005G269120, El005G267120	Aa_G234720.h1.t1
OG0000311	El001G064420	Aa_G158100.h1.t1
OG0000311	El002G132070	Aa_G110720.h1.t1
OG0000311	El005G254740	Aa_G310220.h1.t1
OG0000311	El004G215340	Aa_G201270.h1.t1
OG0000313	El003G165600	Aa_G37700.h1.t1, Aa_G59060.h1.t1
OG0000313	El003G178140	Aa_G58510.h1.t1, Aa_G895020.h2.t1, Aa_G895020.h1.t1
OG0000314	El002G086800	Aa_G477760.h1.t1
OG0000314	El002G086810	Aa_G477770.h1.t1
OG0000316	El006G313460, El006G313430, El006G288940, El006G288750, El006G313470	Aa_G705690.h1.t1
OG0000319	El002G090600, El002G090610, El007G330560	Aa_G362130.h2.t1, Aa_G362130.h1.t1, Aa_G461520.h3.t1, Aa_G6660.h2.t1, Aa_G461520.h1.t1, Aa_G362130.h3.t1, Aa_G461520.h4.t1, Aa_G6660.h4.t1, Aa_G345330.h3.t1, Aa_G6660.h1.t1, Aa_G345330.h4.t1, Aa_G6660.h3.t1, Aa_G461520.h2.t1, Aa_G345330.h1.t1, Aa_G362130.h4.t1, Aa_G345330.h2.t1
OG0000321	El003G185430, El003G181320	Aa_G41040.h1.t1, Aa_G320580.h1.t1, Aa_G149910.h1.t1
OG0000325	El004G205680, El005G236050, El005G268690, El007G348860	Aa_G472730.h1.t1
OG0000327	El002G109100, El002G109110	Aa_G349980.h1.t1
OG0000327	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370	Aa_G576610.h1.t1, Aa_G68870.h1.t1, Aa_G68850.h1.t1, Aa_G440370.h1.t1, Aa_G600780.h1.t1
OG0000328	El003G174750	Aa_G408720.h1.t1
OG0000328	El003G188550	Aa_G365280.h1.t1
OG0000331	El002G122670, El001G044380, El005G250440, El006G293100, El005G264650, El004G209740, El004G210410, El001G037400, El004G210400	Aa_G350.h1.t1
OG0000332	El001G060380	Aa_G478070.h2.t1, Aa_G478060.h2.t1, Aa_G478060.h1.t1, Aa_G478070.h1.t1
OG0000332	El002G134240	Aa_G164530.h1.t1, Aa_G180990.h2.t1, Aa_G180990.h1.t1, Aa_G164530.h2.t1
OG0000334	El001G024470	Aa_G297410.h1.t1
OG0000334	El006G292570	Aa_G272430.h1.t1
OG0000335	El005G246880	Aa_G285200.h1.t1
OG0000336	El002G101750	Aa_G278470.h1.t1
OG0000336	El004G225030	Aa_G10210.h1.t1
OG0000337	El008G368180	Aa_G350540.h1.t1
OG0000338	El004G205930, El004G205250, El002G092400, El002G092490	Aa_G151440.h1.t1
OG0000339	El002G083160	Aa_G291140.h1.t1
OG0000339	El003G161790	Aa_G439790.h1.t1
OG0000339	El006G282150	Aa_G17010.h1.t1
OG0000340	El006G285360	Aa_G581260.h1.t1, Aa_G761680.h1.t1, Aa_G761680.h2.t1
OG0000340	El006G285350, El002G130230	Aa_G581310.h1.t1, Aa_G581290.h1.t1, Aa_G581300.h1.t1, Aa_G581280.h1.t1
OG0000340	El006G285340	Aa_G761690.h1.t1
OG0000341	El002G106720	Aa_G560.h1.t1
OG0000344	El007G349080	Aa_G113000.h1.t1
OG0000345	El002G096200, El002G096210	Aa_G328300.h1.t1, Aa_G328310.h1.t1
OG0000346	El003G185310, El007G346420, El005G272170	Aa_G195000.h1.t1
OG0000347	El005G267560, El005G247550	Aa_G5620.h1.t1
OG0000348	El004G225860, El007G346220, El004G225870	Aa_G654900.h1.t1
OG0000349	El004G214430, El004G214420, El004G214440	Aa_G329630.h1.t1
OG0000351	El002G121580	Aa_G191190.h1.t1
OG0000351	El002G121660	Aa_G559420.h1.t1
OG0000351	El002G121570	Aa_G791070.h1.t1
OG0000352	El006G309450	Aa_G647850.h1.t1
OG0000356	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640	Aa_G309600.h1.t1
OG0000358	El001G072550	Aa_G359930.h1.t1
OG0000359	El002G115950, El002G115980	Aa_G248930.h1.t1, Aa_G248920.h1.t1
OG0000359	El006G296860	Aa_G336950.h1.t1, Aa_G12110.h1.t1
OG0000361	El001G078160	Aa_G73050.h1.t1
OG0000362	El004G212950	Aa_G21490.h1.t1, Aa_G30130.h1.t1
OG0000368	El003G144810	Aa_G728130.h1.t1
OG0000368	El003G144750	Aa_G767760.h1.t1
OG0000370	El003G185270, El002G101090, El002G101100	Aa_G274920.h1.t1, Aa_G377760.h1.t1
OG0000370	El001G014550, El003G159300, El003G159280	Aa_G417850.h1.t1
OG0000371	El002G111190, El006G280660	Aa_G493010.h1.t1, Aa_G249900.h1.t1, Aa_G734680.h1.t1
OG0000371	El006G280650	Aa_G249890.h1.t1
OG0000372	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780	Aa_G299420.h1.t1, Aa_G310750.h1.t1, Aa_G118510.h1.t1
OG0000377	El004G200550	Aa_G296460.h1.t1
OG0000377	El004G200530	Aa_G296490.h1.t1
OG0000377	El004G200540	Aa_G296480.h1.t1
OG0000377	El004G200590	Aa_G291300.h1.t1
OG0000380	El004G208570	Aa_G454910.h1.t1
OG0000380	El004G197800	Aa_G357320.h1.t1
OG0000381	El001G076620, El001G041360, El004G194570, El005G236170, El006G287460, El006G290220, El002G105800, El002G084340, El002G094230, El002G106450, El002G109010	Aa_G723430.h1.t1
OG0000382	El002G084270, El001G002380	Aa_G191340.h1.t1
OG0000382	El004G208350	Aa_G123200.h1.t1
OG0000384	El002G137770, El002G137730	Aa_G173540.h1.t1
OG0000384	El002G137740	Aa_G173550.h1.t1
OG0000386	El001G023900	Aa_G14260.h1.t1
OG0000386	El001G023910	Aa_G14220.h1.t1
OG0000387	El006G281610	Aa_G125360.h1.t1
OG0000389	El001G030030	Aa_G433100.h1.t1
OG0000389	El001G029870	Aa_G526170.h1.t1
OG0000391	El002G107470, El005G271110	Aa_G549800.h1.t1
OG0000391	El002G107410, El002G107390	Aa_G292720.h1.t1, Aa_G292700.h1.t1
OG0000392	El003G176120, El003G176430	Aa_G379460.h1.t1, Aa_G320960.h1.t1
OG0000393	El005G254450, El005G254470, El001G064960, El005G254460	Aa_G71220.h1.t1, Aa_G522720.h1.t1
OG0000396	El001G043390	Aa_G303210.h1.t1
OG0000396	El001G043470, El001G043530	Aa_G734010.h1.t1, Aa_G626840.h1.t1, Aa_G303250.h1.t1
OG0000396	El001G043520	Aa_G303240.h1.t1
OG0000398	El005G249610	Aa_G546560.h1.t1, Aa_G546540.h1.t1, Aa_G546550.h1.t1, Aa_G668710.h1.t1
OG0000398	El002G140190	Aa_G375510.h1.t1, Aa_G375500.h1.t1, Aa_G652550.h1.t1
OG0000399	El001G014530, El001G014520	Aa_G132580.h1.t1
OG0000403	El004G200670	Aa_G564650.h1.t1
OG0000404	El001G023000, El006G294700, El005G247060	Aa_G307560.h1.t1, Aa_G313390.h2.t1, Aa_G313390.h1.t1
OG0000406	El001G063970	Aa_G499380.h1.t1, Aa_G162150.h1.t1
OG0000406	El001G031450	Aa_G132700.h1.t1, Aa_G132710.h1.t1
OG0000406	El003G186520	Aa_G111740.h1.t1
OG0000406	El005G237360	Aa_G111750.h1.t1
OG0000407	El001G007400, El001G065720	Aa_G421160.h1.t1, Aa_G421160.h2.t1
OG0000408	El006G316660	Aa_G446810.h1.t1
OG0000408	El007G348910	Aa_G446750.h1.t1, Aa_G623160.h1.t1
OG0000408	El006G311690	Aa_G592710.h1.t1
OG0000408	El006G316620, El006G316610	Aa_G446760.h1.t1, Aa_G446780.h1.t1
OG0000409	El006G302510, El005G258640, El003G189770, El007G337460, El002G084720, El005G261050, El003G167680, El005G268570	Aa_G96320.h1.t1
OG0000411	El004G198670	Aa_G548750.h1.t1
OG0000411	El001G005390	Aa_G320710.h3.t1, Aa_G320710.h2.t1, Aa_G320710.h1.t1
OG0000411	El003G163700	Aa_G117430.h1.t1
OG0000412	El007G337740	Aa_G123390.h1.t1
OG0000412	El003G157090	Aa_G129640.h1.t1
OG0000412	El002G135360	Aa_G561930.h1.t1
OG0000413	El005G249460	Aa_G463610.h1.t1
OG0000413	El007G335400	Aa_G232850.h1.t1
OG0000414	El002G110530	Aa_G415770.h1.t1
OG0000415	El001G069430	Aa_G122230.h1.t1, Aa_G502240.h1.t1
OG0000416	El006G300650, El006G300480	Aa_G481870.h1.t1, Aa_G445760.h1.t1, Aa_G637640.h1.t1, Aa_G460430.h1.t1, Aa_G154770.h1.t1, Aa_G445750.h1.t1
OG0000417	El001G006910, El001G009680	Aa_G514020.h1.t1
OG0000420	El006G289320	Aa_G340400.h1.t1
OG0000420	El003G153940, El003G153780	Aa_G37420.h1.t1, Aa_G195750.h1.t1, Aa_G576210.h1.t1
OG0000421	El003G188870	Aa_G745430.h1.t1, Aa_G731640.h1.t1, Aa_G731640.h2.t1, Aa_G671850.h1.t1
OG0000422	El002G092300	Aa_G73530.h1.t1, Aa_G73570.h1.t1
OG0000422	El002G092290, El002G127460	Aa_G194070.h1.t1
OG0000423	El004G224830	Aa_G187340.h1.t1
OG0000423	El005G250010	Aa_G472320.h1.t1
OG0000424	El001G023260	Aa_G133000.h1.t1
OG0000424	El001G004180	Aa_G384340.h1.t1
OG0000425	El005G247780	Aa_G906250.h1.t1
OG0000427	El004G232020	Aa_G467340.h1.t1
OG0000429	El001G052920	Aa_G70670.h1.t1
OG0000429	El001G070450	Aa_G84570.h1.t1
OG0000429	El003G150450	Aa_G542010.h1.t1
OG0000429	El006G314410	Aa_G494160.h1.t1
OG0000430	El005G273810	Aa_G313530.h1.t1
OG0000430	El003G147560	Aa_G385150.h1.t1
OG0000430	El003G142190	Aa_G137980.h1.t1
OG0000431	El004G203320	Aa_G202610.h1.t1
OG0000431	El002G092990	Aa_G171300.h1.t1
OG0000432	El007G340870	Aa_G586300.h1.t1
OG0000432	El003G157860	Aa_G69750.h1.t1, Aa_G447890.h1.t1
OG0000432	El007G336140	Aa_G755840.h1.t1, Aa_G40290.h1.t1
OG0000433	El004G212820, El004G212680, El003G142960	Aa_G597100.h1.t1, Aa_G205210.h1.t1, Aa_G642950.h1.t1, Aa_G352210.h1.t1
OG0000436	El003G158230, El007G335250	Aa_G22060.h1.t1
OG0000436	El005G278170	Aa_G726630.h1.t1
OG0000437	El002G121440	Aa_G260280.h1.t1
OG0000438	El003G163050	Aa_G590640.h1.t1, Aa_G590600.h1.t1
OG0000439	El002G088370	Aa_G140090.h1.t1
OG0000439	El001G031050	Aa_G686900.h1.t1, Aa_G340530.h1.t1
OG0000439	El006G301030	Aa_G167480.h1.t1
OG0000441	El005G253210	Aa_G367450.h1.t1, Aa_G417670.h1.t1
OG0000441	El005G253170	Aa_G417660.h1.t1
OG0000443	El004G224290, El004G224230, El004G224280, El004G224250, El004G224240, El004G224330	Aa_G899430.h1.t1
OG0000446	El007G328120	Aa_G13650.h1.t1
OG0000446	El001G037830	Aa_G146200.h1.t1
OG0000446	El002G098330	Aa_G117750.h1.t1
OG0000447	El007G330070	Aa_G165620.h1.t1
OG0000447	El006G297870	Aa_G305730.h1.t1
OG0000447	El002G114360	Aa_G650850.h1.t1
OG0000449	El007G331050	Aa_G33860.h1.t1
OG0000449	El001G015070	Aa_G318830.h1.t1
OG0000449	El007G331060	Aa_G33850.h1.t1
OG0000450	El004G210490, El007G349820, El003G188150	Aa_G210180.h1.t1, Aa_G443340.h1.t1
OG0000452	El007G350560	Aa_G156090.h1.t1, Aa_G156120.h1.t1
OG0000452	El003G152790, El003G152800	Aa_G156100.h1.t1, Aa_G156110.h1.t1
OG0000453	El001G015610	Aa_G108500.h1.t1
OG0000453	El006G308830	Aa_G245230.h1.t1
OG0000453	El006G308850	Aa_G162230.h1.t1
OG0000453	El001G015590	Aa_G495150.h1.t1
OG0000454	El007G357850, El007G340800, El007G340780	Aa_G263760.h1.t1, Aa_G238120.h1.t1, Aa_G263750.h1.t1, Aa_G263770.h1.t1
OG0000456	El002G128030, El002G128060	Aa_G797910.h1.t1
OG0000457	El003G190300	Aa_G151530.h1.t1
OG0000459	El003G185370, El003G179210, El003G164990, El001G048170, El001G047570	Aa_G297810.h1.t1
OG0000460	El005G269910	Aa_G560430.h1.t1, Aa_G12780.h1.t1, Aa_G527160.h1.t1
OG0000461	El002G082410	Aa_G106340.h1.t1
OG0000461	El002G082400	Aa_G106350.h1.t1
OG0000462	El001G066140	Aa_G157070.h1.t1
OG0000463	El001G015990, El001G015960	Aa_G656960.h2.t1, Aa_G656960.h1.t1, Aa_G770910.h1.t1
OG0000466	El002G133690, El002G133670, El001G079410	Aa_G682590.h2.t1, Aa_G682590.h1.t1, Aa_G610920.h1.t1, Aa_G170050.h1.t1, Aa_G702830.h1.t1, Aa_G702830.h2.t1, Aa_G242270.h1.t1, Aa_G702840.h1.t1, Aa_G702840.h2.t1, Aa_G625640.h1.t1, Aa_G610900.h1.t1, Aa_G754450.h1.t1, Aa_G1017160.h4.t1, Aa_G1017160.h3.t1, Aa_G1017160.h2.t1, Aa_G1017160.h1.t1
OG0000468	El001G025490	Aa_G331300.h1.t1
OG0000468	El006G291120	Aa_G216900.h1.t1
OG0000471	El002G114920	Aa_G366260.h1.t1
OG0000471	El002G114900, El002G114910, El002G114950, El002G114940	Aa_G109570.h1.t1
OG0000472	El003G190770	Aa_G568800.h1.t1, Aa_G853130.h1.t1
OG0000472	El003G190760	Aa_G119960.h1.t1, Aa_G119970.h1.t1
OG0000473	El006G280460	Aa_G226140.h1.t1
OG0000473	El007G329520	Aa_G448780.h1.t1
OG0000473	El003G191060	Aa_G495380.h1.t1
OG0000474	El001G018580, El001G056310, El006G317600	Aa_G106840.h1.t1, Aa_G554010.h1.t1, Aa_G273400.h1.t1
OG0000475	El004G196500, El004G196450, El004G196490	Aa_G433350.h1.t1, Aa_G433360.h1.t1
OG0000477	El006G291920, El005G274770, El007G333070, El001G074740	Aa_G244360.h1.t1, Aa_G93710.h1.t1, Aa_G471910.h1.t1
OG0000478	El002G141170, El002G141110	Aa_G495170.h1.t1
OG0000479	El007G355950	Aa_G300950.h1.t1
OG0000481	El003G177200	Aa_G402960.h1.t1
OG0000481	El003G185000	Aa_G662600.h1.t1, Aa_G50930.h1.t1, Aa_G168040.h1.t1, Aa_G392520.h1.t1
OG0000481	El007G356160	Aa_G65110.h1.t1
OG0000482	El003G187400, El004G217160	Aa_G253980.h1.t1
OG0000483	El007G336760	Aa_G48300.h1.t1
OG0000483	El007G336750, El007G336710	Aa_G408490.h1.t1, Aa_G48330.h1.t1, Aa_G48310.h1.t1, Aa_G48320.h1.t1
OG0000486	El001G026720, El001G026660, El001G026650, El001G026690	Aa_G710680.h1.t1
OG0000487	El006G298580, El005G239000, El002G086490	Aa_G38790.h3.t1
OG0000490	El002G083890, El002G083910	Aa_G105960.h1.t1, Aa_G105950.h1.t1, Aa_G105940.h1.t1, Aa_G211740.h1.t1
OG0000491	El001G057630, El001G057640, El001G057670	Aa_G173830.h1.t1
OG0000493	El004G207720, El007G346800, El004G215880, El001G047220, El008G368440, El007G352560, El007G350420, El002G125590, El004G207810, El003G181020	Aa_G388450.h1.t1, Aa_G152050.h1.t1, Aa_G708920.h1.t1, Aa_G560720.h1.t1, Aa_G885200.h1.t1, Aa_G850040.h1.t1, Aa_G615630.h1.t1, Aa_G504670.h1.t1, Aa_G870100.h1.t1, Aa_G155770.h1.t1, Aa_G101620.h1.t1, Aa_G262490.h1.t1, Aa_G857420.h1.t1, Aa_G747080.h1.t1, Aa_G747090.h1.t1, Aa_G540150.h1.t1, Aa_G888400.h1.t1, Aa_G31210.h1.t1, Aa_G155950.h1.t1, Aa_G390770.h1.t1, Aa_G99410.h1.t1, Aa_G8220.h1.t1, Aa_G12520.h1.t1, Aa_G575340.h1.t1, Aa_G907130.h1.t1, Aa_G61100.h1.t1, Aa_G443680.h1.t1
OG0000493	El007G351100, El006G308100	Aa_G143940.h1.t1, Aa_G576500.h1.t1, Aa_G235230.h1.t1, Aa_G597400.h1.t1, Aa_G870980.h1.t1, Aa_G617440.h1.t1, Aa_G923300.h1.t1, Aa_G601850.h1.t1, Aa_G632700.h1.t1, Aa_G846960.h1.t1, Aa_G196160.h1.t1, Aa_G247390.h1.t1, Aa_G155070.h1.t1, Aa_G158700.h1.t1, Aa_G872530.h1.t1, Aa_G523500.h1.t1, Aa_G436540.h1.t1, Aa_G314630.h1.t1, Aa_G109480.h1.t1, Aa_G984600.h1.t1, Aa_G878470.h1.t1
OG0000496	El004G209190, El002G127540	Aa_G490620.h1.t1
OG0000496	El007G352050	Aa_G510720.h1.t1
OG0000498	El007G339720	Aa_G505380.h1.t1
OG0000498	El003G156150	Aa_G159950.h1.t1
OG0000499	El003G168300	Aa_G155390.h1.t1
OG0000499	El004G231730	Aa_G470700.h1.t1
OG0000499	El005G250740	Aa_G667610.h1.t1
OG0000500	El007G362360	Aa_G79600.h1.t1
OG0000500	El007G362300	Aa_G92600.h1.t1, Aa_G649550.h1.t1
OG0000500	El007G362390	Aa_G3450.h1.t1
OG0000501	El002G124350	Aa_G455060.h1.t1
OG0000504	El001G080270	Aa_G260600.h1.t1, Aa_G900860.h1.t1
OG0000504	El005G244670	Aa_G756790.h1.t1
OG0000505	El001G053560, El001G053720, El001G053900	Aa_G398030.h1.t1
OG0000506	El001G076020, El004G223710	Aa_G344060.h1.t1
OG0000507	El001G065860, El001G065850	Aa_G740410.h1.t1, Aa_G186210.h1.t1, Aa_G208040.h1.t1
OG0000507	El007G332430, El001G036500	Aa_G278050.h1.t1
OG0000509	El003G171000	Aa_G724850.h1.t1, Aa_G724500.h1.t1
OG0000509	El003G171020	Aa_G49310.h1.t1
OG0000510	El004G201010	Aa_G193000.h1.t1
OG0000510	El004G200990	Aa_G192990.h1.t1
OG0000510	El004G201000, El004G200950, El004G200930, El004G200920	Aa_G192980.h1.t1
OG0000511	El005G260930	Aa_G384910.h1.t1
OG0000511	El003G173660	Aa_G482170.h1.t1
OG0000511	El004G198000	Aa_G162430.h1.t1
OG0000512	El003G161870	Aa_G494770.h1.t1
OG0000513	El001G024240	Aa_G402350.h1.t1, Aa_G249360.h1.t1
OG0000513	El001G015200	Aa_G318800.h1.t1
OG0000513	El007G331120	Aa_G33790.h1.t1
OG0000514	El005G258100	Aa_G242890.h1.t1
OG0000515	El006G313480, El006G313490	Aa_G408570.h1.t1, Aa_G205590.h1.t1
OG0000515	El002G141380	Aa_G189630.h1.t1
OG0000515	El002G141390	Aa_G205580.h1.t1
OG0000520	El007G355250, El001G032970	Aa_G57970.h1.t1
OG0000521	El002G124400	Aa_G368910.h1.t1
OG0000524	El005G243280	Aa_G734810.h1.t1
OG0000524	El007G349900	Aa_G102310.h1.t1
OG0000525	El005G251140	Aa_G140300.h1.t1
OG0000525	El002G138890	Aa_G74240.h1.t1
OG0000526	El001G017270, El001G017260	Aa_G563850.h1.t1
OG0000527	El003G176200, El003G176220, El003G176260, El003G176280	Aa_G654020.h1.t1, Aa_G754920.h1.t1, Aa_G653760.h1.t1
OG0000529	El001G057940	Aa_G173930.h1.t1
OG0000530	El001G063850	Aa_G781210.h1.t1
OG0000532	El005G269830, El007G366130, El001G018890, El001G018810	Aa_G374830.h1.t1
OG0000533	El003G142670	Aa_G546420.h2.t1, Aa_G546420.h1.t1
OG0000533	El006G320740	Aa_G351980.h1.t1, Aa_G351980.h2.t1
OG0000533	El003G147880	Aa_G614650.h1.t1
OG0000534	El001G009890, El004G198430, El004G198470, El004G198440, El004G198450, El005G262070	Aa_G222560.h1.t1, Aa_G222580.h1.t1, Aa_G222570.h1.t1, Aa_G222590.h1.t1
OG0000535	El001G037130, El001G037150	Aa_G323370.h1.t1
OG0000535	El001G037140	Aa_G323360.h1.t1, Aa_G323350.h1.t1
OG0000537	El001G004010	Aa_G187790.h1.t1
OG0000538	El006G285280, El002G122690	Aa_G581380.h1.t1
OG0000538	El006G285260	Aa_G284390.h1.t1
OG0000539	El007G321890	Aa_G113660.h1.t1
OG0000540	El006G303390, El006G303410	Aa_G199700.h1.t1
OG0000540	El006G303420	Aa_G199690.h1.t1
OG0000540	El006G303430	Aa_G199670.h1.t1
OG0000542	El001G065210	Aa_G59260.h1.t1
OG0000542	El002G132600	Aa_G161230.h1.t1
OG0000542	El005G236740	Aa_G42370.h1.t1
OG0000544	El004G214840, El002G087430, El002G087420	Aa_G235440.h1.t1
OG0000545	El004G227580	Aa_G259480.h1.t1
OG0000545	El004G227570	Aa_G259490.h1.t1
OG0000547	El003G144660, El007G358860	Aa_G191610.h1.t1
OG0000550	El002G139510	Aa_G138540.h1.t1, Aa_G456300.h1.t1
OG0000551	El007G325660	Aa_G20930.h1.t1
OG0000551	El003G142820	Aa_G553710.h1.t1
OG0000551	El001G072190	Aa_G152760.h1.t1
OG0000552	El002G108750	Aa_G62390.h1.t1
OG0000552	El001G034520	Aa_G2600.h2.t1, Aa_G2600.h1.t1, Aa_G453100.h2.t1, Aa_G453100.h1.t1
OG0000553	El002G122120	Aa_G232510.h1.t1
OG0000553	El002G122090	Aa_G232520.h1.t1
OG0000554	El004G199370	Aa_G66960.h1.t1, Aa_G546250.h1.t1
OG0000556	El005G242380	Aa_G78820.h1.t1
OG0000557	El001G031980	Aa_G102470.h1.t1
OG0000559	El001G080000	Aa_G478910.h1.t1
OG0000560	El007G331600, El007G331590	Aa_G28190.h1.t1
OG0000561	El007G325200	Aa_G585320.h1.t1
OG0000562	El005G240840	Aa_G269320.h1.t1
OG0000562	El001G066850	Aa_G473480.h1.t1
OG0000562	El001G051040	Aa_G189800.h1.t1
OG0000564	El003G183160	Aa_G145130.h1.t1, Aa_G145160.h1.t1
OG0000564	El006G316520, El006G316480, El005G263310	Aa_G515150.h1.t1
OG0000564	El006G316490	Aa_G515160.h1.t1
OG0000565	El001G066430, El007G339140	Aa_G297570.h1.t1, Aa_G901960.h1.t1, Aa_G901960.h2.t1, Aa_G129330.h1.t1, Aa_G499770.h1.t1, Aa_G499780.h1.t1
OG0000566	El001G059490	Aa_G15490.h1.t1
OG0000566	El001G059500	Aa_G225520.h1.t1, Aa_G15500.h1.t1
OG0000569	El006G295830	Aa_G652120.h1.t1
OG0000570	El005G236220	Aa_G71740.h1.t1
OG0000570	El001G029260, El001G065920	Aa_G431460.h1.t1
OG0000570	El007G329730	Aa_G94990.h1.t1
OG0000571	El007G330150	Aa_G127290.h1.t1
OG0000571	El002G090790, El002G090800	Aa_G286010.h1.t1
OG0000575	El003G151530	Aa_G17950.h4.t1, Aa_G434200.h2.t1, Aa_G434200.h4.t1, Aa_G434200.h6.t1, Aa_G434200.h7.t1, Aa_G17950.h5.t1, Aa_G17950.h2.t1, Aa_G17950.h6.t1, Aa_G17950.h3.t1, Aa_G17950.h7.t1, Aa_G434200.h1.t1, Aa_G434200.h3.t1, Aa_G409200.h1.t1, Aa_G434200.h5.t1, Aa_G17950.h1.t1
OG0000578	El002G093390	Aa_G226620.h1.t1
OG0000578	El004G201790	Aa_G89900.h1.t1
OG0000578	El004G221340	Aa_G510870.h1.t1
OG0000579	El003G158750	Aa_G586290.h1.t1
OG0000579	El003G192870	Aa_G165220.h1.t1
