Orthogroup	Erysimum_linariifolium	Arabidopsis_lyrata_Rawat
OG0000191	El005G274440, El005G274460, El005G274720	nbis-gene-889
OG0000192	El002G105680	AL1G34360
OG0000192	El001G002000	AL6G51590
OG0000192	El002G105660	AL1G34280
OG0000192	El002G105610	AL1G34310
OG0000192	El002G105620	AL1G34330, AL1G34320
OG0000192	El002G105690	AL1G34340
OG0000193	El006G309730	nbis-gene-789
OG0000193	El002G132160, El002G132130, El005G259240	AL3G35160, AL3G35150
OG0000195	El006G308260	AL4G20560
OG0000195	El006G288320, El001G028150	AL5G38180
OG0000195	El003G186220	AL7G46650
OG0000195	El004G215670	AL2G24200
OG0000195	El001G058810, El001G012120	AL5G21780
OG0000196	El002G115040	AL1G42930
OG0000196	El002G116380	AL1G44070
OG0000197	El003G193160	AL7G47660
OG0000197	El005G275730, El005G275770, El005G276170	AL3G52780
OG0000197	El003G184300, El002G120020, El003G191670	AL7G49150, AL7G48800
OG0000197	El003G190970, El003G190840	AL7G49700
OG0000200	El002G119250	AL1G46070
OG0000200	El004G214290	AL1G15890
OG0000200	El004G202190	AL5G29460, AL8G22470
OG0000200	El003G156950	AL7G25460
OG0000200	El003G187150, El003G187490, El001G041980, El003G187480, El003G180990	AL7G52080, AL7G52070
OG0000201	El005G260640	AL3G36210
OG0000202	El005G254420	AL3G30850
OG0000202	El005G261630	nbis-gene-800, AL3G37020
OG0000203	El005G239330, El005G239300	AL3G14720
OG0000203	El005G239360, El005G239320, El005G239280, El007G349670	AL3G14700
OG0000203	El005G238860	AL3G14200
OG0000204	El002G082910, El002G082880	AL5G33670
OG0000204	El005G259630	AL3G35490
OG0000205	El005G273080	AL4G10320
OG0000205	El005G273070, El006G312030	AL3G52290
OG0000205	El003G178380, El003G178560, El003G178400, El003G178460	AL9U10990
OG0000205	El002G129730, El002G129760, El002G129780, El002G129740, El002G129710	AL1G53540
OG0000205	El002G129530, El002G129560, El002G129650, El002G129890, El002G129930, El002G129520, El002G129550, El002G129510	AL9U11000
OG0000207	El004G232160	AL2G39150
OG0000208	El002G130530, El002G130520	AL1G53980, AL1G53990
OG0000208	El006G317590	AL7G11500
OG0000208	El003G150670	AL7G19690
OG0000208	El003G143000	AL7G11510
OG0000208	El007G341810	AL8G26210, AL311U10010
OG0000209	El004G207330, El004G207320, El004G207280, El004G207300, El004G207310	AL2G10720
OG0000209	El004G194580	AL2G10710
OG0000209	El003G193190	AL7G47630
OG0000209	El007G345850, El007G345610, El007G345740, El007G345570	AL8G22950
OG0000210	El005G269840, El005G269890	AL3G42400, AL3G42420
OG0000210	El005G269850	AL3G42410
OG0000210	El001G038680, El001G038660, El002G139080	AL5G13350
OG0000210	El001G069350	AL5G13340, AL7G52550, AL7G52570, AL6G22950
OG0000210	El006G298860	AL4G28810, AL4G28800
OG0000210	El006G297290, El006G297480, El006G298870	AL4G28780
OG0000213	El005G245790	AL3G21810
OG0000213	El006G319110	AL4G12630
OG0000213	El006G319120	AL4G12560, AL4G12620
OG0000213	El006G319100	AL4G12650
OG0000213	El006G319080	AL4G12640, AL4G12670
OG0000214	El001G033600	AL2G28240
OG0000214	El001G009830	AL6G43330
OG0000214	El006G314950	AL6G47610
OG0000215	El002G117130	AL2G13100, AL7G30200
OG0000216	El003G163460, El003G163490	AL7G31490
OG0000217	El004G203150, El004G202950	AL2G17650
OG0000217	El004G203070	AL2G17830
OG0000217	El004G202120	AL2G16980
OG0000218	El002G099000	AL1G26980, AL1G27000
OG0000218	El002G099030, El002G099010	AL1G27010
OG0000218	El002G099020	AL1G27020
OG0000218	El001G040840, El001G040850	AL5G15240
OG0000218	El001G036390	AL5G13150
OG0000219	El004G216370	AL2G25070, AL2G25100
OG0000219	El007G327350	AL835U10030
OG0000219	El007G339360	AL8G28390, AL8G28400
OG0000220	El004G196230	AL2G14230
OG0000220	El008G369090	nbis-gene-390
OG0000220	El004G208200	AL8G31350
OG0000220	El001G037770	AL5G11890
OG0000224	El004G230600	AL2G37740
OG0000224	El004G230590	AL2G37720
OG0000224	El005G267900	AL7G20350
OG0000225	El002G115540, El002G115490	AL1G43260
OG0000225	El002G115450	AL1G43240
OG0000226	El002G108090	AL108U10030
OG0000226	El001G017980, El001G017970, El007G334490, El007G334480	AL5G14060
OG0000226	El007G337470	AL8G40780
OG0000226	El005G257020	AL3G32940, AL3G32930
OG0000226	El002G110920	AL1G52850
OG0000226	El005G258620, El005G258970, El005G258600	AL2G22820
OG0000228	El004G222540, El004G222580	AL2G30310
OG0000228	El004G222640	AL2G30370
OG0000228	El001G048760	AL6G40180
OG0000229	El003G153420	AL7G22490, AL7G22500, AL6G29250, AL6G29230, AL7G22480
OG0000229	El002G136110, El002G136100, El002G136060, El002G136090, El001G062630, El002G136050	AL1G54760, AL1G59580, AL1G61110
OG0000230	El003G184530	AL7G45400
OG0000230	El004G228600, El004G228560	AL2G35840
OG0000231	El003G188200	AL7G51760
OG0000234	El001G026000	AL5G36230
OG0000234	El001G025990	AL5G36220
OG0000234	El001G025980	AL5G36210
OG0000234	El006G290620	AL4G36690
OG0000234	El001G068080	AL6G24190
OG0000235	El002G130000	AL1G53610
OG0000235	El002G130030	AL1G53620
OG0000237	El005G266480, El003G180350	AL1G54290
OG0000238	El005G261920, El006G319450	AL2G18390
OG0000239	El006G314580, El006G314600	AL4G16860
OG0000240	El001G011020	AL5G20810, AL1G65810
OG0000242	El005G272850	AL3G47130
OG0000242	El002G097950	AL1G25950
OG0000242	El002G097970	nbis-gene-83
OG0000242	El002G097940	AL1G25930
OG0000244	El003G163990	AL7G32050
OG0000244	El001G005180	AL6G48290
OG0000244	El003G164310	AL7G32080, AL7G32090
OG0000244	El003G164000	AL7G32060
OG0000244	El001G005170	AL6G48300
OG0000244	El001G005160	AL6G48310
OG0000246	El007G366210	AL3G43160, AL645U10010, AL5G31070, AL8G28570, AL3G41640, AL247U10020, AL5G21170, AL3G43400, AL1007U10010, AL2G11510, AL6G37350, AL6G45940, AL1G47930, AL4G15260, AL4G15250, AL8G41960, AL1G25560
OG0000247	El002G130240	AL7G45500
OG0000248	El004G205450	AL2G18850
OG0000248	El001G027800	AL5G37800
OG0000249	El001G010190, El001G010200	AL4G32990
OG0000249	El001G023760	AL5G34040
OG0000250	El004G221440, El004G221420, El004G221410, El004G221430	AL5G35460
OG0000250	El004G221620, El004G221570	nbis-gene-575
OG0000250	El003G143450, El003G143430	nbis-gene-1694
OG0000251	El004G205690, El005G236040	nbis-gene-1275
OG0000254	El004G205790, El004G205810, El004G205800, El004G205770	AL1G67340
OG0000254	El005G255250	AL3G31320, AL3G41860
OG0000254	El004G220180, El001G033560, El004G219930	AL1G15160
OG0000255	El002G127510	AL5G11870
OG0000256	El002G127370, El007G348390, El007G354980, El007G348590, El007G348510	AL8G21380, nbis-gene-2062
OG0000256	El007G348440, El007G348630, El007G348410, El007G348460	AL3G42840
OG0000256	El006G289100	AL4G38290
OG0000256	El006G315200, El006G315100, El006G315180, El006G315190, El006G315090, El006G315110, El006G315230	AL4G16530, AL4G16510, AL4G16550
OG0000257	El004G209770	AL3G46890, nbis-gene-851, AL6G36930
OG0000257	El003G178210	AL9U10590
OG0000257	El003G184780	nbis-gene-1899
OG0000257	El003G190500	AL3G21820
OG0000258	El001G040590, El001G040540	AL5G15010
OG0000258	El001G040610	AL5G15040
OG0000258	El001G040630	AL5G15050, AL5G15060
OG0000258	El001G040650	AL5G15070
OG0000258	El007G334450	AL8G33230
OG0000258	El001G040670	AL5G15090
OG0000264	El001G003610	AL6G48830
OG0000264	El001G004650, El001G004660	AL6G49330, AL6G48870
OG0000264	El001G003620	AL6G49970, AL6G49560
OG0000264	El001G003650	AL6G49960
OG0000265	El005G251540, El003G190960, El006G310460, El002G124910, El003G178950	AL8G40900, AL5G20730
OG0000266	El001G005860	AL5G20610
OG0000266	El002G136470, El004G205750	AL5G20620
OG0000266	El006G284240	AL5G42930, nbis-gene-1319
OG0000267	El006G303900, El006G300950, El006G300970	AL4G24330, AL4G24610, AL4G24350, AL4G24620, AL4G24340, AL4G24320, AL4G24590, AL4G24560
OG0000268	El001G037050	AL5G11250
OG0000268	El004G198500	AL2G13720
OG0000268	El001G081300	AL6G11010
OG0000268	El001G024850	AL5G35180
OG0000270	El005G273730	AL7G10820, AL3G49100
OG0000271	El005G245200	AL1G63060
OG0000271	El006G308350	AL6G48650
OG0000271	El001G055480	AL7G44880
OG0000271	El001G004610, El001G004620	AL6G48930
OG0000271	El001G079640	AL2G21890
OG0000273	El002G132430	AL1G55350
OG0000274	El007G331270	AL8G36240
OG0000274	El002G138930	AL1G62090
OG0000274	El005G270610	AL5G25120
OG0000274	El004G201760	AL2G16910
OG0000274	El006G303380, El006G303400	AL4G24200
OG0000275	El005G260440	AL3G36100
OG0000275	El001G046400	AL5G18930
OG0000275	El005G260470, El005G260460	nbis-gene-754, AL3G36150, AL3G36140
OG0000275	El005G260450	AL3G36110
OG0000276	El003G177930	AL9U10390
OG0000276	El001G054260, El001G054290	nbis-gene-1569
OG0000276	El006G301860, El005G266830	AL4G25680
OG0000277	El003G172490	AL7G39740
OG0000277	El003G172510	AL7G39750
OG0000277	El003G172540, El003G172520	AL7G39770
OG0000278	El004G194450, El004G194550, El004G194420	AL132U10010
OG0000278	El006G297740	AL7G25500
OG0000279	El006G309180	AL8G20310, AL3G45750, AL3G29500, AL1G60350, AL5G42690, AL3G40660, AL6G28320, AL7G22760, AL6G50810, AL6G47730, AL1G53900
OG0000279	El001G046100	AL4G12490, AL4G12510
OG0000280	El003G177910	AL4G29970
OG0000280	El002G123550, El006G320040	AL5G38160
OG0000281	El002G134210	AL1G57560
OG0000281	El004G205670, El004G205700	AL1G67480, AL1G67450
OG0000281	El002G136400, El001G040230, El001G039370, El001G040160, El005G265000, El007G357260, El001G040220, El001G048140	AL5G14680
OG0000282	El001G074250	AL6G17830
OG0000282	El001G074230, El001G074220	AL6G17850
OG0000282	El001G074240	AL6G17840
OG0000282	El001G074210	AL6G17860
OG0000282	El001G074200	AL6G17870
OG0000284	El001G010020, El005G240890	AL3G16620
OG0000286	El007G346400, El007G339230, El007G339190, El007G339150, El007G339210, El007G356280, El007G339800, El007G339290, El007G339310, El007G347210	AL8G28510, AL8G28520
OG0000287	El005G258960	AL3G34950
OG0000287	El005G259020	AL249U10030
OG0000287	El005G258990, El005G259000	AL249U10050, AL3G34960
OG0000287	El005G259010	AL249U10040
OG0000287	El005G259040	AL3G34970, AL249U10020, AL3G34990
OG0000288	El005G236820, El005G237970	AL1G38150
OG0000288	El002G127980	nbis-gene-1364, nbis-gene-1197
OG0000288	El006G306940, El007G362290, El007G366050, El007G366090, El007G366070, El007G366110, El007G366120, El007G366080, El007G366040, El007G366150, El001G018900, El001G018820, El007G366140, El007G359310, El004G231130, El004G231090, El004G231100, El004G231180	AL3G23410
OG0000288	El005G265170, El005G269820, El005G269800	AL3G21170, AL3G21160, nbis-gene-679, AL3G17610
OG0000290	El005G255960	AL3G31960
OG0000290	El007G324830	AL8G42910
OG0000290	El003G191140, El003G191110	AL7G49930, AL7G50550, AL7G50480
OG0000294	El005G254320	AL3G30460
OG0000294	El006G293670	AL4G33090
OG0000294	El001G002070	AL6G51460
OG0000294	El002G084190	AL1G11840
OG0000295	El005G250990	AL3G27000
OG0000296	El002G114740, El002G114830	AL1G40550, AL6G39940
OG0000296	El006G291480	AL4G36830, AL463U10040
OG0000296	El007G339110	AL6G32810
OG0000297	El003G145640	AL7G14480
OG0000297	El007G330520	AL8G37040
OG0000297	El005G257220	AL3G33140
OG0000298	El006G320790	AL7G18840
OG0000298	El005G276710	AL3G51650
OG0000299	El001G044780, El001G044800, El001G044870	AL5G19170
OG0000299	El004G215990	nbis-gene-617
OG0000299	El002G141100	AL1G64190
OG0000300	El005G270380	AL3G42960, AL3G42950
OG0000300	El005G270340	AL3G43040
OG0000300	El005G270320, El006G312490	AL3G42940, AL3G43030, AL3G42930
OG0000304	El001G037860, El002G117260	AL4G18170
OG0000305	El003G176400	AL7G43260
OG0000308	El002G101740	AL7G42450
OG0000308	El002G101720	AL1G29920
OG0000310	El007G331450	AL8G35710
OG0000310	El005G269120, El005G267120	AL71U10060, AL8G36700, AL8G36790
OG0000311	El001G064420	AL6G27540
OG0000311	El002G132070	AL1G55110
OG0000311	El005G254740	AL3G30980
OG0000311	El004G215340	AL2G23890
OG0000313	El002G132590	AL1G55550, AL1G55520
OG0000314	El002G086800	AL1G14460
OG0000314	El002G086810	AL1G14470
OG0000314	El006G298930	AL4G28660
OG0000316	El006G313460, El006G313430, El006G288940, El006G288750, El006G313470	AL3G14810
OG0000316	El006G289040, El006G288950	AL4G38410, AL4G38350, AL4G38450
OG0000319	El002G090600, El002G090610, El007G330560	AL8G37000, AL1G18210, AL1G18230, AL1G18260
OG0000321	El003G185760, El003G185810	AL7G46410
OG0000322	El004G231760	AL2G38770
OG0000322	El002G101250	AL1G29380
OG0000322	El006G289270	AL4G38060, AL4G38120, AL6G43180
OG0000323	El003G156430	AL7G25020
OG0000323	El003G156470	AL7G25050
OG0000323	El003G156480	AL7G25060
OG0000324	El007G351620, El007G350030	AL59U10070, AL7G49430
OG0000324	El007G350080	AL4G30830
OG0000325	El004G205680, El005G236050	nbis-gene-1635, nbis-gene-811, AL1G51150, AL5G20550, AL5G20870
OG0000325	El007G348860	AL7G44480
OG0000327	El002G109100, El002G109110	AL1G37470
OG0000327	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370	AL5G18190, AL5G18170, AL5G35660, AL5G35670
OG0000328	El003G174750	AL7G41460
OG0000328	El003G188510, El003G188530, El003G188520	AL7G51460, AL7G51480, AL7G51490
OG0000329	El006G284470, El003G174280	AL4G43730
OG0000329	El006G313370	AL5G42900
OG0000330	El001G031500	AL5G41960
OG0000330	El001G031820	AL5G42230
OG0000330	El001G031680	AL5G42220
OG0000331	El002G122670, El001G044380, El005G250440, El006G293100, El005G264650, El004G209740, El004G210410, El001G037400	AL8G19240
OG0000331	El004G210400	AL4G19750
OG0000331	El005G263690	AL5G20520
OG0000332	El001G060380	AL6G31300, AL6G31290
OG0000332	El002G134240	AL1G57580
OG0000334	El001G024470	AL5G34800
OG0000334	El006G292570	AL4G34640
OG0000334	El027G373440, El004G212490	AL6G50670, AL6G50680
OG0000334	El001G002940	AL6G50700
OG0000335	El002G087130	AL1G14750
OG0000335	El002G130900	AL1G54230, AL1G54220
OG0000335	El005G246880	nbis-gene-690
OG0000335	El002G126300	nbis-gene-691
OG0000335	El002G113660	nbis-gene-162
OG0000336	El004G225060	AL2G32700
OG0000336	El004G225040	AL2G32680
OG0000336	El002G101750	AL1G29940
OG0000336	El004G225030	AL2G32630
OG0000338	El004G205930, El004G205250	AL1G67290, AL2G18590
OG0000339	El002G083160	AL1G10760
OG0000339	El003G161790	AL7G30060
OG0000339	El001G000520	AL6G53040
OG0000339	El006G282150	AL4G45180
OG0000339	El001G033440	AL5G43730
OG0000340	El006G285360	AL2G24960, AL4G42300
OG0000340	El006G285350, El002G130230	AL1G53780
OG0000340	El006G285340	AL4G42320
OG0000342	El003G192910	AL7G48670
OG0000344	El001G051870	AL6G37960
OG0000344	El001G051930	AL6G37980
OG0000344	El007G349080	AL8G21140
OG0000345	El002G096200	AL1G24150
OG0000345	El002G096210	AL1G24160
OG0000345	El002G096170	AL1G24130
OG0000346	El005G272170	AL8G28490, AL8G28500
OG0000347	El005G267560	AL3G39810
OG0000349	El003G146500	AL7G15370
OG0000349	El002G127670, El002G127640	AL1G52130
OG0000350	El002G115710	AL1G43550
OG0000351	El002G121660	AL1G48150
OG0000351	El005G250830	AL7G46440
OG0000351	El002G121570	AL3G26860
OG0000352	El006G309450	AL1G29120
OG0000352	El004G201170, El004G201120, El003G185340, El007G358620	AL2G15830, AL2G16300, AL2G16290
OG0000353	El001G081410	AL1G24220
OG0000355	El003G173970	AL7G40680, AL7G40710
OG0000355	El004G217540, El004G217530	AL2G25940, AL2G25930
OG0000356	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640	AL6G40090, AL6G38970, AL6G40080, AL6G38960
OG0000358	El002G086200, El001G072530	AL1G13870
OG0000358	El007G359240	AL390U10020
OG0000358	El001G072540	AL6G19900
OG0000358	El001G072550	AL6G19890
OG0000359	El002G115950, El002G115980	AL1G43770, AL1G43760
OG0000359	El006G296870	AL4G30390
OG0000359	El006G296860	AL4G30400
OG0000360	El007G323130	AL8G44510
OG0000361	El005G247030, El005G247020	AL3G23020
OG0000361	El001G078160	AL6G14010
OG0000362	El005G273570	AL3G52440, AL3G52410
OG0000362	El004G212880	nbis-gene-906
OG0000363	El002G126200, El002G126220	AL2G12490
OG0000368	El003G144810	AL7G13520
OG0000368	El004G215830	AL2G24410, AL2G24540
OG0000368	El003G144750	nbis-gene-1705
OG0000369	El007G331100, El001G015190	AL4G37000
OG0000369	El002G090430	AL5G24760, AL8G36410
OG0000370	El003G185270, El002G101090, El002G101100	AL1G29180
OG0000370	El001G014550, El003G159300, El003G159280	AL7G27840
OG0000371	El002G111190	AL1G39190
OG0000371	El006G280660	AL4G46780
OG0000371	El002G085130	AL1G12810
OG0000372	El003G157160, El003G157170, El003G173780	AL7G25660, AL7G25650, AL7G25640
OG0000376	El003G181060, El006G311200, El008G368390, El006G311210, El008G368480, El005G270260, El006G311110, El008G368490, El008G368380, El001G032490, El001G032480	AL8G21280, AL6G49280
OG0000376	El001G045790	AL7G53050
OG0000377	El004G200550	AL2G15870
OG0000377	El004G200590	AL2G15890
OG0000379	El003G186470, El006G311540	AL8G20780, AL4G19350, AL3G53690, AL1G45680, AL1G45700, AL446U10030
OG0000381	El001G076620	AL1G15310
OG0000381	El001G041360	AL1G16270, AL1G45330
OG0000381	El006G290220	AL6G52880
OG0000382	El002G084270	AL1G11940
OG0000382	El001G002380	AL6G51150
OG0000382	El004G208350	AL1G65940
OG0000382	El002G091920	nbis-gene-54
OG0000383	El002G114440	AL1G42250
OG0000383	El002G114400	AL1G42200
OG0000383	El002G114430	AL1G42220
OG0000384	El004G213290, El004G213300	AL3G28170
OG0000386	El001G023900	AL5G34190
OG0000386	El001G040470, El001G040480	AL5G14950
OG0000386	El001G023910	AL5G34200
OG0000387	El006G285610	AL4G41930
OG0000387	El006G281610	AL4G42130, AL4G42220
OG0000389	El001G030030	AL5G40170
OG0000389	El004G206640, El004G206700, El004G206670, El004G206820, El004G206780, El004G206750	AL1G66560
OG0000389	El001G029870	AL5G40070
OG0000390	El001G056560	AL6G34750
OG0000390	El007G338360	AL8G29440
OG0000390	El002G104620	AL1G33150
OG0000390	El005G257120	AL3G42690
OG0000391	El002G107470	AL1G49180, AL1G35870
OG0000391	El002G107390	AL1G35790
OG0000391	El002G107420	AL1G35830
OG0000392	El003G176450	AL5G30390
OG0000392	El003G176120, El003G176430	nbis-gene-1341
OG0000393	El005G254450, El005G254470, El001G064960, El005G254460	AL3G30320, AL4G15010, AL3G30600
OG0000396	El001G046620	AL5G20500
OG0000396	El001G043390	AL5G17950
OG0000396	El001G043530	AL5G17990
OG0000396	El001G043520	AL5G18000
OG0000398	El005G249600	AL3G25610
OG0000398	El002G140190	AL1G63260
OG0000400	El006G281540	AL4G45790
OG0000401	El007G342040, El007G342050	AL8G26030, AL247U10040
OG0000403	El004G201290	AL2G16410
OG0000403	El004G200670	AL2G16550, AL2G16330, AL2G16320, AL2G16340
OG0000404	El001G023000, El006G294700	AL4G32260
OG0000404	El005G247060	AL3G23060
OG0000406	El001G063970	AL6G27980, AL6G27990, AL6G28000
OG0000406	El003G186520	AL7G53000
OG0000408	El006G316640	AL4G15330
OG0000408	El006G316550	AL4G15400
OG0000408	El006G316620, El006G316610	AL4G15360, AL4G15350
OG0000409	El005G261050	AL1G49360
OG0000409	El003G167680	nbis-gene-145
OG0000411	El004G198670	AL2G13870
OG0000411	El005G270540	AL3G43130
OG0000411	El001G005390	AL6G48090
OG0000411	El003G163700	AL7G31720
OG0000412	El007G337740	AL8G30090
OG0000412	El003G157090	AL7G25590
OG0000413	El005G249460	AL3G25430
OG0000413	El003G158150	AL7G26630
OG0000413	El007G335400	AL8G32300
OG0000414	El002G110530	AL1G39330
OG0000415	El001G049570, El001G049550, El001G049580, El001G049150	AL6G39500
OG0000415	El006G286470	AL4G41100
OG0000416	El006G300650, El006G300480	AL4G26970, AL4G27140
OG0000416	El006G316630	AL1G15520, AL4G15340
OG0000417	El005G267220, El005G267230, El007G344240	AL3G39540, AL3G39570
OG0000417	El005G267240	AL3G39550
OG0000417	El001G009680	AL6G43490
OG0000419	El001G006000	AL8G22290
OG0000419	El001G048200	AL34U10050
OG0000419	El002G122010, El007G345660, El007G345790, El007G345880	AL3G53350
OG0000420	El006G289320	AL4G37990, AL4G38020
OG0000420	El003G191940, El003G191980, El003G184480	nbis-gene-910
OG0000421	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490	AL7G51350, AL7G51330, AL7G51310, AL7G51320, AL7G51340
