Orthogroup	Erysimum_linariifolium	Camelina_sativa
OG0000084	El006G315730, El006G315630, El006G315610, El006G315700, El006G317190, El006G312100, El006G312130, El006G317170, El006G315060, El006G315050, El006G312110, El006G317200, El006G317180	XP_010472490.1, XP_010429466.1
OG0000084	El006G313950	XP_010429395.1, XP_010429390.1, XP_019098401.1, XP_010417173.1, XP_010429391.1, XP_019093380.1, XP_010431589.1
OG0000084	El006G316300	XP_010417235.1, XP_019092450.1, XP_010431604.1, XP_010429470.1, XP_019093874.1
OG0000084	El006G316230	XP_010472489.1
OG0000084	El006G316420	XP_010429460.1, XP_010472486.1, XP_010417233.1
OG0000085	El005G261930	XP_010419217.1, XP_010419216.1
OG0000086	El002G123600	XP_010495949.1, XP_019097464.1, XP_010494194.1, XP_010494195.1, XP_010494196.1, XP_010442146.1, XP_010481977.1, XP_010481978.1, XP_019095830.1, XP_019095588.1, XP_010484899.1, XP_010495950.1, XP_010467928.1, XP_019097470.1, XP_019097730.1, XP_010494198.1, XP_010494197.1
OG0000087	El001G056180	XP_010421190.1, XP_010454670.1
OG0000087	El006G303330	XP_010469941.1, XP_010510475.1, XP_010414372.1
OG0000087	El007G327940	NP_001289924.1, XP_010444122.1, XP_010515012.1
OG0000087	El001G016250	XP_010503303.1
OG0000087	El001G069260	XP_010419814.1, XP_010491982.1, XP_010453291.1
OG0000087	El006G296420	XP_010516638.1, XP_010504960.1, XP_010509706.1
OG0000087	El007G360740	XP_010494444.1
OG0000087	El003G165170	XP_010439552.1, XP_010449142.1, XP_010434259.1
OG0000087	El002G104330	XP_010498429.1, XP_010459680.1, XP_010477226.1
OG0000087	El004G228430	XP_010416482.1, XP_010471708.1
OG0000088	El001G013540	XP_010511816.1, XP_019102250.1, XP_019085904.1, XP_019100157.1
OG0000088	El001G016960	XP_010426203.1, XP_010503360.1
OG0000088	El001G017040, El001G017080, El001G013450, El001G013470, El001G017070, El001G013420, El001G013490	XP_019082456.1
OG0000088	El001G059590	XP_010493149.1, XP_010420883.1, XP_010454350.1, XP_010493153.1
OG0000088	El001G059580	XP_010441974.1, XP_010482344.1
OG0000089	El001G072250	XP_010422938.1, XP_010452982.1, XP_010491624.1
OG0000089	El005G256100	XP_010500469.1, XP_010479361.1, XP_010461764.1
OG0000089	El002G133200	NP_001289901.1, XP_010507140.1, NP_001289904.1
OG0000089	El006G287070	XP_010508618.1
OG0000089	El006G287060	XP_019082327.1, XP_019100571.1, XP_019101220.1
OG0000089	El005G247910	XP_010498525.1, XP_010486900.1, XP_010464961.1
OG0000089	El006G292700	XP_010504145.1, XP_010505356.1, XP_010515877.1, XP_010517034.1
OG0000089	El001G015710	XP_010483556.1, XP_010483559.1, XP_010483560.1, XP_010514974.1, XP_010503262.1, XP_010426084.1
OG0000090	El002G104490, El003G181590	XP_010448526.1, XP_010433736.1, XP_010438976.1, XP_010477249.1, XP_010459699.1
OG0000090	El007G355500	XP_010494151.1, XP_010442189.1
OG0000090	El001G031660	XP_010413610.1, XP_019093586.1, XP_010512295.1
OG0000090	El003G147970	XP_010447073.1, XP_010447075.1, XP_010432410.1, XP_010437611.1, XP_010450797.1, XP_010435879.1, XP_010441072.1, XP_010441003.1
OG0000090	El001G038180	XP_010425103.1, XP_010502326.1, XP_010514085.1, XP_010506934.1, XP_010502325.1, XP_010514084.1, XP_010425101.1
OG0000090	El002G093200	XP_010458359.1, XP_010475885.1, XP_010490823.1
OG0000091	El004G215550	XP_019097560.1, XP_019085583.1, XP_010513295.1, XP_019092234.1, XP_010426132.1
OG0000093	El004G202240, El004G202270	XP_019085608.1, XP_010507510.1
OG0000093	El005G270290, El005G270300, El005G270240, El004G214760, El005G270230	XP_019098882.1, XP_010490171.1, XP_010467068.1
OG0000093	El001G029840	XP_010427735.1, XP_010516473.1
OG0000093	El001G029800, El007G352040	XP_010427730.1
OG0000096	El004G205300	XP_019101057.1
OG0000096	El001G038380	XP_019099908.1, XP_010514095.1
OG0000096	El001G038370	XP_010489646.1, XP_010512993.2, XP_010430698.1
OG0000096	El001G038400	XP_010518589.1, XP_010430699.1, XP_019099582.1
OG0000096	El007G361830	XP_010445847.1, XP_010494541.1
OG0000096	El007G362690	XP_010494467.1
OG0000096	El007G362860	XP_010481626.1
OG0000096	El007G362760	XP_010494608.1, XP_010481625.1
OG0000096	El003G166410	XP_010431250.1
OG0000096	El007G362830	XP_019097502.1
OG0000097	El001G004470	XP_010431383.1, XP_010422434.1
OG0000097	El001G004390	XP_010422442.1, XP_010431256.1
OG0000097	El001G004380	XP_010467516.1, XP_010424624.1
OG0000097	El001G004460, El001G004420, El001G004430, El007G349700, El001G004410, El001G048890	XP_010424620.1, XP_010455876.2, XP_010467545.2, XP_010513578.1, XP_010418996.1, XP_010474129.1, XP_010431403.1, XP_010431272.1
OG0000097	El001G004400	XP_010422439.1, XP_010431264.1
OG0000098	El002G095770	XP_019094334.1, XP_010458659.1
OG0000099	El004G194870, El001G011990, El004G194960, El004G194830, El004G194970, El004G204720, El004G194880, El004G194860, El006G303000, El004G214950, El004G214930	XP_010431731.1
OG0000099	El004G194890, El004G195030, El004G194980	XP_010418441.1, XP_010430515.1, XP_010418444.1
OG0000100	El003G172340, El006G312970	XP_010474089.1
OG0000100	El005G270250	XP_010490183.1
OG0000100	El001G030500	XP_010463327.1
OG0000101	El004G195800	XP_019082758.1, XP_010418389.1, XP_010430467.1
OG0000101	El001G010940	XP_019093426.1, XP_019083712.1, XP_010430500.1
OG0000101	El007G356350	XP_010418428.1, XP_019085239.1
OG0000102	El006G302470	XP_019085751.1, XP_019098383.1, XP_019087675.1, XP_019082593.1, XP_019089068.1, XP_019085614.1, XP_019100777.1, XP_019095028.1, XP_019082506.1, XP_019098255.1, XP_019082509.1, XP_019100825.1, XP_019089224.1, XP_019097369.1, XP_019101826.1, XP_019098391.1, XP_019098377.1, XP_019087595.1, XP_019097514.1, XP_019086584.1
OG0000104	El002G090170	XP_010487696.1, XP_010475520.1
OG0000104	El006G304210	XP_010414453.2, XP_010473989.1, XP_010510549.1
OG0000104	El002G136420	XP_010500773.1, XP_010479688.1, XP_010500775.1, XP_010462025.1, XP_010500772.2, XP_010462024.1, XP_010479689.1
OG0000106	El005G259530	XP_019096848.1, XP_010467954.2, XP_019082383.1, XP_019092874.1, XP_010468288.1, XP_010419966.1
OG0000106	El005G256210, El005G255560	XP_010466168.1, XP_019102491.1, XP_010468260.1, XP_010468259.1, XP_019092240.1, XP_010465926.1, XP_010506820.1, XP_010466314.1, XP_010487753.1, XP_010465927.1, XP_019092751.1, XP_010465549.1, XP_010468188.1, XP_010468264.1
OG0000106	El006G306450	XP_019100837.1, XP_010513303.1
OG0000106	El005G269060, El005G269030, El005G268940	XP_019092478.1
OG0000107	El006G308310	XP_010473089.1
OG0000107	El005G257790	XP_019096413.1, XP_010468313.1
OG0000107	El005G257800	XP_010487979.1, XP_010508519.1, XP_010466192.1
OG0000107	El005G257780	XP_010508469.1, XP_010466183.1, XP_010487974.1
OG0000107	El005G257770	XP_010468312.1
OG0000107	El005G257840	XP_010466194.1, XP_010508531.1
OG0000107	El005G257830	XP_010508486.1, XP_019096974.1, XP_010466190.2
OG0000107	El005G257820	XP_010508508.1, XP_019096971.1, XP_010466191.1
OG0000107	El007G362890	XP_010494611.1
OG0000107	El001G039680	XP_010456149.1, XP_010422712.1
OG0000107	El005G258940	XP_010466304.1
OG0000107	El005G270120	XP_010467059.1
OG0000108	El001G053220	XP_010444838.1, XP_010478760.1, XP_010495494.2, XP_010495491.2, XP_010493782.1, XP_010424305.2, XP_010454852.1
OG0000108	El001G053160	XP_019097437.1
OG0000108	El001G047240	XP_010494023.1, XP_010455133.1
OG0000108	El007G364310, El007G323300	XP_010478092.1, XP_010497135.2, XP_010499238.1, XP_010460514.1
OG0000108	El001G009690, El006G281400	XP_010478516.1
OG0000108	El006G297420, El006G297320, El006G297490, El006G297230, El002G139550	XP_010431735.1
OG0000109	El001G071270	XP_010413079.1, XP_010446284.1, XP_010513220.1, XP_010468649.1
OG0000110	El001G030790	XP_010469325.1, XP_010512155.1
OG0000110	El001G030780	XP_019101672.1, XP_010469324.1
OG0000110	El001G030740	XP_019101670.1, XP_010413742.1, XP_010473842.1
OG0000110	El001G030750	XP_010512148.1
OG0000111	El003G187720, El001G009620, El003G183560	XP_019087490.1, XP_019089260.1, XP_019089258.1, XP_010445618.1, XP_019087492.1, XP_010451863.1, XP_010451864.1
OG0000111	El001G025790	XP_010412779.1, XP_010427222.1, XP_010504321.2
OG0000112	El007G329910	XP_019093284.1, XP_019093183.1, XP_010477725.1, XP_019100892.1, XP_019100893.1, XP_010511364.1, XP_019093286.1, XP_019093463.1, XP_019082598.1, XP_019086942.1, XP_019095670.1
OG0000112	El007G342990	XP_010442592.1, XP_019085532.1
OG0000113	El004G207200	XP_010414997.1
OG0000113	El007G357330	XP_019090875.1
OG0000113	El003G170190	XP_010434743.1
OG0000113	El004G212080	XP_019089588.1
OG0000114	El004G213600	XP_019094970.1, XP_010415607.1, XP_019093832.1
OG0000114	El001G070430	XP_010419679.1, XP_010436453.1, XP_019089586.1, XP_010419682.1, XP_019083764.1, XP_019097993.1, XP_019083763.1, XP_010491840.1, XP_010491839.1
OG0000114	El004G206200, El004G206180, El004G205940, El004G206220	XP_019094814.1
OG0000114	El003G187140	XP_010440932.1, XP_010435732.1, XP_010450927.1
OG0000115	El002G126950, El002G121910, El006G311440, El006G308990	XP_010431163.1, XP_010468663.1, XP_010480697.1, XP_010468429.1, XP_010451623.1, XP_010424555.1, XP_019097379.1, XP_019094390.1, XP_019083754.1
OG0000115	El001G079750	XP_010478175.1
OG0000115	El001G046700	XP_019093571.1, XP_019087661.1, XP_010446428.1, XP_010461558.1, XP_019094900.1, XP_019095604.1, XP_019100882.1, XP_019087507.1, XP_019085658.1, XP_010441968.1, XP_019089489.1, XP_010468675.1
OG0000115	El002G106750, El002G138260, El007G348280	XP_019091417.1, XP_019100078.1, XP_010444892.1, XP_010495558.1, XP_019097549.1
OG0000116	El005G266280, El003G181290, El002G126330, El004G208040, El003G160430, El001G048920, El007G350210, El004G213450, El001G046840, El004G209170, El001G081080, El007G335700, El004G218070	XP_010494942.1, XP_010425569.1, XP_010425748.1, XP_010477229.1, XP_010425741.1, XP_010511123.1, XP_010494683.1, XP_010428342.1, XP_010463378.1, XP_010420297.1, XP_010484801.1, XP_010496838.1, XP_010416306.1, XP_010471355.1, XP_010442366.1
OG0000117	El002G130220	XP_010507398.1, XP_010456637.1
OG0000117	El005G253090	XP_010468510.1, XP_010467790.1, XP_010431060.1
OG0000117	El001G016830	XP_010474293.1, XP_010495976.1, XP_010423817.1, XP_010501330.1, XP_010497249.1, XP_010419979.1, XP_010436593.1, XP_010513790.1
OG0000118	El001G001700, El001G001530	XP_019090835.1, XP_010430962.1, XP_010457012.1, XP_010457013.1, XP_010490438.1, XP_010468732.2, XP_010467655.2, XP_010467652.1, XP_010424693.1, XP_010424683.1, XP_010424049.1, XP_010466656.1, XP_010427599.1, XP_010466686.1, XP_010466850.1
OG0000118	El006G302550, El006G302540, El007G358680, El006G302560	XP_010423489.1, XP_010468655.1, XP_010470172.1, XP_010421962.1, XP_010445415.2, XP_010430622.1, XP_010514244.1, XP_010473859.1, XP_010506975.1, XP_010507426.1, XP_019085586.1, XP_019085585.1, XP_010431322.1, XP_010426986.1, XP_010426987.1, XP_010426985.1, XP_010431324.1, XP_010507425.1, XP_010412755.1, XP_010412753.1
OG0000119	El005G265760, El001G013130, El007G355930	XP_010480804.1, XP_010445225.1, XP_010445911.1, XP_010424112.1, XP_010431132.1, XP_019095601.1, XP_010463111.1, XP_010501343.1, XP_010451554.1, XP_019099714.1, XP_010436504.1, XP_019101872.1, XP_010422589.1
OG0000120	El004G200260	XP_019085269.1, XP_010418039.1, XP_019093056.1
OG0000120	El007G345250, El007G346140, El006G307860	XP_010501998.1, XP_019095599.1, XP_010484975.1, XP_010471755.1, XP_010445968.1
OG0000120	El001G077920	XP_010422875.1, XP_010514742.1, XP_010514729.1, XP_010490384.1, XP_010451268.1, XP_010468704.1
OG0000121	El001G079760	XP_010468416.1, XP_010513634.1, XP_010480932.1, XP_010450989.1, XP_010436850.1, XP_010513130.1, XP_010495300.1, XP_010431190.1, XP_010445416.1, XP_010451691.1, XP_010412447.1, XP_019095620.1, XP_010507767.1, XP_010507290.1, XP_010463499.1, XP_010474382.1, XP_010445877.1, XP_019100881.1, XP_010462934.1, XP_010490426.1, XP_010444924.1, XP_010478404.1, XP_010445510.1, XP_010484841.1
OG0000122	El007G335590, El007G335600	XP_010485175.2
OG0000122	El007G335620, El007G335610	XP_010450954.2, XP_010443285.1, XP_019096091.1, XP_019086738.1, XP_010483110.1
OG0000123	El002G113800	XP_010499321.1, XP_010460594.1, XP_010499319.1, XP_010478184.1, XP_010478181.1, XP_010499316.1
OG0000123	El001G013920	XP_019102045.1
OG0000123	El003G177660	XP_010435235.1, XP_010440548.1, XP_010450178.1, XP_019091637.1
OG0000124	El004G213400, El002G123970	XP_019093309.1
OG0000124	El006G297400, El006G297570, El004G206660, El006G307600, El001G057860	XP_019089170.1
OG0000124	El004G224160, El007G349980	XP_019087334.1, XP_019086307.1, XP_019092288.1
OG0000125	El001G024280, El006G292880	XP_010515863.1, XP_010504134.1, XP_010427020.1
OG0000125	El005G244660	XP_010486520.1, XP_010473505.1, XP_010464595.1
OG0000125	El001G080460	XP_010423847.1, XP_010452101.1, XP_010490718.1
OG0000125	El002G090450	XP_010475554.1, XP_010487998.1
OG0000125	El001G057350	XP_010454568.1, XP_010421087.1, XP_010493386.1
OG0000125	El001G015040	XP_010503210.1
OG0000125	El007G331030	XP_010443777.1, XP_010455739.1, XP_010483639.1
OG0000125	El001G015130	XP_010503218.1, XP_010426029.1, XP_010514927.1
OG0000127	El005G244320	XP_010464553.2
OG0000127	El001G001730	XP_019085470.1, XP_010468073.1, XP_010418330.1, XP_010418865.1, XP_010489722.1, XP_010468074.1, XP_010486475.1, XP_010462637.1, XP_010501424.1, XP_010476015.1, XP_010501425.1, XP_010480428.1, XP_010462638.1, XP_010501392.1
OG0000128	El003G178890	XP_019099686.1, XP_010463138.1, XP_010496488.1, XP_010425211.1, XP_019087339.1, XP_010441051.1, XP_019100918.1
OG0000128	El001G047810	XP_010445490.1, XP_010446056.1
OG0000128	El003G173140	XP_010451776.1, XP_010430885.1, XP_010468651.1, XP_010490097.1
OG0000128	El007G350650	XP_010442221.1
OG0000128	El002G130470	XP_010480709.1, XP_010430939.2, XP_010445162.1, XP_019087621.1, XP_010412575.1, XP_010484948.1, XP_019090160.1, XP_010474091.1, XP_010463085.1, XP_010472680.1, XP_010468738.1, XP_010424379.1, XP_010451648.1, XP_019094588.1, XP_010495553.1
OG0000129	El001G046120	XP_010511862.1, XP_010478536.1, XP_010434008.1, XP_010491896.1, XP_010445368.1
OG0000130	El002G120060	XP_019097474.1
OG0000131	El006G311530	XP_019087455.1
OG0000132	El005G264200	XP_010494460.1
OG0000132	El005G264210	XP_010511835.1
OG0000133	El005G265050	XP_010461147.1, XP_010478935.1, XP_019087459.1
OG0000133	El003G179460	XP_010451835.1
OG0000135	El007G346110	XP_019091036.1, XP_019085519.1, XP_019094856.1, XP_010480532.1, XP_019089522.1, XP_019096507.1, XP_019083281.1, XP_010419124.1, XP_019090992.1, XP_010463281.1, XP_010421256.1, XP_019096436.1, XP_019100924.1, XP_019099608.1, XP_019098415.1
OG0000135	El001G045750	XP_010496709.1, XP_019100863.1
OG0000136	El004G215950	XP_010511492.1, XP_010415205.1
OG0000136	El004G215940	XP_010470534.1, XP_010513640.1
OG0000136	El004G209050, El004G209110	XP_010445581.1, XP_010451914.1
OG0000136	El003G186500	XP_010450967.1, XP_010440900.1
OG0000136	El007G327820	XP_019086987.1, XP_010485290.1, XP_019095679.1, XP_010444133.1, XP_010459144.1
OG0000136	El007G355150, El007G356600	XP_010436165.1, XP_019086484.1
OG0000137	El002G124820, El003G184880	XP_010493377.1, XP_010496376.1, XP_010492308.1, XP_019094054.1, XP_010489205.1
OG0000137	El007G356470	XP_019101568.1
OG0000137	El002G126030	XP_010427265.1
OG0000137	El003G191580	XP_010450638.1, XP_010441211.1
OG0000138	El006G314590	XP_010430892.1
OG0000138	El001G045840	XP_010425760.1, XP_010502981.1
OG0000138	El001G045810, El001G045830	XP_010502978.1, XP_010425759.1, XP_010425761.1, XP_010502982.1
OG0000139	El007G349680, El003G179680	XP_010445532.1
OG0000140	El001G016150	XP_019099847.1, XP_019085742.1
OG0000140	El001G016160	XP_019099670.1, XP_019101871.1, XP_019085272.1
OG0000140	El007G331970	XP_010483539.1
OG0000140	El007G332020	XP_010454742.1, XP_019088267.1
OG0000140	El007G332560	XP_010483489.1
OG0000140	El007G332570	XP_010483490.1
OG0000140	El007G332010, El007G332000	XP_010443667.1, XP_019095877.1, XP_019092906.1, XP_010443669.1, XP_010483537.1, XP_019095865.1, XP_010443671.1, XP_010454754.1
OG0000142	El006G303740, El006G303770	XP_019093759.1, XP_019083065.1, XP_010510508.1
OG0000142	El006G303840	XP_019093755.1, XP_010510498.1
OG0000142	El001G049820, El006G303750	XP_010414398.1
OG0000142	El006G303780	XP_010414403.1, XP_010510507.1
OG0000142	El006G303760, El006G303820	XP_010510502.1, XP_010414426.1
OG0000142	El006G301970, El006G301960	XP_010510316.1, XP_010510310.1, XP_010469814.1, XP_010510309.1, XP_010480220.1, XP_010510314.1, XP_010469818.1
OG0000143	El003G186130	XP_010462932.1, XP_010481066.1, XP_010456739.1
OG0000144	El007G351410	XP_010424386.1, XP_019082656.1, XP_010463179.1, XP_010413083.1
OG0000144	El007G351390	XP_010501777.1, XP_010451589.1, XP_010496057.1, XP_019094549.1, XP_010495781.2
OG0000144	El007G362000	XP_019086294.1, XP_019087453.1, XP_010471647.1
OG0000145	El005G270970, El001G000710	XP_010418979.1
OG0000145	El001G043740	XP_010490333.1, XP_010481237.1, XP_010451529.1
OG0000145	El002G114960	XP_010506882.1, XP_010474153.1, XP_010445442.1, XP_010456812.1, XP_010423370.1, XP_010436399.1, XP_010490351.1
OG0000146	El007G336800	XP_010443159.1, XP_010449511.1, XP_010482977.1
OG0000146	El007G336790	XP_010443165.1, XP_010443164.1, XP_010482979.1, XP_010449549.1
OG0000146	El007G336850	XP_010482974.1, XP_010449487.1, XP_010443156.1
OG0000146	El007G336810	XP_010449529.1, XP_010443158.1, XP_010482976.2
OG0000146	El007G336820	XP_010482975.1, XP_010443157.1
OG0000146	El007G336870, El007G336880	XP_010446124.1
OG0000146	El002G123070	XP_019094517.1
OG0000146	El007G336890	XP_010449475.1
OG0000146	El007G336920	XP_010485140.1
OG0000147	El005G277400	XP_010414912.1
OG0000147	El003G152940	XP_010433017.1, XP_010451109.1, XP_010438207.1
OG0000147	El007G334350	XP_010443420.1, XP_019095995.1, XP_010452018.1
OG0000147	El004G233720	XP_019093982.1, XP_010417678.1
OG0000147	El001G047010	XP_010425792.1, XP_019102235.1
OG0000147	El005G271430	XP_010496144.1, XP_010488815.1
OG0000147	El006G316840	XP_010429432.1, XP_019094158.1
OG0000149	El001G015560	XP_010507237.1, XP_019085759.1, XP_010412591.2
OG0000149	El006G308870	XP_019093247.1
OG0000150	El006G312860	XP_010485250.1, XP_010477580.1, XP_010446216.1, XP_010485255.1, XP_019086924.1
OG0000150	El006G312950, El006G312930	XP_010431628.1, XP_019082720.1, XP_010474468.1, XP_010429629.1, XP_010474467.1
OG0000150	El001G011280	XP_019099657.1, XP_019085504.1
OG0000150	El001G014390	XP_010431008.1, XP_010412568.1
OG0000151	El007G339860	XP_010442887.1, XP_010482719.1, XP_010445686.1
OG0000151	El003G156070	XP_010448055.1, XP_010438527.1, XP_010433285.1
OG0000151	El005G243790	XP_010463518.1
OG0000151	El005G273960	XP_010516221.1, XP_010496667.1, XP_010489253.1
OG0000151	El007G336000	XP_019087079.1, XP_010450714.1, XP_010483082.1
OG0000151	El003G193180	XP_010441335.1, XP_019091804.1
OG0000152	El006G310290	XP_010490446.2
OG0000154	El006G314290, El006G314350	XP_010452091.1
OG0000154	El005G244620	XP_010464591.1, XP_010473075.1, XP_010486515.1
OG0000154	El004G209500	XP_010495044.1, XP_010423858.1, XP_010484430.1, XP_010446275.1, XP_010463615.1, XP_010456365.1, XP_010490742.1, XP_010423825.2
OG0000155	El001G002450, El001G002560, El001G002510, El001G002610	XP_010456994.1, XP_010424665.1, XP_010429228.1, XP_010456978.1
OG0000155	El004G214530, El004G213730, El004G214590	XP_010415122.1
OG0000155	El003G164690	XP_010439485.1, XP_010449073.1, XP_010434187.1
OG0000155	El005G247790	XP_010498398.2
