Orthogroup	Erysimum_linariifolium	Arabidopsis_arenosa
OG0000209	El004G207330, El004G207320, El004G207280, El004G207300, El004G207310	jg416, jg418
OG0000209	El004G194580	jg415
OG0000209	El003G193190	jg12794, jg12796
OG0000209	El007G345850, El007G345610, El007G345740, El007G345570	jg21564
OG0000210	El001G038720	jg13164
OG0000210	El005G269840, El005G269890	jg26999, jg27000, jg27001
OG0000210	El001G038680, El001G038660, El002G139080	jg13160
OG0000210	El001G069350	jg13161, jg12338, jg12339, jg5057
OG0000210	El006G298860	jg18412, jg18409, jg18408
OG0000210	El006G297290, El006G297480, El006G298870	jg18405
OG0000213	El004G225470, El004G225480	jg2971
OG0000213	El005G245790	jg24982
OG0000213	El006G319120	jg16738
OG0000213	El006G319100	jg16741
OG0000213	El006G319080	jg16740
OG0000214	El001G033600	jg2493
OG0000214	El001G009830	jg7284
OG0000214	El001G007470	jg7534, jg7536
OG0000214	El006G314950	jg7999
OG0000216	El003G163460, El003G163490	jg10317
OG0000217	El004G203070	jg1148
OG0000217	El004G202120	jg1022
OG0000218	El002G099000	jg29979
OG0000218	El002G099030, El002G099010	jg29981
OG0000218	El002G099020	jg29982
OG0000218	El001G040840, El001G040850	jg13337
OG0000218	El001G036390	jg12942
OG0000219	El004G216370	jg2178, jg2182, jg2180, jg2179
OG0000219	El007G327350	jg23294, jg23293
OG0000219	El007G339360	jg22095, jg22096
OG0000220	El004G196230	jg760
OG0000220	El004G208200	jg22418, jg22417
OG0000220	El001G037770	jg13066, jg13067
OG0000221	El001G033310	jg23304
OG0000222	El005G268220	jg17673
OG0000224	El004G230600	jg3422
OG0000224	El004G230590	jg3420
OG0000224	El005G267900	jg9231
OG0000225	El002G115460	jg31470
OG0000225	El002G115540, El002G115490	jg31471
OG0000225	El002G115450	jg31469
OG0000225	El002G115510	jg31473
OG0000225	El002G115440	jg31468
OG0000226	El002G108090	jg19265
OG0000226	El007G337470	jg23338
OG0000226	El005G257020	jg26094
OG0000226	El005G258620, El005G258970, El005G258600	jg29773
OG0000228	El004G222540, El004G222580	jg2702
OG0000228	El004G222640	jg2707
OG0000228	El001G048760	jg6718
OG0000228	El004G222500	jg2698
OG0000229	El003G153420	jg9443, jg9444, jg5645, jg5642, jg9442
OG0000229	El002G136110, El002G136100, El002G136060, El002G136090, El001G062630, El002G136050	jg32894, jg33326
OG0000230	El004G228600, El004G228560	jg967, jg812
OG0000231	El003G188200	jg12412
OG0000234	El001G026000	jg15449
OG0000234	El001G025990	jg15448
OG0000234	El001G025980	jg15447
OG0000234	El006G290620	jg19118
OG0000234	El001G068080	jg5170
OG0000235	El002G130000	jg32770
OG0000235	El005G270010, El005G270000	jg27017
OG0000235	El002G130030	jg32771
OG0000236	El005G261550	jg26494
OG0000237	El005G266480, El003G180350	jg12894
OG0000239	El006G298680	jg18428
OG0000239	El006G299430	jg18343
OG0000239	El006G314580, El006G314600	jg17113
OG0000242	El005G272850	jg27567
OG0000242	El002G097950	jg29880
OG0000242	El002G097960	jg29882
OG0000242	El002G097970	jg29883
OG0000242	El002G097940	jg29879
OG0000244	El003G163990	jg10370
OG0000244	El003G164310	jg10373, jg10374, jg10376
OG0000244	El003G164000	jg10371
OG0000244	El001G005170	jg7734
OG0000244	El001G005160	jg7735
OG0000247	El002G130240	jg12066
OG0000248	El004G205450	jg1267
OG0000248	El001G027800	jg15619
OG0000249	El001G010190, El001G010200	jg18819
OG0000249	El001G023760	jg15247
OG0000250	El004G221440, El004G221420, El004G221410, El004G221430	jg2612, jg2609, jg2608
OG0000250	El004G221620, El004G221570	jg2620, jg2621, jg2622
OG0000250	El003G143450, El003G143430	jg8483
OG0000250	El003G189050	jg12494, jg12493
OG0000253	El005G262180	jg17414
OG0000253	El007G351460	jg6861
OG0000254	El004G205790, El004G205810, El004G205800, El004G205770	jg1307
OG0000254	El005G255250	jg26917
OG0000254	El002G133750, El002G133740, El002G133770, El002G133780	jg33080, jg33082
OG0000254	El004G220180, El001G033560, El004G219930	jg28872
OG0000255	El002G127510	jg1563, jg13939
OG0000256	El001G045880, El006G315950	jg13826
OG0000256	El002G127370, El007G348390, El007G354980, El007G348590, El007G348510	jg21390, jg21205, jg21204
OG0000256	El007G348440, El007G348630, El007G348410, El007G348460	jg27046
OG0000256	El006G289100	jg19308
OG0000256	El006G315200, El006G315100, El006G315180, El006G315190, El006G315090, El006G315110, El006G315230	jg17079
OG0000257	El003G190500	jg24983
OG0000258	El001G040590, El001G040540	jg13315
OG0000258	El001G040610	jg13316
OG0000258	El001G040630	jg13318
OG0000258	El001G040650	jg13319
OG0000258	El007G334450	jg22623
OG0000258	El001G040670	jg13320
OG0000260	El006G317920, El001G008590	jg4068
OG0000260	El007G349370	jg21365
OG0000264	El001G003610	jg7787
OG0000264	El001G004700	jg7882
OG0000264	El001G004650, El001G004660	jg7793
OG0000264	El001G003620	jg7885, jg7884, jg7892, jg7931, jg7886
OG0000264	El001G003650	jg7893
OG0000266	El001G030730	jg31826
OG0000266	El001G005860, El002G136470, El004G205750	jg15559
OG0000267	El006G303900, El006G300950, El006G300970	jg17980, jg18002, jg17981, jg17978, jg18001, jg17979, jg17999
OG0000268	El001G037050	jg13018
OG0000268	El004G198500	jg716
OG0000268	El001G037010	jg13016
OG0000268	El001G081300	jg3910
OG0000268	El001G024850	jg15354
OG0000270	El005G273730	jg8879, jg27707
OG0000270	El003G142380	jg8360
OG0000270	El004G228250	jg3222
OG0000271	El002G111590	jg6298
OG0000271	El005G245000	jg33663
OG0000271	El001G004610, El001G004620	jg7876
OG0000273	El003G184360	jg32950
OG0000273	El002G132430	jg32948
OG0000274	El007G331270	jg22908
OG0000274	El002G138930	jg33561
OG0000274	El004G201760	jg1015
OG0000274	El006G303380, El006G303400	jg17967
OG0000275	El005G260480	jg26401
OG0000275	El005G260440	jg26396
OG0000275	El001G046400	jg13712
OG0000275	El005G260470, El005G260460	jg26398, jg26400, jg26399
OG0000275	El005G260450	jg26397
OG0000276	El003G177930	jg11537, jg11540
OG0000276	El003G165590	jg10545
OG0000276	El001G054260, El001G054290	jg6371, jg6369
OG0000276	El006G301860, El005G266830	jg18125
OG0000277	El003G172510	jg11135
OG0000277	El003G172540, El003G172520	jg11136, jg11137
OG0000278	El006G297740	jg2988
OG0000279	El006G309180	jg24031, jg14913, jg32174
OG0000279	El001G046110, El001G046100	jg32173
OG0000281	El002G134210	jg33130
OG0000281	El002G134220	jg33131
OG0000281	El004G205670, El004G205700	jg1290, jg1284
OG0000281	El002G136400, El001G040230, El001G039370, El001G040160, El005G265000, El007G357260, El001G040220, El001G048140	jg13278
OG0000282	El001G074250	jg4594
OG0000282	El001G074230, El001G074220	jg4597
OG0000282	El001G074240	jg4596
OG0000282	El001G074210	jg4598
OG0000282	El001G074200	jg4599
OG0000283	El007G358950, El007G358900, El007G358940	jg20896, jg20889
OG0000283	El007G358910	jg20890, jg20895, jg20892, jg20894
OG0000284	El001G051110	jg6565
OG0000284	El001G010020, El005G240890	jg24512
OG0000284	El007G347650	jg11645, jg21432
OG0000286	El007G339220, El007G356290	jg22118
OG0000286	El007G346400, El007G339230, El007G339190, El007G339150, El007G339210, El007G356280, El007G339800, El007G339290, El007G339310, El007G347210	jg22116, jg22112, jg22104, jg22110, jg22111, jg22092
OG0000287	El005G258960	jg26271
OG0000287	El005G259020	jg26276
OG0000287	El005G258990, El005G259000	jg26273, jg26272
OG0000287	El005G259010	jg26275
OG0000287	El005G259030	jg26279
OG0000287	El005G259040	jg26277, jg26278
OG0000288	El005G236820, El005G237970	jg31005
OG0000288	El002G127980	jg2458, jg25667, jg13147
OG0000288	El006G306940, El007G362290, El007G366050, El007G366090, El007G366070, El007G366110, El007G366120, El007G366080, El007G366040, El007G366150, El001G018900, El001G018820, El007G366140, El007G359310, El004G231130, El004G231090, El004G231100, El004G231180	jg25139
OG0000288	El005G265170, El005G269820, El005G269800	jg2457, jg24919, jg24918, jg24602
OG0000290	El005G255960	jg25996
OG0000290	El007G324830	jg23546
OG0000290	El003G191140, El003G191110	jg12611, jg12549, jg12556
OG0000293	El001G045760	jg17741
OG0000293	El007G348670	jg17742, jg16229, jg17720, jg33715
OG0000294	El005G254320	jg25844
OG0000294	El002G084190	jg28558, jg8055
OG0000295	El005G250990	jg25486
OG0000295	El005G250980	jg25482, jg25485, jg25483
OG0000295	El027G373380, El004G212390, El005G250970	jg25481
OG0000296	El004G224600, El004G224660	jg28076
OG0000296	El006G317420, El006G317640, El006G317430	jg2205
OG0000296	El002G114740, El002G114830	jg31240
OG0000296	El006G291480	jg19164
OG0000297	El003G145640	jg8679
OG0000297	El007G330520	jg22984
OG0000297	El005G257220	jg21254, jg21265, jg26115
OG0000298	El004G230640	jg3425
OG0000298	El006G320790	jg9024
OG0000298	El005G276710	jg27999
OG0000299	El001G044780, El001G044800, El001G044870	jg13745
OG0000299	El004G215990	jg3528
OG0000299	El002G141100	jg33778
OG0000300	El005G270380	jg27072, jg27071
OG0000300	El005G270360, El001G016940	jg14552, jg14546
OG0000300	El005G270320, El006G312490	jg27067, jg27057
OG0000304	El007G361930	jg20637
OG0000304	El001G037860, El002G117260	jg17236
OG0000308	El004G224970	jg2927
OG0000308	El003G190640	jg12614
OG0000308	El002G101720	jg30285
OG0000310	El007G331450	jg22857, jg22859
OG0000310	El005G269120, El005G267120	jg22951, jg22963
OG0000311	El001G064420	jg5485
OG0000311	El005G254740	jg25896
OG0000311	El004G215340	jg2061
OG0000313	El003G165600	jg10546
OG0000313	El003G178140	jg16779, jg11100
OG0000313	El002G132590	jg32966, jg32963
OG0000314	El002G086800	jg28796
OG0000314	El002G086810	jg28797
OG0000316	El006G313460, El006G313430, El006G288940, El006G288750, El006G313470	jg24355
OG0000316	El006G289040, El006G288950	jg19320, jg19314, jg19325, jg12453
OG0000319	El002G090600, El002G090610, El007G330560	jg29154, jg29153, jg22981
OG0000320	El001G046980	jg13861
OG0000321	El003G185760, El003G185810	jg12224
OG0000322	El004G231760	jg3516
OG0000322	El002G101250	jg30239
OG0000322	El006G289270	jg19279, jg7268
OG0000322	El006G309790, El006G309860, El002G125390	jg19283
OG0000323	El003G156480	jg9679
OG0000324	El007G351620, El007G350030	jg10121
OG0000324	El007G350080	jg31791, jg32749
OG0000324	El003G180670, El007G350040, El007G350060, El003G180650, El003G180660, El007G350050, El007G351610, El007G349580, El007G349590, El007G350070, El003G180640, El007G349560	jg10120, jg31792, jg32750
OG0000324	El007G355120	jg26083
OG0000325	El004G205680, El005G236050	jg17653, jg27101, jg16718, jg13947, jg1971
OG0000325	El007G348860	jg1972
OG0000327	El002G109100, El002G109110	jg30941
OG0000327	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370	jg13629, jg13626, jg15393, jg15391
OG0000328	El003G174750	jg11299
OG0000328	El003G188510, El003G188530, El003G188520	jg12445, jg12437, jg12449, jg12448, jg12438, jg12436
OG0000329	El006G284470, El003G174280	jg19826
OG0000329	El006G313370	jg16118
OG0000330	El001G031500	jg16034
OG0000330	El001G031820	jg16059
OG0000330	El001G031680	jg16057
OG0000331	El004G210400	jg21410
OG0000331	El005G263690	jg11472, jg11622, jg27114
OG0000332	El001G060380	jg5839, jg5838
OG0000332	El002G134240	jg33127
OG0000334	El001G024470	jg15317
OG0000334	El006G292570	jg18934
OG0000334	El027G373440, El004G212490	jg7974, jg7975
OG0000334	El001G002940	jg7976
OG0000335	El002G087130	jg28831
OG0000335	El002G130900	jg32824
OG0000335	El005G246880	jg25082
OG0000335	El002G126300	jg25084, jg7397
OG0000335	El002G113660	jg31321
OG0000336	El004G225040	jg2932
OG0000336	El002G101750	jg30287
OG0000336	El004G225030	jg2930
OG0000338	El004G205930, El004G205250	jg1313, jg1242
OG0000339	El002G083160	jg28458
OG0000339	El003G161790	jg10163
OG0000339	El001G000520	jg8201
OG0000339	El006G282150	jg19995
OG0000339	El001G033440	jg16199
OG0000340	El006G285360	jg2171, jg19687
OG0000340	El006G285350, El002G130230	jg32784
OG0000340	El006G285340	jg19689
OG0000341	El002G106720	jg20584
OG0000341	El005G263090	jg7050
OG0000344	El001G051870	jg6493
OG0000344	El007G357010, El001G051950, El001G051990, El001G044330, El001G051920	jg6491, jg6492
OG0000344	El007G349080	jg21371
OG0000345	El002G096200	jg29718
OG0000345	El002G096210	jg29720
OG0000345	El002G096170	jg29717
OG0000346	El005G272170	jg22093, jg22108, jg22109
OG0000346	El007G346340, El007G339300	jg22114
OG0000347	El005G267560	jg27595, jg26743
OG0000347	El005G247550	jg12750, jg19271, jg17533
OG0000348	El004G225860, El007G346220	jg6911
OG0000348	El004G225870	jg20347
OG0000348	El003G159600, El003G182960	jg7177, jg27094
OG0000349	El003G146500	jg8767
OG0000349	El004G214430, El004G214420	jg1993, jg1995, jg1992, jg1988, jg1991, jg1994, jg1987
OG0000349	El004G214440	jg1996
OG0000349	El002G127670, El002G127640	jg32599
OG0000350	El002G115710	jg31511, jg31508
OG0000350	El002G115770	jg31515
OG0000350	El002G115760	jg31513
OG0000351	El002G121580	jg32030, jg32031, jg32032, jg25465, jg25470, jg25466, jg23092
OG0000351	El002G121660	jg32033, jg6347, jg32027
OG0000351	El005G250830	jg12225
OG0000351	El002G121570	jg23093, jg25467
OG0000351	El005G250820	jg25462
OG0000352	El006G309450	jg30216
OG0000352	El004G201170, El004G201120, El003G185340, El007G358620	jg911, jg964, jg968, jg811, jg963
OG0000353	El001G081410	jg19949, jg4268, jg10506
OG0000355	El003G173970	jg11230
OG0000355	El004G217540, El004G217530	jg2266, jg2265
OG0000355	El004G231880	jg3524
OG0000356	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640	jg6712, jg6600, jg6710, jg6598
OG0000358	El002G086200	jg28744
OG0000358	El007G359240	jg20849
OG0000358	El001G072540	jg4766
OG0000358	El001G072550	jg4765
OG0000359	El002G115950, El002G115980	jg31532, jg31533
OG0000359	El006G296870	jg18544
OG0000359	El006G296860	jg18545
OG0000360	El007G323130	jg23699
OG0000361	El005G247030, El005G247020	jg25100
OG0000361	El001G078160	jg4188
OG0000362	El005G273570	jg27680
OG0000362	El004G212880	jg27678
OG0000368	El003G144810	jg8601
OG0000368	El004G215830	jg2119
OG0000368	El003G144770	jg8599
OG0000368	El003G144760	jg8598
OG0000369	El007G331100, El001G015190	jg29135, jg22923, jg14384, jg19181
OG0000370	El003G185270, El002G101090, El002G101100	jg30223
OG0000370	El002G101070	jg30222
OG0000370	El001G014550, El003G159300, El003G159280	jg9939
OG0000371	El002G111190	jg31101
OG0000371	El006G280660	jg20131
OG0000371	El002G085130	jg28645
OG0000372	El003G157160, El003G157170, El003G173780	jg9737, jg9736, jg9735
OG0000377	El004G200550	jg916
OG0000377	El004G200590	jg918
OG0000379	El003G186470, El006G311540	jg31721, jg1927, jg6752, jg12019, jg1641
OG0000381	El001G076620	jg28835
OG0000381	El001G041360	jg28979, jg31827, jg15319
OG0000381	El004G194570, El005G236170, El006G287460	jg19473
OG0000381	El006G290220	jg3712, jg8185
OG0000382	El002G084270	jg28568
OG0000382	El001G002380	jg8018
OG0000382	El004G208350	jg1426
OG0000382	El002G091920	jg29276
OG0000383	El002G114440	jg31388
OG0000383	El002G114430	jg31386
OG0000384	El002G137770, El002G137730	jg33477
OG0000384	El002G137740	jg33475
OG0000384	El002G137760	jg33476
OG0000386	El001G023900	jg15260
OG0000386	El001G040470, El001G040480	jg13305
OG0000386	El001G023910	jg15261
OG0000387	El006G285610	jg19656
OG0000387	El006G281610	jg19673, jg19682
OG0000389	El001G030030	jg15868
OG0000389	El004G206640, El004G206700, El004G206670, El004G206820, El004G206780, El004G206750	jg1359
OG0000389	El001G029870	jg15858
OG0000390	El001G056560	jg6196
OG0000390	El007G338360	jg22210
OG0000390	El002G104620	jg30557
OG0000390	El005G257120	jg27023, jg26105, jg26106
OG0000391	El002G107470	jg30802
OG0000391	El005G271110	jg27191
OG0000391	El002G107410	jg30797
OG0000391	El002G107390	jg30796
OG0000392	El003G176450	jg14890
OG0000392	El003G176120, El003G176430	jg14893
OG0000393	El005G254450, El005G254470, El001G064960, El005G254460	jg16938, jg25856
OG0000396	El001G046620	jg13894
OG0000396	El001G043390	jg13602
OG0000396	El001G043470, El001G043530	jg13605, jg13608
OG0000398	El005G249600	jg25353
OG0000398	El002G140190	jg33681
OG0000400	El006G281540	jg20048
OG0000401	El007G344350, El007G344320, El007G344360	jg21677
OG0000401	El007G342040, El007G342050	jg21853
OG0000402	El004G203740	jg17326
OG0000403	El004G201290	jg978
OG0000403	El004G200670	jg991, jg972, jg971, jg973
OG0000404	El001G023000, El006G294700	jg18747
OG0000404	El005G247060	jg25103
OG0000406	El001G063970	jg5527, jg5528, jg5529
OG0000406	El001G031450	jg16033
OG0000406	El003G186520	jg12288, jg12293, jg12284
OG0000406	El005G237360	jg24137
OG0000407	El001G007400	jg7548
OG0000408	El006G316640	jg16967
OG0000408	El007G348910	jg16973
OG0000408	El006G316550	jg16975
OG0000408	El006G316620, El006G316610	jg16971, jg16970
OG0000409	El003G189770, El007G337460, El002G084720	jg12681
OG0000409	El005G261050	jg31726, jg31724
OG0000409	El005G268570	jg667
OG0000411	El004G198670	jg731
OG0000411	El005G270540	jg27082
OG0000411	El003G163700	jg10342
OG0000412	El007G337740	jg22288
OG0000412	El003G157090	jg9732
OG0000413	El005G249460	jg25335
OG0000413	El007G335400	jg22533
OG0000414	El002G110530	jg31117
OG0000415	El001G069430	jg5048
OG0000415	El001G049570, El001G049550, El001G049580, El001G049150	jg6651
OG0000415	El006G286470	jg19571
OG0000416	El006G300650, El006G300480	jg18234, jg18250
OG0000416	El006G316630	jg28902, jg16969
OG0000417	El005G267220	jg26720
OG0000417	El005G267230, El007G344240	jg26719
OG0000417	El005G267240	jg26718
OG0000417	El001G006910	jg7721
OG0000417	El001G009680	jg7304
OG0000419	El001G006000	jg21490, jg21485
OG0000419	El001G048200	jg21498, jg21491
OG0000419	El002G122010, El007G345660, El007G345790, El007G345880	jg28254
OG0000420	El003G191940, El003G191980, El003G184480	jg28285
OG0000421	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490	jg12475, jg12477, jg12476, jg12332
OG0000421	El003G188880	jg12479
OG0000421	El003G188870	jg12478
OG0000422	El002G092300	jg29314
OG0000422	El002G092310	jg29316
OG0000423	El004G224830	jg2908
OG0000423	El005G250010	jg25396
OG0000424	El001G004180	jg7845
OG0000424	El001G004250	jg7841
OG0000424	El001G004240	jg7840, jg7766, jg11332, jg11331, jg11334
OG0000425	El005G247780	jg25151
OG0000426	El006G312290	jg1649
OG0000427	El005G275270, El006G298230	jg21076, jg18471, jg13731
OG0000427	El006G298220	jg18472
OG0000427	El004G232010	jg3544, jg3543
OG0000429	El001G052920	jg6415
