Orthogroup	Erysimum_linariifolium	Cochlearia_excelsa
OG0000333	El006G305980	g53249, g39412, g4227, g43018, g32949, g3181, g42744, g42445, g16460, g3741, g24197, g49051, g36728, g26766, g26778, g15045, g3628, g22176, g6961, g42781, g29252, g23372, g28211, g40613, g51000, g13884, g2578, g27902, g17443, g26178, g41596, g13539, g6960, g19404, g46297, g7215, g4543, g3306, g53248, g53827, g22007, g32711, g32820, g14954, g41617, g20820, g53877, g22374, g17837, g41918, g28248, g25797, g53471, g32977, g26777, g39941, g16752, g18761, g32510, g4542, g32717, g31366, g44162, g36208, g43486, g29250, g44946, g7011, g4620, g17251, g13032, g47416, g31927, g32716, g45165, g33361, g53868, g32571, g43505, g43507, g32751, g52823, g26170, g53370, g52957, g16591, g14056, g33104, g15984, g51894, g10878, g41627, g8171, g30239, g2579, g3730, g14438, g42444, g53472, g45166, g25231, g36209, g28249, g26767, g52394, g3473, g33028, g4058, g22175, g33247, g33278, g33020, g52700, g52378, g52393, g43595, g14762, g15044, g48251, g26679, g3627, g4292, g49143, g36729, g53620, g3182, g3341, g32715, g14439, g43514, g36946, g43237, g34928, g34777
OG0000334	El001G024470	g2329
OG0000334	El006G292570	g37230
OG0000334	El001G002940	g16596
OG0000335	El002G126300	g27709
OG0000336	El004G225060	g44586
OG0000336	El004G225040	g17997, g17998
OG0000336	El002G101750	g31719
OG0000336	El004G225030	g44587
OG0000338	El004G205930, El004G205250, El002G092400, El002G092490	g31209, g27091, g31190, g27095
OG0000339	El006G282150	g52289
OG0000340	El006G285360	g38215
OG0000342	El003G192910	g43783
OG0000344	El001G051870	g10089
OG0000344	El007G357010, El001G051950, El001G051990, El001G044330, El001G051920	g10092, g10980
OG0000345	El002G096170	g51206
OG0000347	El005G267560, El005G247550	g12309
OG0000348	El003G159600, El003G182960	g24671, g43329, g4284, g43830, g53724
OG0000349	El003G146500	g18231
OG0000349	El004G214430, El004G214420, El004G214440	g13748, g13750
OG0000350	El002G115770	g32411
OG0000351	El007G329340	g45239
OG0000351	El002G121570	g45238
OG0000352	El006G309450, El004G201170, El004G201120, El003G185340, El007G358620	g31677
OG0000353	El001G081410	g32289
OG0000353	El007G351070	g3
OG0000353	El006G315280, El002G120920, El006G285880, El006G321000, El004G194250, El002G123910	g31395, g44060
OG0000355	El003G173970	g24488, g24484, g24489, g47089, g47088, g38275
OG0000355	El004G217540, El004G217530	g38274
OG0000356	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640	g35508, g18523, g37782, g4812, g4800, g4814
OG0000358	El002G086200, El001G072530	g49447, g30863, g26927
OG0000358	El007G359240, El001G072540	g29557, g39719
OG0000358	El001G072550	g45514
OG0000360	El007G323130	g9656
OG0000361	El005G247030, El005G247020	g7378
OG0000361	El001G078140	g50704
OG0000362	El004G212950	g43847
OG0000362	El002G100150	g31636
OG0000364	El004G211570	g16505, g24639, g16374, g23229
OG0000368	El003G144810, El003G144790	g16342
OG0000368	El004G215830, El003G144770, El003G144760	g47982
OG0000368	El003G144750	g47983
OG0000369	El007G331100, El001G015190	g1291, g2920
OG0000369	El001G011880, El001G013250	g49585
OG0000370	El002G101070	g23768
OG0000370	El001G014550, El003G159300, El003G159280	g47536
OG0000371	El002G111190, El006G280660	g7650, g11474
OG0000371	El006G280650	g3821
OG0000372	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780	g17100, g17096, g17097, g17099
OG0000376	El001G045790	g14641, g23525
OG0000377	El004G200550	g41000
OG0000379	El003G186470, El006G311540	g41816
OG0000380	El004G208570	g41044
OG0000380	El004G197800	g40880
OG0000382	El001G002380	g25452
OG0000382	El004G208350	g41120
OG0000382	El002G091920	g31165
OG0000383	El002G114400, El002G114390, El002G114430	g50490
OG0000386	El001G023900	g2365
OG0000386	El001G040470, El001G040480	g10579
OG0000387	El006G285610	g37493, g37492
OG0000387	El006G285490	g50869
OG0000390	El007G338360, El002G104620	g35026, g34348, g34350, g28458, g28439, g35303
OG0000390	El005G257120	g6787
OG0000391	El002G107420	g27516
OG0000392	El003G176130	g2587
OG0000392	El003G176120, El003G176430	g11364
OG0000396	El001G043390	g10425
OG0000396	El001G043470, El001G043530	g4323
OG0000398	El005G249610	g12228, g12223
OG0000398	El005G249600, El002G140190	g27985, g54333
OG0000400	El003G160990, El006G281540	g50668
OG0000402	El004G203740	g478, g43406, g12782
OG0000402	El006G281800	g14418
OG0000403	El004G201290	g44123
OG0000403	El004G200670	g44131, g44135, g17396
OG0000404	El001G023000, El006G294700, El005G247060	g51571
OG0000406	El001G063970	g5012, g5008
OG0000406	El005G237360	g12661
OG0000408	El006G316660, El006G316640	g50999
OG0000408	El006G311690	g51011
OG0000409	El006G302510, El005G258640, El003G189770, El007G337460, El002G084720, El005G261050, El003G167680	g49864
OG0000411	El005G270540	g13575
OG0000411	El003G163700	g23976, g17311
OG0000412	El007G337740	g28489
OG0000412	El003G157090	g47623
OG0000412	El002G135360	g36484
OG0000412	El005G258570	g11899
OG0000413	El003G158150, El007G335400	g12238
OG0000414	El002G110530	g50367
OG0000415	El001G069430	g4813, g4802
OG0000416	El006G300650, El006G300480	g37911
OG0000416	El006G316630	g49506, g50636
OG0000420	El006G289320	g23784
OG0000420	El003G153940, El003G153780, El003G191940, El003G191980, El003G184480, El003G193530	g13846
OG0000421	El003G188880	g46706
OG0000421	El003G188870	g53730, g46707
OG0000422	El002G092300	g49629, g49628
OG0000422	El002G092290, El002G127460	g27081
OG0000423	El004G224830	g12212
OG0000423	El005G250010, El002G139960	g27989, g54339
OG0000424	El001G004240	g39649
OG0000425	El005G247780	g13131
OG0000426	El003G180620	g14467
OG0000427	El004G232020	g43972, g18058, g26185
OG0000429	El001G052920	g598
OG0000429	El001G070450	g45564, g29450
OG0000429	El003G150450	g23276
OG0000430	El005G273810	g6127
OG0000431	El004G203320	g44045
OG0000431	El002G092990	g27100
OG0000431	El002G092980	g31232
OG0000432	El007G340870	g39358
OG0000432	El003G157860	g23688
OG0000433	El007G341310, El004G212820, El004G212680, El003G142960	g18132, g16748
OG0000433	El004G205710, El004G205510, El004G205720, El001G047980	g44024, g44018
OG0000436	El003G158230	g39339, g1080
OG0000437	El002G121450	g16334
OG0000437	El002G121680, El002G121530	g16330
OG0000437	El002G121500, El002G121510	g18485
OG0000437	El002G121440	g32687
OG0000438	El001G006030	g40411
OG0000438	El003G163050	g23955
OG0000439	El001G031050	g2023
OG0000439	El006G301030	g51246
OG0000440	El005G237700	g12773
OG0000440	El005G237740, El005G237730	g36390
OG0000441	El005G253210	g12084, g12086, g12087, g12083
OG0000441	El005G253180	g12089
OG0000446	El007G328120	g353
OG0000446	El002G098330	g27266
OG0000447	El005G251460	g7121
OG0000447	El002G114360	g50489, g32357
OG0000448	El007G365940	g40670
OG0000448	El007G365930	g10911
OG0000449	El001G015080	g19571
OG0000449	El007G331050	g1293, g28780, g41309
OG0000449	El001G015070	g19572
OG0000449	El007G331060	g41304
OG0000452	El007G350560	g47740
OG0000452	El003G152790, El003G152800	g47741, g47742, g23417
OG0000453	El001G015610	g54240
OG0000453	El006G308830	g17376
OG0000454	El007G357850, El007G340800, El007G340780	g890
OG0000457	El003G190300	g28417, g28418
OG0000459	El003G185370, El003G179210, El003G164990, El001G048170, El001G047570	g24037
OG0000461	El006G292580	g51663
OG0000461	El002G082410	g49273
OG0000461	El002G082400	g30720, g1438
OG0000462	El003G187420	g36218, g36226, g36221
OG0000462	El001G066140	g6231
OG0000466	El004G219990	g12390
OG0000468	El001G025490	g19139, g11288
OG0000468	El006G291120	g37303
OG0000471	El002G114920	g50497
OG0000471	El002G114900, El002G114910, El002G114950, El002G114940	g50496
OG0000472	El003G190770	g46683, g46681
OG0000472	El003G190760	g18100
OG0000473	El006G280460	g37725
OG0000475	El004G196420, El004G202070, El004G196500, El004G196450, El004G196490	g45250
OG0000476	El001G052880	g10073
OG0000478	El002G141170, El002G141110	g3013
OG0000478	El004G213430, El005G274060, El005G274050, El001G003150	g40973, g23602
OG0000479	El007G355950	g4972
OG0000481	El003G177200	g24644
OG0000482	El003G187400, El004G217160	g46747, g18097, g18041, g44922, g44926, g41800
OG0000483	El007G336760	g39375
OG0000487	El006G298580, El005G239000, El002G086490	g12606, g30872, g12810, g7774, g7765
OG0000489	El001G004350	g44791, g44879, g17389, g25525
OG0000493	El006G308100	g41962
OG0000497	El001G051880	g11659, g23500
OG0000497	El001G048830	g13548
OG0000498	El007G339720	g28420, g918
OG0000498	El003G156150	g23591
OG0000499	El003G168300	g24192
OG0000500	El007G362310	g11013
OG0000500	El007G362390	g18472
OG0000501	El002G124350	g32899
OG0000501	El001G015680	g2874
OG0000503	El003G182900, El003G182860, El003G182910, El003G190650	g17492
OG0000504	El001G080270	g37317
OG0000504	El005G244670	g13045, g12397, g7487
OG0000505	El001G053560, El001G053720, El001G053900	g10041
OG0000506	El001G076020	g29695
OG0000506	El004G223710	g13576
OG0000506	El004G223700	g44625, g16494, g45982
OG0000507	El001G065860, El001G065850	g16066, g16061
OG0000508	El001G035030	g37276
OG0000509	El003G171030	g24336
OG0000510	El004G201010	g44132, g41019, g41018
OG0000510	El004G200990, El004G200980, El004G201000, El004G200950, El004G200930, El004G200920	g44133
OG0000511	El003G173660	g17679
OG0000511	El004G198000	g40900
OG0000512	El003G161870	g17267
OG0000512	El003G161830	g23904
OG0000512	El005G278610, El005G278600	g24586, g23899, g23901
OG0000512	El003G161820	g23902
OG0000513	El001G024240	g19186
OG0000513	El001G015200	g2921
OG0000514	El005G258100	g6742
OG0000515	El002G141390	g54384
OG0000520	El007G355250, El001G032970	g1879
OG0000521	El002G124400	g32883, g27873
OG0000521	El001G010450	g40242
OG0000522	El002G120450	g50671, g32646
OG0000522	El002G120470, El002G120480, El002G120460	g50679
OG0000523	El001G033890	g1822
OG0000524	El005G243280	g12430
OG0000525	El004G231940	g46461
OG0000525	El002G138890	g36635
OG0000526	El001G017270, El001G017260	g2744
OG0000526	El001G017250	g19502
OG0000529	El001G057940	g802, g14403
OG0000529	El001G013150, El001G013100, El001G013120	g3117
OG0000530	El001G063850	g29147, g29150, g29148
OG0000532	El005G269830, El007G366130, El001G018890, El001G018810	g12455
OG0000533	El003G142670	g18305
OG0000535	El001G037150	g10730
OG0000535	El001G037140	g1517
OG0000537	El001G004010	g45190
OG0000537	El005G242790	g7589
OG0000538	El006G285250	g52123
OG0000539	El007G321890	g8
OG0000540	El006G303420	g51164
OG0000540	El006G303430	g51161, g51163
OG0000541	El006G303710	g46875
OG0000542	El001G065210	g5064, g45719
OG0000543	El006G316900, El004G207440	g50674, g6257, g6276, g3083, g6273, g6259, g38385
OG0000545	El004G227580	g44484
OG0000546	El005G274410, El005G274380, El005G274350, El005G274360, El005G274370	g6101
OG0000547	El001G007180	g45202, g45181
OG0000547	El003G144660, El007G358860	g32583
OG0000551	El007G325660	g206
OG0000551	El001G072190	g5442
OG0000552	El002G108750	g2664, g24348, g37712, g50813
OG0000553	El002G122120	g32710
OG0000553	El002G122090	g32707
OG0000554	El003G161340	g44179
OG0000554	El004G199370	g40964
OG0000555	El001G006440, El001G006420, El001G006400, El002G132040	g25667
OG0000556	El005G268380	g11687
OG0000557	El001G031980	g1926
OG0000557	El001G031990	g18838
OG0000557	El006G283870	g52194
OG0000558	El004G218510, El004G215510, El005G270050	g45137, g6394, g37094, g37077, g37420
OG0000559	El001G080000	g5764
OG0000560	El007G331600, El007G331590	g28744, g39227
OG0000561	El004G230080, El007G325210	g9727
OG0000561	El007G325200	g186, g185
OG0000562	El005G240840	g12524, g12903
OG0000562	El001G066850	g29300, g5178
OG0000562	El001G051040	g4833
OG0000564	El003G151240	g54035
OG0000564	El003G183160	g54031
OG0000565	El001G066430, El007G339140	g18012
OG0000566	El001G059810, El002G122870, El002G120910, El002G120890	g41560
OG0000566	El001G059490	g41399
OG0000566	El001G059500	g720
OG0000567	El005G253790, El005G253770, El001G069460, El001G069470	g13274
OG0000570	El005G236220	g7906
OG0000570	El007G329730	g9919
OG0000571	El007G330150	g830
OG0000571	El002G090790, El002G090800	g31103, g31105
OG0000574	El007G351380	g21420, g15759
OG0000578	El002G093390	g31250
OG0000578	El004G201790	g44098
OG0000578	El002G109780	g49727
OG0000579	El003G192870, El007G340860	g23738
OG0000581	El005G244430	g13025, g2527, g7507
OG0000582	El001G058060	g797
OG0000582	El006G306650	g40099
OG0000583	El002G088500, El006G301100	g39847
OG0000584	El007G360170, El007G360210	g11067
OG0000584	El003G155370	g23547
OG0000585	El006G296810	g51449, g37082, g7149
OG0000586	El007G356130	g18462
OG0000587	El001G001680	g45222
OG0000587	El006G281050	g50800
OG0000588	El005G251300	g12159
OG0000588	El006G286410	g51276, g52074
OG0000588	El002G138330	g54285
OG0000589	El007G331140	g1289, g41302
OG0000589	El001G015220, El001G015210	g2922
OG0000590	El005G240490	g7700, g53288
OG0000590	El002G084540, El001G046970	g12549
OG0000591	El003G151850	g16963
OG0000591	El002G103710	g31850
OG0000592	El005G255230	g6901
OG0000592	El002G102180	g50029, g27399, g31749
OG0000593	El003G183860	g13347
OG0000594	El001G017870	g41553, g11391
OG0000594	El001G017900	g19467
OG0000595	El001G012760	g19605
OG0000595	El001G058080	g17977
OG0000596	El007G337050	g39380
OG0000597	El006G301710, El006G301370	g39867
OG0000599	El004G213590	g45075, g40165
OG0000599	El001G053770	g44332, g188, g37985, g4867, g17314, g18218, g1440, g45076, g29210, g7891, g50678, g12698, g46332
OG0000600	El003G154330	g17007, g23476
OG0000601	El001G065960	g5112, g45694
OG0000601	El003G189040	g16898
OG0000602	El001G079540	g5741
OG0000602	El001G023830	g19206
OG0000602	El005G245050	g12391, g7465, g13062
OG0000603	El001G045550	g14003
OG0000604	El006G280200	g18739
OG0000605	El004G226470	g44550
OG0000605	El004G226450	g46113
OG0000605	El004G226460	g46114, g44551
OG0000606	El002G137160	g54263, g36563
OG0000607	El005G256430	g6843
OG0000607	El003G148580	g23142
OG0000608	El001G029190, El007G366220	g2125
OG0000609	El006G297030	g27801
OG0000613	El005G236630	g12753
OG0000613	El003G188050	g46730
OG0000613	El007G338900	g932, g18086
OG0000614	El001G072980, El001G052060	g5483, g5477, g5478, g5481
OG0000615	El003G146000	g47953, g22949, g18248
OG0000616	El001G024030	g2352
OG0000617	El001G001050	g39480
OG0000618	El004G231950	g46462
OG0000618	El003G156630	g23624
OG0000619	El006G293360, El006G293330	g38064
OG0000619	El001G024020	g19197, g2358
OG0000620	El002G132960, El002G102710	g27410, g50047
OG0000620	El004G226590	g44549, g46124
OG0000621	El001G005840, El001G005850	g25662
OG0000621	El003G184960	g46831
OG0000626	El004G195860	g44259
OG0000627	El004G216800, El004G216700, El003G157670	g23678
OG0000628	El004G231200	g46398
OG0000628	El005G256040	g11992, g13318
OG0000632	El001G000130, El001G032630, El003G179670	g18715, g1892, g37597
OG0000633	El002G099360	g31589
OG0000633	El001G047050	g9749
OG0000634	El007G331850, El007G331840	g50687, g39240
OG0000635	El006G302380	g51197, g37897
OG0000635	El006G302520	g39933
OG0000635	El006G316770	g51257, g39835
OG0000636	El001G076360	g45438
OG0000636	El001G076340, El001G076350, El001G076330	g29704
OG0000638	El004G202730, El005G262730	g23088, g23092
OG0000640	El002G105140	g44684, g44686
OG0000640	El001G020470	g2580
OG0000641	El005G260170	g13399
OG0000641	El005G260180	g11856, g11857
OG0000642	El003G189020, El003G189010	g46703, g46704
OG0000642	El003G189030	g37779
OG0000645	El003G175320	g24549, g47041
OG0000646	El001G045010	g10368
OG0000646	El005G236080	g12697
OG0000648	El001G034950, El006G289710, El001G007600	g18725, g18726, g18727, g18724
OG0000649	El002G125830	g53982
OG0000649	El004G228960	g46253
OG0000650	El007G364410	g43973
OG0000652	El001G056710, El001G056700, El001G056690	g484, g485, g9960
OG0000653	El001G059180	g740
OG0000658	El001G042420, El001G024540, El001G049910	g10133, g4789
OG0000660	El002G089950	g27009
OG0000660	El001G016140	g2820, g11418
OG0000660	El007G332040	g39246
OG0000662	El001G065510	g5081
OG0000662	El005G236530	g6216, g7879
OG0000663	El002G112430	g32229
OG0000663	El004G218530, El004G218540	g44869
OG0000664	El005G249750	g6063, g6054
OG0000665	El001G041390	g1443
OG0000669	El006G284700	g52160, g37530
OG0000669	El005G249520	g13190
OG0000669	El001G036140	g10812
OG0000671	El003G188730, El003G188630	g28292, g22608, g22602, g46709
OG0000672	El006G297080	g37974
OG0000672	El002G115210	g32394
OG0000673	El006G317280, El006G317320	g38393
OG0000674	El002G084490, El001G044880	g30793
OG0000674	El006G280250	g50833, g37733
OG0000674	El001G002840	g39558
OG0000675	El002G100000	g31625, g49954, g51289
OG0000676	El002G102840	g46133, g44537
OG0000677	El002G110080	g50336
OG0000678	El002G118650, El002G118660, El002G118590, El002G118640, El002G118610, El002G118600, El002G118570	g1972
OG0000685	El003G153470, El003G153890	g47697
OG0000685	El003G158250	g23710
OG0000687	El003G171090	g17578
OG0000687	El006G283280	g37589
OG0000687	El001G032400	g18804
OG0000688	El001G037310, El001G037320	g1520, g1518
OG0000689	El001G009730, El002G122220, El002G107950	g40273, g32732
OG0000692	El001G030390	g18931
OG0000692	El001G030400	g1998
OG0000693	El001G026960	g19066, g19065
OG0000693	El006G289890	g37337
OG0000694	El006G316670	g50998
OG0000695	El002G130860	g17988
OG0000695	El004G200270, El004G200410, El004G200400, El004G200430, El004G200440	g41726, g6247, g40992
OG0000696	El002G099320	g36560, g13252, g28014, g54257
OG0000697	El001G062140, El002G135100, El001G006570	g36466, g36467
OG0000698	El004G220840	g47464
OG0000699	El003G185200	g37307, g38113
OG0000700	El006G304090, El006G304100, El006G304120, El006G304110	g37868, g37867, g37860
OG0000702	El001G067010	g45660, g29306
OG0000702	El001G042500	g10477
OG0000702	El005G235390	g7936
OG0000703	El001G078990	g29827
OG0000703	El001G023490	g2392
OG0000704	El003G166220	g17405, g24115
OG0000704	El007G362440	g11010
OG0000706	El001G053400, El001G053410	g587
OG0000706	El007G325440	g9735
OG0000707	El001G021050	g44848
OG0000708	El002G094850	g27159
OG0000709	El001G062910	g29021
OG0000710	El002G097440	g31477
OG0000713	El007G331020	g28782
OG0000714	El004G216430, El004G216550	g41820
OG0000715	El001G006110, El001G006090, El001G006100	g25621, g25619, g25607, g25625, g25606, g25629, g25632, g25605
