Orthogroup	Erysimum_linariifolium	Cardamine_hirsuta
OG0000286	El007G339220, El007G356290, El007G356300, El007G346400, El007G339230, El007G339190, El007G339150, El007G339210, El007G356280, El007G339800, El007G339290, El007G339310, El007G347210	CARHR266790, CARHR284840
OG0000288	El002G127980	CARHR112590
OG0000288	El005G265170, El005G269820, El005G269800	CARHR083130
OG0000290	El005G255960	CARHR157630, CARHR283740, CARHR094030, CARHR112470
OG0000290	El007G324830	CARHR279290, CARHR058360
OG0000294	El005G254320	CARHR092710
OG0000294	El006G293670	CARHR131330
OG0000294	El006G280820	CARHR142440
OG0000294	El001G002070	CARHR249810
OG0000294	El002G084190	CARHR001810
OG0000295	El004G213700, El004G213760	CARHR057270
OG0000295	El005G250980	CARHR089620, CARHR089630
OG0000296	El004G224600, El004G224660, El006G317420, El006G317640, El006G317430	CARHR073970
OG0000297	El003G145640	CARHR118860, CARHR244920, CARHR244890
OG0000297	El006G304920	CARHR121660, CARHR121670, CARHR121680, CARHR121720
OG0000297	El007G330520	CARHR274100
OG0000297	El005G257220	CARHR095150
OG0000298	El004G230640	CARHR089970
OG0000298	El006G320790	CARHR226470
OG0000299	El004G215990	CARHR071990
OG0000299	El002G141100	CARHR045650
OG0000300	El005G270380	CARHR103220
OG0000300	El005G270340	CARHR103190, CARHR103130
OG0000303	El004G204690, El001G012020	CARHR286360
OG0000304	El006G306670	CARHR177750
OG0000304	El002G124540, El007G361960	CARHR178140, CARHR177400, CARHR221590
OG0000304	El001G037860, El002G117260	CARHR094510
OG0000308	El002G101740	CARHR018220
OG0000308	El004G224970	CARHR065850, CARHR065800
OG0000308	El006G308510, El006G308560	CARHR065780
OG0000308	El003G190640	CARHR262010
OG0000308	El002G101720	CARHR018200
OG0000310	El002G106070	CARHR157270
OG0000310	El005G269120, El005G267120	CARHR036840, CARHR183820, CARHR273750, CARHR273860, CARHR118680, CARHR285940
OG0000311	El001G064420	CARHR196640
OG0000311	El002G132070	CARHR038100
OG0000311	El005G254740	CARHR093170
OG0000311	El004G215340	CARHR292180
OG0000313	El003G165610	CARHR227020
OG0000313	El002G132590	CARHR038790, CARHR038780, CARHR038820
OG0000313	El006G293390	CARHR131650
OG0000314	El002G086800	CARHR004130
OG0000314	El002G086810	CARHR004140
OG0000314	El006G298930	CARHR127110
OG0000316	El006G289040, El006G288950	CARHR135700
OG0000319	El002G090600, El002G090610, El007G330560	CARHR204750, CARHR007730
OG0000321	El003G185760, El003G185810	CARHR215220
OG0000322	El004G231760	CARHR071920
OG0000322	El002G101250	CARHR017730
OG0000322	El006G289270	CARHR260510, CARHR135390
OG0000323	El003G156470	CARHR235370
OG0000323	El003G156480	CARHR235360
OG0000324	El007G351620, El007G350030, El007G350080, El001G052560, El007G351640, El003G180670, El007G350040, El007G350060, El003G180650, El003G180660, El007G350050, El007G351610, El007G349580, El007G349590, El007G350070, El003G180640, El007G349560, El007G355120	CARHR116560
OG0000325	El007G348860	CARHR102540
OG0000327	El001G043800, El001G043810	CARHR164480, CARHR164490
OG0000328	El003G174750	CARHR220880
OG0000328	El003G188540	CARHR263600, CARHR263540
OG0000328	El003G188510, El003G188530, El003G188520	CARHR263580
OG0000328	El003G188550	CARHR263560, CARHR263570
OG0000330	El001G031460	CARHR169770
OG0000330	El001G031820	CARHR170350
OG0000331	El002G122670, El001G044380, El005G250440, El006G293100, El005G264650, El004G209740, El004G210410, El001G037400, El004G210400	CARHR057780
OG0000332	El001G060380	CARHR193130, CARHR193110
OG0000334	El001G024470	CARHR163740
OG0000334	El006G292570	CARHR131810
OG0000334	El027G373440, El004G212490	CARHR250680
OG0000334	El001G002940	CARHR250610
OG0000335	El002G087130	CARHR004430
OG0000335	El002G130900	CARHR035800
OG0000335	El002G126300	CARHR027470
OG0000335	El002G113660	CARHR027480
OG0000336	El004G225030	CARHR065880
OG0000338	El004G205930, El004G205250, El002G092400, El002G092490	CARHR183900
OG0000339	El003G161790	CARHR230740
OG0000339	El001G000520	CARHR248520
OG0000339	El006G282150	CARHR141230
OG0000339	El001G033440	CARHR171770
OG0000340	El006G285360	CARHR138610
OG0000340	El006G285350, El002G130230	CARHR138620
OG0000342	El003G192910	CARHR262340
OG0000344	El001G051870, El007G357010, El001G051950, El001G051990, El001G044330, El001G051920	CARHR187250, CARHR187260
OG0000344	El001G051930	CARHR185590, CARHR184960, CARHR184950, CARHR185620
OG0000345	El002G096170	CARHR035990, CARHR012950, CARHR182820
OG0000347	El005G267560, El005G247550	CARHR086360
OG0000349	El003G146500	CARHR244070
OG0000349	El004G214430, El004G214420, El004G214440	CARHR291770
OG0000349	El002G127670, El002G127640	CARHR112570, CARHR037360, CARHR122800, CARHR122780
OG0000350	El002G115710	CARHR029070
OG0000350	El002G115770	CARHR029110
OG0000351	El002G121580	CARHR033160
OG0000351	El002G121660	CARHR033140
OG0000351	El005G250830	CARHR089240
OG0000351	El007G329340	CARHR275230
OG0000351	El002G121570	CARHR033150
OG0000351	El005G250820	CARHR089260
OG0000352	El006G309450	CARHR017440
OG0000352	El004G201170, El004G201120, El003G185340, El007G358620	CARHR052660, CARHR053720
OG0000356	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640	CARHR186490, CARHR186690
OG0000358	El001G072530	CARHR203870
OG0000358	El007G359240	CARHR006290
OG0000358	El001G072540	CARHR203880
OG0000358	El001G072550	CARHR203890
OG0000359	El002G115950, El002G115980	CARHR029510
OG0000359	El006G296870	CARHR128500
OG0000360	El007G323130	CARHR289020
OG0000360	El007G323140	CARHR289650, CARHR289030
OG0000361	El005G247030, El005G247020	CARHR086030
OG0000361	El001G078130	CARHR099850
OG0000362	El004G212950	CARHR016600
OG0000362	El004G212880	CARHR062750
OG0000363	El002G126210	CARHR037060
OG0000368	El003G144810	CARHR245720
OG0000368	El004G215830	CARHR058590, CARHR058530, CARHR058550
OG0000368	El003G144770, El003G144760	CARHR245740
OG0000368	El003G144750	CARHR245750
OG0000369	El007G331100, El001G015190	CARHR154410, CARHR123820
OG0000370	El003G185270, El002G101090, El002G101100	CARHR017550
OG0000370	El002G101070	CARHR017540
OG0000370	El001G014550, El003G159300, El003G159280	CARHR232710
OG0000371	El002G111190	CARHR025430
OG0000371	El006G280660	CARHR142610
OG0000371	El002G085130	CARHR002610, CARHR005930
OG0000371	El006G280670	CARHR011680
OG0000371	El006G280650	CARHR142620
OG0000372	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780	CARHR058020, CARHR234800, CARHR234790, CARHR289410, CARHR289420
OG0000377	El004G200550	CARHR051700
OG0000377	El004G200530	CARHR051720
OG0000377	El004G200540	CARHR051710
OG0000379	El003G186470, El006G311540	CARHR292240
OG0000380	El004G208570	CARHR046830, CARHR048520, CARHR048430
OG0000380	El004G197800	CARHR055240, CARHR048490
OG0000380	El004G197810	CARHR048470
OG0000381	El001G076620	CARHR002680, CARHR003300
OG0000382	El002G084270	CARHR001910
OG0000382	El002G091920	CARHR009120
OG0000383	El002G114440, El002G119180	CARHR028090
OG0000383	El002G114400, El002G114390, El002G114430	CARHR028050, CARHR028080
OG0000384	El002G137740	CARHR043000
OG0000384	El002G137760	CARHR043010
OG0000386	El001G023900	CARHR163180
OG0000386	El001G040470, El001G040480	CARHR147230
OG0000386	El001G023910	CARHR163190
OG0000387	El006G285610	CARHR138330
OG0000387	El006G285490, El006G281610	CARHR138350
OG0000389	El001G030030, El004G206640, El004G206700, El004G206670, El004G206820, El004G206780, El004G206750, El004G206650, El001G029870	CARHR168790
OG0000390	El001G056560	CARHR153480, CARHR190050, CARHR179180
OG0000390	El007G338360, El002G104620	CARHR267450
OG0000390	El005G257120	CARHR095050
OG0000391	El002G107470	CARHR022750
OG0000391	El002G107410, El002G107390	CARHR022710
OG0000391	El002G107420	CARHR022720
OG0000392	El003G176130	CARHR159760
OG0000392	El003G176120, El003G176430	CARHR159770
OG0000393	El005G254450, El005G254470, El001G064960, El005G254460	CARHR092860
OG0000396	El001G043390	CARHR292620
OG0000396	El001G043490	CARHR292570
OG0000398	El005G249600	CARHR088340
OG0000398	El002G140190	CARHR044860, CARHR044870
OG0000399	El001G014530, El001G014520	CARHR284260, CARHR101940, CARHR101950
OG0000400	El006G281540	CARHR100730
OG0000401	El007G344350, El007G344320, El007G344360	CARHR258400
OG0000401	El007G342040, El007G342050	CARHR264620, CARHR264630
OG0000403	El004G201290	CARHR052710, CARHR052720
OG0000403	El004G201190, El004G201260	CARHR052690
OG0000403	El004G200670	CARHR052680
OG0000406	El001G063970	CARHR196180
OG0000406	El001G031450	CARHR170190
OG0000408	El006G316660, El006G316640	CARHR117270
OG0000408	El007G348910	CARHR178010, CARHR117170
OG0000408	El006G316620, El006G316610	CARHR117180
OG0000411	El004G198670	CARHR050150
OG0000411	El005G270540	CARHR103290
OG0000411	El001G005390	CARHR252910
OG0000411	El003G163700	CARHR228790
OG0000412	El007G337740	CARHR267950
OG0000412	El003G157090	CARHR234870
OG0000412	El002G135360	CARHR041080
OG0000412	El005G258570	CARHR096480
OG0000413	El005G249460	CARHR088190
OG0000413	El003G158150	CARHR233890
OG0000413	El007G335400	CARHR270190
OG0000414	El002G110530	CARHR025530
OG0000415	El001G069430	CARHR196770, CARHR201040
OG0000415	El001G049570, El001G049550, El001G049580, El001G049150	CARHR186080
OG0000415	El006G286470	CARHR137680
OG0000416	El006G300650, El006G300480	CARHR125400, CARHR125380
OG0000416	El006G316630	CARHR005050
OG0000417	El005G267230, El007G344240	CARHR288600, CARHR033590, CARHR288590, CARHR100310, CARHR288580
OG0000419	El001G006000, El001G048200, El007G346790, El006G309090, El006G308980, El006G309030, El006G309020, El002G121920, El002G121970, El002G121960, El007G346780, El002G122010, El007G345660, El007G345790, El007G345880	CARHR286080, CARHR286070, CARHR286060, CARHR286140, CARHR286040, CARHR085380
OG0000420	El006G289320	CARHR135320
OG0000420	El003G191940, El003G191980, El003G184480, El003G193530	CARHR111260
OG0000421	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490	CARHR103170, CARHR263230, CARHR263240, CARHR263250
OG0000421	El003G188870	CARHR263220
OG0000422	El002G092300	CARHR009470
OG0000422	El002G092310	CARHR009480
OG0000422	El002G092290, El002G127460	CARHR009460, CARHR009450, CARHR222090
OG0000423	El004G224830	CARHR065650
OG0000423	El005G250010	CARHR088730
OG0000424	El001G023260	CARHR251880
OG0000424	El001G004250	CARHR251850
OG0000424	El001G004240	CARHR251840
OG0000425	El005G247780	CARHR086550, CARHR179580
OG0000426	El006G312290	CARHR284410
OG0000427	El005G240500, El007G341910	CARHR079970
OG0000427	El004G232020	CARHR072170
OG0000429	El001G052920	CARHR188110
OG0000429	El001G070450	CARHR202110
OG0000429	El003G150450	CARHR240310
OG0000429	El006G314410	CARHR115900
OG0000430	El005G273810	CARHR106810
OG0000430	El003G147560	CARHR243160
OG0000430	El003G142190	CARHR294440
OG0000431	El004G203320	CARHR284150
OG0000431	El002G092990	CARHR010120
OG0000431	El002G092980	CARHR010110
OG0000432	El007G340870	CARHR265630
OG0000433	El004G212820, El004G212680	CARHR292650, CARHR181100, CARHR181080
OG0000435	El002G102960	CARHR019430, CARHR019400, CARHR189080, CARHR019410
OG0000436	El003G158230, El007G335250	CARHR270460
OG0000436	El005G278170	CARHR110190
OG0000437	El002G121450	CARHR033100
OG0000437	El002G121680, El002G121530	CARHR033080
OG0000437	El002G121440	CARHR033050
OG0000438	El001G006030	CARHR253620
OG0000438	El003G163050	CARHR229400, CARHR229370
OG0000439	El002G088370	CARHR005540
OG0000439	El001G031050	CARHR169860
OG0000439	El006G301030	CARHR125020
OG0000440	El006G294680, El001G063480	CARHR195730
OG0000440	El005G237700	CARHR077420
OG0000440	El005G237730	CARHR077430
OG0000441	El005G253210	CARHR091670
OG0000441	El005G253170	CARHR091630
OG0000441	El005G253180	CARHR091640
OG0000441	El005G253190	CARHR091650
OG0000442	El004G209030, El004G209080	CARHR147790, CARHR156510, CARHR220790, CARHR147780
OG0000442	El006G320400	CARHR186290
OG0000443	El001G054400, El027G373480, El004G212300, El004G224310	CARHR065170, CARHR065180
OG0000443	El004G224290, El004G224230, El004G224280, El004G224250, El004G224240, El004G224330	CARHR065160
OG0000446	El007G328120	CARHR276320
OG0000446	El001G037830	CARHR145200
OG0000446	El002G098330	CARHR014840
OG0000447	El005G251460	CARHR090020
OG0000447	El007G330070	CARHR274540
OG0000447	El006G297870	CARHR128030
OG0000447	El002G114360	CARHR028030
OG0000448	El007G365940	CARHR174490
OG0000448	El007G365930	CARHR174500
OG0000448	El007G365950	CARHR174480
OG0000449	El001G015080	CARHR154370
OG0000449	El007G331050	CARHR273500
OG0000449	El001G015070	CARHR154360
OG0000449	El007G331060	CARHR273490
OG0000452	El003G152780	CARHR238200
OG0000452	El003G152790, El003G152800	CARHR238190
OG0000453	El006G308830	CARHR122180, CARHR122220
OG0000453	El006G308850	CARHR122200
OG0000453	El001G015620, El001G015600	CARHR219840
OG0000454	El007G340780	CARHR265690
OG0000456	El003G185830, El003G185750, El003G182930, El001G075280	CARHR180690, CARHR206570
OG0000457	El001G069060, El001G069080, El001G069070	CARHR200680
OG0000458	El007G340350, El006G307260	CARHR119910, CARHR265940, CARHR265960, CARHR266380
OG0000459	El003G185370, El003G179210, El003G164990, El001G048170, El001G047570	CARHR254770, CARHR227580, CARHR221090, CARHR227590, CARHR227570, CARHR227620
OG0000460	El002G120170	CARHR052700
OG0000461	El006G292580	CARHR131820
OG0000461	El002G082410	CARHR000130
OG0000461	El002G082400	CARHR000120
OG0000462	El003G187420	CARHR291870
OG0000462	El001G066140	CARHR209710, CARHR209720
OG0000463	El001G015990	CARHR155150
OG0000465	El004G212890	CARHR104910
OG0000466	El004G219990	CARHR140230
OG0000467	El001G030350	CARHR169080
OG0000467	El007G364000	CARHR176200
OG0000468	El001G025490	CARHR164620
OG0000468	El006G299240	CARHR126780
OG0000468	El006G291120	CARHR133660
OG0000471	El002G114920	CARHR028400
OG0000471	El002G114900, El002G114910	CARHR286910, CARHR028390, CARHR028370
OG0000471	El002G114940	CARHR028420
OG0000472	El003G190770	CARHR261860, CARHR261870
OG0000472	El003G190760	CARHR261880, CARHR261890
OG0000473	El006G280460	CARHR142770
OG0000473	El007G329520	CARHR275070
OG0000473	El001G034670	CARHR172740
OG0000473	El003G191060	CARHR261710
OG0000474	El001G018580	CARHR157730
OG0000475	El004G196500, El004G196450, El004G196490	CARHR048290, CARHR048270
OG0000476	El004G207670, El007G330570	CARHR274050
OG0000476	El001G052870	CARHR188130
OG0000476	El001G052880	CARHR187930
OG0000478	El004G213430, El005G274060, El005G274050, El001G003150	CARHR182090
OG0000481	El003G177200	CARHR219220
OG0000483	El007G336760	CARHR268750
OG0000483	El007G336750, El007G336710	CARHR268770, CARHR268760
OG0000487	El006G298580	CARHR003820, CARHR127370
OG0000488	El001G022690	CARHR162100
OG0000488	El001G044090, El001G044130	CARHR162140
OG0000490	El002G083890, El002G083910	CARHR001520, CARHR000930
OG0000491	El001G042360	CARHR148780
OG0000491	El001G057630, El001G057640, El001G057670	CARHR190870, CARHR190860
OG0000493	El004G207720, El007G346800, El004G215880, El001G047220, El008G368440, El007G352560, El007G350420, El002G125590, El004G207810, El003G181020	CARHR287390
OG0000495	El003G181150, El006G311560	CARHR267230
OG0000496	El007G352050	CARHR052930, CARHR216890, CARHR154020, CARHR104360, CARHR121700, CARHR054710, CARHR216860
OG0000498	El007G339720	CARHR266530
OG0000498	El003G156150	CARHR235590, CARHR027440
OG0000499	El003G168300	CARHR225130
OG0000499	El004G231730	CARHR071890
OG0000499	El005G250740	CARHR089350
OG0000500	El007G362360	CARHR177600, CARHR177550
OG0000500	El007G362320, El007G362170, El007G362280	CARHR177610, CARHR177580
OG0000500	El007G362310	CARHR177540
OG0000500	El007G362180	CARHR177570
OG0000500	El007G362380	CARHR177670
OG0000501	El002G124350	CARHR287270
OG0000501	El001G015680	CARHR155350, CARHR105900, CARHR155330
OG0000503	El003G182900, El003G182860, El003G182910, El003G190650	CARHR220240, CARHR220250, CARHR220260
OG0000504	El001G080270	CARHR210740
OG0000504	El005G244670	CARHR083900
OG0000505	El001G053720	CARHR188350, CARHR188310, CARHR188370, CARHR188360, CARHR188300
OG0000506	El001G076020	CARHR179040, CARHR206880
OG0000506	El004G223700	CARHR064690
OG0000507	El001G065860, El001G065850	CARHR052650
OG0000507	El007G332430, El001G036500	CARHR292080
OG0000508	El001G035020	CARHR130500, CARHR134110
OG0000508	El001G035030	CARHR138480
OG0000509	El007G326260	CARHR223020
OG0000509	El003G170860	CARHR215530
OG0000510	El004G200990	CARHR289000
OG0000510	El004G200980	CARHR288820, CARHR052480, CARHR288790
OG0000510	El004G201000, El004G200950, El004G200930, El004G200920	CARHR288930
OG0000511	El005G260930	CARHR097980
OG0000511	El003G173660	CARHR221890
OG0000511	El004G198000	CARHR049420
OG0000512	El003G161870	CARHR230700
OG0000512	El003G161830	CARHR230710
OG0000512	El005G278610, El005G278600	CARHR149360
OG0000512	El003G161820	CARHR230730
OG0000513	El001G024240	CARHR163540
OG0000513	El001G015200	CARHR154420
OG0000513	El007G331120	CARHR273420
OG0000515	El002G141390	CARHR045880
OG0000520	El006G282630	CARHR140950
OG0000520	El007G355250, El001G032970	CARHR184330, CARHR171400
OG0000521	El002G124400	CARHR034110
OG0000521	El001G010450	CARHR260010
OG0000521	El004G231650	CARHR071770
OG0000522	El002G120450	CARHR032270
OG0000522	El001G008630	CARHR256050
OG0000523	El006G281510	CARHR141800
OG0000523	El006G281490	CARHR141810
OG0000523	El001G033890	CARHR172040
OG0000524	El005G243280	CARHR082530
OG0000524	El007G349900	CARHR184200
OG0000525	El004G231940	CARHR072060
OG0000525	El005G251140	CARHR089730
OG0000525	El002G138890	CARHR043730
OG0000526	El001G017270, El001G017260	CARHR156460
OG0000526	El001G017250	CARHR156420
OG0000527	El003G176630	CARHR219720, CARHR219700
OG0000529	El001G057940	CARHR191020, CARHR035960
OG0000529	El001G013150, El001G013100, El001G013120	CARHR151360
OG0000529	El001G057870	CARHR190990
OG0000532	El007G366130, El001G018890, El001G018810	CARHR174920, CARHR174960, CARHR146520, CARHR256250
OG0000532	El002G127030	CARHR247170
OG0000533	El003G142670	CARHR112530, CARHR247520
OG0000533	El003G147880	CARHR242850
OG0000534	El004G198430	CARHR049900
