Orthogroup	Erysimum_linariifolium	Arabidopsis_lyrata_NCBI
OG0000192	El002G105620	XP_020869469.1, XP_020869470.1
OG0000192	El002G105690	XP_020869472.1
OG0000193	El006G309730	XP_020889511.1
OG0000193	El005G259130	XP_020886753.1
OG0000193	El002G132160, El002G132130, El005G259240	XP_020888465.1, XP_020886358.1
OG0000195	El006G308260	XP_002879035.1
OG0000195	El006G288320, El001G028150	XP_002879909.1
OG0000195	El003G186220, El004G215670	XP_002870564.1, XP_002888498.1
OG0000195	El001G058810, El001G012120	XP_020880310.1
OG0000196	El002G115040	XP_020867608.1
OG0000196	El002G116380	XP_020870363.1
OG0000197	El003G193160	XP_020874450.1
OG0000197	El005G275730, El005G275770, El005G276170	XP_020887839.1
OG0000197	El003G184300, El002G120020, El003G191670	XP_020873037.1, XP_020875518.1
OG0000197	El003G190970, El003G190840	XP_020873172.1
OG0000200	El002G119250	XP_020869614.1
OG0000200	El004G214290	XP_002889578.1
OG0000200	El004G202190	XP_002877687.1, XP_020871709.1
OG0000200	El003G156950	XP_002867509.1
OG0000200	El003G187150, El003G187490, El001G041980, El003G187480, El003G180990	XP_002868770.2, XP_002868769.1
OG0000201	El005G260640	XP_020886141.1
OG0000202	El005G254420	XP_002885224.2
OG0000202	El005G261620, El005G261760	XP_020886139.1
OG0000202	El005G261630	XP_002872691.1, XP_020886707.1, XP_020886709.1
OG0000203	El005G239330, El005G239300	XP_002882369.2
OG0000203	El005G239360, El005G239320, El005G239280, El007G349670	XP_020888830.1
OG0000203	El005G238860	XP_002884435.1
OG0000204	El002G082910, El002G082880	XP_020881383.1
OG0000204	El005G259630	XP_002885438.2
OG0000205	El005G273080	XP_002877168.1
OG0000205	El002G129730, El002G129760, El002G129780, El002G129740, El002G129710	XP_020868436.1
OG0000205	El002G129530, El002G129560, El002G129650, El002G129890, El002G129930, El002G129520, El002G129550, El002G129510	XP_020883080.1
OG0000206	El001G018920	XP_020878601.1
OG0000207	El004G232160	XP_002889207.2
OG0000207	El002G100990	XP_020867452.1
OG0000208	El002G130530, El002G130520	XP_002894061.1, XP_002894062.1
OG0000208	El006G317590	XP_020872427.1
OG0000208	El003G150670	XP_002869292.1
OG0000208	El003G143000	XP_020872429.1
OG0000208	El007G341810	XP_020881315.1, XP_002862576.1
OG0000209	El004G207340	XP_020890823.1
OG0000209	El004G207330, El004G207320, El004G207280, El004G207300, El004G207310	XP_020890821.1
OG0000209	El004G194580	XP_020890819.1
OG0000209	El003G193190	XP_020874287.1
OG0000210	El001G038720	XP_020881030.1
OG0000210	El005G269840, El005G269890	XP_002883663.1, XP_020887605.1
OG0000210	El005G269850	XP_020888514.1
OG0000210	El001G038680, El001G038660, El002G139080	XP_002875217.1
OG0000210	El001G069350	XP_020881771.1, XP_020874590.1, XP_020875337.1, XP_002893105.1, XP_002873553.1
OG0000210	El006G298860	XP_002879439.1, XP_002879438.1
OG0000210	El006G297290, El006G297480, El006G298870	XP_002879436.2
OG0000213	El005G245790	XP_020887377.1
OG0000213	El006G319110	XP_020884044.1
OG0000213	El006G319120	XP_020884040.1, XP_020884041.1
OG0000213	El006G319100	XP_002878651.1
OG0000213	El006G319080	XP_020884047.1, XP_020883070.1
OG0000214	El001G033600	XP_020891504.1
OG0000214	El001G009830	XP_020876166.1
OG0000214	El006G314950	XP_020877218.1
OG0000216	El003G163460, El003G163490	XP_002869836.1
OG0000217	El004G203150, El004G202950	XP_020889719.1
OG0000217	El004G203070	XP_020891727.1
OG0000218	El002G099000	XP_002892838.1, XP_020869981.1
OG0000218	El002G099030, El002G099010	XP_020869449.1
OG0000218	El002G099020	XP_020869542.1
OG0000218	El001G040840, El001G040850	XP_020882067.1
OG0000218	El001G036390	XP_002875203.1
OG0000219	El004G216370	XP_002888551.1, XP_002888554.1, XP_002888553.1, XP_002887077.1, XP_020891385.1
OG0000219	El007G327350	XP_020877374.1, XP_002862247.1, XP_020871092.1
OG0000219	El007G339360	XP_002864257.1, XP_002864258.1
OG0000220	El004G196230	XP_020891309.1
OG0000220	El008G369090	XP_020891314.1
OG0000220	El004G208200	XP_020881811.1
OG0000221	El008G369870	XP_020866913.1
OG0000224	El004G230600	XP_020891652.1
OG0000224	El004G230590	XP_002887689.1
OG0000225	El002G115460	XP_020867501.1
OG0000225	El002G115540, El002G115490	XP_020867503.1
OG0000225	El002G115450	XP_020867504.1
OG0000225	El002G115510	XP_020867502.1
OG0000226	El002G108090	XP_002862875.1
OG0000226	El001G017980, El001G017970, El007G334490, El007G334480	XP_002876919.1
OG0000226	El007G337470	XP_020869863.1
OG0000226	El005G257020	XP_020886010.1
OG0000226	El003G167740, El003G167670, El003G167790	XP_020866285.1
OG0000226	El005G258620, El005G258970, El005G258600	XP_002886961.1
OG0000228	El004G222540, El004G222580	XP_002888800.1
OG0000228	El004G222640	XP_020891768.1
OG0000228	El001G048760	XP_002872296.1
OG0000228	El004G222650	XP_020891767.1
OG0000228	El004G222500	XP_020872592.1, XP_002888798.1
OG0000229	El003G153420	XP_020874322.1, XP_020874320.1, XP_020877798.1, XP_002871796.1, XP_020874321.1
OG0000229	El002G136110, El002G136100, El002G136060, El002G136090, El001G062630, El002G136050	XP_020868387.1, XP_002891651.2, XP_002891717.1
OG0000230	El003G184530	XP_002870484.1
OG0000230	El004G228600, El004G228560	XP_020891373.1
OG0000231	El003G188200	XP_020873122.1
OG0000234	El001G026000	XP_020881605.1
OG0000234	El001G025990	XP_002878017.1
OG0000234	El001G025980	XP_002878016.1
OG0000234	El006G290620	XP_002881649.1
OG0000234	El001G068080	XP_002871574.1
OG0000235	El002G130000	XP_002891353.1
OG0000235	El002G130030	XP_002891354.1
OG0000238	El005G261920	XP_020890917.1
OG0000239	El006G314580, El006G314600	XP_020885124.1
OG0000240	El001G011020	XP_002875577.1, XP_020866248.1
OG0000242	El005G272850	XP_002885959.1
OG0000242	El002G097950	XP_020870862.1
OG0000242	El002G097960	XP_020866788.1
OG0000242	El002G097970	XP_002890039.2
OG0000242	El002G097940	XP_020869724.1
OG0000244	El003G163990	XP_020873759.1
OG0000244	El001G005180	XP_020876627.1
OG0000244	El003G164310	XP_020873797.1, XP_002867824.2
OG0000244	El003G164000	XP_002867821.1
OG0000244	El001G005170	XP_020876628.1
OG0000244	El001G005160	XP_002872711.1
OG0000246	El007G366210	XP_020867873.1
OG0000247	El002G130240	XP_002870492.1
OG0000248	El004G205450	XP_020865893.1
OG0000248	El001G027800	XP_002876368.2
OG0000249	El001G010190, El001G010200	XP_002881469.1
OG0000249	El001G023760	XP_002877904.2
OG0000250	El004G221440, El004G221420, El004G221410, El004G221430	XP_020881593.1, XP_002887273.1, XP_002887270.1, XP_002887269.1
OG0000250	El004G221620, El004G221570	XP_002887278.1, XP_020865738.1
OG0000250	El003G189050	XP_020872989.1
OG0000251	El004G205690, El005G236040	XP_020878771.1, XP_020879703.1
OG0000251	El007G351370, El007G351690	XP_020879639.1
OG0000254	El005G255250	XP_002883112.2, XP_020887741.1
OG0000254	El002G133750, El002G133740, El002G133770, El002G133780	XP_020866712.1
OG0000254	El006G290360	XP_020877604.1
OG0000254	El004G220180, El001G033560, El004G219930	XP_002889545.2
OG0000255	El002G127510	XP_020885456.1
OG0000256	El001G005740	XP_020877194.1
OG0000256	El002G127370, El007G348390, El007G354980, El007G348590, El007G348510	XP_002863900.1, XP_002865643.1
OG0000256	El007G348440, El007G348630, El007G348410, El007G348460	XP_002885797.1
OG0000256	El006G289100	XP_002881723.1
OG0000256	El006G315200, El006G315100, El006G315180, El006G315190, El006G315090, El006G315110, El006G315230	XP_020883542.1, XP_020885530.1, XP_002878839.1
OG0000257	El005G269290	XP_020889281.1
OG0000257	El003G178210	XP_020876752.1
OG0000257	El003G177270, El004G233260, El003G184780	XP_020865716.1, XP_020870689.1, XP_002892495.2
OG0000257	El003G190500	XP_002882670.1
OG0000258	El001G040590, El001G040540	XP_020881297.1
OG0000258	El001G040610	XP_002876960.2
OG0000258	El001G040630	XP_002876961.1, XP_002876962.1
OG0000258	El001G040650	XP_002876963.1
OG0000258	El007G334450	XP_002866197.1
OG0000258	El001G040670	XP_002876964.1
OG0000264	El001G003610	XP_002872741.1
OG0000264	El001G004650, El001G004660	XP_020876482.1
OG0000264	El001G003620	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1
OG0000264	El001G003650	XP_020876466.1
OG0000265	El005G251540, El003G190960, El006G310460, El002G124910, El003G178950	XP_020871484.1, XP_020870361.1, XP_020870665.1, XP_020881798.1, XP_020872647.1, XP_020869117.1
OG0000266	El001G005860	XP_020882437.1
OG0000266	El002G136470, El004G205750	XP_020882443.1
OG0000267	El006G303900, El006G300950, El006G300970	XP_020884986.1, XP_020885024.1, XP_020885006.1, XP_020885032.1, XP_002879220.1, XP_020883121.1, XP_020885184.1
OG0000268	El001G037050	XP_020879860.1
OG0000268	El004G198500	XP_020891047.1
OG0000268	El001G081300	XP_002870939.2
OG0000268	El001G024850	XP_002877959.1
OG0000271	El006G308350	XP_020876444.1
OG0000271	El001G055480	XP_002870459.1
OG0000271	El001G079640	XP_020890201.1
OG0000273	El002G132430	XP_002894125.1
OG0000274	El007G331270	XP_002864649.1
OG0000274	El002G138930	XP_020867206.1
OG0000274	El005G270610	XP_002877471.1
OG0000274	El004G201760	XP_002888167.1
OG0000274	El006G303380, El006G303400	XP_020883555.1
OG0000275	El001G046400	XP_002877153.1
OG0000275	El005G260470, El005G260460	XP_020889498.1, XP_002883331.1, XP_002883330.1
OG0000276	El003G177930	XP_020877153.1
OG0000276	El001G054260, El001G054290	XP_002874234.1
OG0000276	El006G301860, El005G266830	XP_002881131.2
OG0000277	El003G172500	XP_002870218.1
OG0000277	El003G172490	XP_002870219.1
OG0000277	El003G172510	XP_020874808.1
OG0000277	El003G172540, El003G172520	XP_002870222.1
OG0000278	El004G194450, El004G194550, El004G194420	XP_002862832.1
OG0000281	El002G134210	XP_002891549.1
OG0000281	El002G134220	XP_020866716.1
OG0000281	El004G205670, El004G205700	XP_002894688.2, XP_002892013.2
OG0000281	El002G136400, El001G040230, El001G039370, El001G040160, El005G265000, El007G357260, El001G040220, El001G048140	XP_002875296.2
OG0000282	El001G074250	XP_020876205.1
OG0000282	El001G074230, El001G074220	XP_002873315.1
OG0000282	El001G074240	XP_002873314.1
OG0000282	El001G074210	XP_002873316.1
OG0000282	El001G074200	XP_020876208.1
OG0000282	El001G074190	XP_020876210.1
OG0000284	El001G051110	XP_020879188.1
OG0000284	El007G347650	XP_020871231.1
OG0000285	El005G252080	XP_020871428.1, XP_020874119.1
OG0000286	El007G339220, El007G356290	XP_020884976.1
OG0000286	El007G346400, El007G339230, El007G339190, El007G339150, El007G339210, El007G356280, El007G339800, El007G339290, El007G339310, El007G347210	XP_020871560.1, XP_020884921.1
OG0000287	El005G258960	XP_020886036.1
OG0000287	El005G259020	XP_020871918.1
OG0000287	El005G258990, El005G259000	XP_020871911.1, XP_020886261.1
OG0000287	El005G259040	XP_020886039.1
OG0000288	El005G236820, El005G237970	XP_002893341.1
OG0000288	El002G127980	XP_020886472.1, XP_020882129.1
OG0000288	El006G306940, El007G362290, El007G366050, El007G366090, El007G366070, El007G366110, El007G366120, El007G366080, El007G366040, El007G366150, El001G018900, El001G018820, El007G366140, El007G359310, El004G231130, El004G231090, El004G231100, El004G231180	XP_020888272.1
OG0000288	El005G265170, El005G269820, El005G269800	XP_020887303.1, XP_002884761.1, XP_020887222.1, XP_020886567.1
OG0000290	El005G255960	XP_002885269.2
OG0000290	El007G324830	XP_002864952.1
OG0000290	El003G191140, El003G191110	XP_002870726.2, XP_020872955.1
OG0000293	El007G348670	XP_020876173.1, XP_020881921.1
OG0000294	El005G254320	XP_020889164.1
OG0000294	El001G002070	XP_020877038.1
OG0000294	El002G084190	XP_020867795.1
OG0000295	El005G250990	XP_020886572.1
OG0000295	El005G250980	XP_020886571.1
OG0000296	El006G317420, El006G317640, El006G317430	XP_020865723.1, XP_020877183.1
OG0000296	El002G114740, El002G114830	XP_020868439.1, XP_002874400.1
OG0000296	El006G291480	XP_020883752.1, XP_002862453.1
OG0000296	El007G339110	XP_020877394.1
OG0000297	El003G145640	XP_020875559.1
OG0000297	El007G330520	XP_002864686.1
OG0000297	El005G257220	XP_020889053.1
OG0000298	El005G276710	XP_002886167.1
OG0000299	El001G044780, El001G044800, El001G044870	XP_002875500.1
OG0000299	El004G215990	XP_020865762.1
OG0000299	El002G141100	XP_020867799.1
OG0000300	El005G270380	XP_020888721.1, XP_020888706.1
OG0000300	El005G270340	XP_020887748.1
OG0000300	El005G270320, El006G312490	XP_002883696.1, XP_020886867.1, XP_002883695.1
OG0000303	El004G204690, El001G012020	XP_020883764.1
OG0000304	El002G124540	XP_020866105.1
OG0000304	El001G037860, El002G117260	XP_020885653.1
OG0000308	El002G101740	XP_002870343.2
OG0000308	El002G101720	XP_020868339.1
OG0000310	El002G106070	XP_020867728.1
OG0000310	El007G331450	XP_002866323.1
OG0000310	El005G269120, El005G267120	XP_002862953.1, XP_002864667.1, XP_002866375.1
OG0000311	El001G064420	XP_020877332.1
OG0000311	El002G132070	XP_002891436.1
OG0000311	El005G254740	XP_020889182.1
OG0000311	El004G215340	XP_020891044.1
OG0000313	El002G132590	XP_020866653.1, XP_020869736.1
OG0000314	El002G086800	XP_002892239.1
OG0000314	El002G086810	XP_002889523.1
OG0000314	El006G298930	XP_020883979.1
OG0000316	El006G313460, El006G313430, El006G288940, El006G288750, El006G313470	XP_020886529.1
OG0000316	El006G289040, El006G288950	XP_002881726.1, XP_002879874.1, XP_002881728.1
OG0000319	El002G090600, El002G090610, El007G330560	XP_020870838.1, XP_002889674.1, XP_002864684.1, XP_020870839.1
OG0000320	El007G351450	XP_020886143.1, XP_020868852.1
OG0000320	El001G046980	XP_020871384.1
OG0000321	El003G185760, El003G185810	XP_002870549.2
OG0000322	El004G231760	XP_002889191.1
OG0000322	El002G101250	XP_002890206.2
OG0000322	El006G289270	XP_020885575.1, XP_020884760.1, XP_002874576.1
OG0000323	El003G156430	XP_020872213.1
OG0000323	El003G156470	XP_002869553.1
OG0000323	El003G156480	XP_020875469.1
OG0000325	El004G205680, El005G236050	XP_002891227.2, XP_020881802.1
OG0000325	El007G348860	XP_020875171.1
OG0000327	El002G109100, El002G109110	XP_020870142.1
OG0000327	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370	XP_002877115.2, XP_020880743.1, XP_020879875.1, XP_002877989.2
OG0000328	El003G174750	XP_002870302.1
OG0000328	El003G188510, El003G188530, El003G188520	XP_002870810.1, XP_002870811.1, XP_002870812.1
OG0000329	El006G284470, El003G174280	XP_020884774.1
OG0000330	El001G031500	XP_020879727.1
OG0000330	El001G031820	XP_020882480.1
OG0000331	El002G122670, El001G044380, El005G250440, El006G293100, El005G264650, El004G209740, El004G210410, El001G037400	XP_020884699.1, XP_020891254.1
OG0000331	El004G210400	XP_002880818.2
OG0000331	El005G263690	XP_020877154.1, XP_020876154.1
OG0000332	El001G060380	XP_020877543.1, XP_020877291.1
OG0000332	El002G134240	XP_020866713.1
OG0000334	El001G024470	XP_002877942.1
OG0000334	El006G292570	XP_020882973.1
OG0000334	El027G373440, El004G212490	XP_002872839.1, XP_002872840.1
OG0000334	El001G002940	XP_020876136.1
OG0000335	El002G087130	XP_020868018.1
OG0000335	El002G130900	XP_020866818.1, XP_020866817.1
OG0000335	El005G246880	XP_020888216.1
OG0000335	El002G113660	XP_020870970.1
OG0000336	El004G225060	XP_002887463.1
OG0000336	El004G225040	XP_002887461.1
OG0000336	El002G101750	XP_002890238.1
OG0000336	El004G225030	XP_002887457.1
OG0000338	El004G205930, El004G205250	XP_002886727.1, XP_020870323.1
OG0000339	El002G083160	XP_020869191.1
OG0000339	El003G161790	XP_020873658.1
OG0000339	El001G000520	XP_002872953.1
OG0000339	El006G282150	XP_020885426.1
OG0000339	El001G033440	XP_020881574.1
OG0000340	El006G285360	XP_002888546.1, XP_002880050.1
OG0000340	El006G285350, El002G130230	XP_002894052.1
OG0000340	El006G285340	XP_002880052.1
OG0000344	El001G051870	XP_020877847.1, XP_020876157.1
OG0000344	El007G349080	XP_020880400.1
OG0000345	El002G096210	XP_020869507.1
OG0000345	El002G096170	XP_020869323.1
OG0000346	El005G272170	XP_020871183.1
OG0000347	El005G267560	XP_020887803.1, XP_020889440.1
OG0000347	El005G247550	XP_020885147.1, XP_002880843.1
OG0000348	El004G225860, El007G346220, El004G225870	XP_020891714.1
OG0000348	El003G159600, El003G182960	XP_020889075.1
OG0000349	El003G146500	XP_002869064.1
OG0000349	El004G214430, El004G214420	XP_020891555.1, XP_020891770.1
OG0000349	El002G127670, El002G127640	XP_020870051.1
OG0000350	El002G115710	XP_020867533.1
OG0000350	El002G115770	XP_020867532.1
OG0000351	El002G121660	XP_020866111.1
OG0000351	El005G250830	XP_002870550.1
OG0000351	El002G121570	XP_020886617.1
OG0000352	El006G309450	XP_002890193.1
OG0000352	El004G201170, El004G201120, El003G185340, El007G358620	XP_002886594.2, XP_002888145.1, XP_020891477.1
OG0000355	El003G173970	XP_002868232.2
OG0000355	El004G217540, El004G217530	XP_002887118.1, XP_002887117.1
OG0000356	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640	XP_002874408.2, XP_002872250.1, XP_002874407.2
OG0000358	El002G086200, El001G072530	XP_002892204.1
OG0000358	El007G359240	XP_020868529.1, XP_002865409.1
OG0000358	El001G072540	XP_020877760.1
OG0000358	El001G072550	XP_002873405.1
OG0000359	El002G115950, El002G115980	XP_002890838.2, XP_002893588.2
OG0000359	El006G296870	XP_020883007.1
OG0000359	El006G296860	XP_002879498.1
OG0000360	El007G323130	XP_020871494.1, XP_002865045.1
OG0000361	El005G247030, El005G247020	XP_002882734.1
OG0000361	El001G078160	XP_020879386.1
OG0000362	El005G273570	XP_020888758.1, XP_020886043.1
OG0000363	El002G126200, El002G126220	XP_002886436.2
OG0000368	El003G144810	XP_020874750.1
OG0000368	El004G215830	XP_002888509.2, XP_020865922.1
OG0000368	El003G144750	XP_020873168.1
OG0000369	El007G331100, El001G015190	XP_002881664.1
OG0000370	El003G185270, El002G101090, El002G101100	XP_002890198.2
OG0000370	El002G101070	XP_020870155.1
OG0000370	El001G014550, El003G159300, El003G159280	XP_020873585.1
OG0000371	El002G111190	XP_002890652.1
OG0000371	El006G280660	XP_002880288.1
OG0000371	El002G085130	XP_020870312.1
OG0000372	El003G157160, El003G157170, El003G173780	XP_020873782.1, XP_002869578.2, XP_002869577.1, XP_020873778.1
OG0000377	El004G200550	XP_020890101.1
OG0000377	El004G200530	XP_020890100.1
OG0000377	El004G200590	XP_002886599.1
OG0000379	El003G186470, El006G311540	XP_002862473.2
OG0000380	El004G197800	XP_020890515.1
OG0000381	El001G076620	XP_002889550.2
OG0000381	El001G041360	XP_020868842.1, XP_002893663.2
OG0000381	El006G290220	XP_020875900.1
OG0000382	El002G084270	XP_002889409.1
OG0000382	El001G002380	XP_002874941.1
OG0000382	El004G208350	XP_020868304.1
OG0000382	El002G091920	XP_020867895.1
OG0000383	El002G114440	XP_020868242.1
OG0000383	El002G114400	XP_020868885.1
OG0000383	El002G114430	XP_020868889.1
OG0000384	El002G137740	XP_020870422.1
OG0000384	El002G137760	XP_020867734.1
OG0000386	El001G023900	XP_002876198.1
OG0000386	El001G040470, El001G040480	XP_002875312.1
